date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,626,745,581,454,364,3
1/1/2022,24627,12897,11888,13712,20589,12879
1/10/2021,1136,1167,964,810,734,11
1/10/2022,24864,12980,11948,13770,20624,13336
1/11/2021,1206,1250,1044,861,802,12
1/11/2022,24883,12986,11948,13773,20631,13361
1/12/2021,1311,1338,1119,945,1003,13
1/12/2022,24907,12998,11950,13785,20637,13413
1/13/2021,1368,1406,1202,1019,1267,14
1/13/2022,24928,13002,11955,13790,20641,13426
1/14/2021,1468,1494,1295,1106,1539,14
1/14/2022,24982,13020,11964,13797,20653,13509
1/15/2021,1587,1589,1376,1194,2291,14
1/15/2022,25006,13023,11966,13801,20656,13546
1/16/2021,1599,1605,1390,1218,2395,14
1/16/2022,25017,13024,11968,13802,20656,13568
1/17/2021,1605,1613,1398,1222,2402,14
1/17/2022,25026,13024,11971,13804,20658,13574
1/18/2021,1676,1684,1456,1278,2466,15
1/18/2022,25037,13030,11973,13809,20665,13600
1/19/2021,1766,1747,1519,1356,2728,15
1/19/2022,25048,13039,11983,13817,20666,13644
1/2/2021,652,761,589,468,375,3
1/2/2022,24633,12902,11892,13713,20589,12887
1/20/2021,2015,2017,1843,1651,2952,20
1/20/2022,25057,13048,11988,13823,20671,13692
1/21/2021,2163,2134,1945,1752,3175,21
1/21/2022,25080,13059,11996,13833,20676,13725
1/22/2021,2258,2212,2041,1864,3521,22
1/22/2022,25093,13065,11999,13833,20678,13767
1/23/2021,2301,2247,2075,1899,3725,25
1/23/2022,25100,13065,11999,13834,20678,13780
1/24/2021,2307,2250,2075,1900,3744,25
1/24/2022,25115,13068,12006,13834,20684,13806
1/25/2021,2356,2300,2138,2000,4055,26
1/25/2022,25116,13072,12009,13836,20686,13816
1/26/2021,2417,2356,2193,2077,4424,28
1/27/2021,2667,2502,2341,2240,4815,30
1/28/2021,2862,2625,2477,2401,5223,34
1/29/2021,2960,2710,2556,2512,5571,38
1/3/2021,652,762,589,469,377,3
1/3/2022,24654,12911,11900,13721,20592,12937
1/30/2021,3022,2753,2585,2551,5688,45
1/31/2021,3032,2755,2586,2554,5714,45
1/4/2021,721,837,654,539,440,4
1/4/2022,24678,12919,11907,13727,20594,12974
1/5/2021,806,910,708,603,511,7
1/5/2022,24711,12926,11912,13738,20603,13038
1/6/2021,889,963,764,655,581,7
1/6/2022,24747,12941,11923,13743,20605,13134
1/7/2021,1003,1051,851,725,681,7
1/7/2022,24798,12961,11934,13758,20611,13229
1/8/2021,1122,1159,952,790,724,11
1/8/2022,24821,12969,11943,13761,20621,13280
1/9/2021,1136,1166,962,807,732,11
1/9/2022,24841,12973,11946,13766,20623,13314
10/1/2021,22693,11982,11119,12855,19544,8179
10/10/2021,22838,12037,11178,12888,19600,8249
10/11/2021,22844,12043,11184,12890,19607,8256
10/12/2021,22853,12052,11186,12890,19609,8266
10/13/2021,22875,12060,11197,12893,19623,8276
10/14/2021,22890,12062,11198,12904,19632,8284
10/15/2021,22906,12068,11209,12906,19641,8292
10/16/2021,22919,12069,11210,12911,19642,8297
10/17/2021,22941,12073,11213,12911,19643,8305
10/18/2021,22952,12083,11216,12916,19650,8309
10/19/2021,22971,12087,11217,12922,19654,8314
10/2/2021,22706,11983,11120,12855,19550,8183
10/20/2021,22985,12095,11226,12926,19662,8323
10/21/2021,23001,12102,11230,12932,19668,8328
10/22/2021,23024,12114,11240,12950,19693,8335
10/23/2021,23043,12121,11246,12960,19710,8344
10/24/2021,23051,12126,11248,12961,19721,8347
10/25/2021,23067,12134,11258,12972,19749,8355
10/26/2021,23083,12142,11265,12986,19771,8376
10/27/2021,23114,12155,11279,13001,19814,8391
10/28/2021,23130,12160,11286,13008,19837,8397
10/29/2021,23167,12184,11299,13032,19871,8413
10/3/2021,22720,11983,11124,12859,19555,8190
10/30/2021,23189,12199,11315,13040,19884,8426
10/31/2021,23204,12207,11325,13046,19890,8433
10/4/2021,22741,11988,11130,12865,19565,8197
10/5/2021,22756,11995,11134,12870,19573,8203
10/6/2021,22784,12010,11146,12875,19579,8214
10/7/2021,22796,12020,11153,12883,19584,8224
10/8/2021,22817,12032,11174,12887,19589,8237
10/9/2021,22828,12036,11177,12888,19597,8244
11/1/2021,23225,12218,11332,13062,19910,8436
11/10/2021,23443,12325,11416,13168,20032,9649
11/11/2021,23473,12336,11426,13183,20039,9719
11/12/2021,23504,12351,11445,13199,20057,10049
11/13/2021,23521,12360,11453,13206,20064,10185
11/14/2021,23543,12364,11458,13213,20066,10230
11/15/2021,23568,12376,11471,13230,20087,10289
11/16/2021,23595,12392,11477,13243,20097,10379
11/17/2021,23618,12405,11485,13253,20124,10583
11/18/2021,23658,12419,11499,13265,20146,10657
11/19/2021,23712,12439,11513,13286,20162,10837
11/2/2021,23242,12223,11342,13070,19923,8447
11/20/2021,23730,12456,11523,13295,20174,10979
11/21/2021,23751,12463,11528,13303,20181,11022
11/22/2021,23779,12474,11544,13321,20200,11083
11/23/2021,23807,12480,11561,13332,20217,11139
11/24/2021,23828,12492,11567,13337,20229,11189
11/25/2021,23828,12492,11567,13337,20229,11189
11/26/2021,23852,12501,11570,13354,20237,11238
11/27/2021,23867,12503,11574,13360,20240,11249
11/28/2021,23874,12507,11577,13365,20242,11255
11/29/2021,23897,12520,11583,13376,20265,11304
11/3/2021,23272,12239,11350,13080,19939,8457
11/30/2021,23922,12529,11594,13387,20279,11386
11/4/2021,23300,12250,11359,13096,19957,8463
11/5/2021,23343,12274,11381,13119,19973,8571
11/6/2021,23365,12285,11392,13130,19982,8976
11/7/2021,23376,12295,11394,13136,19992,9036
11/8/2021,23394,12299,11400,13145,20001,9201
11/9/2021,23416,12308,11408,13151,20010,9359
12/1/2020,,,,1,,
12/1/2021,23946,12547,11601,13402,20301,11439
12/10/2020,,1,,1,1,
12/10/2021,24233,12687,11706,13530,20416,12000
12/11/2020,,1,,1,1,
12/11/2021,24253,12700,11716,13540,20424,12049
12/12/2020,,2,,1,1,
12/12/2021,24262,12708,11721,13550,20427,12073
12/13/2020,,2,,1,1,
12/13/2021,24291,12716,11729,13564,20446,12105
12/14/2020,,2,,1,1,
12/14/2021,24313,12725,11743,13571,20457,12140
12/15/2020,2,4,1,3,3,
12/15/2021,24335,12737,11755,13584,20470,12174
12/16/2020,23,45,36,25,16,
12/16/2021,24368,12744,11769,13597,20478,12233
12/17/2020,52,80,69,53,21,
12/17/2021,24402,12760,11783,13613,20491,12309
12/18/2020,98,140,115,84,41,
12/18/2021,24416,12763,11790,13623,20498,12392
12/19/2020,108,152,123,99,42,
12/19/2021,24444,12772,11802,13623,20500,12418
12/2/2020,,1,,1,,
12/2/2021,23975,12559,11608,13411,20315,11456
12/20/2020,109,154,123,99,44,
12/20/2021,24464,12779,11819,13634,20509,12479
12/21/2020,111,155,125,99,45,
12/21/2021,24488,12786,11828,13647,20524,12520
12/22/2020,118,174,140,110,50,1
12/22/2021,24514,12796,11841,13654,20540,12582
12/23/2020,171,284,219,150,74,2
12/23/2021,24530,12807,11849,13667,20552,12609
12/24/2020,249,386,290,208,87,2
12/24/2021,24537,12810,11850,13671,20557,12613
12/25/2020,275,413,311,228,92,2
12/25/2021,24537,12810,11850,13671,20557,12613
12/26/2020,294,437,324,239,94,2
12/26/2021,24543,12823,11855,13672,20562,12624
12/27/2020,320,460,338,251,97,2
12/27/2021,24559,12843,11862,13675,20564,12695
12/28/2020,374,517,385,281,110,3
12/28/2021,24572,12854,11868,13684,20572,12774
12/29/2020,435,596,430,331,205,3
12/29/2021,24594,12874,11881,13695,20580,12826
12/3/2020,,1,,1,1,
12/3/2021,24025,12580,11627,13436,20326,11555
12/30/2020,532,683,506,395,307,3
12/30/2021,24619,12893,11888,13707,20586,12869
12/31/2020,585,723,554,433,357,3
12/31/2021,24626,12895,11888,13711,20589,12877
12/4/2020,,1,,1,1,
12/4/2021,24042,12587,11633,13443,20327,11646
12/5/2020,,1,,1,1,
12/5/2021,24065,12603,11640,13451,20334,11675
12/6/2020,,1,,1,1,
12/6/2021,24081,12605,11647,13463,20354,11706
12/7/2020,,1,,1,1,
12/7/2021,24098,12611,11655,13476,20370,11747
12/8/2020,,1,,1,1,
12/8/2021,24140,12629,11668,13490,20388,11840
12/9/2020,,1,,1,1,
12/9/2021,24188,12661,11685,13509,20404,11908
2/1/2021,3094,2822,2648,2667,6174,45
2/10/2021,5008,3710,3624,3967,10225,190
