date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,310,411,428,649,454,6
1/1/2022,12519,8896,11446,21310,59379,6298
1/10/2021,564,700,794,1126,996,9
1/10/2022,12693,9001,11526,21453,59581,6454
1/11/2021,573,708,803,1142,1025,10
1/11/2022,12714,9011,11533,21465,59603,6474
1/12/2021,592,733,832,1188,1119,10
1/12/2022,12732,9022,11539,21477,59624,6486
1/13/2021,637,782,918,1282,1316,11
1/13/2022,12749,9037,11549,21494,59640,6508
1/14/2021,670,827,973,1354,1431,13
1/14/2022,12768,9050,11559,21514,59664,6559
1/15/2021,685,839,986,1374,1481,13
1/15/2022,12779,9055,11567,21520,59670,6569
1/16/2021,706,871,1030,1420,1629,15
1/16/2022,12794,9059,11569,21521,59678,6575
1/17/2021,708,873,1033,1427,1646,16
1/17/2022,12809,9063,11574,21530,59694,6592
1/18/2021,716,876,1049,1452,1811,18
1/18/2022,12823,9071,11581,21538,59705,6609
1/19/2021,750,928,1104,1532,1967,19
1/19/2022,12836,9077,11588,21551,59726,6632
1/2/2021,330,444,451,680,466,6
1/2/2022,12531,8903,11456,21318,59385,6308
1/20/2021,792,978,1172,1624,2253,19
1/20/2022,12853,9087,11592,21562,59744,6656
1/21/2021,914,1136,1348,1862,2965,19
1/21/2022,12866,9094,11602,21576,59762,6686
1/22/2021,1050,1270,1522,2114,3911,20
1/22/2022,12872,9100,11604,21583,59763,6693
1/23/2021,1090,1327,1576,2220,5060,23
1/23/2022,12875,9105,11607,21585,59767,6704
1/24/2021,1106,1344,1598,2296,6264,24
1/24/2022,12890,9112,11616,21593,59773,6709
1/25/2021,1129,1368,1629,2375,6911,24
1/25/2022,12896,9114,11621,21598,59779,6717
1/26/2021,1140,1379,1659,2418,7276,24
1/27/2021,1214,1434,1733,2600,8552,25
1/28/2021,1263,1506,1839,2803,9955,31
1/29/2021,1343,1566,1938,2975,11214,35
1/3/2021,330,446,451,682,468,6
1/3/2022,12560,8916,11466,21337,59417,6322
1/30/2021,1390,1593,1994,3063,11851,35
1/31/2021,1427,1619,2043,3152,12564,37
1/4/2021,339,450,461,694,474,6
1/4/2022,12576,8922,11473,21358,59445,6341
1/5/2021,346,459,477,713,499,6
1/5/2022,12603,8934,11485,21378,59473,6360
1/6/2021,354,466,488,740,536,7
1/6/2022,12628,8948,11495,21390,59503,6386
1/7/2021,437,565,630,880,736,8
1/7/2022,12658,8971,11508,21410,59541,6415
1/8/2021,530,670,757,1085,948,9
1/8/2022,12674,8977,11514,21423,59552,6428
1/9/2021,563,699,793,1126,993,9
1/9/2022,12685,8982,11522,21432,59558,6436
10/1/2021,11032,8010,10428,19638,55467,4488
10/10/2021,11179,8083,10508,19719,55608,4525
10/11/2021,11195,8094,10511,19735,55638,4531
10/12/2021,11207,8097,10518,19745,55650,4542
10/13/2021,11223,8103,10524,19756,55662,4557
10/14/2021,11238,8115,10533,19772,55687,4561
10/15/2021,11256,8122,10541,19785,55706,4568
10/16/2021,11269,8127,10545,19790,55715,4575
10/17/2021,11285,8135,10554,19795,55721,4578
10/18/2021,11301,8143,10559,19801,55733,4584
10/19/2021,11323,8153,10564,19812,55744,4594
10/2/2021,11055,8017,10436,19648,55480,4495
10/20/2021,11340,8159,10570,19822,55772,4596
10/21/2021,11359,8170,10580,19838,55786,4602
10/22/2021,11375,8178,10592,19860,55841,4608
10/23/2021,11377,8180,10602,19872,55886,4608
10/24/2021,11382,8186,10605,19877,55908,4612
10/25/2021,11396,8192,10615,19892,55994,4618
10/26/2021,11401,8204,10625,19904,56086,4622
10/27/2021,11415,8210,10637,19921,56175,4625
10/28/2021,11436,8218,10645,19942,56265,4630
10/29/2021,11458,8227,10658,19953,56362,4636
10/3/2021,11064,8019,10437,19649,55483,4497
10/30/2021,11472,8229,10663,19959,56390,4636
10/31/2021,11476,8234,10665,19964,56411,4637
10/4/2021,11082,8027,10453,19660,55501,4500
10/5/2021,11101,8037,10461,19675,55530,4504
10/6/2021,11116,8049,10471,19684,55551,4505
10/7/2021,11132,8063,10483,19696,55570,4507
10/8/2021,11152,8072,10495,19713,55596,4520
10/9/2021,11167,8080,10504,19716,55603,4524
11/1/2021,11489,8244,10672,19981,56482,4643
11/10/2021,11647,8337,10783,20163,57092,4925
11/11/2021,11669,8347,10798,20196,57166,4999
11/12/2021,11694,8370,10815,20229,57275,5063
11/13/2021,11704,8385,10825,20240,57307,5074
11/14/2021,11715,8390,10833,20249,57331,5081
11/15/2021,11733,8406,10844,20276,57397,5110
11/16/2021,11752,8420,10856,20296,57476,5198
11/17/2021,11773,8436,10866,20319,57561,5292
11/18/2021,11801,8453,10887,20348,57661,5335
11/19/2021,11828,8471,10904,20381,57740,5354
11/2/2021,11507,8254,10683,19998,56550,4648
11/20/2021,11841,8479,10913,20401,57781,5370
11/21/2021,11852,8482,10923,20414,57812,5376
11/22/2021,11873,8496,10939,20449,57886,5425
11/23/2021,11895,8511,10965,20474,57953,5504
11/24/2021,11919,8520,10981,20502,58005,5530
11/25/2021,11919,8520,10981,20502,58005,5530
11/26/2021,11935,8534,10991,20514,58031,5544
11/27/2021,11947,8543,11003,20527,58063,5558
11/28/2021,11958,8552,11012,20543,58082,5565
11/29/2021,11965,8562,11025,20572,58144,5587
11/3/2021,11522,8265,10697,20020,56616,4657
11/30/2021,11984,8576,11040,20602,58195,5622
11/4/2021,11540,8274,10706,20040,56689,4684
11/5/2021,11558,8284,10728,20071,56786,4729
11/6/2021,11568,8293,10741,20087,56830,4743
11/7/2021,11580,8303,10747,20093,56855,4751
11/8/2021,11595,8315,10761,20123,56931,4796
11/9/2021,11627,8325,10771,20142,57018,4873
12/1/2020,,,,,2,
12/1/2021,12010,8591,11057,20632,58273,5644
12/10/2020,1,,,,2,
12/10/2021,12179,8704,11211,20920,58748,5874
12/11/2020,1,,,,2,
12/11/2021,12189,8711,11219,20930,58761,5885
12/12/2020,1,,,,3,
12/12/2021,12200,8718,11227,20936,58788,5888
12/13/2020,1,,,,3,
12/13/2021,12224,8732,11244,20970,58824,5915
12/14/2020,1,,,,3,
12/14/2021,12238,8741,11260,20988,58857,5945
12/15/2020,1,,,,3,
12/15/2021,12266,8745,11269,21014,58906,5962
12/16/2020,1,1,1,1,3,
12/16/2021,12289,8762,11281,21037,58942,5983
12/17/2020,1,1,2,1,6,
12/17/2021,12303,8770,11298,21061,58984,6016
12/18/2020,1,1,2,1,6,
12/18/2021,12315,8780,11310,21078,59005,6025
12/19/2020,2,1,2,1,8,
12/19/2021,12333,8787,11323,21084,59021,6041
12/2/2020,,,,,2,
12/2/2021,12039,8609,11084,20677,58350,5681
12/20/2020,2,1,2,4,8,
12/20/2021,12355,8800,11335,21105,59071,6079
12/21/2020,2,3,2,5,8,
12/21/2021,12376,8807,11347,21136,59120,6110
12/22/2020,34,71,96,125,59,
12/22/2021,12397,8820,11360,21168,59161,6128
12/23/2020,107,163,173,273,108,1
12/23/2021,12419,8829,11368,21194,59205,6154
12/24/2020,117,174,180,288,115,2
