date,pcr_tests_APACHE,pcr_pos_test_APACHE,pcr_positivity_APACHE
2022-01-25 00:00:00,5,2,0.4
2022-01-24 00:00:00,230,61,0.2652173913043479
2022-01-23 00:00:00,149,63,0.4228187919463088
2022-01-22 00:00:00,248,97,0.3911290322580645
2022-01-21 00:00:00,802,237,0.2955112219451372
2022-01-20 00:00:00,659,172,0.2610015174506829
2022-01-19 00:00:00,914,250,0.2735229759299781
2022-01-18 00:00:00,689,203,0.2946298984034833
2022-01-17 00:00:00,312,104,0.3333333333333333
2022-01-16 00:00:00,178,63,0.3539325842696629
2022-01-15 00:00:00,176,60,0.3409090909090909
2022-01-14 00:00:00,973,211,0.2168550873586845
2022-01-13 00:00:00,569,154,0.2706502636203867
2022-01-12 00:00:00,953,226,0.2371458551941238
2022-01-11 00:00:00,922,213,0.2310195227765727
2022-01-10 00:00:00,668,168,0.251497005988024
2022-01-09 00:00:00,188,52,0.2765957446808511
2022-01-08 00:00:00,279,49,0.1756272401433692
2022-01-07 00:00:00,613,158,0.2577487765089723
2022-01-06 00:00:00,589,121,0.2054329371816638
2022-01-05 00:00:00,848,159,0.1875
2022-01-04 00:00:00,874,143,0.1636155606407323
2022-01-03 00:00:00,453,96,0.2119205298013245
2022-01-02 00:00:00,158,41,0.259493670886076
2022-01-01 00:00:00,79,13,0.1645569620253165
2021-12-31 00:00:00,148,28,0.1891891891891892
2021-12-30 00:00:00,306,53,0.173202614379085
2021-12-29 00:00:00,277,46,0.1660649819494585
2021-12-28 00:00:00,335,61,0.182089552238806
2021-12-27 00:00:00,333,64,0.1921921921921922
2021-12-26 00:00:00,104,14,0.1346153846153846
2021-12-25 00:00:00,69,11,0.1594202898550725
2021-12-24 00:00:00,106,17,0.160377358490566
2021-12-23 00:00:00,260,32,0.1230769230769231
2021-12-22 00:00:00,182,21,0.1153846153846154
2021-12-21 00:00:00,251,34,0.1354581673306773
2021-12-20 00:00:00,238,33,0.138655462184874
2021-12-19 00:00:00,93,9,0.0967741935483871
2021-12-18 00:00:00,98,5,0.0510204081632653
2021-12-17 00:00:00,163,19,0.1165644171779141
2021-12-16 00:00:00,247,18,0.0728744939271255
2021-12-15 00:00:00,349,34,0.0974212034383954
2021-12-14 00:00:00,299,28,0.0936454849498328
2021-12-13 00:00:00,279,27,0.0967741935483871
2021-12-12 00:00:00,115,6,0.0521739130434783
2021-12-11 00:00:00,131,13,0.0992366412213741
2021-12-10 00:00:00,192,26,0.1354166666666667
2021-12-09 00:00:00,224,21,0.09375
2021-12-08 00:00:00,398,33,0.0829145728643216
2021-12-07 00:00:00,268,39,0.1455223880597015
2021-12-06 00:00:00,362,42,0.1160220994475138
2021-12-05 00:00:00,134,17,0.1268656716417911
2021-12-04 00:00:00,138,15,0.108695652173913
2021-12-03 00:00:00,223,30,0.1345291479820628
2021-12-02 00:00:00,351,43,0.1225071225071225
2021-12-01 00:00:00,428,49,0.1144859813084112
2021-11-30 00:00:00,413,54,0.1307506053268765
2021-11-29 00:00:00,345,52,0.1507246376811594
2021-11-28 00:00:00,83,12,0.1445783132530121
2021-11-27 00:00:00,115,24,0.208695652173913
2021-11-26 00:00:00,191,21,0.1099476439790576
2021-11-25 00:00:00,69,10,0.1449275362318841
2021-11-24 00:00:00,247,44,0.1781376518218623
2021-11-23 00:00:00,335,49,0.1462686567164179
2021-11-22 00:00:00,277,52,0.1877256317689531
2021-11-21 00:00:00,95,19,0.2
2021-11-20 00:00:00,90,9,0.1
2021-11-19 00:00:00,172,26,0.1511627906976744
2021-11-18 00:00:00,288,42,0.1458333333333334
2021-11-17 00:00:00,391,64,0.1636828644501279
2021-11-16 00:00:00,285,36,0.1263157894736842
2021-11-15 00:00:00,370,42,0.1135135135135135
2021-11-14 00:00:00,122,12,0.0983606557377049
2021-11-13 00:00:00,90,18,0.2
2021-11-12 00:00:00,297,44,0.1481481481481482
2021-11-11 00:00:00,162,15,0.0925925925925926
2021-11-10 00:00:00,342,36,0.1052631578947368
2021-11-09 00:00:00,330,38,0.1151515151515152
2021-11-08 00:00:00,426,46,0.107981220657277
2021-11-07 00:00:00,116,26,0.2241379310344828
2021-11-06 00:00:00,75,15,0.2
2021-11-05 00:00:00,273,23,0.0842490842490843
2021-11-04 00:00:00,291,38,0.1305841924398626
2021-11-03 00:00:00,275,36,0.1309090909090909
2021-11-02 00:00:00,386,49,0.1269430051813472
2021-11-01 00:00:00,298,33,0.1107382550335571
2021-10-31 00:00:00,139,17,0.1223021582733813
2021-10-30 00:00:00,148,14,0.0945945945945946
2021-10-29 00:00:00,277,36,0.1299638989169675
2021-10-28 00:00:00,252,40,0.1587301587301587
2021-10-27 00:00:00,320,30,0.09375
2021-10-26 00:00:00,364,28,0.0769230769230769
2021-10-25 00:00:00,403,65,0.1612903225806452
2021-10-24 00:00:00,115,16,0.1391304347826087
2021-10-23 00:00:00,120,28,0.2333333333333334
2021-10-22 00:00:00,217,24,0.1105990783410138
2021-10-21 00:00:00,220,26,0.1181818181818182
2021-10-20 00:00:00,247,24,0.097165991902834
2021-10-19 00:00:00,275,35,0.1272727272727273
2021-10-18 00:00:00,340,51,0.15
2021-10-17 00:00:00,98,17,0.1734693877551021
2021-10-16 00:00:00,106,18,0.169811320754717
2021-10-15 00:00:00,214,28,0.1308411214953271
2021-10-14 00:00:00,214,23,0.1074766355140187
2021-10-13 00:00:00,242,40,0.1652892561983471
2021-10-12 00:00:00,231,23,0.0995670995670996
2021-10-11 00:00:00,270,36,0.1333333333333333
2021-10-10 00:00:00,94,15,0.1595744680851064
2021-10-09 00:00:00,78,20,0.2564102564102564
2021-10-08 00:00:00,166,9,0.0542168674698795
2021-10-07 00:00:00,195,32,0.1641025641025641
2021-10-06 00:00:00,223,36,0.1614349775784753
2021-10-05 00:00:00,163,18,0.1104294478527607
2021-10-04 00:00:00,496,29,0.0584677419354839
2021-10-03 00:00:00,78,9,0.1153846153846154
2021-10-02 00:00:00,113,10,0.0884955752212389
2021-10-01 00:00:00,171,17,0.0994152046783626
2021-09-30 00:00:00,184,23,0.125
2021-09-29 00:00:00,210,6,0.0285714285714286
2021-09-28 00:00:00,199,23,0.1155778894472362
