date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,287,385,439,501,365,7
1/1/2022,8861,6784,9275,18064,45151,3950
1/10/2021,435,555,648,750,849,11
1/10/2022,9020,6880,9381,18244,45347,4098
1/11/2021,452,569,678,788,948,11
1/11/2022,9036,6888,9394,18267,45377,4115
1/12/2021,472,592,707,836,1114,11
1/12/2022,9046,6894,9405,18282,45404,4124
1/13/2021,491,623,745,883,1285,12
1/13/2022,9066,6902,9412,18294,45430,4138
1/14/2021,526,652,794,951,1491,14
1/14/2022,9088,6915,9429,18313,45454,4184
1/15/2021,552,696,831,1019,1726,14
1/15/2022,9099,6923,9432,18320,45464,4195
1/16/2021,563,713,847,1058,1998,15
1/16/2022,9103,6926,9436,18323,45467,4198
1/17/2021,564,716,847,1060,2023,15
1/17/2022,9110,6930,9447,18340,45484,4204
1/18/2021,582,736,875,1095,2263,15
1/18/2022,9119,6940,9454,18352,45505,4216
1/19/2021,600,756,907,1151,2454,16
1/19/2022,9130,6952,9459,18362,45532,4225
1/2/2021,293,395,448,512,378,7
1/2/2022,8875,6789,9281,18079,45159,3955
1/20/2021,634,786,932,1218,2732,16
1/20/2022,9135,6957,9461,18369,45547,4229
1/21/2021,652,812,959,1260,2914,16
1/21/2022,9150,6966,9472,18379,45563,4254
1/22/2021,680,835,986,1309,3159,16
1/22/2022,9157,6969,9476,18384,45570,4255
1/23/2021,693,845,995,1328,3765,16
1/23/2022,9160,6969,9480,18385,45574,4257
1/24/2021,693,851,1004,1334,4292,16
1/24/2022,9166,6978,9489,18402,45594,4265
1/25/2021,699,858,1015,1355,4562,17
1/25/2022,9171,6981,9492,18407,45605,4273
1/26/2021,714,865,1024,1381,4923,17
1/27/2021,738,884,1051,1430,5344,17
1/28/2021,756,908,1082,1478,5879,17
1/29/2021,771,917,1096,1507,6265,17
1/3/2021,295,396,457,518,386,7
1/3/2022,8891,6798,9298,18109,45202,3973
1/30/2021,776,922,1108,1526,6568,17
1/31/2021,779,923,1115,1538,7043,17
1/4/2021,313,426,489,563,454,8
1/4/2022,8913,6809,9315,18136,45226,3988
1/5/2021,328,449,511,591,498,8
1/5/2022,8939,6822,9328,18161,45262,3999
1/6/2021,367,483,551,654,572,9
1/6/2022,8952,6831,9341,18187,45290,4017
1/7/2021,393,512,595,689,689,11
1/7/2022,8971,6852,9361,18211,45315,4062
1/8/2021,424,545,634,731,798,11
1/8/2022,8993,6862,9371,18224,45329,4082
1/9/2021,430,553,643,744,816,11
1/9/2022,9004,6870,9375,18229,45332,4086
10/1/2021,7487,6009,8307,16491,41632,2871
10/10/2021,7613,6074,8379,16588,41758,2918
10/11/2021,7626,6085,8388,16605,41775,2923
10/12/2021,7648,6096,8402,16617,41798,2927
10/13/2021,7659,6107,8412,16626,41823,2932
10/14/2021,7675,6110,8427,16638,41849,2940
10/15/2021,7707,6129,8444,16648,41874,2955
10/16/2021,7723,6139,8455,16650,41880,2963
10/17/2021,7731,6140,8457,16654,41884,2966
10/18/2021,7763,6148,8471,16668,41900,2967
10/19/2021,7782,6162,8479,16683,41924,2980
10/2/2021,7496,6020,8313,16500,41651,2874
10/20/2021,7791,6171,8490,16690,41940,2982
10/21/2021,7814,6177,8500,16700,41955,2985
10/22/2021,7835,6196,8525,16711,42003,2992
10/23/2021,7842,6202,8531,16719,42052,2995
10/24/2021,7846,6204,8533,16725,42069,2999
10/25/2021,7860,6210,8547,16748,42159,2999
10/26/2021,7876,6217,8556,16762,42224,3002
10/27/2021,7888,6223,8572,16782,42301,3007
10/28/2021,7904,6228,8582,16808,42371,3012
10/29/2021,7922,6236,8591,16838,42428,3022
10/3/2021,7501,6022,8313,16500,41656,2878
10/30/2021,7930,6239,8602,16850,42457,3024
10/31/2021,7936,6240,8610,16854,42468,3025
10/4/2021,7519,6026,8324,16516,41673,2882
10/5/2021,7538,6038,8331,16530,41694,2889
10/6/2021,7561,6048,8334,16548,41712,2891
10/7/2021,7584,6055,8346,16563,41726,2893
10/8/2021,7603,6067,8362,16582,41750,2914
10/9/2021,7612,6073,8370,16587,41756,2917
11/1/2021,7940,6243,8615,16873,42527,3033
11/10/2021,8044,6311,8691,17003,42986,3195
11/11/2021,8068,6327,8714,17025,43064,3217
11/12/2021,8092,6343,8736,17063,43102,3243
11/13/2021,8108,6348,8743,17077,43126,3260
11/14/2021,8114,6352,8747,17082,43150,3266
11/15/2021,8136,6356,8767,17099,43220,3279
11/16/2021,8161,6367,8784,17111,43269,3295
11/17/2021,8187,6382,8799,17141,43327,3308
11/18/2021,8217,6400,8809,17170,43387,3325
11/19/2021,8247,6422,8836,17204,43450,3370
11/2/2021,7949,6250,8627,16886,42576,3034
11/20/2021,8261,6427,8843,17221,43479,3405
11/21/2021,8273,6437,8850,17237,43510,3423
11/22/2021,8304,6449,8860,17266,43564,3434
11/23/2021,8326,6452,8880,17295,43606,3453
11/24/2021,8339,6461,8890,17312,43633,3467
11/25/2021,8339,6462,8890,17312,43633,3467
11/26/2021,8365,6471,8901,17333,43660,3484
11/27/2021,8370,6480,8913,17348,43682,3493
11/28/2021,8379,6486,8917,17362,43698,3501
11/29/2021,8409,6508,8928,17387,43747,3508
11/3/2021,7968,6255,8632,16901,42630,3037
11/30/2021,8433,6520,8939,17410,43803,3520
11/4/2021,7979,6267,8639,16913,42709,3045
11/5/2021,7993,6274,8651,16925,42771,3061
11/6/2021,8000,6283,8660,16940,42795,3130
11/7/2021,8002,6283,8662,16945,42804,3147
11/8/2021,8014,6298,8670,16956,42881,3158
11/9/2021,8032,6305,8681,16982,42933,3170
12/1/2020,,,,,1,
12/1/2021,8466,6536,8957,17433,43864,3533
12/10/2020,,,,,1,
12/10/2021,8595,6625,9075,17671,44355,3659
12/11/2020,,,,,1,
12/11/2021,8608,6638,9083,17690,44401,3664
12/12/2020,,,,1,1,
12/12/2021,8616,6642,9090,17692,44439,3679
12/13/2020,,,,1,1,
12/13/2021,8628,6650,9104,17711,44494,3683
12/14/2020,,,,1,1,
12/14/2021,8637,6655,9110,17722,44552,3690
12/15/2020,,,,1,1,
12/15/2021,8646,6659,9117,17749,44621,3698
12/16/2020,,,1,2,1,
12/16/2021,8657,6663,9125,17766,44674,3717
12/17/2020,,,1,2,1,
12/17/2021,8670,6670,9140,17794,44729,3740
12/18/2020,,1,1,3,1,
12/18/2021,8678,6671,9148,17808,44749,3753
12/19/2020,,1,1,3,1,
12/19/2021,8684,6678,9156,17816,44765,3760
12/2/2020,,,,,1,
12/2/2021,8482,6553,8976,17468,43919,3546
12/20/2020,,2,1,3,1,
12/20/2021,8709,6684,9179,17852,44836,3767
12/21/2020,1,2,5,7,4,
12/21/2021,8730,6695,9188,17887,44900,3790
12/22/2020,5,13,24,23,14,
12/22/2021,8743,6709,9200,17917,44945,3805
12/23/2020,32,54,76,79,48,
12/23/2021,8755,6722,9214,17935,44988,3833
12/24/2020,64,89,105,101,64,
12/24/2021,8760,6724,9219,17944,45002,3835
12/25/2020,64,89,105,101,64,
