date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4301,4542,3868,3612,2577,24
1/1/2022,147079,92960,90605,108050,215757,93174
1/10/2021,6567,6562,5776,5603,5324,54
1/10/2022,149068,94047,91571,108886,216476,96983
1/11/2021,6878,6843,6044,5889,5730,63
1/11/2022,149309,94156,91664,108980,216546,97421
1/12/2021,7208,7109,6314,6158,6284,74
1/12/2022,149557,94287,91767,109064,216630,97887
1/13/2021,7423,7345,6564,6409,6763,81
1/13/2022,149808,94400,91845,109162,216702,98322
1/14/2021,7725,7654,6886,6711,7214,85
1/14/2022,150054,94516,91956,109246,216759,98929
1/15/2021,8340,8244,7472,7281,8573,93
1/15/2022,150208,94619,92035,109312,216775,99364
1/16/2021,8578,8442,7653,7450,8867,95
1/16/2022,150325,94683,92099,109355,216804,99622
1/17/2021,8661,8499,7704,7509,9008,99
1/17/2022,150478,94739,92161,109427,216846,99890
1/18/2021,9002,8804,8024,7801,10589,104
1/18/2022,150647,94823,92224,109483,216903,100208
1/19/2021,9375,9095,8354,8133,12290,114
1/19/2022,150819,94901,92312,109561,216951,100530
1/2/2021,4471,4666,3977,3729,2718,25
1/2/2022,147170,93023,90662,108097,215801,93359
1/20/2021,9872,9639,8878,8618,14479,125
1/20/2022,150983,94992,92384,109611,217010,100885
1/21/2021,10275,10089,9373,9101,17632,133
1/21/2022,151178,95092,92475,109684,217039,101286
1/22/2021,10964,10782,10116,9855,20733,140
1/22/2022,151301,95180,92562,109719,217067,101623
1/23/2021,11239,11021,10308,10057,22530,145
1/23/2022,151371,95260,92609,109755,217088,101825
1/24/2021,11377,11154,10416,10168,22866,148
1/24/2022,151497,95326,92669,109811,217132,102073
1/25/2021,12100,11798,11168,10934,26182,163
1/25/2022,151581,95353,92689,109828,217151,102237
1/26/2021,12807,12380,11823,11595,29285,171
1/27/2021,13530,12976,12478,12329,32528,180
1/28/2021,14368,13614,13168,13065,35926,191
1/29/2021,15281,14350,13902,13834,39070,205
1/3/2021,4560,4759,4052,3787,2778,26
1/3/2022,147412,93132,90784,108196,215914,93758
1/30/2021,15924,14787,14258,14232,41811,211
1/31/2021,16096,14899,14375,14368,42580,214
1/4/2021,4897,5082,4327,4071,3071,33
1/4/2022,147672,93280,90880,108299,216012,94281
1/5/2021,5230,5415,4596,4368,3412,35
1/5/2022,147937,93420,91011,108400,216101,94836
1/6/2021,5645,5754,5016,4746,3766,41
1/6/2022,148216,93544,91127,108522,216214,95266
1/7/2021,5948,6000,5231,5039,4227,45
1/7/2022,148456,93702,91266,108645,216295,95889
1/8/2021,6218,6298,5514,5341,4507,50
1/8/2022,148652,93855,91403,108744,216353,96375
1/9/2021,6470,6467,5686,5525,5245,54
1/9/2022,148795,93933,91478,108796,216403,96600
10/1/2021,131868,84160,83544,100661,204847,56886
10/10/2021,133301,84936,84080,101145,205451,57587
10/11/2021,133487,85056,84151,101209,205543,57693
10/12/2021,133648,85126,84191,101242,205606,57757
10/13/2021,133811,85218,84259,101295,205674,57847
10/14/2021,134014,85319,84323,101358,205755,57933
10/15/2021,134245,85426,84433,101434,205828,58028
10/16/2021,134349,85491,84467,101476,205864,58067
10/17/2021,134437,85527,84493,101491,205889,58105
10/18/2021,134625,85633,84559,101552,205960,58173
10/19/2021,134762,85712,84635,101613,206034,58242
10/2/2021,131980,84218,83593,100695,204891,56958
10/20/2021,134915,85777,84705,101677,206097,58315
10/21/2021,135075,85859,84802,101739,206152,58391
10/22/2021,135277,85969,84875,101824,206306,58473
10/23/2021,135385,86019,84915,101872,206401,58528
10/24/2021,135441,86045,84931,101898,206466,58566
10/25/2021,135618,86128,84991,101966,206698,58654
10/26/2021,135783,86260,85093,102066,206927,58833
10/27/2021,136001,86403,85200,102155,207146,59086
10/28/2021,136166,86484,85268,102232,207359,59140
10/29/2021,136380,86602,85358,102337,207560,59221
10/3/2021,132066,84257,83621,100715,204926,57000
10/30/2021,136463,86646,85387,102378,207678,59255
10/31/2021,136518,86677,85410,102393,207731,59272
10/4/2021,132296,84360,83703,100772,205037,57091
10/5/2021,132503,84457,83767,100845,205120,57167
10/6/2021,132712,84585,83835,100906,205208,57251
10/7/2021,132867,84699,83896,100976,205271,57336
10/8/2021,133135,84822,83994,101056,205353,57455
10/9/2021,133230,84890,84047,101113,205404,57541
11/1/2021,136716,86793,85513,102497,207954,59344
11/10/2021,138247,87635,86154,103154,209458,64940
11/11/2021,138392,87707,86231,103233,209656,65863
11/12/2021,138588,87811,86317,103321,209847,66833
11/13/2021,138680,87894,86379,103382,209926,68283
11/14/2021,138764,87959,86420,103419,209980,69291
11/15/2021,138980,88094,86533,103518,210140,70403
11/16/2021,139281,88278,86700,103640,210347,71524
11/17/2021,139512,88420,86804,103730,210568,72422
11/18/2021,139717,88533,86884,103823,210749,73119
11/19/2021,139956,88672,86975,103949,210909,74109
11/2/2021,136910,86899,85591,102576,208168,59445
11/20/2021,140083,88776,87062,104028,210978,75029
11/21/2021,140179,88838,87109,104081,211036,75363
11/22/2021,140375,88941,87203,104220,211227,75905
11/23/2021,140602,89058,87307,104341,211402,76631
11/24/2021,140801,89192,87420,104463,211570,77482
11/25/2021,140809,89194,87421,104464,211570,77483
11/26/2021,140950,89277,87491,104541,211671,77899
11/27/2021,141056,89370,87555,104610,211742,78361
11/28/2021,141154,89427,87611,104674,211798,78574
11/29/2021,141327,89524,87713,104772,211953,79001
11/3/2021,137091,87002,85655,102651,208322,59614
11/30/2021,141512,89635,87806,104887,212114,79550
11/4/2021,137248,87080,85731,102722,208514,59758
11/5/2021,137467,87189,85827,102828,208693,60007
11/6/2021,137569,87248,85865,102875,208803,60664
11/7/2021,137660,87307,85912,102911,208859,61658
11/8/2021,137886,87430,86005,103008,209062,62847
11/9/2021,138062,87520,86084,103080,209289,63906
12/1/2020,16,14,19,16,27,
