date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11790,12947,12077,9723,5647,115
1/10/2021,20067,19945,18887,15848,11211,234
1/11/2021,21310,21049,20105,16821,12980,268
1/12/2021,23307,23032,22113,18497,17739,353
1/13/2021,25338,25155,24329,20153,23253,421
1/14/2021,27290,27281,26606,22049,29216,465
1/15/2021,29501,29304,28707,23831,34042,529
1/16/2021,30872,30499,29982,24990,37208,564
1/17/2021,31843,31399,30938,25956,40329,597
1/18/2021,32891,32340,32090,27069,45305,625
1/19/2021,34168,33558,33399,28362,51541,691
1/2/2021,13335,14313,13310,10800,6361,138
1/20/2021,35456,34832,35022,29880,58482,737
1/21/2021,36951,36335,36874,31745,66567,790
1/22/2021,39858,38968,39852,34747,74415,887
1/23/2021,42483,41041,42350,37210,79208,967
1/24/2021,43764,42218,43632,38622,84304,1012
1/25/2021,45071,43373,45057,40217,91727,1066
1/26/2021,46750,44820,46792,42112,102539,1126
1/27/2021,48246,46132,48307,43754,112899,1162
1/28/2021,49469,47212,49533,45184,123710,1198
1/29/2021,51520,48891,51256,47009,134361,1267
1/3/2021,14080,14892,13816,11241,6591,155
1/30/2021,53271,50293,52849,48575,139340,1330
1/31/2021,53889,50845,53488,49260,142970,1360
1/4/2021,15108,15827,14761,12027,7430,163
1/5/2021,16069,16657,15622,12833,8182,181
1/6/2021,17242,17622,16575,13752,8896,192
1/7/2021,18160,18422,17389,14533,9629,205
1/8/2021,18985,19096,18045,15097,10101,212
1/9/2021,19682,19638,18583,15553,10901,230
10/1/2021,490257,347753,360628,381686,608744,221334
10/2/2021,490395,347828,360675,381724,608768,221398
12/1/2020,34,26,26,14,18,1
12/10/2020,43,31,35,24,34,1
12/11/2020,44,33,35,27,34,1
12/12/2020,45,33,35,29,34,1
12/13/2020,45,34,37,30,35,1
12/14/2020,47,37,37,32,41,1
12/15/2020,51,41,43,40,44,1
12/16/2020,64,52,56,46,48,1
12/17/2020,290,397,365,277,174,4
12/18/2020,677,879,765,539,295,4
12/19/2020,1036,1345,1164,831,419,9
12/2/2020,36,26,26,18,23,1
12/20/2020,1230,1593,1407,1028,505,10
12/21/2020,1934,2430,2171,1584,772,13
12/22/2020,2889,3529,3158,2290,1076,18
12/23/2020,3949,4809,4304,3100,1433,25
12/24/2020,4322,5191,4658,3394,1572,25
12/25/2020,4322,5191,4659,3394,1576,25
12/26/2020,5451,6490,5774,4334,1990,35
12/27/2020,5960,7024,6300,4771,2198,43
12/28/2020,7115,8204,7436,5790,2801,54
12/29/2020,8886,9961,9120,7218,3824,84
12/3/2020,39,26,29,18,25,1
12/30/2020,10758,11934,11079,8867,4803,104
12/31/2020,11706,12860,11983,9613,5160,114
12/4/2020,39,26,29,19,27,1
12/5/2020,39,26,29,19,28,1
12/6/2020,39,26,29,19,28,1
12/7/2020,39,26,33,20,29,1
12/8/2020,41,27,33,21,29,1
12/9/2020,41,27,34,22,32,1
2/1/2021,54718,51606,54280,50226,151360,1400
2/10/2021,63634,59697,62950,60774,242060,1945
2/11/2021,64708,60616,63975,62217,253022,2010
2/12/2021,66507,62083,65513,64205,268201,2113
2/13/2021,68364,63675,67329,66252,278237,2220
2/14/2021,69014,64156,67916,67005,283387,2247
2/15/2021,69682,64783,68582,67909,292913,2293
2/16/2021,70810,65578,69479,69094,303270,2346
2/17/2021,71786,66483,70412,70287,314378,2427
2/18/2021,72636,67210,71197,71362,325310,2462
2/19/2021,73758,68126,72101,72570,334467,2546
2/2/2021,55682,52490,55134,51389,161335,1444
2/20/2021,75459,69517,73481,74154,342493,2651
2/21/2021,76068,70091,74074,74883,347568,2689
2/22/2021,76681,70652,74603,75554,353415,2736
2/23/2021,77806,71524,75625,76819,361643,2807
2/24/2021,78980,72562,76745,78276,371301,2897
2/25/2021,80087,73508,77751,79583,381185,2987
2/26/2021,81623,74793,79050,81351,390420,3087
2/27/2021,82880,75883,80137,82698,396871,3172
2/28/2021,83443,76312,80641,83682,400697,3217
2/3/2021,56511,53288,55960,52374,171736,1499
2/4/2021,57451,54148,56989,53544,182519,1552
2/5/2021,58695,55250,58104,54875,191459,1625
2/6/2021,59953,56314,59239,56115,202075,1708
2/7/2021,60478,56824,59744,56697,207742,1740
2/8/2021,61439,57734,60762,57973,218387,1819
2/9/2021,62531,58736,61820,59347,230256,1890
3/1/2021,84174,76971,81439,84914,405977,3289
3/10/2021,94543,85180,90423,142045,450544,4122
3/11/2021,96656,86866,92217,152155,456676,4265
3/12/2021,99008,88639,94189,161304,462005,4418
3/13/2021,100719,90045,95820,169618,466007,4523
3/14/2021,101987,91139,96983,175949,468452,4603
3/15/2021,103482,92445,98546,184065,472244,4711
3/16/2021,105516,94057,100418,191804,476188,4866
3/17/2021,108145,96379,103033,200674,481375,5064
3/18/2021,110859,98658,105639,208551,486206,5255
3/19/2021,114295,101225,108436,215713,490754,5561
3/2/2021,85005,77714,82253,86858,411981,3344
3/20/2021,117195,103648,111278,221117,494555,5795
3/21/2021,119442,105553,113434,225229,496817,6003
3/22/2021,122715,108404,116588,229729,499944,6338
3/23/2021,126611,111703,120095,234690,502968,6796
3/24/2021,133039,117042,125752,239270,506134,8101
3/25/2021,140261,122749,131865,243425,509273,9438
3/26/2021,146705,127860,137303,247197,511501,10767
3/27/2021,152697,132679,142351,249821,512937,12460
3/28/2021,157831,136528,146504,251505,513847,13984
3/29/2021,165490,142309,152957,253357,515067,15747
3/3/2021,85908,78437,83138,89956,417692,3428
3/30/2021,173171,148042,159291,255514,516382,17585
3/31/2021,181459,154258,166410,258210,518123,19776
3/4/2021,87009,79362,84114,97005,423451,3514
3/5/2021,88600,80465,85303,105110,428412,3668
3/6/2021,89684,81254,86146,111451,432110,3744
3/7/2021,90516,81933,86845,116808,434620,3804
3/8/2021,91623,82828,87822,125088,439674,3884
3/9/2021,93001,83909,89014,132882,444685,3975
4/1/2021,189647,160368,173876,261010,520124,21736
4/10/2021,240628,195341,213468,282806,535402,33472
4/11/2021,243800,197371,215712,284005,536191,34647
4/12/2021,248573,200514,219402,286376,538106,35796
4/13/2021,252862,203180,222403,288274,539525,36868
4/14/2021,257307,205807,225304,290012,540807,37955
4/15/2021,262527,209188,228639,292153,542388,38988
4/16/2021,266945,212093,231750,294090,543750,39928
4/17/2021,270296,214431,234511,295685,544837,41044
4/18/2021,272217,215600,235867,296432,545350,41727
4/19/2021,275628,217943,238339,298005,546697,42562
4/2/2021,196149,165213,179501,263479,521687,23382
4/20/2021,278833,220037,240769,299541,547971,43440
4/21/2021,283014,222786,243527,301344,549443,44470
4/22/2021,286925,225325,246122,303039,550773,45324
4/23/2021,290727,227968,248803,304707,551943,46291
4/24/2021,293100,229525,250418,305827,552720,47083
4/25/2021,294677,230535,251454,306410,553111,47783
4/26/2021,297409,232384,253438,307787,554178,48537
4/27/2021,300305,234231,255489,309189,555357,49242
4/28/2021,303181,235936,257447,310578,556686,50062
4/29/2021,306001,237623,259286,311983,557938,50719
4/3/2021,200670,168519,183443,265172,522824,24715
4/30/2021,309236,239498,261437,313603,559271,51530
4/4/2021,202848,169846,184996,265773,523194,25278
