date,Santa Cruz_cume,Santa Cruz
1/11/2021,61,
1/12/2021,81,20
1/13/2021,101,20
1/14/2021,141,40
1/15/2021,201,60
1/19/2021,265,64
1/20/2021,310,45
1/21/2021,351,41
1/22/2021,431,80
1/25/2021,566,135
1/26/2021,737,171
1/27/2021,916,179
1/28/2021,1012,96
1/29/2021,1167,155
1/4/2021,1377,210
1/5/2021,1599,222
1/6/2021,1801,202
1/7/2021,1918,117
1/8/2021,2359,441
10/1/2021,2778,419
10/2/2021,3282,504
12/22/2020,3396,114
12/23/2020,3805,409
12/24/2020,3987,182
12/28/2020,4502,515
12/29/2020,4919,417
12/30/2020,5036,117
12/31/2020,5621,585
2/1/2021,5814,193
2/10/2021,6381,567
2/11/2021,7065,684
2/12/2021,7071,6
2/13/2021,7241,170
2/14/2021,7810,569
2/15/2021,8429,619
2/16/2021,9058,629
2/17/2021,9689,631
2/18/2021,10167,478
2/19/2021,10606,439
2/2/2021,10694,88
2/20/2021,10781,87
2/22/2021,10784,3
2/23/2021,10795,11
2/24/2021,10842,47
2/25/2021,10844,2
2/26/2021,10884,40
2/27/2021,11514,630
2/3/2021,12316,802
2/4/2021,13078,762
2/5/2021,13804,726
2/6/2021,13816,12
2/8/2021,13959,143
2/9/2021,14821,862
3/1/2021,15559,738
3/10/2021,16362,803
3/11/2021,17148,786
3/12/2021,17222,74
3/13/2021,17239,17
3/14/2021,17402,163
3/15/2021,18060,658
3/16/2021,18775,715
3/17/2021,19469,694
3/18/2021,20160,691
3/19/2021,20673,513
3/2/2021,21040,367
3/20/2021,21201,161
3/21/2021,21898,697
3/22/2021,22648,750
3/23/2021,23345,697
3/24/2021,24190,845
3/25/2021,24212,22
3/26/2021,24224,12
3/27/2021,24412,188
3/28/2021,25169,757
3/29/2021,25872,703
3/3/2021,26519,647
3/30/2021,27267,748
3/31/2021,27313,46
3/4/2021,27314,1
3/5/2021,27473,159
3/6/2021,28319,846
3/7/2021,29147,828
3/8/2021,30009,862
3/9/2021,30699,690
4/1/2021,30727,28
4/10/2021,30739,12
4/11/2021,31283,544
4/12/2021,31995,712
4/13/2021,32796,801
4/14/2021,33524,728
4/15/2021,34245,721
4/16/2021,34803,558
4/17/2021,34813,10
4/18/2021,35146,333
4/19/2021,35953,807
4/2/2021,36822,869
4/20/2021,37655,833
4/21/2021,38624,969
4/22/2021,38648,24
4/23/2021,38687,39
4/24/2021,38941,254
4/26/2021,39737,796
4/27/2021,40489,752
4/28/2021,41290,801
4/29/2021,42096,806
4/3/2021,42462,366
4/30/2021,43023,561
4/4/2021,43792,769
4/5/2021,44489,697
4/6/2021,45185,696
4/7/2021,45778,593
4/8/2021,45809,31
4/9/2021,45821,12
5/1/2021,46312,491
5/10/2021,46909,597
5/11/2021,47640,731
5/12/2021,48212,572
5/13/2021,48880,668
5/14/2021,48904,24
5/15/2021,48916,12
5/16/2021,49366,450
5/17/2021,49474,108
5/18/2021,49838,364
5/19/2021,50711,873
5/2/2021,51414,703
5/20/2021,51437,23
5/21/2021,51458,21
5/22/2021,52309,851
5/23/2021,52826,517
5/24/2021,53247,421
5/25/2021,53952,705
5/26/2021,54369,417
5/27/2021,54420,51
5/28/2021,54452,32
5/29/2021,54699,247
5/3/2021,55389,690
5/30/2021,55764,375
5/31/2021,56038,274
5/4/2021,56080,42
5/5/2021,56120,40
5/6/2021,56147,27
5/7/2021,56171,24
5/8/2021,56280,109
5/9/2021,57218,938
6/1/2021,57982,764
6/10/2021,58134,152
6/11/2021,58159,25
6/12/2021,58163,4
6/13/2021,58248,85
6/14/2021,58983,735
6/15/2021,59546,563
6/16/2021,59715,169
6/17/2021,60315,600
6/18/2021,60330,15
6/19/2021,60340,10
6/2/2021,60387,47
6/20/2021,60532,145
6/21/2021,60592,60
6/22/2021,61373,781
6/23/2021,61427,54
6/24/2021,61451,24
6/25/2021,61473,22
6/26/2021,61638,165
6/27/2021,62187,549
6/28/2021,62319,132
6/29/2021,62918,599
6/3/2021,63072,154
6/30/2021,63113,41
6/4/2021,63130,17
6/5/2021,63171,41
6/6/2021,63356,185
6/7/2021,63546,190
6/8/2021,63728,182
6/9/2021,63794,66
7/1/2021,63832,38
7/10/2021,63842,10
7/11/2021,63885,43
7/12/2021,64067,182
7/13/2021,64124,57
7/14/2021,64323,199
7/15/2021,64397,74
7/16/2021,64429,32
7/17/2021,64445,16
7/18/2021,64494,49
7/19/2021,64669,175
7/2/2021,64699,30
