date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21011,22781,20787,18098,12394,200
1/10/2021,34669,34920,32903,29788,29274,457
1/11/2021,36601,36724,34856,31472,33044,515
1/12/2021,39395,39413,37632,34002,40607,619
1/13/2021,42162,42326,40742,36693,49390,707
1/14/2021,44914,45363,43975,39696,58760,777
1/15/2021,48392,48603,47337,42820,67920,889
1/16/2021,50186,50175,49021,44424,73303,935
1/17/2021,51295,51196,50088,45513,76772,973
1/18/2021,52947,52728,51828,47237,84559,1013
1/19/2021,54985,54593,53866,49408,94642,1109
1/2/2021,22914,24479,22330,19511,13447,230
1/20/2021,57401,57095,56793,52355,106910,1231
1/21/2021,60101,59960,60143,55831,122617,1374
1/22/2021,64598,64089,64757,60685,138306,1529
1/23/2021,67886,66848,67851,63862,148837,1676
1/24/2021,69412,68234,69372,65545,156485,1729
1/25/2021,71797,70372,71970,68495,170098,1810
1/26/2021,74716,72882,74871,71735,187371,1919
1/27/2021,77825,75496,77807,75100,206271,2016
1/28/2021,80863,78065,80767,78740,227525,2154
1/29/2021,84717,81203,84126,82470,247485,2350
1/3/2021,23811,25220,22979,20061,13798,250
1/30/2021,87539,83329,86467,84922,258908,2523
1/31/2021,88443,84069,87333,85942,264891,2567
1/4/2021,25533,26855,24578,21551,15692,273
1/5/2021,27327,28492,26166,23117,17810,304
1/6/2021,29526,30433,28204,25150,20887,367
1/7/2021,31330,32059,29981,26933,24220,404
1/8/2021,33046,33634,31637,28591,26637,427
1/9/2021,34135,34473,32480,29389,28803,452
10/1/2021,812745,555428,573721,656853,1160178,375043
10/2/2021,812961,555532,573804,656924,1160236,375175
12/1/2020,48,34,43,24,39,1
12/10/2020,68,49,63,48,69,3
12/11/2020,69,53,66,54,71,3
12/12/2020,71,53,68,58,74,3
12/13/2020,72,54,70,60,76,3
12/14/2020,74,60,73,63,85,3
12/15/2020,89,76,88,82,95,3
12/16/2020,200,231,253,211,153,3
12/17/2020,823,1064,1055,862,420,8
12/18/2020,1673,2075,1898,1522,720,9
12/19/2020,2285,2794,2477,1954,925,14
12/2/2020,51,37,45,29,44,2
12/20/2020,2496,3060,2734,2171,1024,16
12/21/2020,3854,4482,4002,3148,1507,23
12/22/2020,5685,6527,5806,4592,2158,32
12/23/2020,7928,9095,8051,6414,3068,48
12/24/2020,8879,10078,8864,7149,3430,51
12/25/2020,8916,10113,8892,7175,3448,51
12/26/2020,10417,11848,10328,8445,4006,64
12/27/2020,11040,12496,10939,8953,4259,74
12/28/2020,13161,14674,12944,10801,5499,97
12/29/2020,16001,17606,15677,13318,7663,141
12/3/2020,56,38,51,33,48,2
12/30/2020,19138,20931,18899,16296,9989,173
12/31/2020,20823,22591,20553,17835,11392,193
12/4/2020,57,38,53,36,50,2
12/5/2020,58,38,53,36,51,2
12/6/2020,59,38,53,37,51,2
12/7/2020,62,39,58,39,55,3
12/8/2020,64,40,59,43,58,3
12/9/2020,66,43,61,44,65,3
2/1/2021,90301,85781,89149,88275,280823,2679
2/10/2021,109828,101733,107285,111867,444714,4513
2/11/2021,112541,103966,109592,115045,467394,4877
2/12/2021,115815,106650,112432,118755,494614,5191
2/13/2021,119471,109496,115433,122115,514002,5590
2/14/2021,120395,110202,116347,123267,521383,5640
2/15/2021,121538,111202,117410,124719,535682,5706
2/16/2021,123430,112537,118915,126748,552417,5861
2/17/2021,125849,114395,120737,129030,569078,6483
2/18/2021,127328,115618,122010,130770,585178,6602
2/19/2021,129269,117110,123556,132689,597173,7014
2/2/2021,92372,87628,91189,90937,299004,2780
2/20/2021,132051,119116,125523,134874,607044,7355
2/21/2021,132732,119744,126200,135687,612947,7410
2/22/2021,133745,120543,126986,136733,620765,7507
2/23/2021,135446,121815,128447,138677,632654,7679
2/24/2021,137745,123657,130372,141337,649600,7911
2/25/2021,139867,125385,132198,143886,668619,8439
2/26/2021,142558,127552,134402,147089,686899,8711
2/27/2021,144583,129245,136126,149523,699143,8940
2/28/2021,145397,129867,136929,151085,706947,9010
2/3/2021,94802,89698,93477,93870,319853,2929
2/4/2021,97325,91737,96022,97048,339718,3094
2/5/2021,100026,94039,98568,100326,357283,3248
2/6/2021,102778,96117,101055,103373,373880,3906
2/7/2021,103448,96727,101684,104168,381815,3943
2/8/2021,105297,98189,103334,106375,399509,4097
2/9/2021,107199,99836,105120,108925,419562,4266
3/1/2021,146968,131173,138445,153521,718455,9224
3/10/2021,166330,145871,154817,235906,823707,11564
3/11/2021,170008,148746,157871,250908,838343,11885
3/12/2021,173752,151437,161010,264404,851128,12187
3/13/2021,176246,153417,163333,275562,858532,12414
3/14/2021,178011,154864,164893,283810,863507,12548
3/15/2021,180558,156944,167412,296895,872501,12790
3/16/2021,184423,159929,170918,310004,882515,13203
3/17/2021,189812,164010,175544,325035,895102,13678
3/18/2021,194890,168034,180414,339353,906818,14085
3/19/2021,201054,172624,185557,352918,916928,14668
3/2/2021,148899,132604,140029,156765,731454,9507
