date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,216,260,270,318,897,6
1/10/2021,367,444,465,562,2156,32
1/11/2021,403,493,530,612,2336,35
1/12/2021,429,520,590,682,2553,36
1/13/2021,449,541,613,748,2711,37
1/14/2021,480,587,651,832,2909,46
1/15/2021,512,632,708,911,3149,47
1/16/2021,516,633,709,913,3157,47
1/17/2021,518,634,709,914,3159,47
1/18/2021,531,645,739,940,3183,47
1/19/2021,562,671,778,1021,3335,48
1/2/2021,217,260,270,318,898,6
1/20/2021,585,708,830,1107,3482,54
1/21/2021,666,784,931,1250,3671,70
1/22/2021,735,839,981,1349,3795,86
1/23/2021,740,841,984,1354,3920,120
1/24/2021,741,842,984,1355,3933,122
1/25/2021,753,856,1009,1405,4047,124
1/26/2021,780,875,1039,1456,4187,126
1/27/2021,801,894,1062,1494,4347,139
1/28/2021,948,980,1171,1614,4558,189
1/29/2021,1021,1026,1236,1709,4789,248
1/3/2021,217,260,270,319,900,6
1/30/2021,1033,1045,1287,1738,4809,248
1/31/2021,1033,1046,1289,1739,4817,248
1/4/2021,232,279,288,348,1025,6
1/5/2021,275,312,327,383,1246,6
1/6/2021,288,334,346,411,1587,25
1/7/2021,327,403,433,508,1960,31
1/8/2021,366,443,464,557,2153,32
1/9/2021,367,444,464,562,2156,32
10/1/2021,5666,4328,4759,7001,14293,6351
10/2/2021,5667,4328,4761,7003,14294,6351
12/10/2020,1,,,1,1,1
12/11/2020,1,,,1,1,1
12/12/2020,1,,,1,1,1
12/13/2020,1,,,1,1,1
12/14/2020,1,,,2,1,1
12/15/2020,1,1,1,2,1,1
12/16/2020,6,5,6,5,2,1
12/17/2020,9,12,15,15,5,1
12/18/2020,17,24,26,20,17,1
12/19/2020,18,24,26,21,17,1
12/2/2020,,,,,,1
12/20/2020,18,24,26,22,17,1
12/21/2020,19,24,26,22,20,2
12/22/2020,22,36,42,29,58,2
12/23/2020,51,67,65,60,107,2
12/24/2020,64,84,80,75,153,2
12/25/2020,66,85,81,75,153,2
12/26/2020,66,85,82,75,153,2
12/27/2020,67,85,82,75,153,2
12/28/2020,105,136,141,149,271,2
12/29/2020,127,182,195,212,456,3
12/3/2020,,,,,,1
12/30/2020,168,222,238,265,641,4
12/31/2020,213,257,270,315,817,6
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,,1,,1
12/7/2020,1,,,1,,1
12/8/2020,1,,,1,,1
12/9/2020,1,,,1,,1
2/1/2021,1052,1065,1321,1824,5072,261
2/10/2021,1257,1311,1717,2467,6763,456
2/11/2021,1378,1399,1786,2570,7023,494
2/12/2021,1440,1448,1831,2644,7275,512
2/13/2021,1643,1552,1922,2723,7382,550
2/14/2021,1646,1553,1925,2729,7412,552
2/15/2021,1654,1558,1931,2744,7502,553
2/16/2021,1682,1581,1964,2782,7787,575
2/17/2021,1732,1623,2015,2827,8029,659
2/18/2021,1768,1653,2050,2885,8236,679
2/19/2021,1817,1683,2087,2931,8320,694
2/2/2021,1067,1079,1349,1853,5312,268
2/20/2021,1850,1698,2102,2946,8340,714
2/21/2021,1852,1699,2104,2947,8352,717
2/22/2021,1907,1739,2143,2984,8406,729
2/23/2021,1976,1780,2176,3053,8532,764
2/24/2021,2012,1803,2194,3100,8657,774
2/25/2021,2059,1851,2242,3175,8945,905
2/26/2021,2120,1895,2288,3210,9065,987
2/27/2021,2135,1904,2296,3225,9103,989
2/28/2021,2138,1904,2300,3229,9109,991
2/3/2021,1089,1105,1381,1915,5620,271
2/4/2021,1105,1134,1427,1969,5839,290
2/5/2021,1120,1151,1460,2098,5995,297
2/6/2021,1161,1207,1599,2335,6098,396
2/7/2021,1161,1207,1600,2335,6106,397
2/8/2021,1191,1248,1638,2363,6303,410
2/9/2021,1201,1273,1670,2407,6511,421
3/1/2021,2179,1928,2322,3255,9201,1000
3/10/2021,2423,2083,2534,3770,10146,1158
3/11/2021,2455,2115,2555,3892,10340,1166
3/12/2021,2478,2126,2573,3965,10440,1171
3/13/2021,2489,2128,2581,3985,10471,1174
3/14/2021,2489,2129,2582,3993,10486,1175
3/15/2021,2516,2151,2636,4150,10648,1187
3/16/2021,2543,2168,2662,4193,10724,1193
3/17/2021,2586,2208,2708,4303,10835,1196
3/18/2021,2633,2239,2746,4446,11044,1222
3/19/2021,2659,2263,2776,4516,11134,1231
3/2/2021,2216,1948,2342,3300,9323,1008
3/20/2021,2668,2266,2778,4525,11158,1236
3/21/2021,2670,2266,2782,4528,11175,1240
3/22/2021,2703,2295,2804,4581,11251,1245
3/23/2021,2742,2338,2860,4698,11461,1282
3/24/2021,2792,2397,2913,4795,11576,1317
3/25/2021,2831,2421,2954,4870,11680,1352
3/26/2021,2863,2447,2999,4932,11740,1390
3/27/2021,2902,2467,3018,4948,11753,1395
3/28/2021,2910,2469,3020,4954,11756,1397
3/29/2021,2953,2500,3063,5012,11841,1405
3/3/2021,2236,1965,2379,3370,9486,1050
3/30/2021,2997,2521,3088,5064,11899,1420
3/31/2021,3059,2565,3133,5130,11976,1448
3/4/2021,2256,1976,2395,3445,9706,1096
3/5/2021,2280,1992,2418,3487,9771,1112
3/6/2021,2331,2019,2455,3532,9802,1120
3/7/2021,2332,2021,2460,3545,9811,1122
3/8/2021,2344,2029,2471,3595,9900,1127
3/9/2021,2384,2054,2498,3662,9983,1140
4/1/2021,3098,2597,3188,5189,12056,1463
4/10/2021,3383,2807,3400,5455,12439,1606
4/11/2021,3388,2812,3405,5464,12450,1610
4/12/2021,3423,2857,3447,5493,12500,1618
4/13/2021,3445,2874,3472,5520,12546,1641
4/14/2021,3484,2899,3489,5550,12582,1651
4/15/2021,3529,2922,3517,5579,12613,1666
4/16/2021,3564,2945,3536,5608,12629,1682
4/17/2021,3574,2952,3543,5617,12643,1683
4/18/2021,3577,2955,3546,5620,12651,1683
4/19/2021,3612,2987,3567,5643,12677,1690
4/2/2021,3124,2626,3222,5215,12108,1501
4/20/2021,3654,3032,3586,5666,12705,1700
4/21/2021,3690,3070,3617,5678,12734,1707
4/22/2021,3741,3106,3647,5702,12747,1712
4/23/2021,3768,3126,3661,5720,12767,1724
4/24/2021,3777,3130,3673,5727,12780,1725
4/25/2021,3778,3135,3676,5730,12781,1728
4/26/2021,3791,3145,3688,5747,12806,1734
4/27/2021,3811,3159,3696,5769,12838,1748
4/28/2021,3833,3172,3705,5788,12866,1757
4/29/2021,3859,3185,3727,5806,12895,1772
4/3/2021,3133,2630,3227,5221,12119,1503
