date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,314,414,430,647,401,8
1/10/2021,571,699,804,1114,914,12
1/11/2021,580,708,812,1132,940,13
1/12/2021,599,734,840,1183,1025,13
1/13/2021,644,782,929,1274,1206,14
1/14/2021,677,827,984,1348,1316,16
1/15/2021,692,838,997,1367,1362,16
1/16/2021,714,868,1041,1414,1506,18
1/17/2021,716,870,1044,1418,1522,19
1/18/2021,723,873,1057,1439,1669,20
1/19/2021,756,927,1110,1517,1819,22
1/2/2021,334,446,454,679,411,8
1/20/2021,798,978,1175,1614,2090,22
1/21/2021,921,1136,1353,1854,2771,23
1/22/2021,1056,1274,1528,2109,3695,26
1/23/2021,1097,1330,1582,2216,4827,30
1/24/2021,1113,1347,1607,2294,6017,31
1/25/2021,1136,1372,1641,2371,6659,31
1/26/2021,1147,1385,1669,2419,7013,31
1/27/2021,1220,1439,1743,2603,8262,33
1/28/2021,1271,1508,1853,2811,9640,40
1/29/2021,1351,1565,1949,2994,10856,45
1/3/2021,334,448,454,680,412,8
1/30/2021,1400,1593,2005,3082,11487,46
1/31/2021,1437,1621,2055,3168,12186,49
1/4/2021,343,453,466,688,417,8
1/5/2021,350,461,481,707,437,8
1/6/2021,358,468,494,730,472,9
1/7/2021,442,567,636,867,668,10
1/8/2021,537,670,766,1072,869,12
1/9/2021,570,698,803,1114,911,12
12/1/2020,,,,,1,
12/10/2020,1,,,,1,
12/11/2020,1,,,,1,
12/12/2020,1,,,,2,
12/13/2020,1,,,,2,
12/14/2020,1,,,,2,
12/15/2020,1,,,,2,
12/16/2020,1,1,1,,2,
12/17/2020,1,1,1,,4,
12/18/2020,1,1,1,,4,
12/19/2020,2,1,1,,6,
12/2/2020,,,,,1,
12/20/2020,2,1,1,3,6,
12/21/2020,2,3,1,4,6,
12/22/2020,34,76,98,122,51,
12/23/2020,109,170,176,268,97,1
12/24/2020,119,181,185,281,103,2
12/25/2020,123,184,189,284,105,2
12/26/2020,128,190,196,299,110,2
12/27/2020,131,193,198,304,111,2
12/28/2020,147,197,206,325,136,2
12/29/2020,187,239,262,400,224,5
12/3/2020,,,,,1,
12/30/2020,291,395,399,597,372,8
12/31/2020,313,413,429,643,393,8
12/4/2020,,,,,1,
12/5/2020,,,,,1,
12/6/2020,1,,,,1,
12/7/2020,1,,,,1,
12/8/2020,1,,,,1,
12/9/2020,1,,,,1,
2/1/2021,1491,1673,2118,3321,13679,55
2/10/2021,1824,1971,2517,4256,24503,71
2/11/2021,1861,2010,2568,4369,25690,73
2/12/2021,1902,2050,2622,4481,26850,75
2/13/2021,1948,2086,2665,4600,27688,79
2/14/2021,1981,2110,2705,4676,28465,80
2/15/2021,2004,2125,2729,4740,29042,80
2/16/2021,2038,2158,2768,4824,29965,82
2/17/2021,2057,2179,2784,4866,30347,82
2/18/2021,2063,2184,2791,4874,30491,83
2/19/2021,2074,2190,2814,4882,30583,83
2/2/2021,1559,1730,2192,3468,15241,59
2/20/2021,2078,2192,2819,4892,30636,83
2/21/2021,2085,2192,2821,4895,30685,84
2/22/2021,2090,2193,2833,4909,30736,84
2/23/2021,2123,2217,2868,4985,31211,86
2/24/2021,2187,2282,2944,5168,32426,87
2/25/2021,2246,2329,3005,5289,33089,88
2/26/2021,2282,2368,3044,5395,33443,89
2/27/2021,2296,2378,3056,5420,33622,90
2/28/2021,2302,2381,3064,5440,33700,90
2/3/2021,1603,1765,2251,3620,16915,60
2/4/2021,1635,1803,2301,3692,17987,62
2/5/2021,1681,1841,2334,3772,18914,63
2/6/2021,1719,1868,2377,3862,19761,65
2/7/2021,1741,1884,2404,3922,20623,66
2/8/2021,1761,1910,2435,4017,21814,68
2/9/2021,1783,1934,2469,4113,23028,69
3/1/2021,2316,2394,3080,5500,33875,91
3/10/2021,2502,2550,3310,6764,36634,105
3/11/2021,2546,2595,3358,7024,37208,110
3/12/2021,2586,2630,3414,7262,37711,113
3/13/2021,2606,2644,3433,7399,37926,113
3/14/2021,2628,2664,3453,7564,38241,116
3/15/2021,2698,2699,3514,7841,38949,122
3/16/2021,2750,2735,3557,8070,39520,127
3/17/2021,2838,2762,3622,8447,40112,134
3/18/2021,2883,2810,3693,8718,40690,138
3/19/2021,2929,2851,3752,9034,41234,148
3/2/2021,2343,2410,3097,5546,34109,92
3/20/2021,2991,2897,3830,9437,41539,154
3/21/2021,3003,2901,3837,9540,41618,157
3/22/2021,3087,2949,3938,9965,41967,171
3/23/2021,3115,2972,3975,10147,42191,176
3/24/2021,3155,3012,4034,10391,42470,180
3/25/2021,3272,3075,4143,10815,42960,207
3/26/2021,3396,3182,4302,11194,43360,232
3/27/2021,3516,3251,4417,11419,43526,264
3/28/2021,3545,3270,4439,11440,43553,274
3/29/2021,3694,3378,4605,11616,43703,312
3/3/2021,2355,2427,3128,5621,34407,92
3/30/2021,3826,3476,4742,11789,43894,337
3/31/2021,3972,3571,4889,11982,44117,373
3/4/2021,2371,2442,3142,5715,34577,95
3/5/2021,2398,2452,3165,5874,34925,95
3/6/2021,2407,2455,3171,5942,35040,95
3/7/2021,2412,2460,3175,6043,35147,96
3/8/2021,2432,2477,3209,6249,35481,98
3/9/2021,2462,2519,3255,6477,36017,102
4/1/2021,4108,3668,5035,12194,44481,403
4/10/2021,5157,4345,6081,13694,46329,636
4/11/2021,5173,4362,6105,13722,46361,642
4/12/2021,5251,4402,6179,13840,46526,675
4/13/2021,5313,4434,6233,13925,46630,688
4/14/2021,5411,4491,6314,14040,46783,705
4/15/2021,5468,4547,6377,14193,46939,715
4/16/2021,5551,4613,6442,14317,47084,735
4/17/2021,5634,4677,6497,14460,47279,749
4/18/2021,5719,4705,6551,14598,47367,777
4/19/2021,5800,4747,6611,14804,47516,787
4/2/2021,4259,3772,5192,12391,44727,446
4/20/2021,5840,4780,6658,14885,47606,798
4/21/2021,5953,4844,6743,15063,47778,824
4/22/2021,6077,4953,6853,15216,47956,849
4/23/2021,6141,5029,6939,15364,48096,897
4/24/2021,6255,5071,7014,15520,48217,927
4/25/2021,6341,5113,7068,15630,48290,955
4/26/2021,6410,5160,7131,15736,48422,981
4/27/2021,6457,5187,7187,15807,48511,996
4/28/2021,6525,5241,7262,15921,48665,1016
4/29/2021,6579,5287,7315,15992,48761,1034
