date,Coconino_cume,Coconino
2020-12-01,1,
2020-12-02,2,1
2020-12-12,3,1
2020-12-15,13,10
2020-12-16,145,132
2020-12-17,275,130
2020-12-18,477,202
2020-12-19,522,45
2020-12-20,528,6
2020-12-21,536,8
2020-12-22,593,57
2020-12-23,900,307
2020-12-24,1225,325
2020-12-25,1324,99
2020-12-26,1392,68
2020-12-27,1472,80
2020-12-28,1675,203
2020-12-29,2005,330
2020-12-30,2432,427
2020-12-31,2663,231
2021-01-01,2782,119
2021-01-02,2857,75
2021-01-03,2862,5
2021-01-04,3209,347
2021-01-05,3579,370
2021-01-06,4021,442
2021-01-07,4618,597
2021-01-08,5224,606
2021-01-09,5322,98
2021-01-10,5331,9
2021-01-11,5696,365
2021-01-12,6258,562
2021-01-13,6824,566
2021-01-14,7490,666
2021-01-15,8634,1144
2021-01-16,8805,171
2021-01-17,8842,37
2021-01-18,9174,332
2021-01-19,9771,597
2021-01-20,11325,1554
2021-01-21,12256,931
2021-01-22,13242,986
2021-01-23,13738,496
2021-01-24,13770,32
2021-01-25,14492,722
2021-01-26,15195,703
2021-01-27,16642,1447
2021-01-28,18086,1444
2021-01-29,19156,1070
2021-01-30,19526,370
2021-01-31,19573,47
2021-02-01,20714,1141
2021-02-02,21691,977
2021-02-03,23475,1784
2021-02-04,25632,2157
2021-02-05,27891,2259
2021-02-06,29602,1711
2021-02-07,29693,91
2021-02-08,30807,1114
2021-02-09,31911,1104
2021-02-10,34735,2824
2021-02-11,36452,1717
2021-02-12,39133,2681
2021-02-13,40745,1612
2021-02-14,40816,71
2021-02-15,42122,1306
2021-02-16,43951,1829
2021-02-17,46662,2711
2021-02-18,47834,1172
2021-02-19,49202,1368
2021-02-20,50212,1010
2021-02-21,50247,35
2021-02-22,50784,537
2021-02-23,51536,752
2021-02-24,53704,2168
2021-02-25,55593,1889
2021-02-26,57448,1855
2021-02-27,59173,1725
2021-02-28,59310,137
2021-03-01,61198,1888
2021-03-02,63016,1818
2021-03-03,64852,1836
2021-03-04,67040,2188
2021-03-05,68842,1802
2021-03-06,69796,954
2021-03-07,69910,114
2021-03-08,71068,1158
2021-03-09,72152,1084
2021-03-10,75065,2913
2021-03-11,77056,1991
2021-03-12,79614,2558
2021-03-13,80856,1242
2021-03-14,80958,102
2021-03-15,82293,1335
2021-03-16,84190,1897
2021-03-17,85904,1714
2021-03-18,87250,1346
2021-03-19,88674,1424
2021-03-20,89593,919
2021-03-21,89684,91
2021-03-22,90466,782
2021-03-23,91912,1446
2021-03-24,93488,1576
2021-03-25,95202,1714
2021-03-26,97173,1971
2021-03-27,97723,550
2021-03-28,97880,157
2021-03-29,99501,1621
2021-03-30,101099,1598
2021-03-31,102683,1584
2021-04-01,103992,1309
2021-04-02,105394,1402
2021-04-03,105914,520
2021-04-04,106011,97
2021-04-05,106859,848
2021-04-06,108054,1195
2021-04-07,109076,1022
2021-04-08,110317,1241
2021-04-09,111523,1206
2021-04-10,112092,569
2021-04-11,112205,113
2021-04-12,112733,528
2021-04-13,113609,876
2021-04-14,114546,937
2021-04-15,115451,905
2021-04-16,116531,1080
2021-04-17,116873,342
2021-04-18,116955,82
2021-04-19,117930,975
2021-04-20,118864,934
2021-04-21,119795,931
2021-04-22,120766,971
2021-04-23,121887,1121
2021-04-24,122248,361
2021-04-25,122422,174
2021-04-26,123019,597
2021-04-27,123846,827
2021-04-28,124674,828
2021-04-29,125462,788
2021-04-30,126236,774
2021-05-01,126649,413
2021-05-02,126746,97
2021-05-03,127199,453
2021-05-04,127775,576
2021-05-05,128384,609
2021-05-06,128818,434
2021-05-07,129442,624
2021-05-08,129656,214
2021-05-09,129743,87
2021-05-10,130219,476
2021-05-11,130531,312
2021-05-12,131008,477
2021-05-13,131806,798
2021-05-14,132901,1095
2021-05-15,133363,462
2021-05-16,133443,80
2021-05-17,133952,509
2021-05-18,134304,352
2021-05-19,134983,679
2021-05-20,135427,444
2021-05-21,136013,586
2021-05-22,136400,387
2021-05-23,136469,69
2021-05-24,136699,230
2021-05-25,136930,231
2021-05-26,137493,563
2021-05-27,137785,292
2021-05-28,138245,460
2021-05-29,138376,131
2021-05-30,138424,48
2021-05-31,138459,35
2021-06-01,138677,218
2021-06-02,139161,484
2021-06-03,139560,399
2021-06-04,140212,652
2021-06-05,140548,336
2021-06-06,140611,63
2021-06-07,140919,308
2021-06-08,141105,186
2021-06-09,141781,676
2021-06-10,142134,353
2021-06-11,142630,496
2021-06-12,142822,192
2021-06-13,142864,42
2021-06-14,143224,360
2021-06-15,143385,161
2021-06-16,143758,373
2021-06-17,143994,236
2021-06-18,144315,321
2021-06-19,144475,160
2021-06-20,144521,46
2021-06-21,144665,144
2021-06-22,144800,135
2021-06-23,145102,302
2021-06-24,145287,185
2021-06-25,145577,290
2021-06-26,145682,105
2021-06-27,145734,52
2021-06-28,145929,195
2021-06-29,146073,144
2021-06-30,146329,256
2021-07-01,146490,161
2021-07-02,146764,274
2021-07-03,146851,87
2021-07-04,146861,10
2021-07-05,146949,88
2021-07-06,147107,158
2021-07-07,147358,251
2021-07-08,147504,146
2021-07-09,147727,223
2021-07-10,147926,199
2021-07-11,147958,32
2021-07-12,148128,170
2021-07-13,148251,123
2021-07-14,148431,180
2021-07-15,148644,213
2021-07-16,148905,261
2021-07-17,149002,97
2021-07-18,149043,41
2021-07-19,149225,182
2021-07-20,149412,187
2021-07-21,149633,221
2021-07-22,149806,173
2021-07-23,150028,222
2021-07-24,150147,119
2021-07-25,150198,51
2021-07-26,150424,226
2021-07-27,150596,172
2021-07-28,150870,274
2021-07-29,151083,213
2021-07-30,151360,277
2021-07-31,151486,126
2021-08-01,151548,62
2021-08-02,151810,262
2021-08-03,152010,200
2021-08-04,152334,324
2021-08-05,152531,197
2021-08-06,152848,317
2021-08-07,153185,337
2021-08-08,153251,66
2021-08-09,153462,211
2021-08-10,153614,152
2021-08-11,153909,295
2021-08-12,154173,264
2021-08-13,154460,287
2021-08-14,154613,153
2021-08-15,154709,96
2021-08-16,154922,213
2021-08-17,155103,181
2021-08-18,155430,327
2021-08-19,155685,255
2021-08-20,155969,284
2021-08-21,156134,165
2021-08-22,156187,53
2021-08-23,156427,240
2021-08-24,156645,218
2021-08-25,156925,280
2021-08-26,157179,254
2021-08-27,157525,346
2021-08-28,157691,166
2021-08-29,157786,95
2021-08-30,157978,192
2021-08-31,158143,165
2021-09-01,158399,256
2021-09-02,158558,159
2021-09-03,158819,261
2021-09-04,158924,105
2021-09-05,158980,56
2021-09-06,158998,18
2021-09-07,159208,210
2021-09-08,159429,221
2021-09-09,159595,166
2021-09-10,159771,176
2021-09-11,160026,255
2021-09-12,160127,101
2021-09-13,160290,163
2021-09-14,160446,156
2021-09-15,160644,198
2021-09-16,160787,143
2021-09-17,160999,212
2021-09-18,161146,147
2021-09-19,161243,97
2021-09-20,161351,108
2021-09-21,161476,125
2021-09-22,161662,186
2021-09-23,161794,132
2021-09-24,161989,195
2021-09-25,162174,185
2021-09-26,162260,86
2021-09-27,162415,155
2021-09-28,162599,184
2021-09-29,162941,342
2021-09-30,163254,313
2021-10-01,163649,395
2021-10-02,163898,249
2021-10-03,163995,97
2021-10-04,164237,242
2021-10-05,164495,258
2021-10-06,164778,283
2021-10-07,165102,324
2021-10-08,165392,290
2021-10-09,165497,105
2021-10-10,165557,60
2021-10-11,165651,94
2021-10-12,165783,132
2021-10-13,166001,218
2021-10-14,166175,174
2021-10-15,166409,234
2021-10-16,166478,69
2021-10-17,166539,61
2021-10-18,166717,178
2021-10-19,166889,172
2021-10-20,167114,225
2021-10-21,167266,152
2021-10-22,167843,577
2021-10-23,168181,338
2021-10-24,168373,192
2021-10-25,168984,611
2021-10-26,169588,604
2021-10-27,170535,947
2021-10-28,171183,648
2021-10-29,172253,1070
2021-10-30,172748,495
2021-10-31,172941,193
2021-11-01,173450,509
2021-11-02,173919,469
2021-11-03,174701,782
2021-11-04,175283,582
2021-11-05,176266,983
2021-11-06,177184,918
2021-11-07,177485,301
2021-11-08,178151,666
2021-11-09,178880,729
2021-11-10,179776,896
2021-11-11,180286,510
2021-11-12,181601,1315
2021-11-13,182122,521
2021-11-14,182407,285
2021-11-15,183089,682
2021-11-16,183835,746
2021-11-17,184624,789
2021-11-18,185268,644
2021-11-19,186517,1249
2021-11-20,187106,589
2021-11-21,187437,331
2021-11-22,188135,698
2021-11-23,188847,712
2021-11-24,189412,565
2021-11-26,189882,470
2021-11-27,190156,274
2021-11-28,190332,176
2021-11-29,191036,704
2021-11-30,191823,787
2021-12-01,192740,917
2021-12-02,193315,575
2021-12-03,194433,1118
2021-12-04,195243,810
2021-12-05,195641,398
2021-12-06,196199,558
2021-12-07,196705,506
2021-12-08,197588,883
2021-12-09,198624,1036
2021-12-10,199918,1294
2021-12-11,200512,594
2021-12-12,200842,330
2021-12-13,201424,582
2021-12-14,201919,495
2021-12-15,202406,487
2021-12-16,203043,637
2021-12-17,204179,1136
2021-12-18,204707,528
2021-12-19,205038,331
2021-12-20,205625,587
2021-12-21,206123,498
2021-12-22,206824,701
2021-12-23,207263,439
2021-12-24,207343,80
2021-12-26,207473,130
2021-12-27,208031,558
2021-12-28,208591,560
2021-12-29,209069,478
2021-12-30,209576,507
2021-12-31,209712,136
2022-01-01,209744,32
2022-01-02,209836,92
2022-01-03,210302,466
2022-01-04,210622,320
2022-01-05,211174,552
2022-01-06,211761,587
2022-01-07,212469,708
2022-01-08,212916,447
