date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4284,4524,3823,3584,2497,26
1/1/2022,146014,92386,90105,107418,213370,92726
1/10/2021,6551,6529,5715,5551,5195,54
1/11/2021,6861,6808,5985,5833,5599,64
1/12/2021,7190,7073,6252,6097,6145,72
1/13/2021,7408,7309,6498,6345,6617,79
1/14/2021,7707,7619,6821,6642,7061,83
1/15/2021,8318,8202,7406,7208,8405,91
1/16/2021,8556,8400,7589,7378,8692,93
1/17/2021,8638,8458,7636,7435,8830,97
1/18/2021,8978,8764,7957,7726,10410,102
1/19/2021,9347,9050,8283,8055,12095,112
1/2/2021,4455,4647,3930,3701,2635,27
1/2/2022,146104,92449,90165,107465,213414,92912
1/20/2021,9840,9594,8801,8540,14259,123
1/21/2021,10238,10042,9297,9024,17398,131
1/22/2021,10928,10734,10040,9776,20482,140
1/23/2021,11203,10972,10234,9977,22270,145
1/24/2021,11344,11103,10344,10087,22602,148
1/25/2021,12061,11748,11089,10852,25905,163
1/26/2021,12769,12333,11744,11506,28981,171
1/27/2021,13491,12927,12405,12234,32204,180
1/28/2021,14331,13566,13088,12969,35578,191
1/29/2021,15248,14294,13826,13731,38702,206
1/3/2021,4543,4738,4004,3759,2692,28
1/3/2022,146317,92547,90267,107554,213517,93245
1/30/2021,15893,14728,14180,14130,41426,212
1/31/2021,16065,14839,14297,14268,42189,215
1/4/2021,4881,5059,4276,4041,2975,35
1/4/2022,146570,92678,90359,107649,213606,93721
1/5/2021,5212,5388,4543,4336,3310,38
1/5/2022,146821,92809,90481,107750,213687,94206
1/6/2021,5630,5726,4967,4709,3661,44
1/6/2022,147074,92919,90590,107861,213790,94597
1/7/2021,5928,5970,5175,4997,4104,48
1/7/2022,147285,93058,90710,107975,213864,95145
1/8/2021,6201,6262,5459,5287,4378,51
1/8/2022,147391,93153,90800,108040,213890,95417
1/9/2021,6454,6433,5628,5471,5118,54
10/1/2021,131080,83731,83182,100162,202900,56918
10/10/2021,132494,84488,83703,100628,203445,57626
10/11/2021,132690,84605,83777,100692,203525,57736
10/12/2021,132813,84663,83810,100717,203569,57792
10/13/2021,132958,84746,83869,100767,203629,57875
10/14/2021,133164,84848,83933,100830,203712,57963
10/15/2021,133398,84954,84047,100902,203780,58057
10/16/2021,133508,85016,84082,100944,203815,58096
10/17/2021,133593,85052,84108,100957,203835,58136
10/18/2021,133777,85160,84176,101018,203896,58200
10/19/2021,133912,85240,84249,101077,203975,58273
10/2/2021,131185,83786,83231,100195,202935,56989
10/20/2021,134062,85305,84318,101138,204031,58347
10/21/2021,134211,85388,84412,101196,204081,58421
10/22/2021,134400,85496,84487,101277,204224,58500
10/23/2021,134507,85547,84525,101326,204316,58556
10/24/2021,134563,85572,84542,101351,204378,58598
10/25/2021,134734,85650,84600,101418,204601,58663
10/26/2021,134900,85780,84699,101519,204817,58828
10/27/2021,135114,85922,84801,101607,205024,59076
10/28/2021,135274,86004,84870,101687,205232,59131
10/29/2021,135477,86117,84956,101784,205419,59208
10/3/2021,131265,83823,83256,100212,202962,57028
10/30/2021,135555,86159,84984,101821,205534,59243
10/31/2021,135603,86185,85004,101838,205580,59260
10/4/2021,131492,83925,83339,100265,203058,57119
10/5/2021,131693,84019,83401,100337,203151,57199
10/6/2021,131906,84151,83472,100395,203225,57291
10/7/2021,132058,84255,83527,100465,203277,57373
10/8/2021,132325,84376,83617,100539,203347,57489
10/9/2021,132421,84441,83671,100595,203393,57582
11/1/2021,135799,86302,85100,101939,205793,59329
11/10/2021,137291,87124,85705,102583,207214,64796
11/11/2021,137438,87196,85781,102663,207405,65716
11/12/2021,137637,87294,85872,102747,207588,66681
11/13/2021,137726,87376,85932,102809,207665,68125
11/14/2021,137808,87444,85975,102847,207717,69132
11/15/2021,138024,87579,86091,102945,207870,70234
11/16/2021,138319,87751,86258,103069,208074,71328
11/17/2021,138542,87890,86358,103158,208297,72212
11/18/2021,138753,88004,86442,103249,208473,72898
11/19/2021,138987,88150,86535,103375,208628,73874
11/2/2021,135993,86411,85176,102012,205996,59425
11/20/2021,139110,88252,86615,103453,208694,74785
11/21/2021,139209,88313,86661,103506,208751,75117
11/22/2021,139398,88416,86752,103644,208932,75649
11/23/2021,139621,88533,86857,103763,209101,76371
11/24/2021,139820,88672,86972,103885,209265,77214
11/25/2021,139828,88675,86973,103886,209265,77215
11/26/2021,139965,88755,87040,103960,209359,77629
11/27/2021,140074,88848,87103,104030,209428,78084
11/28/2021,140166,88906,87158,104093,209484,78296
11/29/2021,140331,89002,87258,104188,209641,78715
11/3/2021,136167,86507,85242,102083,206135,59585
11/30/2021,140521,89110,87353,104304,209800,79266
11/4/2021,136322,86586,85312,102151,206317,59730
11/5/2021,136532,86694,85398,102258,206484,59968
11/6/2021,136633,86756,85434,102306,206593,60621
11/7/2021,136721,86808,85477,102346,206648,61553
11/8/2021,136944,86924,85571,102442,206845,62725
11/9/2021,137118,87013,85646,102515,207065,63769
12/1/2020,15,14,17,13,23,
12/1/2021,140760,89284,87466,104434,209968,79759
12/10/2020,18,18,27,20,35,
12/10/2021,142329,90323,88303,105461,211178,84142
12/11/2020,18,20,30,22,37,
12/11/2021,142423,90388,88352,105532,211236,84488
12/12/2020,18,20,31,24,40,
12/12/2021,142512,90471,88403,105582,211287,84840
12/13/2020,19,20,31,26,40,
12/13/2021,142668,90559,88471,105691,211400,85235
12/14/2020,19,23,34,26,41,
12/14/2021,142841,90625,88549,105778,211517,85602
12/15/2020,22,28,39,33,49,
12/15/2021,143039,90730,88634,105893,211657,86057
12/16/2020,24,31,41,34,51,
12/16/2021,143277,90858,88740,106037,211853,86513
12/17/2020,265,340,349,294,139,
12/17/2021,143481,90956,88866,106147,211991,87120
12/18/2020,572,702,648,565,262,1
12/18/2021,143624,91051,88938,106231,212052,87603
12/19/2020,772,911,791,671,326,1
12/19/2021,143769,91158,89011,106298,212107,87929
12/2/2020,16,14,20,14,23,
12/2/2021,140956,89395,87574,104575,210104,80209
12/20/2020,774,913,796,676,335,1
12/20/2021,144004,91291,89130,106423,212250,88523
12/21/2020,1178,1289,1083,959,470,3
12/21/2021,144245,91434,89236,106537,212386,89135
12/22/2020,1568,1679,1421,1249,608,5
12/22/2021,144485,91575,89343,106682,212546,89652
12/23/2020,2058,2164,1819,1565,787,5
12/23/2021,144689,91690,89432,106792,212654,90012
12/24/2020,2315,2447,2019,1782,879,7
12/24/2021,144766,91718,89456,106829,212706,90082
12/25/2020,2316,2448,2019,1785,882,7
12/25/2021,144766,91718,89456,106830,212706,90082
12/26/2020,2514,2658,2167,1939,961,7
12/26/2021,144861,91794,89502,106866,212764,90264
12/27/2020,2559,2704,2196,1972,978,7
12/27/2021,145119,91917,89630,106995,212916,90797
12/28/2020,3012,3152,2566,2296,1174,9
12/28/2021,145381,92077,89773,107126,213071,91388
12/29/2020,3461,3616,2919,2690,1433,17
12/29/2021,145660,92200,89893,107261,213211,91959
12/3/2020,16,15,23,16,25,
12/3/2021,141137,89525,87682,104701,210284,80730
12/30/2020,3896,4083,3373,3124,1716,18
12/30/2021,145911,92319,90044,107377,213314,92550
12/31/2020,4210,4436,3692,3434,1986,23
12/31/2021,146004,92370,90095,107411,213364,92688
12/4/2020,16,16,24,16,26,
12/4/2021,141239,89644,87741,104789,210352,81132
12/5/2020,17,16,24,16,26,
12/5/2021,141345,89742,87805,104857,210410,81450
12/6/2020,17,16,24,17,27,
12/6/2021,141501,89856,87899,104978,210545,81803
12/7/2020,17,16,24,19,28,
12/7/2021,141693,89970,88010,105093,210684,82315
12/8/2020,17,16,24,20,29,
12/8/2021,141935,90073,88101,105228,210849,82982
12/9/2020,18,18,26,20,33,
12/9/2021,142120,90188,88190,105339,211022,83491
2/1/2021,16702,15405,14900,14933,44799,220
2/10/2021,21051,18536,18444,19213,70837,320
2/11/2021,21391,18801,18680,19532,75026,330
2/12/2021,21759,19090,18992,19948,78872,339
2/13/2021,21976,19237,19149,20148,82138,351
2/14/2021,22049,19268,19208,20197,82626,357
2/15/2021,22211,19383,19322,20345,84504,359
2/16/2021,22416,19515,19500,20577,86748,368
2/17/2021,22723,19728,19704,20851,88891,383
2/18/2021,22950,19890,19858,21052,90835,385
2/19/2021,23202,20034,20044,21242,91829,390
2/2/2021,17374,15974,15572,15619,47285,232
2/20/2021,23479,20221,20213,21420,92591,404
2/21/2021,23516,20254,20258,21464,92864,405
2/22/2021,23659,20325,20332,21579,93878,407
2/23/2021,23819,20422,20448,21738,95470,412
2/24/2021,24130,20611,20638,21999,97430,446
2/25/2021,24345,20784,20794,22265,100354,455
2/26/2021,24718,21042,21083,22783,103799,468
2/27/2021,24907,21202,21259,23039,106227,476
2/28/2021,25015,21286,21335,23182,108255,485
2/3/2021,17947,16464,16108,16246,50442,242
2/4/2021,18504,16890,16547,16836,53876,257
2/5/2021,19248,17438,17199,17683,57778,275
2/6/2021,19740,17715,17499,18057,59529,286
2/7/2021,19815,17761,17553,18138,60142,287
2/8/2021,20189,18015,17847,18489,62928,292
2/9/2021,20587,18248,18139,18819,66199,302
3/1/2021,25305,21513,21611,23681,111304,516
3/10/2021,28528,23782,24095,31269,138584,715
3/11/2021,29041,24165,24544,32828,142159,759
3/12/2021,29711,24595,25032,34293,145640,811
3/13/2021,30093,24860,25363,35428,147249,844
3/14/2021,30415,25044,25574,36225,148497,876
3/15/2021,30817,25373,25907,38446,150829,917
3/16/2021,31568,25929,26517,40770,153541,982
3/17/2021,32641,26759,27318,43578,156085,1054
3/18/2021,33659,27513,28127,46326,158414,1124
3/19/2021,34924,28436,29055,49076,160437,1212
3/2/2021,25573,21716,21825,24049,114453,537
3/20/2021,35758,28961,29673,50826,161599,1269
3/21/2021,36418,29555,30310,52240,162378,1341
3/22/2021,37575,30277,31087,54152,164152,1440
3/23/2021,38976,31262,32090,56354,166007,1569
3/24/2021,40777,32483,33316,58383,167737,1831
3/25/2021,42852,34071,34959,60606,169383,2174
3/26/2021,44985,35644,36561,62692,170864,2620
3/27/2021,46265,36538,37450,63898,171628,2952
3/28/2021,47117,37171,38180,64325,171858,3238
3/29/2021,49231,38645,39609,65145,172450,3789
3/3/2021,25985,22005,22133,24668,118478,561
3/30/2021,51560,40203,41136,66206,173458,4391
3/31/2021,54003,41679,42834,67492,174574,5035
3/4/2021,26297,22212,22359,25400,121667,576
3/5/2021,26698,22489,22668,26311,124776,607
3/6/2021,26968,22698,22893,27014,127104,624
3/7/2021,27221,22887,23089,27651,128970,633
3/8/2021,27548,23087,23330,28667,131933,644
3/9/2021,27902,23382,23625,29856,134993,671
4/1/2021,56123,42933,44311,68370,175544,5667
4/10/2021,72844,52213,54456,75794,182494,10229
4/11/2021,73715,52626,54902,76150,182759,10481
4/12/2021,75234,53362,55779,76918,183447,10762
4/13/2021,76436,53943,56354,77445,183935,11003
4/14/2021,77792,54654,57046,78008,184367,11283
4/15/2021,78851,55293,57621,78458,184741,11518
4/16/2021,80031,55957,58351,79030,185221,11845
4/17/2021,80663,56304,58732,79335,185427,12031
4/18/2021,81071,56525,58947,79484,185538,12183
4/19/2021,81717,56925,59359,79912,185908,12351
4/2/2021,58309,44226,45839,69194,176322,6314
4/20/2021,82422,57247,59711,80239,186238,12496
4/21/2021,83183,57726,60163,80634,186570,12647
4/22/2021,83968,58180,60586,81015,186931,12846
4/23/2021,84907,58802,61155,81529,187335,13100
4/24/2021,85552,59135,61566,81870,187599,13324
4/25/2021,85940,59307,61769,81993,187711,13478
4/26/2021,86722,59748,62209,82405,188053,13656
4/27/2021,87512,60174,62649,82781,188369,13847
4/28/2021,88328,60561,63075,83228,188728,14026
4/29/2021,89076,60952,63447,83586,189095,14173
4/3/2021,59742,45024,46704,69786,176682,6804
4/30/2021,89836,61380,63959,84028,189484,14344
4/4/2021,60629,45433,47174,70034,176876,7081
4/5/2021,62718,46571,48485,71043,177887,7661
4/6/2021,64690,47646,49738,72032,179030,8214
4/7/2021,67272,49104,51154,73119,180103,8839
4/8/2021,69467,50289,52425,74167,181105,9358
4/9/2021,71684,51543,53753,75223,182060,9863
5/1/2021,90230,61643,64289,84323,189677,14476
5/10/2021,93947,63804,66497,86457,191589,15431
5/11/2021,94299,64026,66716,86697,191835,15528
5/12/2021,94725,64254,66941,86915,192061,15777
5/13/2021,95175,64538,67194,87161,192284,17410
5/14/2021,95687,64846,67456,87407,192502,18810
5/15/2021,96132,65126,67729,87636,192638,20547
5/16/2021,96497,65320,67939,87787,192740,21569
5/17/2021,97076,65638,68275,88089,193029,22360
5/18/2021,97579,65916,68499,88290,193240,22922
5/19/2021,98035,66156,68753,88501,193442,23503
5/2/2021,90544,61826,64444,84470,189775,14579
5/20/2021,98454,66425,68991,88724,193629,24083
5/21/2021,98985,66746,69285,89007,193835,24998
5/22/2021,99383,66965,69487,89188,193955,25975
5/23/2021,99633,67116,69627,89284,194017,26395
5/24/2021,100073,67391,69847,89462,194169,26931
5/25/2021,100494,67642,70060,89647,194322,27308
5/26/2021,100845,67844,70246,89778,194438,27698
5/27/2021,101164,68008,70419,89920,194566,28091
5/28/2021,101527,68263,70674,90114,194718,28681
5/29/2021,101765,68374,70792,90232,194790,28967
5/3/2021,91066,62107,64719,84752,190012,14684
5/30/2021,101891,68446,70847,90295,194824,29112
5/31/2021,101985,68488,70904,90344,194852,29214
5/4/2021,91541,62367,65009,85025,190274,14809
5/5/2021,92099,62694,65330,85311,190574,14957
5/6/2021,92547,62940,65573,85535,190837,15044
5/7/2021,93072,63268,65908,85888,191149,15177
5/8/2021,93442,63505,66193,86114,191285,15312
5/9/2021,93649,63616,66340,86259,191370,15371
6/1/2021,102394,68675,71110,90504,195023,29733
6/10/2021,104831,69990,72280,91588,195868,32620
6/11/2021,105083,70115,72407,91700,195951,32923
6/12/2021,105265,70202,72507,91769,195985,33124
6/13/2021,105356,70251,72564,91815,196003,33189
6/14/2021,105619,70404,72698,91914,196087,33543
6/15/2021,105831,70521,72784,91999,196158,33771
6/16/2021,106095,70662,72898,92083,196225,34067
6/17/2021,106324,70791,73002,92168,196324,34290
6/18/2021,106598,70948,73145,92274,196430,34640
6/19/2021,106743,71038,73222,92334,196485,34867
6/2/2021,102749,68850,71278,90645,195142,30126
6/20/2021,106815,71087,73250,92370,196507,34965
6/21/2021,107053,71220,73353,92449,196589,35265
6/22/2021,107295,71337,73452,92523,196661,35524
6/23/2021,107517,71463,73562,92609,196757,35791
6/24/2021,107727,71571,73651,92689,196822,36021
6/25/2021,108010,71725,73771,92791,196912,36342
6/26/2021,108193,71823,73862,92866,196951,36509
6/27/2021,108293,71888,73904,92902,196963,36592
6/28/2021,108555,71998,73990,92987,197016,36814
6/29/2021,108770,72110,74088,93045,197073,37022
6/3/2021,103020,69005,71398,90770,195243,30532
6/30/2021,109024,72223,74193,93135,197148,37268
6/4/2021,103420,69214,71573,90946,195374,30965
6/5/2021,103668,69360,71708,91058,195437,31255
6/6/2021,103826,69429,71802,91132,195484,31445
6/7/2021,104097,69566,71926,91245,195574,31759
6/8/2021,104377,69701,72040,91357,195671,32051
6/9/2021,104615,69856,72166,91477,195769,32335
7/1/2021,109222,72339,74291,93201,197220,37524
7/10/2021,111083,73298,75057,93821,197681,39301
7/11/2021,111176,73330,75096,93848,197705,39414
7/12/2021,111388,73417,75182,93922,197765,39696
7/13/2021,111567,73507,75237,93988,197818,39942
7/14/2021,111718,73590,75320,94059,197869,40199
7/15/2021,111934,73691,75394,94132,197923,40497
7/16/2021,112181,73845,75526,94252,197991,40802
7/17/2021,112340,73914,75612,94323,198035,40976
7/18/2021,112446,73962,75659,94354,198063,41109
7/19/2021,112708,74091,75772,94474,198124,41398
7/2/2021,109487,72462,74402,93314,197299,37778
7/20/2021,112934,74216,75892,94562,198220,41756
7/21/2021,113203,74343,75982,94663,198294,42120
7/22/2021,113431,74459,76093,94768,198418,42427
7/23/2021,113711,74652,76253,94932,198510,42805
7/24/2021,113893,74778,76376,95042,198560,43035
7/25/2021,114034,74865,76433,95080,198591,43198
7/26/2021,114348,75044,76564,95187,198693,43595
7/27/2021,114695,75237,76714,95302,198791,44109
7/28/2021,115089,75455,76889,95437,198882,44610
7/29/2021,115376,75624,77034,95541,198986,45109
7/3/2021,109643,72537,74478,93373,197321,37927
7/30/2021,115759,75870,77201,95676,199073,45644
7/31/2021,116054,75998,77327,95777,199127,45932
7/4/2021,109681,72561,74489,93385,197333,37949
7/5/2021,109862,72643,74565,93445,197376,38138
7/6/2021,110021,72738,74653,93505,197442,38374
7/7/2021,110297,72892,74750,93585,197508,38593
7/8/2021,110706,73083,74871,93666,197581,38823
7/9/2021,110931,73208,74983,93759,197649,39075
8/1/2021,116266,76086,77426,95829,199169,46124
8/10/2021,119223,77660,78623,96803,199894,48873
8/11/2021,119516,77834,78747,96887,199968,49133
8/12/2021,119858,78003,78883,96978,200052,49368
8/13/2021,120283,78249,79051,97095,200167,49730
8/14/2021,120518,78380,79177,97163,200210,49970
8/15/2021,120684,78474,79238,97199,200237,50128
8/16/2021,120975,78649,79345,97286,200317,50356
8/17/2021,121267,78773,79467,97392,200409,50566
8/18/2021,121565,78922,79582,97473,200509,50790
8/19/2021,121856,79068,79720,97564,200579,50971
8/2/2021,116652,76281,77571,95961,199277,46563
8/20/2021,122173,79268,79848,97665,200637,51260
8/21/2021,122367,79369,79936,97723,200670,51451
8/22/2021,122505,79453,80010,97762,200691,51561
