date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,899,188
2021-01-23,1254,355
2021-01-24,1262,8
2021-01-25,1307,45
2021-01-26,1311,4
2021-01-27,1391,80
2021-01-28,1646,255
2021-01-29,1778,132
2021-01-30,1780,2
2021-02-01,1806,26
2021-02-02,1875,69
2021-02-03,1908,33
2021-02-04,1992,84
2021-02-05,2146,154
2021-02-06,2149,3
2021-02-08,2167,18
2021-02-09,2205,38
2021-02-10,2305,100
2021-02-11,2449,144
2021-02-12,2640,191
2021-02-13,2645,5
2021-02-15,2683,38
2021-02-16,2763,80
2021-02-17,2910,147
2021-02-18,3167,257
2021-02-19,3173,6
2021-02-20,3175,2
2021-02-22,3235,60
2021-02-23,3543,308
2021-02-24,3701,158
2021-02-25,3828,127
2021-02-26,3981,153
2021-02-28,3996,15
2021-03-01,4023,27
2021-03-02,4174,151
2021-03-03,4225,51
2021-03-04,4266,41
2021-03-05,4407,141
2021-03-06,4408,1
2021-03-07,4409,1
2021-03-08,4449,40
2021-03-09,4521,72
2021-03-10,4603,82
2021-03-11,4669,66
2021-03-12,4781,112
2021-03-13,4787,6
2021-03-15,4897,110
2021-03-16,4922,25
2021-03-17,4977,55
2021-03-18,5002,25
2021-03-19,5040,38
2021-03-20,5041,1
2021-03-22,5047,6
2021-03-23,5062,15
2021-03-24,5072,10
2021-03-25,5113,41
2021-03-26,5163,50
2021-03-27,5167,4
2021-03-28,5176,9
2021-03-29,5184,8
2021-03-30,5238,54
2021-03-31,5247,9
2021-04-01,5308,61
2021-04-02,5334,26
2021-04-03,5335,1
2021-04-05,5351,16
2021-04-06,5376,25
2021-04-07,5393,17
2021-04-08,5449,56
2021-04-09,5488,39
2021-04-10,5491,3
2021-04-11,5492,1
2021-04-12,5536,44
2021-04-13,5551,15
2021-04-14,5567,16
2021-04-15,5593,26
2021-04-16,5626,33
2021-04-17,5627,1
2021-04-19,5630,3
2021-04-20,5648,18
2021-04-21,5655,7
2021-04-22,5686,31
2021-04-23,5689,3
2021-04-24,5692,3
2021-04-26,5697,5
2021-04-27,5729,32
2021-04-28,5737,8
2021-04-29,5746,9
2021-04-30,5767,21
2021-05-01,5770,3
2021-05-03,5771,1
2021-05-04,5789,18
2021-05-05,5798,9
2021-05-06,5813,15
2021-05-07,5817,4
2021-05-08,5819,2
2021-05-10,5835,16
2021-05-11,5836,1
2021-05-12,5853,17
2021-05-13,5872,19
2021-05-14,5878,6
2021-05-16,5881,3
2021-05-17,5883,2
2021-05-18,5896,13
2021-05-19,5901,5
2021-05-20,5924,23
2021-05-21,5955,31
2021-05-22,5968,13
2021-05-23,5969,1
2021-05-24,5971,2
2021-05-25,5988,17
2021-05-26,5991,3
2021-05-27,6002,11
2021-05-28,6013,11
2021-05-29,6015,2
2021-06-01,6032,17
2021-06-02,6034,2
2021-06-03,6047,13
2021-06-04,6052,5
2021-06-05,6053,1
2021-06-07,6056,3
2021-06-08,6062,6
2021-06-09,6065,3
2021-06-10,6072,7
2021-06-11,6075,3
2021-06-12,6082,7
2021-06-14,6084,2
2021-06-15,6097,13
2021-06-16,6100,3
2021-06-17,6119,19
2021-06-18,6124,5
2021-06-19,6128,4
2021-06-20,6129,1
2021-06-21,6132,3
2021-06-22,6141,9
2021-06-24,6144,3
2021-06-25,6151,7
2021-06-26,6153,2
2021-06-28,6155,2
2021-06-29,6167,12
2021-06-30,6168,1
2021-07-01,6180,12
2021-07-02,6185,5
2021-07-06,6188,3
2021-07-07,6194,6
2021-07-08,6203,9
2021-07-09,6206,3
2021-07-11,6208,2
2021-07-12,6218,10
2021-07-13,6220,2
2021-07-14,6223,3
2021-07-15,6231,8
2021-07-16,6232,1
2021-07-19,6235,3
2021-07-20,6250,15
2021-07-21,6253,3
2021-07-22,6264,11
2021-07-23,6282,18
2021-07-24,6285,3
2021-07-25,6288,3
2021-07-26,6296,8
2021-07-27,6302,6
2021-07-28,6310,8
2021-07-29,6335,25
2021-07-30,6343,8
2021-07-31,6346,3
2021-08-01,6347,1
2021-08-02,6354,7
2021-08-03,6367,13
2021-08-04,6383,16
2021-08-05,6399,16
2021-08-06,6409,10
2021-08-07,6414,5
2021-08-08,6416,2
2021-08-09,6431,15
2021-08-10,6446,15
2021-08-11,6452,6
2021-08-12,6498,46
2021-08-13,6519,21
2021-08-14,6524,5
2021-08-15,6525,1
2021-08-16,6543,18
2021-08-17,6582,39
2021-08-18,6600,18
2021-08-19,6636,36
2021-08-20,6685,49
2021-08-21,6781,96
2021-08-22,6782,1
2021-08-23,6808,26
2021-08-24,6827,19
2021-08-25,6847,20
2021-08-26,6892,45
2021-08-27,6923,31
2021-08-28,6930,7
2021-08-30,6968,38
2021-08-31,6994,26
2021-09-01,7009,15
2021-09-02,7027,18
2021-09-03,7053,26
2021-09-04,7055,2
2021-09-07,7072,17
2021-09-08,7092,20
2021-09-09,7137,45
2021-09-10,7170,33
2021-09-11,7234,64
2021-09-12,7235,1
2021-09-13,7246,11
2021-09-14,7269,23
