date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,229,283,301,355,933,6
1/1/2022,6751,5038,5527,7779,15848,9104
1/10/2021,377,479,510,612,2250,31
1/11/2021,416,527,579,663,2494,34
1/12/2021,443,554,640,735,2746,35
1/13/2021,462,579,667,808,2948,35
1/14/2021,496,628,708,895,3177,43
1/15/2021,531,676,770,981,3447,44
1/16/2021,535,677,771,983,3456,44
1/17/2021,537,678,771,984,3458,44
1/18/2021,550,689,800,1012,3481,44
1/19/2021,582,715,845,1093,3644,45
1/2/2021,229,284,301,355,934,6
1/2/2022,6754,5039,5528,7779,15848,9105
1/20/2021,612,759,905,1196,3809,51
1/21/2021,713,850,1021,1370,4026,65
1/22/2021,785,907,1076,1477,4157,78
1/23/2021,791,911,1080,1482,4281,112
1/24/2021,792,912,1080,1483,4293,114
1/25/2021,806,928,1108,1533,4413,115
1/26/2021,841,949,1139,1587,4555,117
1/27/2021,872,978,1181,1638,4729,130
1/28/2021,1027,1069,1297,1774,4950,177
1/29/2021,1110,1117,1372,1882,5194,232
1/3/2021,229,284,301,356,936,6
1/3/2022,6773,5047,5534,7789,15861,9140
1/30/2021,1121,1137,1422,1911,5217,232
1/31/2021,1121,1138,1425,1912,5226,232
1/4/2021,245,304,320,388,1075,6
1/4/2022,6784,5054,5538,7791,15870,9180
1/5/2021,289,338,361,426,1310,6
1/5/2022,6803,5060,5546,7796,15874,9207
1/6/2021,301,362,382,456,1661,25
1/6/2022,6814,5062,5551,7800,15876,9229
1/7/2021,339,434,470,558,2042,30
1/7/2022,6819,5072,5556,7804,15879,9276
1/8/2021,376,478,509,607,2247,31
1/8/2022,6824,5076,5558,7811,15883,9278
1/9/2021,377,479,509,612,2250,31
10/1/2021,5991,4573,5057,7243,15037,6380
10/10/2021,6040,4609,5084,7268,15079,6423
10/11/2021,6050,4616,5085,7276,15091,6436
10/12/2021,6061,4618,5088,7280,15096,6441
10/13/2021,6074,4620,5094,7284,15105,6454
10/14/2021,6084,4626,5098,7290,15115,6460
10/15/2021,6094,4635,5101,7297,15122,6472
10/16/2021,6098,4635,5102,7300,15125,6473
10/17/2021,6099,4635,5103,7301,15125,6473
10/18/2021,6109,4639,5104,7307,15136,6477
10/19/2021,6118,4645,5106,7316,15147,6485
10/2/2021,5994,4575,5059,7249,15044,6380
10/20/2021,6124,4647,5108,7323,15165,6496
10/21/2021,6131,4655,5111,7326,15178,6502
10/22/2021,6151,4664,5120,7331,15191,6512
10/23/2021,6153,4665,5121,7331,15196,6515
10/24/2021,6154,4666,5121,7333,15201,6517
10/25/2021,6163,4669,5126,7342,15219,6520
10/26/2021,6168,4676,5135,7346,15241,6527
10/27/2021,6180,4681,5141,7357,15259,6539
10/28/2021,6200,4699,5158,7375,15288,6545
10/29/2021,6215,4711,5167,7391,15307,6560
10/3/2021,5995,4575,5059,7249,15045,6380
10/30/2021,6219,4714,5169,7394,15311,6564
10/31/2021,6222,4714,5169,7394,15313,6564
10/4/2021,6002,4580,5061,7253,15053,6389
10/5/2021,6012,4584,5065,7257,15061,6397
10/6/2021,6018,4592,5070,7258,15070,6403
10/7/2021,6027,4595,5074,7262,15076,6412
10/8/2021,6034,4606,5083,7266,15079,6423
10/9/2021,6038,4607,5084,7268,15079,6423
11/1/2021,6233,4718,5178,7400,15323,6565
11/10/2021,6298,4759,5236,7455,15445,7503
11/11/2021,6305,4767,5238,7464,15455,7528
11/12/2021,6314,4772,5246,7469,15463,7674
11/13/2021,6319,4774,5247,7476,15468,7685
11/14/2021,6323,4775,5248,7479,15471,7690
11/15/2021,6342,4786,5256,7492,15490,7746
11/16/2021,6355,4792,5260,7499,15507,7782
11/17/2021,6374,4807,5276,7512,15516,7888
11/18/2021,6382,4809,5279,7517,15530,7908
11/19/2021,6399,4818,5293,7532,15540,8001
11/2/2021,6243,4725,5183,7407,15338,6568
11/20/2021,6410,4822,5297,7539,15549,8062
11/21/2021,6410,4822,5300,7541,15555,8064
11/22/2021,6421,4834,5313,7546,15568,8126
11/23/2021,6435,4840,5317,7552,15575,8152
11/24/2021,6442,4845,5322,7559,15582,8176
11/25/2021,6442,4845,5322,7559,15582,8176
11/26/2021,6450,4854,5328,7560,15589,8202
11/27/2021,6455,4854,5330,7563,15590,8212
11/28/2021,6460,4856,5330,7566,15593,8218
11/29/2021,6475,4863,5345,7575,15616,8249
11/3/2021,6248,4729,5191,7417,15356,6576
11/30/2021,6492,4879,5367,7587,15627,8292
11/4/2021,6260,4732,5199,7426,15377,6598
11/5/2021,6268,4735,5211,7431,15390,6658
11/6/2021,6272,4741,5221,7436,15411,6723
11/7/2021,6272,4747,5223,7437,15417,6736
11/8/2021,6280,4750,5229,7443,15427,6849
11/9/2021,6289,4755,5233,7449,15436,6945
