date,Pima_cume,Pima
2020-12-01,82,
2020-12-02,87,5
2020-12-03,95,8
2020-12-04,98,3
2020-12-05,99,1
2020-12-06,101,2
2020-12-07,104,3
2020-12-08,106,2
2020-12-09,115,9
2020-12-10,118,3
2020-12-11,127,9
2020-12-12,133,6
2020-12-13,136,3
2020-12-14,143,7
2020-12-15,171,28
2020-12-16,181,10
2020-12-17,1399,1218
2020-12-18,2775,1376
2020-12-19,3510,735
2020-12-20,3536,26
2020-12-21,5047,1511
2020-12-22,6613,1566
2020-12-23,8502,1889
2020-12-24,9564,1062
2020-12-25,9573,9
2020-12-26,10368,795
2020-12-27,10542,174
2020-12-28,12359,1817
2020-12-29,14310,1951
2020-12-30,16422,2112
2020-12-31,18015,1593
2021-01-01,19095,1080
2021-01-02,19766,671
2021-01-03,20145,379
2021-01-04,21986,1841
2021-01-05,23782,1796
2021-01-06,25936,2154
2021-01-07,28231,2295
2021-01-08,30896,2665
2021-01-09,32994,2098
2021-01-10,33453,459
2021-01-11,36305,2852
2021-01-12,39192,2887
2021-01-13,41822,2630
2021-01-14,44397,2575
2021-01-15,48652,4255
2021-01-16,50137,1485
2021-01-17,50698,561
2021-01-18,54704,4006
2021-01-19,58954,4250
2021-01-20,63998,5044
2021-01-21,69581,5583
2021-01-22,76306,6725
2021-01-23,79801,3495
2021-01-24,80917,1116
2021-01-25,88274,7357
2021-01-26,95152,6878
2021-01-27,102657,7505
2021-01-28,109763,7106
2021-01-29,117019,7256
2021-01-30,122061,5042
2021-01-31,123496,1435
2021-02-01,130663,7167
2021-02-02,137335,6672
2021-02-03,144561,7226
2021-02-04,151979,7418
2021-02-05,160893,8914
2021-02-06,165812,4919
2021-02-07,167122,1310
2021-02-08,174316,7194
2021-02-09,180835,6519
2021-02-10,188667,7832
2021-02-11,196735,8068
2021-02-12,205868,9133
2021-02-13,211160,5292
2021-02-14,212273,1113
2021-02-15,218603,6330
2021-02-16,225821,7218
2021-02-17,233614,7793
2021-02-18,241306,7692
2021-02-19,247294,5988
2021-02-20,251525,4231
2021-02-21,252463,938
2021-02-22,257895,5432
2021-02-23,264355,6460
2021-02-24,272777,8422
2021-02-25,282974,10197
2021-02-26,295167,12193
2021-02-27,303042,7875
2021-02-28,306924,3882
2021-03-01,318111,11187
2021-03-02,327114,9003
2021-03-03,337445,10331
2021-03-04,346170,8725
2021-03-05,356472,10302
2021-03-06,363617,7145
2021-03-07,367821,4204
2021-03-08,378312,10491
2021-03-09,388663,10351
2021-03-10,401056,12393
2021-03-11,413204,12148
2021-03-12,426094,12890
2021-03-13,434189,8095
2021-03-14,438115,3926
2021-03-15,447351,9236
2021-03-16,457226,9875
2021-03-17,468263,11037
2021-03-18,479222,10959
2021-03-19,490910,11688
2021-03-20,497707,6797
2021-03-21,503646,5939
2021-03-22,512611,8965
2021-03-23,522959,10348
2021-03-24,535080,12121
2021-03-25,548624,13544
2021-03-26,562937,14313
2021-03-27,571725,8788
2021-03-28,577621,5896
2021-03-29,588365,10744
2021-03-30,600566,12201
2021-03-31,614398,13832
2021-04-01,627958,13560
2021-04-02,640860,12902
2021-04-03,649492,8632
2021-04-04,654401,4909
2021-04-05,666511,12110
2021-04-06,678569,12058
2021-04-07,693111,14542
2021-04-08,707198,14087
2021-04-09,721719,14521
2021-04-10,730225,8506
2021-04-11,734949,4724
2021-04-12,745623,10674
2021-04-13,755369,9746
2021-04-14,766777,11408
2021-04-15,778591,11814
2021-04-16,790739,12148
2021-04-17,797190,6451
2021-04-18,801686,4496
2021-04-19,810621,8935
2021-04-20,819972,9351
2021-04-21,830574,10602
2021-04-22,841488,10914
2021-04-23,853104,11616
2021-04-24,860563,7459
2021-04-25,864484,3921
2021-04-26,875028,10544
2021-04-27,884746,9718
2021-04-28,894556,9810
2021-04-29,903826,9270
2021-04-30,912873,9047
2021-05-01,917358,4485
2021-05-02,920316,2958
2021-05-03,927128,6812
2021-05-04,933458,6330
2021-05-05,940644,7186
2021-05-06,946717,6073
2021-05-07,953485,6768
2021-05-08,957030,3545
2021-05-09,958750,1720
2021-05-10,963188,4438
2021-05-11,966974,3786
2021-05-12,971423,4449
2021-05-13,977194,5771
2021-05-14,983518,6324
2021-05-15,988296,4778
2021-05-16,991341,3045
2021-05-17,996337,4996
2021-05-18,1000134,3797
2021-05-19,1004358,4224
2021-05-20,1008263,3905
2021-05-21,1013560,5297
2021-05-22,1017260,3700
2021-05-23,1018880,1620
2021-05-24,1022599,3719
2021-05-25,1025900,3301
2021-05-26,1029038,3138
2021-05-27,1031902,2864
2021-05-28,1035660,3758
2021-05-29,1037438,1778
2021-05-30,1038367,929
2021-05-31,1039062,695
2021-06-01,1042460,3398
2021-06-02,1045172,2712
2021-06-03,1048340,3168
2021-06-04,1052539,4199
2021-06-05,1055219,2680
2021-06-06,1056928,1709
2021-06-07,1060680,3752
2021-06-08,1063442,2762
2021-06-09,1066299,2857
2021-06-10,1068949,2650
2021-06-11,1072333,3384
2021-06-12,1074518,2185
2021-06-13,1075653,1135
2021-06-14,1078758,3105
2021-06-15,1080831,2073
2021-06-16,1083076,2245
2021-06-17,1085068,1992
2021-06-18,1087840,2772
2021-06-19,1089412,1572
2021-06-20,1090178,766
2021-06-21,1091977,1799
2021-06-22,1094088,2111
2021-06-23,1096054,1966
2021-06-24,1097892,1838
2021-06-25,1100404,2512
2021-06-26,1101778,1374
2021-06-27,1102517,739
2021-06-28,1104207,1690
2021-06-29,1105806,1599
2021-06-30,1107595,1789
2021-07-01,1109264,1669
2021-07-02,1111064,1800
2021-07-03,1112095,1031
2021-07-04,1112321,226
2021-07-05,1113512,1191
2021-07-06,1114937,1425
2021-07-07,1116526,1589
2021-07-08,1118278,1752
2021-07-09,1120119,1841
2021-07-10,1121317,1198
2021-07-11,1121914,597
2021-07-12,1123456,1542
2021-07-13,1124840,1384
2021-07-14,1126283,1443
2021-07-15,1127687,1404
2021-07-16,1129584,1897
2021-07-17,1130782,1198
2021-07-18,1131421,639
2021-07-19,1133056,1635
2021-07-20,1134656,1600
2021-07-21,1136360,1704
2021-07-22,1138017,1657
2021-07-23,1140080,2063
2021-07-24,1141391,1311
2021-07-25,1142102,711
2021-07-26,1143969,1867
2021-07-27,1145992,2023
2021-07-28,1148204,2212
2021-07-29,1150155,1951
2021-07-30,1152597,2442
2021-07-31,1154184,1587
2021-08-01,1155255,1071
2021-08-02,1157377,2122
2021-08-03,1159302,1925
2021-08-04,1161089,1787
2021-08-05,1162738,1649
2021-08-06,1165158,2420
2021-08-07,1166729,1571
2021-08-08,1167674,945
2021-08-09,1169602,1928
2021-08-10,1171300,1698
2021-08-11,1172981,1681
2021-08-12,1174794,1813
2021-08-13,1177392,2598
2021-08-14,1179149,1757
2021-08-15,1180271,1122
2021-08-16,1182433,2162
2021-08-17,1184572,2139
2021-08-18,1186924,2352
2021-08-19,1189103,2179
2021-08-20,1191869,2766
2021-08-21,1193523,1654
2021-08-22,1194650,1127
2021-08-23,1196953,2303
2021-08-24,1199498,2545
2021-08-25,1201796,2298
2021-08-26,1203736,1940
2021-08-27,1206451,2715
2021-08-28,1208112,1661
2021-08-29,1209207,1095
