date,Yuma_cume,Yuma
2020-12-01,8,
2020-12-03,9,1
2020-12-04,10,1
2020-12-08,11,1
2020-12-10,12,1
2020-12-12,14,2
2020-12-16,20,6
2020-12-17,46,26
2020-12-18,47,1
2020-12-19,50,3
2020-12-20,53,3
2020-12-21,227,174
2020-12-22,873,646
2020-12-23,1606,733
2020-12-24,1826,220
2020-12-26,1925,99
2020-12-27,1926,1
2020-12-28,2340,414
2020-12-29,2672,332
2020-12-30,3081,409
2020-12-31,3166,85
2021-01-01,3216,50
2021-01-02,3223,7
2021-01-03,3227,4
2021-01-04,3455,228
2021-01-05,3790,335
2021-01-06,4262,472
2021-01-07,4476,214
2021-01-08,4748,272
2021-01-09,4765,17
2021-01-10,4783,18
2021-01-11,5393,610
2021-01-12,5981,588
2021-01-13,6626,645
2021-01-14,6809,183
2021-01-15,6999,190
2021-01-16,7016,17
2021-01-17,7028,12
2021-01-18,7075,47
2021-01-19,7478,403
2021-01-20,8032,554
2021-01-21,9620,1588
2021-01-22,11039,1419
2021-01-23,11210,171
2021-01-24,11231,21
2021-01-25,11664,433
2021-01-26,12464,800
2021-01-27,13797,1333
2021-01-28,15688,1891
2021-01-29,17508,1820
2021-01-30,18563,1055
2021-01-31,18588,25
2021-02-01,19395,807
2021-02-02,20423,1028
2021-02-03,21815,1392
2021-02-04,22787,972
2021-02-05,23435,648
2021-02-06,23511,76
2021-02-07,23549,38
2021-02-08,23846,297
2021-02-09,24678,832
2021-02-10,26627,1949
2021-02-11,28739,2112
2021-02-12,30355,1616
2021-02-13,31154,799
2021-02-14,31175,21
2021-02-15,31302,127
2021-02-16,31598,296
2021-02-17,31942,344
2021-02-18,32482,540
2021-02-19,33223,741
2021-02-20,33552,329
2021-02-21,33580,28
2021-02-22,33632,52
2021-02-23,34802,1170
2021-02-24,37163,2361
2021-02-25,39789,2626
2021-02-26,42198,2409
2021-02-27,43046,848
2021-02-28,43348,302
2021-03-01,45005,1657
2021-03-02,46193,1188
2021-03-03,47359,1166
2021-03-04,49850,2491
2021-03-05,53188,3338
2021-03-06,53439,251
2021-03-07,53602,163
2021-03-08,54425,823
2021-03-09,56245,1820
2021-03-10,58070,1825
2021-03-11,61001,2931
2021-03-12,63789,2788
2021-03-13,65241,1452
2021-03-14,65432,191
2021-03-15,66201,769
2021-03-16,67708,1507
2021-03-17,69718,2010
2021-03-18,73272,3554
2021-03-19,76205,2933
2021-03-20,77412,1207
2021-03-21,77728,316
2021-03-22,78192,464
2021-03-23,79579,1387
2021-03-24,81791,2212
2021-03-25,83836,2045
2021-03-26,86044,2208
2021-03-27,86635,591
2021-03-28,86856,221
2021-03-29,88240,1384
2021-03-30,91812,3572
2021-03-31,95486,3674
2021-04-01,99196,3710
2021-04-02,101887,2691
2021-04-03,103507,1620
2021-04-04,105004,1497
2021-04-05,107072,2068
2021-04-06,109742,2670
2021-04-07,112680,2938
2021-04-08,115807,3127
2021-04-09,118528,2721
2021-04-10,119795,1267
2021-04-11,120384,589
2021-04-12,121164,780
2021-04-13,122348,1184
2021-04-14,124936,2588
2021-04-15,127656,2720
2021-04-16,130687,3031
2021-04-17,131593,906
2021-04-18,132224,631
2021-04-19,134262,2038
2021-04-20,137048,2786
2021-04-21,139593,2545
2021-04-22,141857,2264
2021-04-23,144959,3102
2021-04-24,146305,1346
2021-04-25,147321,1016
2021-04-26,148666,1345
2021-04-27,152308,3642
2021-04-28,154867,2559
2021-04-29,157290,2423
2021-04-30,159670,2380
2021-05-01,160673,1003
2021-05-02,161282,609
2021-05-03,162390,1108
2021-05-04,163994,1604
2021-05-05,165511,1517
2021-05-06,167165,1654
2021-05-07,168776,1611
2021-05-08,169302,526
2021-05-09,169536,234
2021-05-10,170221,685
2021-05-11,171095,874
2021-05-12,172545,1450
2021-05-13,173713,1168
2021-05-14,175062,1349
2021-05-15,176170,1108
2021-05-16,176326,156
2021-05-17,177022,696
2021-05-18,177714,692
2021-05-19,178912,1198
2021-05-20,179841,929
2021-05-21,180843,1002
2021-05-22,181429,586
2021-05-23,181579,150
2021-05-24,182070,491
2021-05-25,182848,778
2021-05-26,183992,1144
2021-05-27,185044,1052
2021-05-28,186150,1106
2021-05-29,186356,206
2021-05-30,186503,147
2021-05-31,186610,107
2021-06-01,187273,663
2021-06-02,188461,1188
2021-06-03,189388,927
2021-06-04,190357,969
2021-06-05,191180,823
2021-06-06,191289,109
2021-06-07,191822,533
2021-06-08,192477,655
2021-06-09,193478,1001
2021-06-10,194392,914
2021-06-11,195399,1007
2021-06-12,195802,403
2021-06-13,195899,97
2021-06-14,196484,585
2021-06-15,197209,725
2021-06-16,197939,730
2021-06-17,198586,647
2021-06-18,199253,667
2021-06-19,199477,224
2021-06-20,199559,82
2021-06-21,199987,428
2021-06-22,200937,950
2021-06-23,202702,1765
2021-06-24,204223,1521
2021-06-25,204940,717
2021-06-26,205218,278
2021-06-27,205325,107
2021-06-28,205841,516
2021-06-29,206630,789
2021-06-30,207296,666
2021-07-01,208128,832
2021-07-02,208668,540
2021-07-03,208839,171
2021-07-04,208854,15
2021-07-05,209059,205
2021-07-06,209568,509
2021-07-07,210165,597
2021-07-08,210616,451
2021-07-09,211088,472
2021-07-10,211297,209
2021-07-11,211383,86
2021-07-12,211905,522
2021-07-13,212367,462
2021-07-14,212810,443
2021-07-15,213261,451
2021-07-16,213794,533
2021-07-17,213988,194
2021-07-18,214106,118
2021-07-19,214547,441
2021-07-20,215039,492
2021-07-21,215531,492
2021-07-22,216077,546
2021-07-23,216633,556
2021-07-24,216891,258
2021-07-25,216984,93
2021-07-26,217555,571
2021-07-27,218173,618
2021-07-28,218823,650
2021-07-29,219456,633
2021-07-30,220032,576
2021-07-31,220264,232
2021-08-01,220392,128
2021-08-02,220893,501
2021-08-03,221453,560
2021-08-04,222048,595
2021-08-05,222556,508
2021-08-06,223191,635
2021-08-07,223507,316
2021-08-08,223679,172
2021-08-09,224362,683
2021-08-10,225466,1104
2021-08-11,226068,602
2021-08-12,226706,638
2021-08-13,228273,1567
2021-08-14,228612,339
2021-08-15,228783,171
2021-08-16,229505,722
2021-08-17,230134,629
2021-08-18,230865,731
2021-08-19,231517,652
2021-08-20,232237,720
2021-08-21,232546,309
2021-08-22,232691,145
2021-08-23,233285,594
2021-08-24,233907,622
2021-08-25,234543,636
2021-08-26,235213,670
2021-08-27,235975,762
2021-08-28,236253,278
2021-08-29,236448,195
2021-08-30,237098,650
2021-08-31,237618,520
2021-09-01,238182,564
2021-09-02,238900,718
2021-09-03,239633,733
