date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-02-09 00:00:00,21,0,0.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,,,,,,,,,,5.0,0.0,0.0,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,
2021-02-08 00:00:00,4662,460,0.0986700986700987,15.0,6.0,0.4,6.0,1.0,0.1666666666666667,,,,108.0,12.0,0.1111111111111111,9.0,2.0,0.2222222222222222,105.0,12.0,0.1142857142857143,,,,14.0,2.0,0.1428571428571429,,,,211.0,26.0,0.1232227488151659,,,,641.0,49.0,0.0764430577223089,1.0,1.0,1.0,61.0,4.0,0.0655737704918033,,,,118.0,17.0,0.1440677966101695,2.0,2.0,1.0,3079.0,299.0,0.0971094511204937,2.0,1.0,0.5,2.0,0.0,0.0,,,,,,,,,,1.0,0.0,0.0,,,,43.0,10.0,0.2325581395348837,,,,75.0,11.0,0.1466666666666667,,,,48.0,1.0,0.0208333333333333,,,
2021-02-07 00:00:00,5347,603,0.1127735178604825,70.0,32.0,0.4571428571428572,19.0,4.0,0.2105263157894737,,,,52.0,4.0,0.0769230769230769,,,,102.0,11.0,0.107843137254902,1.0,0.0,0.0,9.0,0.0,0.0,,,,342.0,42.0,0.1228070175438597,,,,661.0,67.0,0.1013615733736763,3.0,1.0,0.3333333333333333,42.0,7.0,0.1666666666666667,,,,68.0,10.0,0.1470588235294118,,,,3726.0,422.0,0.1132581857219539,66.0,31.0,0.4696969696969698,,,,,,,1.0,0.0,0.0,,,,5.0,0.0,0.0,,,,23.0,3.0,0.1304347826086957,,,,44.0,6.0,0.1363636363636364,,,,58.0,5.0,0.0862068965517241,,,
2021-02-06 00:00:00,9180,1050,0.1143790849673203,187.0,84.0,0.4491978609625669,22.0,6.0,0.2727272727272727,,,,105.0,12.0,0.1142857142857143,,,,149.0,29.0,0.1946308724832215,1.0,0.0,0.0,21.0,3.0,0.1428571428571429,,,,514.0,61.0,0.1186770428015564,13.0,6.0,0.4615384615384616,1139.0,110.0,0.09657594381036,12.0,6.0,0.5,83.0,14.0,0.1686746987951807,,,,266.0,32.0,0.1203007518796993,3.0,0.0,0.0,6268.0,736.0,0.1174218251435865,154.0,71.0,0.461038961038961,5.0,2.0,0.4,,,,,,,,,,2.0,0.0,0.0,,,,57.0,6.0,0.1052631578947368,,,,150.0,6.0,0.04,,,,89.0,8.0,0.0898876404494382,1.0,0.0,0.0
2021-02-05 00:00:00,14869,1554,0.104512744636492,854.0,371.0,0.4344262295081967,64.0,14.0,0.21875,,,,306.0,42.0,0.1372549019607843,23.0,11.0,0.4782608695652174,245.0,21.0,0.0857142857142857,26.0,10.0,0.3846153846153847,71.0,2.0,0.028169014084507,9.0,6.0,0.6666666666666666,894.0,99.0,0.1107382550335571,56.0,25.0,0.4464285714285715,2429.0,246.0,0.1012762453684644,85.0,26.0,0.3058823529411765,183.0,21.0,0.1147540983606558,5.0,0.0,0.0,476.0,33.0,0.069327731092437,21.0,7.0,0.3333333333333333,9144.0,993.0,0.1085958005249344,598.0,274.0,0.4581939799331104,16.0,2.0,0.125,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,29.0,1.0,0.0344827586206897,1.0,1.0,1.0,81.0,7.0,0.0864197530864198,1.0,1.0,1.0,314.0,32.0,0.1019108280254777,7.0,1.0,0.1428571428571429,172.0,12.0,0.0697674418604651,11.0,3.0,0.2727272727272727
2021-02-04 00:00:00,16451,1821,0.1106923591271047,973.0,423.0,0.4347379239465571,128.0,7.0,0.0546875,3.0,2.0,0.6666666666666666,626.0,51.0,0.0814696485623003,28.0,17.0,0.6071428571428572,300.0,31.0,0.1033333333333333,18.0,3.0,0.1666666666666667,66.0,7.0,0.1060606060606061,3.0,1.0,0.3333333333333333,876.0,93.0,0.1061643835616438,67.0,31.0,0.4626865671641792,2315.0,261.0,0.1127429805615551,77.0,38.0,0.4935064935064936,172.0,22.0,0.1279069767441861,1.0,1.0,1.0,517.0,44.0,0.0851063829787234,55.0,18.0,0.3272727272727273,10104.0,1176.0,0.1163895486935867,689.0,300.0,0.4354136429608128,132.0,2.0,0.0151515151515152,,,,4.0,0.0,0.0,,,,49.0,13.0,0.2653061224489796,,,,96.0,14.0,0.1458333333333334,5.0,2.0,0.4,390.0,40.0,0.1025641025641026,12.0,3.0,0.25,176.0,18.0,0.1022727272727273,5.0,2.0,0.4
2021-02-03 00:00:00,19019,2033,0.1068931068931069,1201.0,515.0,0.4288093255620317,88.0,5.0,0.0568181818181818,,,,719.0,106.0,0.1474269819193324,32.0,22.0,0.6875,359.0,34.0,0.0947075208913649,61.0,24.0,0.3934426229508197,63.0,9.0,0.1428571428571429,6.0,3.0,0.5,2144.0,134.0,0.0625,66.0,24.0,0.3636363636363637,2191.0,234.0,0.1068005476951164,81.0,37.0,0.4567901234567902,238.0,29.0,0.1218487394957983,14.0,6.0,0.4285714285714286,489.0,57.0,0.1165644171779141,73.0,24.0,0.3287671232876712,11369.0,1308.0,0.1150496965432316,837.0,364.0,0.4348864994026284,12.0,0.0,0.0,,,,3.0,0.0,0.0,,,,56.0,9.0,0.1607142857142857,1.0,0.0,0.0,109.0,7.0,0.0642201834862385,7.0,2.0,0.2857142857142857,501.0,49.0,0.0978043912175649,6.0,2.0,0.3333333333333333,216.0,18.0,0.0833333333333333,8.0,2.0,0.25
2021-02-02 00:00:00,18893,2340,0.1238553961784788,1119.0,470.0,0.4200178731009831,123.0,22.0,0.1788617886178862,1.0,0.0,0.0,971.0,64.0,0.0659114315139032,31.0,18.0,0.5806451612903226,379.0,46.0,0.1213720316622691,30.0,7.0,0.2333333333333334,97.0,16.0,0.1649484536082474,3.0,1.0,0.3333333333333333,1024.0,144.0,0.140625,58.0,30.0,0.517241379310345,2738.0,328.0,0.1197954711468225,88.0,36.0,0.4090909090909091,204.0,33.0,0.161764705882353,6.0,2.0,0.3333333333333333,497.0,68.0,0.1368209255533199,35.0,7.0,0.2,11451.0,1485.0,0.1296829971181556,824.0,346.0,0.4199029126213592,14.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,41.0,5.0,0.1219512195121951,1.0,0.0,0.0,128.0,15.0,0.1171875,5.0,2.0,0.4,423.0,54.0,0.1276595744680851,5.0,2.0,0.4,284.0,23.0,0.0809859154929578,10.0,2.0,0.2
2021-02-01 00:00:00,19113,2611,0.1366085910113535,1008.0,461.0,0.4573412698412698,94.0,11.0,0.1170212765957447,2.0,0.0,0.0,464.0,73.0,0.1573275862068966,21.0,10.0,0.4761904761904762,395.0,50.0,0.1265822784810127,31.0,13.0,0.4193548387096775,65.0,10.0,0.1538461538461539,10.0,7.0,0.7,949.0,183.0,0.1928345626975764,86.0,48.0,0.558139534883721,2871.0,361.0,0.1257401602229189,75.0,33.0,0.44,292.0,51.0,0.1746575342465754,10.0,4.0,0.4,638.0,85.0,0.1332288401253919,18.0,8.0,0.4444444444444444,11747.0,1612.0,0.1372265259215119,699.0,328.0,0.469241773962804,28.0,10.0,0.3571428571428572,,,,4.0,1.0,0.25,,,,59.0,9.0,0.152542372881356,2.0,1.0,0.5,108.0,21.0,0.1944444444444445,8.0,0.0,0.0,575.0,58.0,0.1008695652173913,28.0,6.0,0.2142857142857143,197.0,19.0,0.0964467005076142,11.0,3.0,0.2727272727272727
2021-01-31 00:00:00,8839,1382,0.15635252856658,239.0,86.0,0.3598326359832636,29.0,7.0,0.2413793103448276,,,,158.0,24.0,0.1518987341772152,,,,154.0,27.0,0.1753246753246753,,,,24.0,4.0,0.1666666666666667,1.0,1.0,1.0,605.0,126.0,0.2082644628099174,6.0,4.0,0.6666666666666666,1110.0,164.0,0.1477477477477477,6.0,2.0,0.3333333333333333,47.0,11.0,0.2340425531914894,1.0,1.0,1.0,219.0,29.0,0.1324200913242009,2.0,1.0,0.5,6019.0,931.0,0.1546768566207011,217.0,75.0,0.3456221198156682,5.0,0.0,0.0,,,,1.0,0.0,0.0,,,,20.0,1.0,0.05,,,,34.0,8.0,0.2352941176470588,,,,78.0,16.0,0.2051282051282051,1.0,0.0,0.0,83.0,13.0,0.1566265060240964,,,
