date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21207,22627,20544,17906,11537,211
1/10/2021,34968,34730,32596,29483,27838,501
1/11/2021,36911,36541,34544,31145,31562,562
1/12/2021,39734,39223,37327,33657,39054,681
1/13/2021,42527,42139,40398,36357,47752,777
1/14/2021,45311,45179,43621,39343,57049,850
1/15/2021,48810,48413,46975,42438,66026,977
1/16/2021,50620,49992,48642,44047,71371,1025
1/17/2021,51736,51012,49719,45133,74809,1069
1/18/2021,53393,52550,51456,46863,82555,1118
1/19/2021,55438,54430,53483,49037,92576,1220
1/2/2021,23125,24318,22076,19316,12535,244
1/20/2021,57863,56942,56401,51970,104755,1352
1/21/2021,60583,59807,59735,55436,120385,1506
1/22/2021,65111,63950,64351,60292,135982,1683
1/23/2021,68427,66720,67452,63456,146463,1840
1/24/2021,69971,68111,68974,65141,154087,1895
1/25/2021,72376,70253,71569,68041,167626,1981
1/26/2021,75316,72772,74466,71273,184820,2100
1/27/2021,78448,75386,77395,74627,203667,2207
1/28/2021,81496,77969,80343,78241,224853,2359
1/29/2021,85364,81091,83684,81964,244677,2581
1/3/2021,24029,25058,22722,19862,12871,266
1/30/2021,88191,83227,86013,84433,256067,2774
1/31/2021,89098,83969,86882,85462,262019,2825
1/4/2021,25764,26692,24310,21333,14714,292
1/5/2021,27561,28330,25881,22880,16716,329
1/6/2021,29778,30279,27915,24881,19642,399
1/7/2021,31597,31897,29680,26659,22846,437
1/8/2021,33327,33454,31336,28302,25224,467
1/9/2021,34430,34287,32178,29093,27387,494
12/1/2020,28,20,24,16,28,1
12/10/2020,40,27,37,33,49,2
12/11/2020,40,30,39,38,51,2
12/12/2020,41,30,41,41,52,2
12/13/2020,42,30,43,42,54,2
12/14/2020,43,34,46,43,61,2
12/15/2020,52,44,59,56,68,2
12/16/2020,160,190,218,176,124,2
12/17/2020,790,1023,1007,829,372,9
12/18/2020,1652,2025,1846,1481,660,10
12/19/2020,2276,2740,2421,1915,856,15
12/2/2020,31,21,26,20,33,2
12/20/2020,2488,3002,2674,2126,948,17
12/21/2020,3862,4420,3928,3097,1416,26
12/22/2020,5728,6461,5728,4530,2044,35
12/23/2020,8001,9020,7963,6341,2927,53
12/24/2020,8973,9987,8773,7076,3275,56
12/25/2020,9011,10021,8800,7101,3290,56
12/26/2020,10539,11748,10227,8369,3831,70
12/27/2020,11164,12404,10828,8876,4077,81
12/28/2020,13320,14570,12821,10718,5288,106
12/29/2020,16191,17502,15541,13226,7353,154
12/3/2020,34,21,29,22,36,2
12/30/2020,19365,20831,18744,16196,9552,186
12/31/2020,21070,22494,20382,17727,10843,205
12/4/2020,34,21,31,24,37,2
12/5/2020,35,21,31,24,38,2
12/6/2020,36,21,31,25,38,2
12/7/2020,36,23,35,26,39,2
12/8/2020,37,24,35,29,40,2
12/9/2020,38,24,36,31,45,2
2/1/2021,90930,85638,88630,87689,277453,2944
2/10/2021,110416,101396,106495,111037,440512,4911
2/11/2021,113102,103588,108766,114222,463119,5292
2/12/2021,116384,106276,111602,117923,490261,5625
2/13/2021,119816,108979,114490,121240,509565,6037
2/14/2021,120745,109687,115402,122402,516928,6089
2/15/2021,121906,110664,116472,123842,531155,6158
2/16/2021,123787,111984,117956,125873,547823,6321
2/17/2021,126174,113817,119761,128153,564427,6970
2/18/2021,127617,115010,121014,129873,580490,7095
2/19/2021,129514,116488,122501,131782,592430,7525
2/2/2021,93016,87467,90669,90358,295479,3055
2/20/2021,132289,118476,124462,133958,602242,7893
2/21/2021,132968,119108,125134,134777,608118,7953
2/22/2021,133960,119893,125912,135821,615891,8057
2/23/2021,135657,121137,127360,137756,627735,8239
2/24/2021,137939,122956,129255,140423,644615,8477
2/25/2021,140040,124670,131055,142975,663569,9024
2/26/2021,142718,126818,133254,146195,681786,9311
2/27/2021,144761,128503,134976,148652,693974,9551
2/28/2021,145581,129129,135783,150232,701740,9621
2/3/2021,95447,89529,92944,93291,316212,3222
2/4/2021,97948,91571,95483,96482,335990,3408
2/5/2021,100674,93862,97988,99669,353444,3575
2/6/2021,103397,95880,100335,102500,369923,4260
2/7/2021,104072,96484,100968,103313,377832,4304
2/8/2021,105895,97910,102576,105530,395452,4469
2/9/2021,107822,99524,104344,108098,415437,4641
3/1/2021,147044,130318,137157,152466,712856,9832
3/10/2021,166320,144901,153476,236155,816146,12338
3/11/2021,169993,147773,156536,251398,830434,12679
3/12/2021,173717,150445,159674,265067,842923,13008
3/13/2021,176204,152418,162010,276353,850148,13259
3/14/2021,177978,153869,163578,284705,854979,13405
3/15/2021,180499,155923,166083,297958,863689,13670
3/16/2021,184368,158878,169594,311240,873462,14114
3/17/2021,189766,162933,174245,326435,885756,14624
3/18/2021,194840,166942,179101,340909,897223,15065
3/19/2021,201008,171505,184274,354602,907030,15694
3/2/2021,148947,131730,138723,155715,725744,10126
3/20/2021,205330,174922,188550,364050,914194,16108
3/21/2021,208559,177722,191754,370558,917892,16482
3/22/2021,213835,182054,196646,379360,924843,17119
3/23/2021,220823,187430,202502,389118,931900,18080
3/24/2021,231039,195258,211042,398602,939192,20101
3/25/2021,242808,204080,220632,407925,946617,22326
3/26/2021,253335,212018,229300,416193,952326,24627
3/27/2021,261785,218564,236253,421154,955316,27088
3/28/2021,268471,223578,241729,423763,956992,29158
3/29/2021,279989,231902,251061,427930,960147,32044
3/3/2021,150887,133221,140489,161013,740754,10438
3/30/2021,292482,240772,260950,432995,964119,35196
3/31/2021,306041,250269,272245,438988,968932,38910
3/4/2021,152942,134888,142305,171359,754644,10736
3/5/2021,155913,137037,144602,182988,766793,11119
3/6/2021,157773,138370,146078,191794,775276,11448
3/7/2021,159007,139316,147114,198813,780665,11546
3/8/2021,160804,140659,148636,210374,791399,11723
3/9/2021,163341,142707,150933,222475,803059,11973
4/1/2021,318821,259138,283123,444436,973863,42297
4/10/2021,403644,314315,345156,485703,1007999,64553
4/11/2021,408255,317154,348261,487692,1009443,66294
4/12/2021,415985,322042,354024,492032,1013335,68156
4/13/2021,422588,325978,358452,495408,1016260,69859
4/14/2021,429994,330437,363111,498618,1018944,71670
4/15/2021,438030,335901,368272,502216,1021790,73335
4/16/2021,444983,340440,373029,505548,1024409,74978
4/17/2021,449596,343634,376637,507979,1026298,76529
4/18/2021,452209,345208,378434,509186,1027160,77527
4/19/2021,457310,348537,381945,512038,1029623,78955
4/2/2021,329642,266665,291822,449110,977590,45400
4/20/2021,462176,351612,385365,514602,1031972,80291
4/21/2021,468498,355716,389506,517682,1034607,81837
4/22/2021,474507,359605,393388,520610,1037069,83237
4/23/2021,480474,363603,397387,523630,1039319,84917
4/24/2021,484166,365906,399934,525550,1040803,86505
4/25/2021,486558,367309,401429,526550,1041494,87544
4/26/2021,490907,370163,404441,528943,1043491,89009
4/27/2021,495534,373102,407613,531476,1045674,90245
4/28/2021,500446,375949,410827,534070,1048116,91567
4/29/2021,505063,378683,413723,536506,1050463,92683
4/3/2021,336849,271546,297546,452135,979771,47703
4/30/2021,510116,381653,417088,539278,1052830,94049
4/4/2021,340567,273626,299994,453345,980579,48839
4/5/2021,349784,279418,306681,458179,984761,51328
4/6/2021,360206,285947,314455,463874,990050,54000
4/7/2021,372469,294478,323273,469870,995126,56700
4/8/2021,383964,301995,331485,476076,1000550,59207
4/9/2021,395451,309060,339491,481935,1005240,62083
5/1/2021,513035,383387,419064,540894,1053869,95024
5/10/2021,539253,398503,434815,554247,1065623,102472
5/11/2021,542181,400066,436507,555725,1067029,103379
5/12/2021,545208,401811,438300,557203,1068439,104888
5/13/2021,548546,403748,440240,558734,1069737,112660
5/14/2021,552436,406094,442566,560510,1071215,120861
5/15/2021,555097,407768,444271,561848,1072026,130680
5/16/2021,556978,408829,445330,562622,1072540,135230
5/17/2021,560501,410826,447509,564288,1074017,140241
5/18/2021,563850,412769,449404,565881,1075485,144464
5/19/2021,567421,414760,451491,567574,1076947,150007
5/2/2021,515020,384587,420264,541787,1054479,95721
5/20/2021,570620,416652,453328,569076,1078247,154259
5/21/2021,574194,418804,455469,570687,1079466,160477
5/22/2021,576955,420390,457143,571851,1080183,166616
5/23/2021,578582,421311,457997,572483,1080554,168805
5/24/2021,581321,422848,459516,573752,1081608,172054
5/25/2021,583841,424364,461001,574969,1082587,174878
5/26/2021,586612,425869,462423,576038,1083523,178047
5/27/2021,589104,427276,463782,577128,1084401,181188
5/28/2021,591853,428874,465372,578361,1085324,184673
5/29/2021,593567,429834,466396,579112,1085780,186711
5/3/2021,518114,386275,422121,543443,1056041,96538
5/30/2021,594638,430463,466984,579554,1085995,187757
5/31/2021,595153,430776,467276,579775,1086151,188224
5/4/2021,521990,388452,424430,545446,1058002,97480
5/5/2021,525773,390666,426694,547293,1059666,98431
5/6/2021,529496,392807,428863,549157,1061400,99436
5/7/2021,533043,394988,431100,551051,1063051,100538
5/8/2021,535370,396341,432592,552283,1063906,101366
5/9/2021,536782,397142,433432,552958,1064338,101844
6/1/2021,597653,432176,468636,580722,1087008,190943
6/10/2021,614728,441768,477729,587755,1092607,211005
6/11/2021,617020,443181,479003,588668,1093246,214262
6/12/2021,618385,444096,479876,589145,1093498,216137
6/13/2021,618997,444443,480249,589405,1093632,216560
6/14/2021,620658,445367,481089,590085,1094102,218506
6/15/2021,622286,446326,481869,590692,1094540,220413
6/16/2021,624114,447301,482744,591320,1094999,222446
6/17/2021,625793,448306,483561,592002,1095522,224301
6/18/2021,627894,449441,484624,592791,1096111,226240
6/19/2021,629002,450138,485247,593240,1096378,227422
6/2/2021,599804,433406,469911,581666,1087826,193799
6/20/2021,629664,450500,485552,593496,1096490,227965
6/21/2021,631279,451337,486374,594097,1096957,229690
6/22/2021,633271,452298,487142,594642,1097465,231318
6/23/2021,635409,453404,487970,595248,1098022,233148
6/24/2021,637690,454536,488790,595855,1098541,234814
6/25/2021,639602,455654,489794,596630,1099129,236603
6/26/2021,640803,456334,490462,597125,1099390,237609
6/27/2021,641552,456807,490866,597417,1099502,238334
6/28/2021,643143,457646,491692,598000,1099958,240040
6/29/2021,644785,458468,492450,598576,1100404,241615
6/3/2021,602022,434635,471051,582592,1088610,196428
6/30/2021,646749,459590,493250,599242,1100932,243357
6/4/2021,604573,436116,472470,583648,1089419,199209
