Category,value
tests,11020022
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1700761
20 - 44 years,4761433
45 - 54 years,1482606
55 - 64 years,1385535
65 years and older,1670460
Unknown,19227
positive,0.097639369503981
