date,Maricopa_cume,Maricopa
1/1/2021,77,
1/10/2021,88,11
1/11/2021,93,5
1/12/2021,94,1
1/13/2021,98,4
1/14/2021,101,3
1/15/2021,106,5
1/16/2021,116,10
1/17/2021,120,4
1/18/2021,122,2
1/19/2021,124,2
1/2/2021,131,7
1/20/2021,147,16
1/21/2021,191,44
1/22/2021,1443,1252
1/23/2021,3104,1661
1/24/2021,4788,1684
1/25/2021,5768,980
1/26/2021,9039,3271
1/27/2021,13306,4267
1/28/2021,18129,4823
1/29/2021,19693,1564
1/3/2021,19695,2
1/30/2021,24820,5125
1/31/2021,27141,2321
1/4/2021,32442,5301
1/5/2021,40408,7966
1/6/2021,49227,8819
1/7/2021,53005,3778
1/8/2021,53763,758
1/9/2021,60003,6240
12/1/2020,62702,2699
12/10/2020,67390,4688
12/11/2020,71788,4398
12/12/2020,76824,5036
12/13/2020,82121,5297
12/14/2020,86709,4588
12/15/2020,91362,4653
12/16/2020,94095,2733
12/17/2020,103114,9019
12/18/2020,113919,10805
12/19/2020,125506,11587
12/2/2020,136979,11473
12/20/2020,146858,9879
12/21/2020,153267,6409
12/22/2020,156010,2743
12/23/2020,162867,6857
12/24/2020,175164,12297
12/25/2020,188760,13596
12/26/2020,203080,14320
12/27/2020,220431,17351
12/28/2020,234370,13939
12/29/2020,241552,7182
12/3/2020,253185,11633
12/30/2020,270098,16913
12/31/2020,285938,15840
12/4/2020,300239,14301
12/7/2020,317638,17399
12/8/2020,329035,11397
12/9/2020,332545,3510
2/1/2021,342018,9473
2/10/2021,356552,14534
2/11/2021,370915,14363
2/12/2021,387731,16816
2/13/2021,402934,15203
2/14/2021,417427,14493
2/15/2021,419935,2508
2/16/2021,431272,11337
2/17/2021,449350,18078
2/18/2021,465969,16619
2/19/2021,483208,17239
2/2/2021,510059,26851
2/20/2021,529802,19743
2/21/2021,533709,3907
2/22/2021,543220,9511
2/23/2021,561401,18181
2/24/2021,580986,19585
2/25/2021,601106,20120
2/26/2021,621931,20825
2/27/2021,638178,16247
2/28/2021,641274,3096
2/3/2021,650870,9596
2/4/2021,670389,19519
2/5/2021,691917,21528
2/6/2021,711823,19906
2/7/2021,738614,26791
2/8/2021,757921,19307
2/9/2021,762134,4213
3/1/2021,777464,15330
3/10/2021,794891,17427
3/11/2021,813401,18510
3/12/2021,832648,19247
3/13/2021,852897,20249
3/14/2021,867726,14829
3/15/2021,872565,4839
3/16/2021,889738,17173
3/17/2021,909569,19831
3/18/2021,932562,22993
3/19/2021,956377,23815
3/2/2021,986150,29773
3/20/2021,1004020,17870
3/21/2021,1011294,7274
3/22/2021,1029343,18049
3/23/2021,1049943,20600
3/24/2021,1073751,23808
3/25/2021,1097793,24042
3/26/2021,1119491,21698
3/27/2021,1138084,18593
3/28/2021,1147211,9127
3/29/2021,1164420,17209
3/3/2021,1182969,18549
3/30/2021,1205395,22426
3/31/2021,1229962,24567
3/4/2021,1252851,22889
3/5/2021,1270025,17174
3/6/2021,1278760,8735
3/7/2021,1299612,20852
3/8/2021,1321865,22253
3/9/2021,1349305,27440
4/1/2021,1378825,29520
4/10/2021,1403358,24533
4/11/2021,1417617,14259
4/12/2021,1424284,6667
4/13/2021,1448930,24646
4/14/2021,1477425,28495
4/15/2021,1510124,32699
4/16/2021,1544671,34547
4/17/2021,1573944,29273
4/18/2021,1593169,19225
4/19/2021,1603290,10121
4/2/2021,1624871,21581
4/20/2021,1644925,20054
4/21/2021,1667147,22222
4/22/2021,1690964,23817
4/23/2021,1714010,23046
4/24/2021,1729865,15855
4/25/2021,1738236,8371
4/26/2021,1758849,20613
4/27/2021,1779869,21020
4/28/2021,1805835,25966
4/29/2021,1831241,25406
4/3/2021,1853754,22513
4/30/2021,1868119,14365
4/4/2021,1876085,7966
4/5/2021,1896055,19970
4/6/2021,1916574,20519
4/7/2021,1939069,22495
4/8/2021,1959296,20227
4/9/2021,1981995,22699
5/1/2021,1996026,14031
5/10/2021,2003900,7874
5/11/2021,2018948,15048
5/12/2021,2037620,18672
5/13/2021,2055122,17502
5/14/2021,2073065,17943
5/15/2021,2091494,18429
5/16/2021,2104309,12815
5/17/2021,2109221,4912
5/18/2021,2123076,13855
5/19/2021,2137993,14917
5/2/2021,2154865,16872
5/20/2021,2175393,20528
5/21/2021,2194668,19275
5/22/2021,2208547,13879
5/23/2021,2217293,8746
5/24/2021,2235104,17811
5/25/2021,2251694,16590
5/26/2021,2273731,22037
5/27/2021,2291381,17650
5/28/2021,2310846,19465
5/29/2021,2325419,14573
5/3/2021,2332459,7040
5/30/2021,2346744,14285
5/31/2021,2359647,12903
5/4/2021,2372224,12577
5/5/2021,2384457,12233
5/6/2021,2397586,13129
5/7/2021,2405506,7920
5/8/2021,2410446,4940
5/9/2021,2412983,2537
6/1/2021,2425503,12520
6/10/2021,2436081,10578
6/11/2021,2449055,12974
6/12/2021,2463099,14044
6/13/2021,2473470,10371
6/14/2021,2479809,6339
6/15/2021,2491647,11838
6/16/2021,2502600,10953
6/17/2021,2512774,10174
6/18/2021,2524770,11996
6/19/2021,2540407,15637
6/2/2021,2550720,10313
6/20/2021,2555731,5011
6/21/2021,2566580,10849
6/22/2021,2576575,9995
6/23/2021,2585937,9362
6/24/2021,2594880,8943
6/25/2021,2606086,11206
6/26/2021,2612616,6530
6/27/2021,2616369,3753
6/28/2021,2623258,6889
6/29/2021,2631137,7879
6/3/2021,2638718,7581
6/30/2021,2645968,7250
6/4/2021,2655186,9218
6/5/2021,2661621,6435
6/6/2021,2664227,2606
6/7/2021,2669787,5560
6/8/2021,2677082,7295
6/9/2021,2683536,6454
7/1/2021,2689742,6206
7/10/2021,2696320,6578
7/11/2021,2700241,3921
7/12/2021,2701073,832
7/13/2021,2705803,4730
7/14/2021,2712506,6703
7/15/2021,2719163,6657
7/16/2021,2725563,6400
7/17/2021,2735346,9783
7/18/2021,2740777,5431
7/19/2021,2743559,2782
7/2/2021,2749000,5441
7/20/2021,2754428,5428
7/21/2021,2759428,5000
7/22/2021,2764267,4839
7/23/2021,2771051,6784
7/24/2021,2775709,4658
7/25/2021,2778428,2719
7/26/2021,2784729,6301
7/27/2021,2791222,6493
7/28/2021,2797533,6311
7/29/2021,2803937,6404
7/3/2021,2812676,8739
7/30/2021,2818258,5582
7/31/2021,2821910,3652
7/4/2021,2828884,6974
7/5/2021,2837307,8423
7/6/2021,2844222,6915
7/7/2021,2851216,6994
7/8/2021,2863248,12032
7/9/2021,2871880,8632
8/1/2021,2875317,3437
8/10/2021,2882623,7306
8/2/2021,2890693,8070
8/3/2021,2898823,8130
8/4/2021,2905467,6644
8/5/2021,2916272,10805
8/6/2021,2921659,5387
8/7/2021,2924056,2397
8/8/2021,2928183,4127
8/9/2021,2930517,2334
