date,Apache_cume,Apache
2020-12-01,2,
2020-12-02,3,1
2020-12-03,5,2
2020-12-04,6,1
2020-12-07,8,2
2020-12-08,9,1
2020-12-09,11,2
2020-12-13,12,1
2020-12-15,16,4
2020-12-16,47,31
2020-12-17,94,47
2020-12-18,132,38
2020-12-19,133,1
2020-12-21,150,17
2020-12-22,161,11
2020-12-23,329,168
2020-12-24,338,9
2020-12-25,340,2
2020-12-26,342,2
2020-12-28,414,72
2020-12-29,745,331
2020-12-30,906,161
2020-12-31,1046,140
2021-01-01,1049,3
2021-01-02,1061,12
2021-01-04,1166,105
2021-01-05,1339,173
2021-01-06,1676,337
2021-01-07,2006,330
2021-01-08,2202,196
2021-01-09,2218,16
2021-01-10,2219,1
2021-01-11,2810,591
2021-01-12,3179,369
2021-01-13,3505,326
2021-01-14,4039,534
2021-01-15,4346,307
2021-01-16,4365,19
2021-01-17,4366,1
2021-01-18,4436,70
2021-01-19,4716,280
2021-01-20,5534,818
2021-01-21,6357,823
2021-01-22,6826,469
2021-01-23,6856,30
2021-01-24,6860,4
2021-01-25,7243,383
2021-01-26,7686,443
2021-01-27,8241,555
2021-01-28,9132,891
2021-01-29,9559,427
2021-01-30,9573,14
2021-01-31,9619,46
2021-02-01,10108,489
2021-02-02,10514,406
2021-02-03,11189,675
2021-02-04,12429,1240
2021-02-05,13014,585
2021-02-06,13246,232
2021-02-07,13250,4
2021-02-08,13504,254
2021-02-09,13776,272
2021-02-10,14835,1059
2021-02-11,15685,850
2021-02-12,15989,304
2021-02-13,16142,153
2021-02-14,16145,3
2021-02-15,16243,98
2021-02-16,17003,760
2021-02-17,17715,712
2021-02-18,18628,913
2021-02-19,19056,428
2021-02-20,19179,123
2021-02-21,19194,15
2021-02-22,19744,550
2021-02-23,20195,451
2021-02-24,20664,469
2021-02-25,21357,693
2021-02-26,21560,203
2021-02-27,21795,235
2021-02-28,21799,4
2021-03-01,22203,404
2021-03-02,22488,285
2021-03-03,22971,483
2021-03-04,23355,384
2021-03-05,23712,357
2021-03-06,23793,81
2021-03-07,23797,4
2021-03-08,24039,242
2021-03-09,24340,301
2021-03-10,25019,679
2021-03-11,25477,458
2021-03-12,25784,307
2021-03-13,25852,68
2021-03-14,25855,3
2021-03-15,26062,207
2021-03-16,26444,382
2021-03-17,26731,287
2021-03-18,26981,250
2021-03-19,27150,169
2021-03-20,27206,56
2021-03-21,27212,6
2021-03-22,27463,251
2021-03-23,27700,237
2021-03-24,28102,402
2021-03-25,28345,243
2021-03-26,28513,168
2021-03-27,28570,57
2021-03-28,28574,4
2021-03-29,28767,193
2021-03-30,28980,213
2021-03-31,29209,229
2021-04-01,29383,174
2021-04-02,29550,167
2021-04-03,29638,88
2021-04-04,29646,8
2021-04-05,29824,178
2021-04-06,30028,204
2021-04-07,30233,205
2021-04-08,30431,198
2021-04-09,30599,168
2021-04-10,30668,69
2021-04-11,30677,9
2021-04-12,30879,202
2021-04-13,31031,152
2021-04-14,31180,149
2021-04-15,31328,148
2021-04-16,31483,155
2021-04-17,31499,16
2021-04-18,31504,5
2021-04-19,31638,134
2021-04-20,31763,125
2021-04-21,31868,105
2021-04-22,31992,124
2021-04-23,32099,107
2021-04-24,32152,53
2021-04-25,32159,7
2021-04-26,32272,113
2021-04-27,32407,135
2021-04-28,32534,127
2021-04-29,32673,139
2021-04-30,32802,129
2021-05-01,32863,61
2021-05-02,32865,2
2021-05-03,32978,113
2021-05-04,33102,124
2021-05-05,33198,96
2021-05-06,33274,76
2021-05-07,33356,82
2021-05-08,33374,18
2021-05-09,33378,4
2021-05-10,33476,98
2021-05-11,33579,103
2021-05-12,33681,102
2021-05-13,33862,181
2021-05-14,34110,248
2021-05-15,34531,421
2021-05-16,34539,8
2021-05-17,34838,299
2021-05-18,35109,271
2021-05-19,35297,188
2021-05-20,35456,159
2021-05-21,35571,115
2021-05-22,35635,64
2021-05-23,35642,7
2021-05-24,35771,129
2021-05-25,35908,137
2021-05-26,36051,143
2021-05-27,36182,131
2021-05-28,36285,103
2021-05-29,36303,18
2021-05-30,36308,5
2021-05-31,36315,7
2021-06-01,36427,112
2021-06-02,36524,97
2021-06-03,36625,101
2021-06-04,36858,233
2021-06-05,37209,351
2021-06-06,37219,10
2021-06-07,37493,274
2021-06-08,37804,311
2021-06-09,38058,254
2021-06-10,38168,110
2021-06-11,38288,120
2021-06-12,38320,32
2021-06-13,38326,6
2021-06-14,38445,119
2021-06-15,38572,127
2021-06-16,38717,145
2021-06-17,38810,93
2021-06-18,38866,56
2021-06-19,38899,33
2021-06-20,38903,4
2021-06-21,38992,89
2021-06-22,39084,92
2021-06-23,39174,90
2021-06-24,39243,69
2021-06-25,39329,86
2021-06-26,39364,35
2021-06-27,39369,5
2021-06-28,39465,96
2021-06-29,39578,113
2021-06-30,39690,112
2021-07-01,39749,59
2021-07-02,39809,60
2021-07-03,39814,5
2021-07-04,39816,2
2021-07-05,39821,5
2021-07-06,39934,113
2021-07-07,40007,73
2021-07-08,40080,73
2021-07-09,40127,47
2021-07-10,40132,5
2021-07-11,40134,2
2021-07-12,40228,94
2021-07-13,40302,74
2021-07-14,40394,92
2021-07-15,40454,60
2021-07-16,40535,81
2021-07-17,40546,11
2021-07-18,40553,7
2021-07-19,40607,54
2021-07-20,40694,87
2021-07-21,40766,72
2021-07-22,40841,75
2021-07-23,40946,105
2021-07-24,40951,5
2021-07-25,40955,4
2021-07-26,41034,79
2021-07-27,41144,110
2021-07-28,41257,113
2021-07-29,41362,105
2021-07-30,41448,86
2021-07-31,41463,15
2021-08-01,41464,1
2021-08-02,41575,111
2021-08-03,41702,127
2021-08-04,41798,96
2021-08-05,41866,68
2021-08-06,41978,112
2021-08-07,41992,14
2021-08-08,41997,5
2021-08-09,42110,113
2021-08-10,42196,86
2021-08-11,42299,103
2021-08-12,42388,89
2021-08-13,42520,132
2021-08-14,42546,26
2021-08-15,42562,16
2021-08-16,42658,96
2021-08-17,42766,108
2021-08-18,42886,120
2021-08-19,42986,100
2021-08-20,43106,120
2021-08-21,43121,15
2021-08-22,43133,12
2021-08-23,43240,107
2021-08-24,43346,106
2021-08-25,43440,94
2021-08-26,43555,115
2021-08-27,43686,131
2021-08-28,43711,25
2021-08-29,43718,7
2021-08-30,43802,84
2021-08-31,43875,73
2021-09-01,43960,85
2021-09-02,44033,73
2021-09-03,44151,118
2021-09-04,44171,20
2021-09-05,44176,5
2021-09-06,44181,5
2021-09-07,44257,76
2021-09-08,44357,100
2021-09-09,44416,59
2021-09-10,44492,76
2021-09-11,44508,16
2021-09-12,44514,6
2021-09-13,44592,78
2021-09-14,44657,65
2021-09-15,44722,65
2021-09-16,44768,46
2021-09-17,44890,122
2021-09-18,44898,8
2021-09-19,44903,5
2021-09-20,44963,60
2021-09-21,45035,72
2021-09-22,45083,48
2021-09-23,45133,50
2021-09-24,45250,117
2021-09-25,45296,46
2021-09-26,45335,39
2021-09-27,45401,66
2021-09-28,45510,109
2021-09-29,45646,136
2021-09-30,45833,187
2021-10-01,45997,164
2021-10-02,46060,63
2021-10-03,46111,51
2021-10-04,46211,100
2021-10-05,46365,154
2021-10-06,46480,115
2021-10-07,46645,165
2021-10-08,46793,148
2021-10-09,46868,75
2021-10-10,46897,29
2021-10-11,46945,48
2021-10-12,47078,133
2021-10-13,47279,201
2021-10-14,47403,124
2021-10-15,47525,122
2021-10-16,47575,50
2021-10-17,47596,21
2021-10-18,47723,127
2021-10-19,47845,122
2021-10-20,47987,142
2021-10-21,48067,80
2021-10-22,48177,110
2021-10-23,48257,80
2021-10-24,48328,71
2021-10-25,48489,161
2021-10-26,48658,169
2021-10-27,48967,309
2021-10-28,49196,229
2021-10-29,49353,157
2021-10-30,49405,52
2021-10-31,49484,79
2021-11-01,49695,211
2021-11-02,49899,204
2021-11-03,50125,226
2021-11-04,50491,366
2021-11-05,50661,170
2021-11-06,50803,142
2021-11-07,50979,176
2021-11-08,51203,224
2021-11-09,51434,231
2021-11-10,51782,348
2021-11-11,52013,231
2021-11-12,52363,350
2021-11-13,52504,141
2021-11-14,52705,201
2021-11-15,52928,223
2021-11-16,53309,381
2021-11-17,53584,275
2021-11-18,53812,228
2021-11-19,54135,323
2021-11-20,54308,173
2021-11-21,54417,109
2021-11-22,54773,356
2021-11-23,55080,307
2021-11-24,55295,215
2021-11-26,55508,213
2021-11-27,55605,97
2021-11-28,55748,143
2021-11-29,55999,251
2021-11-30,56292,293
2021-12-01,56582,290
2021-12-02,56770,188
2021-12-03,57258,488
2021-12-04,57503,245
2021-12-05,57633,130
2021-12-06,57856,223
2021-12-07,58126,270
2021-12-08,58394,268
2021-12-09,58649,255
2021-12-10,58902,253
2021-12-11,59054,152
2021-12-12,59146,92
2021-12-13,59380,234
2021-12-14,59609,229
2021-12-15,59844,235
2021-12-16,60050,206
2021-12-17,60231,181
2021-12-18,60295,64
2021-12-19,60374,79
2021-12-20,60588,214
2021-12-21,60800,212
2021-12-22,61082,282
2021-12-23,61099,17
