date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11617,13053,12229,9863,6077,101
1/10/2021,19772,20079,19089,16044,11880,200
1/11/2021,21003,21185,20317,17021,13717,232
1/12/2021,22973,23158,22334,18703,18534,311
1/13/2021,24972,25281,24553,20377,24086,373
1/14/2021,26901,27406,26824,22285,30113,409
1/15/2021,29091,29417,28948,24076,35016,465
1/16/2021,30452,30602,30222,25249,38200,493
1/17/2021,31411,31498,31184,26215,41342,517
1/18/2021,32453,32430,32336,27338,46529,545
1/19/2021,33718,33643,33651,28634,52805,605
1/2/2021,13137,14428,13474,10953,6830,121
1/20/2021,35001,34914,35271,30175,59799,643
1/21/2021,36472,36412,37127,32039,67949,689
1/22/2021,39331,39039,40076,35057,75881,775
1/23/2021,41927,41097,42558,37537,80732,845
1/24/2021,43190,42274,43836,38947,85859,885
1/25/2021,44490,43425,45267,40528,93330,928
1/26/2021,46148,44868,46996,42413,104184,979
1/27/2021,47616,46178,48502,44057,114554,1013
1/28/2021,48820,47264,49724,45480,125397,1042
1/29/2021,50847,48927,51445,47310,136089,1104
1/3/2021,13869,15007,13987,11391,7075,136
1/30/2021,52573,50333,53034,48875,141095,1161
1/31/2021,53191,50879,53673,49556,144758,1185
1/4/2021,14890,15938,14941,12190,7947,143
1/5/2021,15834,16781,15803,13002,8730,158
1/6/2021,16999,17741,16764,13931,9479,166
1/7/2021,17907,18549,17584,14715,10238,177
1/8/2021,18715,19225,18239,15289,10734,181
1/9/2021,19399,19773,18778,15746,11551,196
10/1/2021,491386,348725,361655,382413,618947,216134
10/10/2021,496860,351622,364014,384192,621345,218863
10/11/2021,497678,352052,364366,384485,621761,219258
10/12/2021,498044,352228,364536,384612,621941,219470
10/13/2021,498625,352535,364817,384828,622281,219743
10/14/2021,499342,352880,365141,385076,622631,220021
10/15/2021,500233,353327,365536,385352,622913,220357
10/16/2021,500846,353569,365757,385527,623058,220603
10/17/2021,501283,353749,365886,385618,623148,220756
10/18/2021,502007,354136,366223,385887,623522,221037
10/19/2021,502633,354498,366466,386111,623830,221325
10/2/2021,492037,349046,361939,382613,619147,216490
10/20/2021,503278,354845,366714,386337,624124,221661
10/21/2021,503904,355188,366997,386541,624406,221922
10/22/2021,504650,355631,367378,386852,624826,222279
10/23/2021,505104,355880,367626,386998,625022,222511
10/24/2021,505395,356051,367771,387127,625182,222646
10/25/2021,506096,356449,368093,387434,625660,222947
10/26/2021,506759,356805,368419,387683,626139,223218
10/27/2021,507450,357162,368788,387979,626633,223517
10/28/2021,508102,357519,369091,388255,627102,223775
10/29/2021,508759,357962,369480,388564,627475,224096
10/3/2021,492340,349189,362044,382705,619256,216642
10/30/2021,509126,358169,369652,388728,627617,224277
10/31/2021,509332,358283,369746,388803,627736,224349
10/4/2021,493160,349586,362383,382945,619698,217011
10/5/2021,493935,350020,362723,383186,620136,217375
10/6/2021,494704,350424,363058,383421,620472,217764
10/7/2021,495228,350749,363321,383643,620746,218048
10/8/2021,495921,351113,363607,383879,621006,218421
10/9/2021,496520,351434,363859,384068,621189,218718
11/1/2021,509977,358597,370046,389049,628119,224578
11/10/2021,515653,361610,372707,391117,631066,240390
11/11/2021,516320,361943,373013,391359,631469,243537
11/12/2021,517048,362353,373362,391625,631808,246251
11/13/2021,517507,362622,373560,391806,631976,250516
11/14/2021,517852,362801,373732,391935,632135,251383
11/15/2021,518593,363204,374070,392234,632568,253233
11/16/2021,519315,363574,374391,392527,633027,254899
11/17/2021,519984,363929,374693,392847,633567,257060
11/18/2021,520722,364289,375014,393187,634027,259221
11/19/2021,521558,364750,375413,393520,634414,261619
11/2/2021,510744,358971,370359,389308,628477,224843
11/20/2021,522089,365075,375713,393749,634615,265778
11/21/2021,522463,365260,375902,393918,634728,266580
11/22/2021,523175,365683,376247,394272,635103,268195
11/23/2021,523980,366068,376643,394696,635505,270031
11/24/2021,524669,366453,376989,395025,635818,272332
11/25/2021,524674,366456,376989,395026,635830,272341
11/26/2021,525234,366810,377296,395328,636056,273473
11/27/2021,525623,367035,377473,395542,636240,274137
11/28/2021,525924,367222,377637,395708,636386,274475
11/29/2021,526560,367597,377993,396048,636749,275913
11/3/2021,511340,359278,370645,389509,628790,225206
11/30/2021,527272,367950,378360,396381,637181,277160
11/4/2021,511900,359569,370906,389726,629129,226186
11/5/2021,512744,359998,371305,390009,629470,228064
11/6/2021,513276,360303,371591,390196,629703,231918
11/7/2021,513624,360507,371749,390327,629867,232751
11/8/2021,514335,360926,372079,390611,630265,234827
11/9/2021,515034,361288,372400,390894,630717,237018
12/1/2020,42,37,36,23,23,1
12/1/2021,528032,368384,378752,396782,637640,278540
12/10/2020,51,46,49,39,47,1
12/10/2021,534035,371631,381819,399859,641093,289184
12/11/2020,53,48,50,42,47,1
12/11/2021,534440,371847,382031,400020,641262,290404
12/12/2020,54,48,51,44,47,1
12/12/2021,534726,372019,382184,400148,641404,290840
12/13/2020,55,49,54,45,49,1
12/13/2021,535406,372351,382462,400476,641802,291791
12/14/2020,57,52,54,46,56,1
12/14/2021,535916,372600,382690,400723,642131,292544
12/15/2020,63,58,62,57,61,1
12/15/2021,536584,372969,383042,401017,642550,293683
12/16/2020,75,72,77,64,65,1
12/16/2021,537280,373337,383381,401362,643070,294722
12/17/2020,294,418,392,305,193,2
12/17/2021,537933,373650,383721,401684,643504,296029
