date,Arizona_cume,Arizona
2020-12-01,275,
2020-12-02,302,27
2020-12-03,328,26
2020-12-04,339,11
2020-12-05,343,4
2020-12-06,347,4
2020-12-07,370,23
2020-12-08,388,18
2020-12-09,408,20
2020-12-10,433,25
2020-12-11,451,18
2020-12-12,467,16
2020-12-13,480,13
2020-12-14,504,24
2020-12-15,603,99
2020-12-16,1259,656
2020-12-17,4543,3284
2020-12-18,8301,3758
2020-12-19,10884,2583
2020-12-20,11994,1110
2020-12-21,17601,5607
2020-12-22,25471,7870
2020-12-23,35409,9938
2020-12-24,39301,3892
2020-12-25,39448,147
2020-12-26,46013,6565
2020-12-27,48689,2676
2020-12-28,58239,9550
2020-12-29,71591,13352
2020-12-30,86791,15200
2020-12-31,95011,8220
2021-01-01,98139,3128
2021-01-02,105939,7800
2021-01-03,109217,3278
2021-01-04,118333,9116
2021-01-05,127755,9422
2021-01-06,140153,12398
2021-01-07,153216,13063
2021-01-08,165597,12381
2021-01-09,173632,8035
2021-01-10,176983,3351
2021-01-11,193606,16623
2021-01-12,217375,23769
2021-01-13,243278,25903
2021-01-14,268605,25327
2021-01-15,294470,25865
2021-01-16,310409,15939
2021-01-17,319861,9452
2021-01-18,339435,19574
2021-01-19,367051,27616
2021-01-20,400383,33332
2021-01-21,436729,36346
2021-01-22,475612,38883
2021-01-23,504611,28999
2021-01-24,520985,16374
2021-01-25,551361,30376
2021-01-26,588894,37533
2021-01-27,629746,40852
2021-01-28,670979,41233
2021-01-29,711894,40915
2021-01-30,738465,26571
2021-01-31,750395,11930
2021-02-01,785864,35469
2021-02-02,826139,40275
2021-02-03,871377,45238
2021-02-04,919845,48468
2021-02-05,965298,45453
2021-02-06,1004771,39473
2021-02-07,1021329,16558
2021-02-08,1061176,39847
2021-02-09,1106287,45111
2021-02-10,1158785,52498
2021-02-11,1211654,52869
2021-02-12,1274592,62938
2021-02-13,1321302,46710
2021-02-14,1338931,17629
2021-02-15,1371352,32421
2021-02-16,1417461,46109
2021-02-17,1466038,48577
2021-02-18,1512844,46806
2021-02-19,1556912,44068
2021-02-20,1592984,36072
2021-02-21,1608512,15528
2021-02-22,1638338,29826
2021-02-23,1683719,45381
2021-02-24,1742043,58324
2021-02-25,1803701,61658
2021-02-26,1871929,68228
2021-02-27,1924445,52516
2021-02-28,1951073,26628
2021-03-01,2004026,52953
2021-03-02,2056322,52296
2021-03-03,2116413,60091
2021-03-04,2176234,59821
2021-03-05,2237147,60913
2021-03-06,2283577,46430
2021-03-07,2310089,26512
2021-03-08,2362704,52615
2021-03-09,2421061,58357
2021-03-10,2490589,69528
2021-03-11,2563501,72912
2021-03-12,2638574,75073
2021-03-13,2692181,53607
2021-03-14,2721423,29242
2021-03-15,2771140,49717
2021-03-16,2827676,56536
2021-03-17,2892608,64932
2021-03-18,2958531,65923
2021-03-19,3020647,62116
2021-03-20,3069204,48557
2021-03-21,3101535,32331
2021-03-22,3146943,45408
2021-03-23,3197439,50496
2021-03-24,3262892,65453
2021-03-25,3336454,73562
2021-03-26,3408963,72509
2021-03-27,3463600,54637
2021-03-28,3502651,39051
2021-03-29,3565842,63191
2021-03-30,3635040,69198
2021-03-31,3714451,79411
2021-04-01,3796474,82023
2021-04-02,3867361,70887
2021-04-03,3917998,50637
2021-04-04,3939438,21440
2021-04-05,3999438,60000
2021-04-06,4067094,67656
2021-04-07,4143818,76724
2021-04-08,4222192,78374
2021-04-09,4294357,72165
2021-04-10,4344461,50104
2021-04-11,4375870,31409
2021-04-12,4429591,53721
2021-04-13,4480690,51099
2021-04-14,4541804,61114
2021-04-15,4607358,65554
2021-04-16,4671374,64016
2021-04-17,4714738,43364
2021-04-18,4744942,30204
2021-04-19,4798534,53592
2021-04-20,4854235,55701
2021-04-21,4917278,63043
2021-04-22,4980738,63460
2021-04-23,5039970,59232
2021-04-24,5080265,40295
2021-04-25,5106208,25943
2021-04-26,5153600,47392
2021-04-27,5203593,49993
2021-04-28,5254246,50653
2021-04-29,5300957,46711
2021-04-30,5347196,46239
2021-05-01,5375951,28755
2021-05-02,5397221,21270
2021-05-03,5427945,30724
2021-05-04,5467735,39790
2021-05-05,5503592,35857
2021-05-06,5541764,38172
2021-05-07,5580748,38984
2021-05-08,5607698,26950
2021-05-09,5620660,12962
2021-05-10,5647120,26460
2021-05-11,5673776,26656
2021-05-12,5704772,30996
2021-05-13,5744708,39936
2021-05-14,5785010,40302
2021-05-15,5816189,31179
2021-05-16,5833461,17272
2021-05-17,5866200,32739
2021-05-18,5894307,28107
