date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,5,22,15,16,
1/1/2022,745,564,712,1391,4971,759
1/10/2021,28,19,44,37,33,
1/10/2022,761,568,721,1410,5013,770
1/11/2021,28,19,44,38,36,
1/11/2022,762,569,721,1413,5013,771
1/12/2021,28,19,46,39,42,
1/12/2022,763,570,722,1415,5020,773
1/13/2021,56,47,83,82,66,
1/13/2022,763,570,722,1415,5020,778
1/14/2021,57,47,83,83,71,1
1/14/2022,764,571,723,1417,5023,779
1/15/2021,59,48,83,83,74,1
1/15/2022,764,572,723,1417,5023,780
1/16/2021,59,49,83,84,75,1
1/16/2022,764,572,723,1418,5023,780
1/17/2021,59,49,83,84,77,1
1/17/2022,766,572,724,1419,5023,780
1/18/2021,60,50,83,87,84,1
1/18/2022,767,573,724,1420,5024,781
1/19/2021,60,50,83,87,89,1
1/19/2022,767,573,724,1422,5026,783
1/2/2021,11,5,22,15,16,
1/2/2022,745,564,712,1391,4972,761
1/20/2021,67,54,90,109,105,1
1/20/2022,768,573,724,1425,5026,783
1/21/2021,67,54,91,113,112,1
1/21/2022,770,574,724,1426,5032,789
1/22/2021,67,57,91,113,112,1
1/22/2022,770,574,724,1426,5032,789
1/23/2021,68,58,91,113,115,1
1/23/2022,770,574,724,1426,5033,789
1/24/2021,68,58,91,114,115,1
1/24/2022,772,574,724,1426,5034,789
1/25/2021,69,60,92,116,138,1
1/25/2022,772,575,724,1426,5034,790
1/26/2021,71,60,92,118,159,1
1/26/2022,772,576,725,1427,5034,793
1/27/2021,72,60,95,120,520,1
1/28/2021,75,63,98,126,908,1
1/29/2021,76,63,99,127,928,1
1/3/2021,11,5,22,15,16,
1/3/2022,748,565,713,1393,4978,761
1/30/2021,77,65,99,127,933,1
1/31/2021,77,65,99,128,941,1
1/4/2021,11,7,22,16,16,
1/4/2022,748,565,713,1394,4982,763
1/5/2021,11,7,22,16,18,
1/5/2022,751,565,713,1396,4986,766
1/6/2021,17,11,30,26,21,
1/6/2022,753,565,716,1406,4999,766
1/7/2021,28,19,44,37,33,
1/7/2022,754,566,718,1407,5009,766
1/8/2021,28,19,44,37,33,
1/8/2022,756,566,719,1408,5010,767
1/9/2021,28,19,44,37,33,
1/9/2022,757,566,719,1408,5010,767
10/1/2021,604,475,637,1233,4560,431
10/10/2021,632,486,648,1244,4579,456
10/11/2021,634,487,649,1245,4583,457
10/12/2021,634,489,649,1248,4586,462
10/13/2021,638,492,652,1251,4586,464
10/14/2021,641,493,653,1252,4586,466
10/15/2021,642,493,653,1253,4587,466
10/16/2021,646,493,654,1253,4587,466
10/17/2021,650,493,655,1253,4587,467
10/18/2021,653,493,657,1254,4588,474
10/19/2021,653,493,658,1255,4590,479
10/2/2021,604,475,638,1233,4561,432
10/20/2021,656,497,659,1257,4592,480
10/21/2021,656,499,660,1259,4599,480
10/22/2021,657,501,661,1259,4605,482
10/23/2021,660,501,661,1260,4605,482
10/24/2021,661,501,662,1261,4606,482
10/25/2021,661,501,662,1262,4609,486
10/26/2021,662,502,662,1264,4622,494
10/27/2021,664,508,664,1269,4629,499
10/28/2021,665,508,664,1269,4631,499
10/29/2021,667,509,665,1271,4634,503
10/3/2021,605,475,638,1233,4561,432
10/30/2021,667,509,665,1272,4636,503
10/31/2021,667,510,665,1272,4637,503
10/4/2021,605,475,638,1233,4564,441
10/5/2021,606,475,638,1234,4566,444
10/6/2021,612,479,640,1235,4571,446
10/7/2021,630,486,648,1241,4575,455
10/8/2021,630,486,648,1243,4578,456
10/9/2021,632,486,648,1244,4579,456
11/1/2021,668,512,665,1272,4639,505
11/10/2021,691,523,672,1283,4680,520
11/11/2021,691,523,672,1283,4689,522
11/12/2021,691,524,672,1284,4695,523
11/13/2021,691,524,672,1284,4696,524
11/14/2021,691,524,672,1284,4697,524
11/15/2021,692,525,673,1286,4700,546
11/16/2021,693,525,674,1287,4712,548
11/17/2021,700,530,676,1294,4722,584
11/18/2021,702,531,678,1295,4726,584
11/19/2021,703,532,680,1298,4731,588
11/2/2021,672,513,665,1273,4645,506
11/20/2021,703,533,682,1298,4734,588
11/21/2021,703,533,682,1298,4735,588
11/22/2021,703,533,682,1299,4737,597
11/23/2021,704,535,682,1300,4739,605
11/24/2021,705,538,684,1301,4740,627
11/25/2021,705,538,684,1301,4740,627
11/26/2021,705,538,684,1301,4742,628
11/27/2021,705,539,684,1301,4744,629
11/28/2021,706,539,685,1301,4747,629
11/29/2021,707,539,685,1302,4754,632
11/3/2021,676,513,666,1275,4651,506
11/30/2021,710,539,685,1302,4755,637
11/4/2021,681,517,672,1279,4659,510
11/5/2021,681,518,672,1279,4664,511
11/6/2021,681,518,672,1280,4665,512
11/7/2021,681,518,672,1280,4665,512
11/8/2021,684,518,672,1280,4669,515
11/9/2021,688,521,672,1280,4675,517
12/1/2021,712,539,688,1307,4773,649
12/10/2021,727,549,699,1339,4843,719
12/11/2021,728,549,700,1339,4845,720
12/12/2021,728,549,700,1339,4846,721
12/13/2021,728,552,701,1345,4858,724
12/14/2021,728,555,702,1351,4866,727
12/15/2021,731,556,702,1354,4873,732
12/16/2021,731,558,702,1356,4878,733
12/17/2021,731,558,702,1358,4885,734
12/18/2021,731,558,702,1360,4885,734
12/19/2021,732,559,702,1360,4886,734
12/2/2021,714,543,692,1311,4783,649
12/20/2021,735,560,702,1362,4894,736
12/21/2020,1,,3,,6,
12/21/2021,737,561,702,1367,4905,741
12/22/2020,5,2,8,4,10,
12/22/2021,739,561,703,1371,4920,745
12/23/2020,7,4,11,7,13,
12/23/2021,739,561,704,1374,4933,745
12/24/2020,7,4,11,7,13,
12/24/2021,740,561,704,1376,4937,745
12/25/2020,7,4,11,7,13,
12/25/2021,740,561,704,1376,4937,745
12/26/2020,7,4,11,7,13,
12/26/2021,741,561,705,1376,4939,746
12/27/2020,7,4,11,7,13,
12/27/2021,741,564,708,1376,4944,747
12/28/2020,7,5,12,8,13,
12/28/2021,742,564,710,1379,4951,751
12/29/2020,8,5,13,8,13,
12/29/2021,744,564,711,1383,4958,759
12/3/2021,717,543,692,1319,4792,651
12/30/2020,11,5,20,12,16,
12/30/2021,744,564,712,1389,4971,759
12/31/2020,11,5,22,15,16,
12/31/2021,745,564,712,1391,4971,759
12/4/2021,719,543,693,1321,4798,651
12/5/2021,720,543,694,1324,4798,651
12/6/2021,724,545,696,1329,4809,652
12/7/2021,724,545,697,1333,4819,689
12/8/2021,725,546,697,1334,4825,716
12/9/2021,725,549,697,1337,4832,716
