date,Arizona_cume,Arizona
2020-12-01,315,
2020-12-02,347,32
2020-12-03,378,31
2020-12-04,390,12
2020-12-05,394,4
2020-12-06,399,5
2020-12-07,425,26
2020-12-08,446,21
2020-12-09,469,23
2020-12-10,496,27
2020-12-11,514,18
2020-12-12,535,21
2020-12-13,549,14
2020-12-14,574,25
2020-12-15,686,112
2020-12-16,1356,670
2020-12-17,4665,3309
2020-12-18,8450,3785
2020-12-19,11043,2593
2020-12-20,12162,1119
2020-12-21,17802,5640
2020-12-22,25715,7913
2020-12-23,35707,9992
2020-12-24,39622,3915
2020-12-25,39771,149
2020-12-26,46372,6601
2020-12-27,49054,2682
2020-12-28,58651,9597
2020-12-29,72145,13494
2020-12-30,87502,15357
2020-12-31,95872,8370
2021-01-01,99404,3532
2021-01-02,107262,7858
2021-01-03,110571,3309
2021-01-04,119829,9258
2021-01-05,129392,9563
2021-01-06,141947,12555
2021-01-07,155209,13262
2021-01-08,167734,12525
2021-01-09,175820,8086
2021-01-10,179191,3371
2021-01-11,195967,16776
2021-01-12,219986,24019
2021-01-13,246081,26095
2021-01-14,271626,25545
2021-01-15,297694,26068
2021-01-16,313737,16043
2021-01-17,323248,9511
2021-01-18,343124,19876
2021-01-19,371144,28020
2021-01-20,404846,33702
2021-01-21,441734,36888
2021-01-22,480949,39215
2021-01-23,510130,29181
2021-01-24,526594,16464
2021-01-25,557399,30805
2021-01-26,595438,38039
2021-01-27,636796,41358
2021-01-28,678508,41712
2021-01-29,719974,41466
2021-01-30,746762,26788
2021-01-31,758824,12062
2021-02-01,795309,36485
2021-02-02,836238,40929
2021-02-03,882080,45842
2021-02-04,931095,49015
2021-02-05,977038,45943
2021-02-06,1016835,39797
2021-02-07,1033516,16681
2021-02-08,1073904,40388
2021-02-09,1119493,45589
2021-02-10,1172519,53026
2021-02-11,1225856,53337
2021-02-12,1289360,63504
2021-02-13,1336385,47025
2021-02-14,1354145,17760
2021-02-15,1387030,32885
2021-02-16,1433731,46701
2021-02-17,1482820,49089
2021-02-18,1530265,47445
2021-02-19,1574772,44507
2021-02-20,1611144,36372
2021-02-21,1626891,15747
2021-02-22,1657159,30268
2021-02-23,1703093,45934
2021-02-24,1762011,58918
2021-02-25,1824320,62309
2021-02-26,1893317,68997
2021-02-27,1946310,52993
2021-02-28,1973232,26922
2021-03-01,2027621,54389
2021-03-02,2080597,52976
2021-03-03,2141359,60762
2021-03-04,2201763,60404
2021-03-05,2263277,61514
2021-03-06,2310090,46813
2021-03-07,2336818,26728
2021-03-08,2389982,53164
2021-03-09,2448903,58921
2021-03-10,2519067,70164
2021-03-11,2592564,73497
2021-03-12,2668251,75687
2021-03-13,2722225,53974
2021-03-14,2751686,29461
2021-03-15,2801940,50254
2021-03-16,2858921,56981
2021-03-17,2924339,65418
2021-03-18,2990739,66400
2021-03-19,3053267,62528
2021-03-20,3102173,48906
2021-03-21,3134811,32638
2021-03-22,3180621,45810
2021-03-23,3231463,50842
2021-03-24,3297402,65939
2021-03-25,3371444,74042
2021-03-26,3444471,73027
2021-03-27,3499564,55093
2021-03-28,3538857,39293
2021-03-29,3602415,63558
2021-03-30,3672042,69627
2021-03-31,3752005,79963
2021-04-01,3835309,83304
2021-04-02,3906807,71498
2021-04-03,3957833,51026
2021-04-04,3979401,21568
2021-04-05,4039859,60458
2021-04-06,4107883,68024
2021-04-07,4185021,77138
2021-04-08,4263872,78851
2021-04-09,4336378,72506
2021-04-10,4386771,50393
2021-04-11,4418321,31550
2021-04-12,4472349,54028
2021-04-13,4523719,51370
2021-04-14,4585153,61434
2021-04-15,4651072,65919
2021-04-16,4715425,64353
2021-04-17,4758999,43574
2021-04-18,4789393,30394
2021-04-19,4843223,53830
2021-04-20,4899219,55996
2021-04-21,4962586,63367
2021-04-22,5026361,63775
2021-04-23,5085894,59533
2021-04-24,5126425,40531
2021-04-25,5152465,26040
2021-04-26,5200073,47608
2021-04-27,5250305,50232
