date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,168,159,204,248,287,2
1/1/2022,4815,3159,3340,4337,6361,8402
1/10/2021,233,239,326,422,898,9
1/10/2022,4868,3197,3372,4356,6380,8682
1/11/2021,245,254,341,449,1416,10
1/11/2022,4878,3204,3375,4358,6388,8705
1/12/2021,256,269,362,487,1693,10
1/12/2022,4889,3207,3382,4367,6392,8756
1/13/2021,267,293,400,539,1895,12
1/13/2022,4896,3208,3384,4372,6400,8778
1/14/2021,307,330,431,612,2258,15
1/14/2022,4907,3212,3389,4377,6403,8823
1/15/2021,328,350,464,654,2453,19
1/15/2022,4909,3212,3390,4378,6403,8834
1/16/2021,328,350,465,657,2467,19
1/16/2022,4911,3214,3392,4380,6404,8851
1/17/2021,328,350,466,657,2467,19
1/17/2022,4916,3215,3393,4380,6405,8856
1/18/2021,335,357,478,667,2493,19
1/18/2022,4927,3219,3396,4386,6407,8880
1/19/2021,354,377,497,706,2586,20
1/19/2022,4935,3226,3400,4391,6408,8936
1/2/2021,173,162,205,249,288,2
1/2/2022,4817,3160,3340,4337,6361,8410
1/20/2021,484,450,620,953,2733,59
1/20/2022,4940,3234,3404,4392,6414,8965
1/21/2021,599,548,750,1149,2917,110
1/21/2022,4945,3234,3410,4393,6417,8986
1/22/2021,656,609,820,1254,3044,122
1/22/2022,4949,3236,3410,4395,6417,8998
1/23/2021,658,610,821,1257,3063,124
1/23/2022,4956,3238,3413,4395,6417,9007
1/24/2021,658,610,821,1258,3065,124
1/24/2022,4960,3241,3415,4398,6418,9028
1/25/2021,665,625,829,1272,3130,124
1/25/2022,4965,3245,3417,4401,6420,9047
1/26/2021,678,637,845,1298,3226,130
1/26/2022,4965,3246,3417,4401,6420,9047
1/27/2021,722,674,895,1375,3338,145
1/28/2021,830,766,1055,1582,3504,151
1/29/2021,876,817,1108,1657,3568,158
1/3/2021,173,162,205,249,288,2
1/3/2022,4828,3166,3343,4338,6362,8444
1/30/2021,878,817,1108,1659,3569,165
1/31/2021,881,818,1108,1695,3582,169
