date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4298,4542,3870,3615,2581,25
1/1/2022,147150,92983,90638,108076,215859,93214
1/10/2021,6564,6562,5779,5609,5329,55
1/10/2022,149142,94071,91612,108917,216578,97025
1/11/2021,6875,6842,6047,5895,5735,64
1/11/2022,149383,94180,91705,109011,216649,97468
1/12/2021,7206,7108,6317,6164,6289,75
1/12/2022,149632,94312,91809,109095,216733,97934
1/13/2021,7422,7344,6567,6415,6768,82
1/13/2022,149884,94425,91887,109193,216805,98369
1/14/2021,7724,7654,6889,6718,7219,86
1/14/2022,150130,94541,91997,109277,216862,98979
1/15/2021,8339,8245,7474,7288,8578,94
1/15/2022,150284,94644,92076,109343,216878,99447
1/16/2021,8577,8443,7655,7457,8872,96
1/16/2022,150401,94708,92140,109386,216907,99705
1/17/2021,8660,8500,7707,7516,9014,100
1/17/2022,150554,94764,92202,109458,216949,99974
1/18/2021,9001,8805,8028,7807,10595,105
1/18/2022,150723,94848,92265,109514,217006,100292
1/19/2021,9374,9096,8358,8139,12295,115
1/19/2022,150895,94926,92353,109592,217054,100626
1/2/2021,4468,4666,3979,3732,2722,26
1/2/2022,147241,93046,90695,108123,215903,93399
1/20/2021,9871,9640,8882,8624,14485,126
1/20/2022,151059,95017,92425,109642,217113,100994
1/21/2021,10274,10090,9377,9108,17639,134
1/21/2022,151256,95117,92516,109715,217142,101406
1/22/2021,10962,10784,10119,9863,20741,141
1/22/2022,151379,95205,92603,109750,217170,101778
1/23/2021,11237,11023,10311,10065,22538,146
1/23/2022,151449,95285,92651,109786,217190,101981
1/24/2021,11375,11156,10419,10178,22874,150
1/24/2022,151575,95352,92711,109842,217234,102234
1/25/2021,12098,11800,11169,10946,26192,165
1/25/2022,151735,95410,92760,109888,217274,102529
1/26/2021,12805,12382,11824,11607,29295,173
1/26/2022,151788,95434,92794,109902,217296,102696
1/27/2021,13529,12978,12479,12340,32538,182
1/28/2021,14368,13618,13170,13076,35937,193
1/29/2021,15281,14354,13904,13846,39081,207
1/3/2021,4557,4759,4054,3790,2782,27
