date,pcr_tests_YAVAPAI,pcr_pos_test_YAVAPAI,pcr_positivity_YAVAPAI
2021-08-06 00:00:00,623,80,0.1284109149277689
2021-08-05 00:00:00,677,89,0.1314623338257016
2021-08-04 00:00:00,602,72,0.1196013289036545
2021-08-03 00:00:00,904,89,0.0984513274336283
2021-08-02 00:00:00,758,73,0.0963060686015831
2021-08-01 00:00:00,380,51,0.1342105263157895
2021-07-31 00:00:00,345,57,0.1652173913043478
2021-07-30 00:00:00,666,78,0.1171171171171171
2021-07-29 00:00:00,583,53,0.0909090909090909
2021-07-28 00:00:00,533,74,0.1388367729831145
