date,pcr_tests,pcr_positivity,ser_tests,ser_positivity,pcr_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_positivity_COCHISE
2020-09-14 00:00:00,11,0.0,,,,,,,3.0,0.0,,,,,,,,,,,,,,,4.0,0.0,,,1.0,0.0,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-13 00:00:00,847,0.0318772136953955,57.0,0.0526315789473684,4.0,0.0,,,14.0,0.0714285714285714,,,13.0,0.0,,,3.0,0.0,,,57.0,0.0350877192982456,13.0,0.0,49.0,0.0816326530612245,3.0,0.0,5.0,0.0,,,22.0,0.0,,,637.0,0.0313971742543171,38.0,0.0789473684210526,2.0,0.0,,,,,,,2.0,0.0,,,17.0,0.0,,,7.0,0.0,,,2.0,0.0,,
2020-09-12 00:00:00,3572,0.0607502799552072,472.0,0.0656779661016949,11.0,0.3636363636363637,,,26.0,0.0,,,67.0,0.0447761194029851,4.0,0.0,15.0,0.0666666666666667,1.0,0.0,164.0,0.0304878048780488,70.0,0.0428571428571429,456.0,0.1162280701754386,45.0,0.0666666666666667,23.0,0.0,1.0,0.0,23.0,0.0,,,2617.0,0.05387848681696599,334.0,0.0748502994011976,2.0,0.0,1.0,0.0,38.0,0.0,,,5.0,0.0,,,24.0,0.125,5.0,0.0,25.0,0.12,2.0,0.0,9.0,0.0,5.0,0.0
2020-09-11 00:00:00,7277,0.0423251339837845,1209.0,0.0984284532671629,28.0,0.1071428571428571,,,223.0,0.0896860986547085,18.0,0.1666666666666667,220.0,0.0227272727272727,37.0,0.027027027027027,48.0,0.0208333333333333,,,328.0,0.0304878048780488,102.0,0.0490196078431373,997.0,0.0601805416248746,137.0,0.0437956204379562,54.0,0.0555555555555556,2.0,0.5,37.0,0.027027027027027,11.0,0.1818181818181818,4672.0,0.0389554794520548,850.0,0.1129411764705883,3.0,0.0,1.0,0.0,3.0,0.0,,,20.0,0.1,1.0,0.0,35.0,0.0285714285714286,16.0,0.125,92.0,0.0543478260869565,8.0,0.0,64.0,0.0,17.0,0.1176470588235294
2020-09-10 00:00:00,7817,0.0417039785083792,795.0,0.1232704402515723,23.0,0.0,1.0,0.0,337.0,0.0445103857566766,15.0,0.3333333333333333,233.0,0.0171673819742489,29.0,0.1379310344827586,87.0,0.0114942528735632,2.0,0.0,296.0,0.0439189189189189,48.0,0.1458333333333334,1331.0,0.0586025544703231,115.0,0.0956521739130435,110.0,0.0181818181818182,2.0,0.0,101.0,0.0297029702970297,10.0,0.0,4442.0,0.0416479063484917,539.0,0.12430426716141,11.0,0.0,2.0,0.0,4.0,0.0,,,35.0,0.0,1.0,0.0,61.0,0.0327868852459016,6.0,0.1666666666666667,70.0,0.0714285714285714,3.0,0.0,102.0,0.0,11.0,0.0
2020-09-09 00:00:00,9980,0.0403807615230461,722.0,0.14681440443213298,39.0,0.0256410256410256,1.0,0.0,219.0,0.045662100456620995,16.0,0.375,231.0,0.0303030303030303,18.0,0.0555555555555556,43.0,0.0465116279069767,3.0,0.3333333333333333,321.0,0.0467289719626168,43.0,0.1395348837209302,1399.0,0.0664760543245175,94.0,0.1382978723404255,156.0,0.0064102564102564,4.0,0.0,82.0,0.024390243902439,14.0,0.1428571428571429,6324.0,0.0358950031625553,494.0,0.1477732793522267,22.0,0.0,1.0,0.0,6.0,0.0,,,23.0,0.0434782608695652,2.0,0.5,71.0,0.0704225352112676,14.0,0.0,143.0,0.034965034965035,6.0,0.1666666666666667,75.0,0.0266666666666667,5.0,0.2
2020-09-08 00:00:00,9366,0.0426008968609865,1005.0,0.1412935323383085,43.0,0.0,1.0,0.0,339.0,0.0589970501474926,13.0,0.4615384615384616,300.0,0.01,19.0,0.1578947368421053,46.0,0.0434782608695652,4.0,0.0,343.0,0.0291545189504373,73.0,0.1643835616438356,1639.0,0.0780964002440513,110.0,0.1,96.0,0.0833333333333333,8.0,0.125,65.0,0.0461538461538462,16.0,0.125,5358.0,0.0360209033221351,713.0,0.1486676016830295,25.0,0.0,1.0,0.0,10.0,0.0,,,26.0,0.1538461538461539,3.0,0.0,52.0,0.0576923076923077,19.0,0.0,179.0,0.0279329608938547,10.0,0.0,83.0,0.0,7.0,0.0
2020-09-07 00:00:00,2748,0.0356622998544396,425.0,0.0517647058823529,24.0,0.0416666666666667,2.0,0.5,52.0,0.0576923076923077,2.0,0.0,65.0,0.0769230769230769,2.0,0.5,4.0,0.25,3.0,0.0,226.0,0.0265486725663717,61.0,0.0327868852459016,313.0,0.0415335463258786,65.0,0.0153846153846154,36.0,0.0555555555555556,3.0,0.0,16.0,0.0,2.0,0.5,1744.0,0.0303899082568807,275.0,0.0581818181818182,1.0,0.0,,,,,,,5.0,0.0,,,43.0,0.0465116279069767,2.0,0.0,37.0,0.027027027027027,,,24.0,0.0416666666666667,2.0,0.0
2020-09-06 00:00:00,2685,0.0450651769087523,478.0,0.0606694560669456,9.0,0.0,2.0,0.0,36.0,0.0833333333333333,1.0,0.0,59.0,0.0338983050847458,3.0,0.0,4.0,0.0,,,192.0,0.0416666666666667,75.0,0.0133333333333333,417.0,0.0455635491606715,51.0,0.0980392156862745,23.0,0.0869565217391304,3.0,0.0,32.0,0.09375,1.0,1.0,1665.0,0.0408408408408408,326.0,0.0582822085889571,1.0,0.0,,,1.0,0.0,,,3.0,0.0,1.0,1.0,55.0,0.1272727272727273,5.0,0.0,35.0,0.0571428571428571,1.0,1.0,21.0,0.0,2.0,0.0
2020-09-05 00:00:00,3274,0.0427611484422724,511.0,0.0802348336594912,11.0,0.0909090909090909,2.0,0.5,77.0,0.0,14.0,0.0714285714285714,76.0,0.0394736842105263,3.0,0.3333333333333333,9.0,0.0,2.0,0.0,182.0,0.021978021978022,59.0,0.0169491525423729,333.0,0.0690690690690691,72.0,0.0277777777777778,34.0,0.0294117647058824,1.0,0.0,35.0,0.0571428571428571,1.0,0.0,2311.0,0.0389441800086543,347.0,0.1008645533141211,3.0,0.0,,,2.0,0.0,,,6.0,0.1666666666666667,,,23.0,0.1739130434782609,3.0,0.0,41.0,0.0731707317073171,,,45.0,0.0444444444444444,3.0,0.0
