date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,262,343,339,396,955,4
1/1/2022,7656,5421,5917,8236,16408,9889
1/10/2021,425,563,574,676,2301,28
1/10/2022,7743,5466,5961,8276,16452,10106
1/11/2021,465,611,646,731,2553,31
1/11/2022,7755,5469,5964,8281,16459,10145
1/12/2021,494,637,710,805,2819,32
1/12/2022,7766,5473,5970,8285,16466,10203
1/13/2021,518,668,742,886,3043,32
1/13/2022,7774,5478,5978,8287,16471,10244
1/14/2021,553,717,791,978,3307,40
1/14/2022,7784,5487,5987,8296,16480,10314
1/15/2021,589,765,855,1072,3598,41
1/15/2022,7788,5490,5989,8300,16480,10321
1/16/2021,593,766,856,1074,3607,41
1/16/2022,7789,5490,5990,8300,16481,10323
1/17/2021,595,767,856,1076,3609,41
1/17/2022,7789,5495,5992,8302,16486,10326
1/18/2021,606,779,883,1105,3632,41
1/18/2022,7793,5499,5992,8302,16487,10357
1/19/2021,643,806,935,1188,3808,42
1/19/2022,7804,5503,5995,8304,16495,10412
1/2/2021,262,344,339,396,956,4
1/2/2022,7659,5421,5919,8236,16408,9890
1/20/2021,681,854,1004,1304,3991,48
1/20/2022,7813,5506,5997,8312,16497,10445
1/21/2021,788,948,1126,1499,4214,62
1/21/2022,7829,5516,6001,8313,16504,10486
1/22/2021,866,1009,1189,1613,4360,74
1/22/2022,7831,5517,6004,8315,16506,10490
1/23/2021,873,1014,1194,1618,4484,106
1/23/2022,7833,5518,6004,8316,16509,10496
1/24/2021,874,1015,1194,1619,4496,108
1/24/2022,7839,5523,6010,8322,16517,10513
1/25/2021,894,1039,1229,1679,4632,109
1/25/2022,7845,5529,6015,8328,16522,10559
1/26/2021,939,1060,1265,1742,4776,111
1/26/2022,7847,5533,6016,8329,16526,10574
1/27/2021,976,1094,1308,1797,4952,124
1/27/2022,7858,5535,6018,8332,16530,10607
1/28/2021,1142,1186,1435,1944,5181,170
1/28/2022,7866,5543,6023,8333,16538,10624
1/29/2021,1230,1236,1514,2061,5429,221
1/29/2022,7869,5545,6023,8334,16538,10628
1/3/2021,262,344,339,397,958,4
1/3/2022,7676,5428,5925,8245,16421,9920
1/30/2021,1240,1256,1561,2093,5449,221
1/30/2022,7870,5545,6023,8334,16540,10629
1/31/2021,1240,1257,1564,2097,5460,221
1/31/2022,7876,5549,6025,8337,16545,10660
1/4/2021,279,371,361,432,1100,4
1/4/2022,7686,5437,5930,8249,16429,9960
1/5/2021,324,409,412,474,1339,4
1/5/2022,7706,5444,5937,8254,16433,9993
1/6/2021,341,436,435,511,1694,23
1/6/2022,7719,5447,5943,8257,16437,10021
1/7/2021,383,516,532,618,2084,28
1/7/2022,7725,5456,5950,8261,16441,10072
1/8/2021,424,562,573,671,2298,28
1/8/2022,7733,5461,5956,8270,16445,10077
1/9/2021,425,563,573,676,2301,28
1/9/2022,7738,5463,5958,8270,16446,10080
10/1/2021,6748,4914,5390,7608,15382,6644
10/10/2021,6811,4958,5425,7651,15459,6700
10/11/2021,6823,4968,5426,7660,15471,6713
10/12/2021,6841,4970,5429,7665,15482,6719
10/13/2021,6857,4972,5436,7671,15495,6738
10/14/2021,6870,4978,5440,7679,15509,6748
10/15/2021,6882,4988,5442,7686,15525,6761
10/16/2021,6887,4988,5443,7688,15528,6762
10/17/2021,6888,4988,5443,7690,15528,6762
10/18/2021,6901,4993,5444,7697,15539,6766
10/19/2021,6911,4999,5447,7707,15553,6774
10/2/2021,6751,4916,5392,7613,15388,6645
10/20/2021,6917,5001,5449,7713,15572,6782
10/21/2021,6926,5009,5454,7716,15584,6788
10/22/2021,6945,5019,5465,7721,15601,6798
10/23/2021,6950,5021,5466,7722,15607,6801
10/24/2021,6952,5022,5466,7724,15612,6803
10/25/2021,6960,5024,5472,7733,15635,6806
10/26/2021,6966,5030,5480,7739,15657,6816
10/27/2021,6977,5035,5486,7750,15680,6828
10/28/2021,6996,5053,5501,7769,15707,6833
10/29/2021,7013,5062,5510,7784,15730,6845
10/3/2021,6752,4916,5392,7613,15389,6645
10/30/2021,7019,5065,5514,7786,15737,6850
10/31/2021,7021,5065,5515,7787,15742,6850
10/4/2021,6760,4921,5393,7619,15402,6654
10/5/2021,6774,4928,5398,7629,15413,6662
10/6/2021,6784,4936,5405,7635,15430,6674
10/7/2021,6795,4943,5413,7645,15444,6686
10/8/2021,6806,4955,5424,7650,15459,6700
10/9/2021,6810,4956,5425,7651,15459,6700
11/1/2021,7037,5068,5524,7800,15759,6852
11/10/2021,7117,5123,5594,7865,15909,7857
11/11/2021,7124,5129,5596,7874,15917,7882
11/12/2021,7140,5137,5606,7881,15932,8043
11/13/2021,7148,5138,5607,7888,15938,8067
11/14/2021,7153,5139,5608,7891,15942,8072
11/15/2021,7171,5150,5615,7905,15961,8131
11/16/2021,7184,5158,5619,7914,15982,8180
11/17/2021,7201,5173,5637,7925,15990,8286
11/18/2021,7215,5175,5641,7930,16008,8320
11/19/2021,7232,5184,5655,7944,16020,8416
11/2/2021,7048,5078,5534,7809,15780,6857
11/20/2021,7241,5188,5659,7954,16028,8493
11/21/2021,7241,5188,5662,7956,16034,8495
11/22/2021,7252,5200,5673,7963,16047,8566
11/23/2021,7263,5206,5681,7969,16060,8607
11/24/2021,7270,5211,5689,7978,16068,8647
11/25/2021,7270,5211,5689,7978,16068,8647
11/26/2021,7284,5220,5693,7983,16078,8685
11/27/2021,7290,5220,5695,7986,16079,8695
11/28/2021,7296,5222,5695,7989,16081,8702
11/29/2021,7312,5227,5710,8000,16105,8734
11/3/2021,7053,5082,5543,7815,15801,6864
11/30/2021,7339,5246,5735,8013,16125,8785
11/4/2021,7066,5089,5551,7826,15823,6887
11/5/2021,7081,5096,5565,7835,15843,6954
11/6/2021,7087,5102,5577,7840,15865,7016
11/7/2021,7088,5107,5578,7841,15871,7033
11/8/2021,7096,5112,5583,7849,15888,7153
11/9/2021,7107,5118,5588,7858,15899,7281
12/1/2020,,2,,,,
12/1/2021,7347,5255,5747,8025,16143,8943
12/10/2020,1,2,1,1,2,1
12/10/2021,7471,5319,5820,8116,16259,9287
12/11/2020,1,2,1,1,2,1
12/11/2021,7476,5325,5822,8122,16265,9321
12/12/2020,1,2,1,1,2,1
12/12/2021,7480,5325,5825,8122,16270,9329
12/13/2020,2,2,1,1,2,1
12/13/2021,7499,5342,5833,8129,16283,9360
12/14/2020,2,2,1,3,2,1
12/14/2021,7508,5350,5843,8141,16294,9426
12/15/2020,5,7,5,4,5,1
12/15/2021,7514,5353,5849,8145,16303,9468
12/16/2020,14,17,19,15,10,1
12/16/2021,7527,5356,5859,8152,16310,9485
12/17/2020,26,45,45,42,18,1
12/17/2021,7541,5364,5866,8162,16319,9516
12/18/2020,41,70,62,60,37,1
12/18/2021,7543,5367,5868,8167,16325,9531
12/19/2020,42,70,62,61,37,1
12/19/2021,7546,5371,5870,8169,16329,9533
12/2/2020,,2,,,,1
12/2/2021,7360,5260,5760,8034,16156,8970
12/20/2020,42,70,62,63,38,1
12/20/2021,7558,5376,5876,8175,16339,9562
12/21/2020,44,71,65,67,43,1
12/21/2021,7569,5380,5879,8183,16346,9597
12/22/2020,48,84,84,79,81,1
12/22/2021,7581,5387,5884,8190,16358,9651
12/23/2020,85,123,117,119,132,1
12/23/2021,7590,5396,5895,8204,16366,9681
12/24/2020,97,142,131,135,178,1
12/24/2021,7595,5399,5896,8205,16368,9681
12/25/2020,99,143,132,135,178,1
12/25/2021,7595,5399,5896,8205,16368,9681
12/26/2020,99,143,133,136,178,1
12/26/2021,7597,5401,5898,8206,16372,9681
12/27/2020,100,143,133,136,178,1
12/27/2021,7618,5407,5903,8218,16380,9723
12/28/2020,137,197,194,211,298,1
12/28/2021,7629,5412,5906,8225,16388,9772
12/29/2020,160,253,251,275,488,2
12/29/2021,7636,5416,5908,8229,16394,9837
12/3/2020,,2,,,,1
12/3/2021,7380,5268,5768,8054,16172,9053
12/30/2020,211,296,301,337,681,2
12/30/2021,7653,5419,5915,8230,16405,9880
12/31/2020,258,338,338,391,873,4
12/31/2021,7656,5421,5917,8235,16408,9886
12/4/2020,,2,,,,1
12/4/2021,7397,5275,5776,8067,16200,9104
12/5/2020,,2,,,,1
12/5/2021,7400,5278,5778,8068,16202,9107
12/6/2020,,2,1,,,1
12/6/2021,7414,5288,5787,8080,16216,9144
12/7/2020,1,2,1,,1,1
12/7/2021,7426,5292,5793,8089,16223,9174
12/8/2020,1,2,1,,1,1
12/8/2021,7439,5300,5805,8099,16237,9206
12/9/2020,1,2,1,,1,1
12/9/2021,7452,5307,5813,8107,16246,9241
2/1/2021,1274,1292,1608,2195,5731,234
2/1/2022,7883,5552,6025,8341,16548,10680
2/10/2021,1745,1632,2112,2975,7522,426
2/10/2022,7930,5581,6045,8370,16572,10862
2/11/2021,1879,1722,2201,3085,7789,465
2/11/2022,7933,5582,6048,8371,16572,10873
2/12/2021,1950,1782,2251,3171,8042,481
2/13/2021,2163,1889,2342,3250,8150,509
2/14/2021,2167,1890,2344,3257,8181,511
2/15/2021,2173,1896,2350,3271,8268,512
2/16/2021,2204,1920,2384,3307,8566,534
2/17/2021,2272,1967,2434,3358,8808,615
2/18/2021,2313,1998,2472,3420,9016,633
2/19/2021,2369,2029,2513,3471,9102,648
2/2/2021,1300,1311,1645,2230,5983,241
2/2/2022,7889,5555,6025,8342,16550,10694
2/20/2021,2408,2049,2526,3489,9123,669
2/21/2021,2414,2050,2530,3490,9135,672
2/22/2021,2477,2090,2570,3526,9191,684
2/23/2021,2551,2133,2608,3598,9319,717
2/24/2021,2595,2158,2631,3643,9446,726
2/25/2021,2647,2211,2681,3719,9735,856
2/26/2021,2709,2253,2730,3754,9857,936
2/27/2021,2743,2269,2739,3776,9899,939
2/28/2021,2746,2269,2743,3780,9905,941
2/3/2021,1335,1343,1689,2300,6302,243
2/3/2022,7897,5560,6028,8348,16557,10715
2/4/2021,1364,1376,1745,2364,6523,262
2/4/2022,7902,5564,6032,8351,16560,10755
2/5/2021,1385,1399,1781,2498,6692,270
2/5/2022,7905,5568,6032,8352,16560,10761
2/6/2021,1624,1517,1978,2820,6844,368
2/6/2022,7906,5568,6033,8353,16561,10761
2/7/2021,1624,1517,1979,2820,6850,369
2/7/2022,7910,5573,6033,8357,16563,10791
2/8/2021,1657,1564,2025,2849,7049,382
2/8/2022,7918,5573,6034,8362,16568,10818
2/9/2021,1667,1587,2052,2900,7257,393
2/9/2022,7925,5578,6039,8365,16571,10853
3/1/2021,2789,2292,2766,3811,9998,950
3/10/2021,3099,2461,2998,4327,10995,1129
3/11/2021,3141,2502,3022,4447,11196,1137
3/12/2021,3181,2517,3039,4524,11301,1141
3/13/2021,3191,2519,3048,4544,11337,1144
3/14/2021,3191,2520,3049,4551,11352,1145
3/15/2021,3226,2548,3103,4705,11524,1159
3/16/2021,3260,2567,3130,4745,11601,1165
3/17/2021,3305,2605,3178,4851,11716,1168
3/18/2021,3360,2641,3217,4989,11934,1194
3/19/2021,3390,2666,3247,5065,12026,1205
3/2/2021,2827,2316,2788,3857,10124,960
3/20/2021,3400,2675,3250,5074,12052,1209
3/21/2021,3402,2675,3254,5077,12069,1213
3/22/2021,3443,2703,3277,5126,12150,1219
3/23/2021,3485,2746,3333,5244,12362,1255
3/24/2021,3547,2807,3388,5337,12484,1288
3/25/2021,3597,2834,3429,5408,12595,1322
3/26/2021,3630,2862,3477,5469,12656,1359
3/27/2021,3673,2886,3498,5487,12672,1366
3/28/2021,3681,2888,3500,5493,12675,1368
3/29/2021,3726,2922,3540,5551,12758,1375
3/3/2021,2856,2336,2826,3924,10296,1013
3/30/2021,3774,2946,3568,5604,12819,1390
3/31/2021,3842,2997,3615,5674,12898,1417
3/4/2021,2885,2350,2845,3996,10523,1063
3/5/2021,2922,2368,2869,4043,10591,1082
3/6/2021,2972,2392,2909,4093,10626,1090
3/7/2021,2973,2394,2913,4106,10635,1092
3/8/2021,2993,2402,2927,4157,10734,1099
