date,Graham_cume,Graham
2020-12-17,79,
2020-12-18,146,67
2020-12-21,192,46
2020-12-22,235,43
2020-12-23,361,126
2020-12-24,412,51
2020-12-26,422,10
2020-12-27,424,2
2020-12-28,579,155
2020-12-29,731,152
2020-12-30,848,117
2020-12-31,916,68
2021-01-01,922,6
2021-01-02,925,3
2021-01-04,1056,131
2021-01-05,1167,111
2021-01-06,1286,119
2021-01-07,1518,232
2021-01-08,1780,262
2021-01-09,1782,2
2021-01-11,1901,119
2021-01-12,2057,156
2021-01-13,2259,202
2021-01-14,2533,274
2021-01-15,3136,603
2021-01-16,3191,55
2021-01-17,3192,1
2021-01-18,3307,115
2021-01-19,3591,284
2021-01-20,3846,255
2021-01-21,4065,219
2021-01-22,4337,272
2021-01-23,4581,244
2021-01-24,4583,2
2021-01-25,4742,159
2021-01-26,4902,160
2021-01-27,5108,206
2021-01-28,5357,249
2021-01-29,5756,399
2021-01-30,5856,100
2021-01-31,5857,1
2021-02-01,6017,160
2021-02-02,6211,194
2021-02-03,6445,234
2021-02-04,6705,260
2021-02-05,7037,332
2021-02-06,7299,262
2021-02-07,7300,1
2021-02-08,7478,178
2021-02-09,7672,194
2021-02-10,7882,210
2021-02-11,8245,363
2021-02-12,8938,693
2021-02-13,9141,203
2021-02-14,9143,2
2021-02-15,9253,110
2021-02-16,9444,191
2021-02-17,9649,205
2021-02-18,10000,351
2021-02-19,10348,348
2021-02-20,10677,329
2021-02-21,10678,1
2021-02-22,10830,152
2021-02-23,11038,208
2021-02-24,11294,256
2021-02-25,11576,282
2021-02-26,11887,311
2021-02-27,11918,31
2021-02-28,11929,11
2021-03-01,12101,172
2021-03-02,12323,222
2021-03-03,12553,230
2021-03-04,12785,232
2021-03-05,12981,196
2021-03-06,13242,261
2021-03-07,13243,1
2021-03-08,13401,158
2021-03-09,13632,231
2021-03-10,13899,267
2021-03-11,14188,289
2021-03-12,14443,255
2021-03-13,14700,257
2021-03-14,14702,2
2021-03-15,14922,220
2021-03-16,15092,170
2021-03-17,15311,219
2021-03-18,15539,228
2021-03-19,15701,162
2021-03-20,15713,12
2021-03-22,15882,169
2021-03-23,16118,236
2021-03-24,16354,236
2021-03-25,16588,234
2021-03-26,16764,176
2021-03-27,16883,119
2021-03-28,16887,4
2021-03-29,17085,198
2021-03-30,17253,168
2021-03-31,17520,267
2021-04-01,17734,214
2021-04-02,17827,93
2021-04-03,17840,13
2021-04-04,17847,7
2021-04-05,17977,130
2021-04-06,18155,178
2021-04-07,18451,296
2021-04-08,18748,297
2021-04-09,18863,115
2021-04-10,18990,127
2021-04-11,18995,5
2021-04-12,19064,69
2021-04-13,19181,117
2021-04-14,19382,201
2021-04-15,19519,137
2021-04-16,19667,148
2021-04-17,19689,22
2021-04-19,19767,78
2021-04-20,19946,179
2021-04-21,20145,199
2021-04-22,20370,225
2021-04-23,20517,147
2021-04-24,20627,110
2021-04-25,20629,2
2021-04-26,20757,128
2021-04-27,20883,126
2021-04-28,21011,128
2021-04-29,21220,209
2021-04-30,21264,44
2021-05-01,21287,23
2021-05-02,21291,4
2021-05-03,21339,48
2021-05-04,21434,95
2021-05-05,21621,187
2021-05-06,21799,178
2021-05-07,21846,47
2021-05-08,21891,45
2021-05-09,21892,1
2021-05-10,21925,33
2021-05-11,21988,63
2021-05-12,22123,135
2021-05-13,22256,133
2021-05-14,22356,100
2021-05-15,22378,22
2021-05-16,22383,5
2021-05-17,22453,70
2021-05-18,22528,75
2021-05-19,22649,121
2021-05-20,22795,146
2021-05-21,22887,92
2021-05-22,22928,41
2021-05-23,22931,3
2021-05-24,22987,56
2021-05-25,23062,75
2021-05-26,23109,47
2021-05-27,23193,84
2021-05-28,23250,57
2021-05-29,23257,7
2021-05-30,23261,4
2021-05-31,23266,5
2021-06-01,23327,61
2021-06-02,23396,69
2021-06-03,23456,60
2021-06-04,23536,80
2021-06-05,23547,11
2021-06-06,23552,5
2021-06-07,23582,30
2021-06-08,23619,37
2021-06-09,23644,25
2021-06-10,23767,123
2021-06-11,23803,36
2021-06-12,23819,16
2021-06-13,23822,3
2021-06-14,23883,61
2021-06-15,23935,52
2021-06-16,23977,42
2021-06-17,24035,58
2021-06-18,24104,69
2021-06-19,24120,16
2021-06-20,24124,4
2021-06-21,24161,37
2021-06-22,24200,39
2021-06-23,24227,27
2021-06-24,24262,35
2021-06-25,24316,54
2021-06-26,24324,8
2021-06-27,24326,2
2021-06-28,24372,46
2021-06-29,24416,44
2021-06-30,24482,66
2021-07-01,24528,46
2021-07-02,24562,34
2021-07-03,24577,15
2021-07-05,24599,22
2021-07-06,24628,29
2021-07-07,24678,50
2021-07-08,24748,70
2021-07-09,24799,51
2021-07-10,24821,22
2021-07-11,24823,2
2021-07-12,24860,37
2021-07-13,24897,37
2021-07-14,24949,52
2021-07-15,25006,57
2021-07-16,25062,56
2021-07-17,25074,12
2021-07-18,25082,8
2021-07-19,25141,59
2021-07-20,25194,53
2021-07-21,25271,77
2021-07-22,25371,100
2021-07-23,25478,107
2021-07-24,25520,42
2021-07-25,25524,4
2021-07-26,25634,110
2021-07-27,25723,89
2021-07-28,25804,81
2021-07-29,25895,91
2021-07-30,25981,86
2021-07-31,26017,36
2021-08-01,26024,7
2021-08-02,26095,71
2021-08-03,26143,48
2021-08-04,26247,104
2021-08-05,26344,97
2021-08-06,26441,97
2021-08-07,26465,24
2021-08-08,26474,9
2021-08-09,26561,87
2021-08-10,26618,57
2021-08-11,26713,95
2021-08-12,26849,136
2021-08-13,26990,141
2021-08-14,27012,22
2021-08-15,27023,11
2021-08-16,27116,93
2021-08-17,27242,126
2021-08-18,27359,117
2021-08-19,27532,173
2021-08-20,27731,199
2021-08-21,27924,193
2021-08-22,27937,13
2021-08-23,28121,184
2021-08-24,28264,143
2021-08-25,28428,164
2021-08-26,28626,198
2021-08-27,28868,242
2021-08-28,28907,39
2021-08-29,28969,62
2021-08-30,29136,167
2021-08-31,29237,101
2021-09-01,29352,115
2021-09-02,29488,136
2021-09-03,29637,149
2021-09-04,29670,33
2021-09-05,29676,6
2021-09-06,29690,14
2021-09-07,29763,73
2021-09-08,29872,109
2021-09-09,30023,151
2021-09-10,30170,147
2021-09-11,30229,59
2021-09-12,30245,16
2021-09-13,30330,85
2021-09-14,30428,98
2021-09-15,30512,84
2021-09-16,30626,114
2021-09-17,30750,124
2021-09-18,30813,63
2021-09-19,30819,6
2021-09-20,30912,93
2021-09-21,30967,55
2021-09-22,31052,85
2021-09-23,31197,145
2021-09-24,31295,98
2021-09-25,31316,21
2021-09-26,31317,1
2021-09-27,31363,46
2021-09-28,31416,53
2021-09-29,31495,79
2021-09-30,31605,110
2021-10-01,31683,78
2021-10-02,31711,28
2021-10-03,31720,9
2021-10-04,31759,39
2021-10-05,31813,54
2021-10-06,31853,40
2021-10-07,31932,79
2021-10-08,31988,56
2021-10-09,32014,26
2021-10-10,32025,11
2021-10-11,32077,52
2021-10-12,32130,53
2021-10-13,32186,56
2021-10-14,32265,79
2021-10-15,32324,59
2021-10-16,32357,33
2021-10-17,32363,6
2021-10-18,32394,31
2021-10-19,32427,33
2021-10-20,32472,45
2021-10-21,32554,82
2021-10-22,32619,65
2021-10-23,32649,30
2021-10-24,32657,8
2021-10-25,32700,43
2021-10-26,32758,58
2021-10-27,32825,67
2021-10-28,32989,164
2021-10-29,33063,74
2021-10-30,33185,122
2021-10-31,33189,4
2021-11-01,33298,109
2021-11-02,33357,59
2021-11-03,33442,85
2021-11-04,33608,166
2021-11-05,33744,136
2021-11-06,33761,17
2021-11-07,33773,12
2021-11-08,33898,125
2021-11-09,33997,99
2021-11-10,34078,81
2021-11-11,34157,79
2021-11-12,34271,114
2021-11-13,34363,92
2021-11-14,34368,5
2021-11-15,34502,134
2021-11-16,34613,111
2021-11-17,34675,62
2021-11-18,34930,255
2021-11-19,35080,150
2021-11-20,35113,33
2021-11-21,35124,11
2021-11-22,35272,148
2021-11-23,35341,69
2021-11-24,35409,68
2021-11-26,35454,45
2021-11-27,35480,26
2021-11-28,35484,4
2021-11-29,35638,154
2021-11-30,35799,161
2021-12-01,35929,130
2021-12-02,36132,203
2021-12-03,36348,216
2021-12-04,36444,96
2021-12-05,36453,9
2021-12-06,36596,143
2021-12-07,36704,108
2021-12-08,36767,63
2021-12-09,36955,188
2021-12-10,37120,165
2021-12-11,37144,24
2021-12-12,37155,11
2021-12-13,37279,124
2021-12-14,37363,84
2021-12-15,37421,58
2021-12-16,37661,240
2021-12-17,37812,151
2021-12-18,37838,26
2021-12-19,37861,23
2021-12-20,38021,160
2021-12-21,38118,97
2021-12-22,38223,105
2021-12-23,38283,60
2021-12-24,38309,26
2021-12-25,38312,3
2021-12-26,38325,13
2021-12-27,38492,167
2021-12-28,38644,152
2021-12-29,38750,106
2021-12-30,38900,150
2021-12-31,39008,108
2022-01-01,39012,4
2022-01-02,39016,4
2022-01-03,39251,235
2022-01-04,39345,94
2022-01-05,39418,73
2022-01-06,39631,213
2022-01-07,39803,172
2022-01-08,39940,137
2022-01-09,39951,11
2022-01-10,40140,189
2022-01-11,40232,92
2022-01-12,40419,187
2022-01-13,40596,177
