date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,413,440,668,460,6
1/1/2022,13068,9247,12028,22593,62971,6404
1/10/2021,568,705,812,1161,1031,10
1/10/2022,13237,9344,12107,22733,63183,6563
1/11/2021,578,714,822,1180,1066,11
1/11/2022,13258,9354,12112,22748,63207,6583
1/12/2021,597,738,853,1227,1167,11
1/12/2022,13274,9364,12118,22761,63230,6597
1/13/2021,642,790,942,1336,1389,12
1/13/2022,13291,9379,12128,22779,63244,6620
1/14/2021,677,834,996,1411,1518,14
1/14/2022,13310,9393,12142,22802,63268,6676
1/15/2021,692,845,1009,1434,1573,14
1/15/2022,13322,9399,12150,22808,63274,6688
1/16/2021,715,880,1056,1492,1739,16
1/16/2022,13335,9403,12152,22809,63282,6695
1/17/2021,717,882,1059,1498,1755,17
1/17/2022,13350,9407,12158,22817,63297,6712
1/18/2021,722,884,1072,1520,1897,18
1/18/2022,13364,9416,12165,22825,63309,6729
1/19/2021,758,935,1126,1601,2076,18
1/19/2022,13378,9422,12172,22838,63329,6753
1/2/2021,333,446,463,701,475,6
1/2/2022,13079,9253,12038,22602,62976,6414
1/20/2021,800,985,1197,1696,2386,18
1/20/2022,13395,9432,12177,22849,63347,6776
1/21/2021,921,1145,1376,1933,3100,18
1/21/2022,13409,9440,12187,22864,63366,6810
1/22/2021,1059,1280,1547,2194,4067,19
1/22/2022,13414,9447,12189,22871,63368,6817
1/23/2021,1097,1338,1603,2304,5268,22
1/23/2022,13417,9451,12192,22873,63372,6828
1/24/2021,1114,1355,1625,2378,6478,23
1/24/2022,13431,9458,12201,22881,63378,6834
1/25/2021,1138,1379,1656,2466,7225,23
1/25/2022,13442,9465,12207,22890,63393,6849
1/26/2021,1149,1392,1686,2515,7695,23
1/26/2022,13455,9469,12214,22900,63402,6856
1/27/2021,1220,1448,1757,2707,9052,24
1/27/2022,13463,9472,12219,22912,63413,6877
1/28/2021,1271,1523,1865,2918,10543,30
1/28/2022,13479,9475,12231,22927,63422,6903
1/29/2021,1354,1585,1968,3098,11884,34
1/29/2022,13482,9481,12235,22929,63424,6909
1/3/2021,333,448,463,703,477,6
1/3/2022,13104,9264,12047,22619,63008,6426
1/30/2021,1401,1613,2025,3188,12544,34
1/30/2022,13486,9481,12237,22930,63429,6912
1/31/2021,1438,1640,2073,3277,13276,36
1/31/2022,13491,9492,12242,22938,63444,6922
1/4/2021,342,452,474,720,484,6
1/4/2022,13120,9270,12053,22639,63037,6445
1/5/2021,350,462,489,739,510,6
1/5/2022,13147,9281,12065,22658,63070,6466
1/6/2021,358,469,503,766,549,7
1/6/2022,13172,9293,12074,22668,63099,6494
1/7/2021,440,569,649,909,754,8
1/7/2022,13202,9316,12088,22690,63139,6524
1/8/2021,533,675,775,1119,977,10
1/8/2022,13217,9322,12095,22703,63153,6537
1/9/2021,567,704,811,1161,1028,10
1/9/2022,13228,9326,12103,22712,63159,6545
10/1/2021,11521,8325,10934,20793,58713,4550
10/10/2021,11676,8399,11022,20883,58882,4588
10/11/2021,11692,8409,11026,20900,58915,4594
10/12/2021,11706,8414,11033,20910,58928,4608
10/13/2021,11723,8421,11040,20922,58940,4623
10/14/2021,11737,8434,11049,20940,58969,4626
10/15/2021,11759,8442,11057,20952,58991,4635
10/16/2021,11773,8448,11061,20957,59001,4642
10/17/2021,11789,8457,11070,20962,59007,4645
10/18/2021,11809,8465,11076,20968,59021,4652
10/19/2021,11834,8476,11082,20976,59034,4662
10/2/2021,11546,8332,10944,20805,58728,4557
10/20/2021,11852,8483,11089,20987,59061,4664
10/21/2021,11870,8496,11101,21004,59076,4669
10/22/2021,11884,8504,11114,21027,59145,4674
10/23/2021,11887,8506,11123,21041,59193,4674
10/24/2021,11892,8512,11125,21046,59221,4677
10/25/2021,11907,8517,11135,21064,59309,4682
10/26/2021,11912,8532,11146,21077,59405,4686
10/27/2021,11926,8539,11158,21094,59501,4691
10/28/2021,11946,8548,11168,21115,59599,4697
10/29/2021,11968,8557,11182,21128,59700,4704
10/3/2021,11555,8335,10947,20805,58735,4560
10/30/2021,11982,8560,11190,21136,59737,4704
10/31/2021,11986,8565,11194,21141,59769,4705
10/4/2021,11572,8343,10964,20817,58756,4563
10/5/2021,11593,8354,10972,20832,58788,4567
10/6/2021,11608,8366,10981,20841,58816,4568
10/7/2021,11626,8378,10993,20855,58838,4570
10/8/2021,11648,8388,11008,20877,58868,4583
10/9/2021,11663,8395,11018,20880,58876,4587
11/1/2021,12000,8575,11201,21158,59850,4711
11/10/2021,12159,8673,11322,21355,60508,5003
11/11/2021,12182,8683,11339,21391,60583,5079
11/12/2021,12207,8706,11358,21427,60699,5145
11/13/2021,12219,8721,11369,21439,60731,5157
11/14/2021,12229,8726,11377,21449,60756,5164
11/15/2021,12248,8742,11390,21478,60829,5191
11/16/2021,12263,8755,11405,21497,60912,5284
11/17/2021,12287,8770,11417,21523,60996,5377
11/18/2021,12316,8784,11435,21551,61111,5420
11/19/2021,12344,8802,11452,21584,61194,5440
11/2/2021,12016,8587,11214,21176,59932,4717
11/20/2021,12359,8810,11461,21605,61240,5455
11/21/2021,12372,8814,11471,21619,61276,5461
11/22/2021,12394,8832,11491,21661,61355,5510
11/23/2021,12417,8849,11517,21688,61421,5589
11/24/2021,12439,8858,11533,21714,61478,5613
11/25/2021,12439,8858,11533,21714,61478,5613
11/26/2021,12458,8872,11544,21732,61511,5627
11/27/2021,12470,8880,11558,21747,61544,5641
11/28/2021,12481,8888,11567,21764,61566,5648
11/29/2021,12490,8897,11581,21796,61633,5670
11/3/2021,12031,8601,11230,21203,60007,4726
11/30/2021,12510,8913,11595,21834,61688,5706
11/4/2021,12051,8611,11240,21226,60082,4756
11/5/2021,12067,8622,11262,21257,60189,4802
11/6/2021,12077,8631,11276,21275,60231,4818
11/7/2021,12088,8640,11282,21281,60257,4826
11/8/2021,12101,8652,11297,21310,60340,4869
11/9/2021,12135,8662,11307,21330,60423,4952
12/1/2020,,,,,2,
12/1/2021,12534,8928,11614,21871,61769,5731
12/10/2020,1,,,,2,
12/10/2021,12707,9045,11782,22174,62297,5967
12/11/2020,1,,,,2,
12/11/2021,12717,9053,11790,22185,62313,5980
12/12/2020,1,,,,3,
12/12/2021,12728,9061,11798,22195,62343,5984
12/13/2020,1,,,,3,
12/13/2021,12755,9075,11817,22233,62382,6011
12/14/2020,1,,,,3,
12/14/2021,12773,9086,11838,22259,62421,6041
12/15/2020,1,,,,3,
12/15/2021,12803,9090,11849,22285,62472,6059
12/16/2020,1,1,1,1,3,
12/16/2021,12825,9106,11863,22308,62508,6080
12/17/2020,1,1,2,1,6,
12/17/2021,12838,9116,11879,22330,62553,6114
12/18/2020,1,1,2,1,6,
12/18/2021,12853,9126,11893,22346,62578,6125
12/19/2020,2,1,2,1,8,
12/19/2021,12874,9134,11907,22354,62596,6141
12/2/2020,,,,,2,
12/2/2021,12563,8944,11643,21914,61853,5768
12/20/2020,2,1,2,4,9,
12/20/2021,12895,9147,11920,22375,62649,6182
12/21/2020,2,3,2,5,10,
12/21/2021,12917,9155,11934,22410,62709,6214
12/22/2020,34,71,97,130,60,
12/22/2021,12944,9170,11946,22446,62751,6231
12/23/2020,110,164,177,281,111,1
12/23/2021,12968,9180,11954,22477,62797,6257
12/24/2020,120,175,185,298,122,2
12/24/2021,12971,9188,11957,22482,62808,6264
12/25/2020,124,178,190,300,125,2
12/25/2021,12971,9188,11957,22483,62808,6264
12/26/2020,129,184,199,315,130,2
12/26/2021,12979,9194,11963,22493,62817,6269
12/27/2020,132,187,201,320,132,2
12/27/2021,12998,9214,11977,22510,62852,6293
12/28/2020,147,193,211,343,157,2
12/28/2021,13023,9226,11987,22536,62886,6342
12/29/2020,184,237,266,416,243,4
12/29/2021,13037,9234,11999,22561,62924,6368
12/3/2020,,,,,2,
12/3/2021,12592,8964,11668,21969,61944,5800
12/30/2020,286,394,408,614,412,6
12/30/2021,13055,9240,12019,22582,62957,6381
12/31/2020,308,411,438,660,442,6
12/31/2021,13066,9245,12028,22591,62971,6400
12/4/2020,,,,,2,
12/4/2021,12606,8977,11685,21984,61972,5810
12/5/2020,,,,,2,
12/5/2021,12614,8979,11689,21999,61995,5821
12/6/2020,1,,,,2,
12/6/2021,12629,8988,11713,22043,62062,5841
12/7/2020,1,,,,2,
12/7/2021,12646,9004,11727,22075,62135,5869
12/8/2020,1,,,,2,
12/8/2021,12666,9013,11740,22103,62186,5900
12/9/2020,1,,,,2,
12/9/2021,12684,9023,11755,22141,62242,5931
2/1/2021,1493,1693,2143,3429,14926,41
2/1/2022,13499,9495,12249,22944,63450,6931
2/10/2021,1830,2011,2570,4385,26660,51
2/10/2022,13575,9532,12280,22988,63517,7033
2/11/2021,1872,2050,2620,4495,27919,52
2/11/2022,13577,9536,12282,22992,63521,7041
2/12/2021,1913,2091,2675,4601,29147,54
2/13/2021,1961,2129,2719,4707,30054,58
2/14/2021,1993,2153,2760,4779,30853,59
2/15/2021,2017,2167,2785,4842,31463,59
2/16/2021,2055,2205,2822,4927,32497,61
2/17/2021,2073,2228,2840,4972,32913,61
2/18/2021,2079,2234,2851,4982,33070,61
2/19/2021,2091,2241,2876,4994,33173,61
2/2/2021,1562,1755,2220,3574,16608,43
2/2/2022,13505,9499,12257,22950,63460,6942
2/20/2021,2095,2243,2880,5005,33241,61
2/21/2021,2102,2243,2882,5010,33297,62
2/22/2021,2106,2245,2895,5025,33359,62
2/23/2021,2141,2267,2935,5101,33863,64
2/24/2021,2208,2331,3012,5291,35192,65
2/25/2021,2270,2375,3074,5423,35938,65
2/26/2021,2305,2419,3113,5553,36369,66
2/27/2021,2318,2428,3127,5578,36563,67
2/28/2021,2326,2430,3136,5602,36652,67
2/3/2021,1604,1793,2279,3728,18395,44
2/3/2022,13512,9506,12259,22956,63467,6953
2/4/2021,1639,1828,2334,3802,19576,46
2/4/2022,13524,9507,12266,22968,63477,6977
2/5/2021,1684,1871,2372,3881,20614,46
2/5/2022,13529,9510,12268,22969,63479,6981
2/6/2021,1724,1898,2417,3967,21480,47
2/6/2022,13533,9513,12268,22970,63479,6989
2/7/2021,1747,1915,2444,4032,22379,47
2/7/2022,13545,9521,12270,22975,63490,7002
2/8/2021,1769,1942,2479,4133,23682,48
2/8/2022,13553,9526,12273,22979,63497,7019
2/9/2021,1791,1968,2517,4235,25034,49
2/9/2022,13559,9528,12277,22987,63509,7026
3/1/2021,2341,2446,3155,5679,36882,68
3/10/2021,2539,2610,3398,7028,39976,78
3/11/2021,2590,2657,3452,7298,40639,81
3/12/2021,2640,2691,3518,7550,41229,81
3/13/2021,2658,2706,3536,7691,41460,81
3/14/2021,2683,2725,3556,7855,41799,83
3/15/2021,2755,2764,3619,8144,42573,87
3/16/2021,2808,2801,3663,8376,43179,91
3/17/2021,2906,2830,3737,8773,43866,95
3/18/2021,2953,2882,3807,9047,44483,99
3/19/2021,3005,2930,3873,9355,45087,104
3/2/2021,2369,2462,3173,5733,37139,68
3/20/2021,3071,2978,3949,9768,45438,110
3/21/2021,3086,2983,3957,9872,45539,111
3/22/2021,3177,3037,4062,10308,45940,121
3/23/2021,3213,3060,4104,10498,46188,122
3/24/2021,3256,3102,4161,10749,46507,126
3/25/2021,3383,3162,4277,11166,47044,148
3/26/2021,3518,3271,4434,11566,47480,167
3/27/2021,3651,3343,4554,11793,47679,191
3/28/2021,3680,3364,4579,11815,47712,201
3/29/2021,3842,3479,4758,12004,47876,233
3/3/2021,2382,2479,3211,5816,37463,68
3/30/2021,3990,3579,4897,12200,48093,255
3/31/2021,4146,3679,5047,12410,48344,289
3/4/2021,2399,2495,3229,5922,37664,70
3/5/2021,2428,2508,3252,6087,38054,70
3/6/2021,2438,2511,3257,6165,38188,70
3/7/2021,2443,2517,3261,6271,38312,71
3/8/2021,2464,2536,3297,6488,38685,73
3/9/2021,2497,2578,3340,6719,39289,75
4/1/2021,4283,3785,5209,12640,48750,316
4/10/2021,5377,4492,6298,14234,50805,527
4/11/2021,5397,4510,6322,14271,50838,533
4/12/2021,5481,4552,6400,14392,51013,563
4/13/2021,5550,4587,6452,14475,51128,573
4/14/2021,5654,4647,6533,14597,51299,586
4/15/2021,5718,4704,6602,14746,51477,598
4/16/2021,5799,4774,6674,14888,51655,618
