date,pcr_tests_MARICOPA,pcr_pos_test_MARICOPA,pcr_positivity_MARICOPA
2022-02-11 00:00:00,198,12,0.0606060606060606
2022-02-10 00:00:00,5967,853,0.14295290765879
2022-02-09 00:00:00,17520,2761,0.1575913242009132
2022-02-08 00:00:00,18959,3088,0.1628777889129174
2022-02-07 00:00:00,22473,3619,0.1610376896720509
2022-02-06 00:00:00,10410,2412,0.2317002881844381
2022-02-05 00:00:00,12465,3079,0.2470116325711994
2022-02-04 00:00:00,21310,4122,0.193430314406382
2022-02-03 00:00:00,22078,4313,0.1953528399311532
2022-02-02 00:00:00,25423,5429,0.2135467883412658
2022-02-01 00:00:00,25750,5911,0.2295533980582524
2022-01-31 00:00:00,30030,7069,0.2353979353979354
2022-01-30 00:00:00,15138,4576,0.3022856387898006
2022-01-29 00:00:00,16998,5513,0.3243322743852218
2022-01-28 00:00:00,29581,7487,0.2531016530881309
2022-01-27 00:00:00,32144,8314,0.258648581383773
2022-01-26 00:00:00,31808,9217,0.2897698692152918
2022-01-25 00:00:00,35577,10338,0.2905809933383928
2022-01-24 00:00:00,38911,12094,0.3108118526894709
2022-01-23 00:00:00,19273,6986,0.362476002698075
2022-01-22 00:00:00,24689,8744,0.3541658228360809
2022-01-21 00:00:00,37373,12474,0.3337703689829556
2022-01-20 00:00:00,41751,13978,0.3347943761826064
2022-01-19 00:00:00,43892,15185,0.3459628178255719
2022-01-18 00:00:00,44078,15841,0.3593856345569218
2022-01-17 00:00:00,40884,14866,0.3636141277761472
2022-01-16 00:00:00,22912,8937,0.3900576117318436
2022-01-15 00:00:00,25498,9432,0.3699113655973018
2022-01-14 00:00:00,47215,15877,0.3362702530975326
2022-01-13 00:00:00,47825,15971,0.3339466806063775
2022-01-12 00:00:00,49304,16903,0.3428322245659582
2022-01-11 00:00:00,52044,17731,0.3406924909691799
2022-01-10 00:00:00,52900,17602,0.3327410207939509
2022-01-09 00:00:00,27470,9821,0.3575172915908264
2022-01-08 00:00:00,28052,9741,0.3472479680593184
2022-01-07 00:00:00,44509,13454,0.3022759441910625
2022-01-06 00:00:00,45748,13534,0.2958380694237999
2022-01-05 00:00:00,43819,13925,0.3177845226956344
2022-01-04 00:00:00,44124,13289,0.3011739642824767
2022-01-03 00:00:00,44788,13031,0.2909484683397339
2022-01-02 00:00:00,19792,6053,0.3058306386418755
2022-01-01 00:00:00,10589,3290,0.310699782793465
2021-12-31 00:00:00,20834,5321,0.2553998272055295
2021-12-30 00:00:00,31237,6953,0.2225885968562922
2021-12-29 00:00:00,29533,6935,0.2348220634544408
2021-12-28 00:00:00,28681,6338,0.2209825319898191
2021-12-27 00:00:00,26633,5509,0.2068486464161003
2021-12-26 00:00:00,11673,2569,0.2200805277135269
2021-12-25 00:00:00,3944,846,0.2145030425963489
2021-12-24 00:00:00,14242,2269,0.1593175115854515
2021-12-23 00:00:00,25400,3633,0.1430314960629921
2021-12-22 00:00:00,26127,3583,0.1371378267692426
2021-12-21 00:00:00,25552,3069,0.1201080150281778
2021-12-20 00:00:00,25170,2972,0.1180770758839889
2021-12-19 00:00:00,12870,1511,0.1174048174048174
2021-12-18 00:00:00,13107,1534,0.1170366979476616
2021-12-17 00:00:00,20251,2138,0.1055750333316873
2021-12-16 00:00:00,22426,2294,0.102291982520289
2021-12-15 00:00:00,20325,2347,0.1154735547355474
2021-12-14 00:00:00,23174,2413,0.1041253128506084
2021-12-13 00:00:00,23071,2552,0.110615057864852
2021-12-12 00:00:00,11663,1487,0.1274972134099289
2021-12-11 00:00:00,12858,1516,0.1179032508943848
2021-12-10 00:00:00,19491,2123,0.1089220665948387
2021-12-09 00:00:00,20987,2147,0.1023014246914757
2021-12-08 00:00:00,21024,2516,0.1196727549467276
2021-12-07 00:00:00,23655,2435,0.1029380680617206
2021-12-06 00:00:00,24865,2919,0.1173939272069174
2021-12-05 00:00:00,12120,1580,0.1303630363036304
2021-12-04 00:00:00,12283,1765,0.1436945371651877
2021-12-03 00:00:00,22287,2545,0.1141921299412214
2021-12-02 00:00:00,21952,2544,0.1158892128279883
2021-12-01 00:00:00,22180,3062,0.1380522993688007
2021-11-30 00:00:00,23199,2746,0.11836717099875
2021-11-29 00:00:00,26155,3425,0.1309501051424202
2021-11-28 00:00:00,12873,2085,0.1619669074807737
2021-11-27 00:00:00,11303,1921,0.1699548792356012
2021-11-26 00:00:00,15317,2139,0.1396487562838676
