date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,10,5,22,14,16,
1/1/2022,746,547,705,1373,4936,746
1/10/2021,26,19,43,36,34,
1/10/2022,760,551,714,1393,4978,757
1/11/2021,26,19,43,37,37,
1/11/2022,761,552,714,1396,4978,758
1/12/2021,26,19,45,38,41,
1/12/2022,762,553,715,1400,4987,760
1/13/2021,54,47,81,82,63,
1/13/2022,763,553,715,1400,4989,766
1/14/2021,55,48,81,82,68,1
1/14/2022,764,554,716,1402,4992,767
1/15/2021,57,48,81,82,71,1
1/15/2022,764,555,716,1402,4992,768
1/16/2021,57,49,81,82,71,1
1/16/2022,764,555,716,1403,4992,768
1/17/2021,57,49,81,82,71,1
1/17/2022,766,555,717,1404,4992,768
1/18/2021,58,49,81,85,77,1
1/18/2022,767,556,717,1405,4993,769
1/19/2021,58,49,81,85,81,1
1/19/2022,768,556,718,1409,5004,773
1/2/2021,10,5,22,14,16,
1/2/2022,746,547,705,1373,4937,748
1/20/2021,65,53,88,107,97,1
1/20/2022,769,556,718,1414,5004,773
1/21/2021,65,53,89,110,102,1
1/21/2022,771,558,718,1415,5010,779
1/22/2021,65,55,89,110,102,1
1/22/2022,771,558,718,1415,5012,779
1/23/2021,66,56,89,110,103,1
1/23/2022,771,558,718,1415,5014,779
1/24/2021,66,56,89,110,103,1
1/24/2022,773,558,718,1415,5015,779
1/25/2021,67,57,89,112,123,1
1/25/2022,774,559,718,1415,5015,780
1/26/2021,69,57,89,113,142,1
1/26/2022,774,561,720,1418,5018,791
1/27/2021,70,57,92,115,498,1
1/27/2022,775,561,720,1418,5019,793
1/28/2021,73,60,94,121,882,1
1/28/2022,775,567,720,1418,5019,795
1/29/2021,74,60,95,122,901,1
1/29/2022,775,567,720,1418,5019,795
1/3/2021,10,5,22,14,16,
1/3/2022,748,548,706,1375,4943,748
1/30/2021,74,61,95,122,902,1
1/30/2022,775,567,721,1418,5019,795
1/31/2021,74,61,95,122,909,1
1/31/2022,775,568,722,1418,5020,795
1/4/2021,10,7,22,15,16,
1/4/2022,748,548,706,1376,4947,750
1/5/2021,10,7,22,15,18,
1/5/2022,752,548,706,1378,4951,753
