date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,225,279,299,351,928,6
1/10/2021,372,473,508,606,2232,31
1/11/2021,411,521,576,659,2473,34
1/12/2021,438,548,640,730,2723,35
1/13/2021,457,572,667,804,2918,36
1/14/2021,489,620,707,893,3139,44
1/15/2021,524,668,767,979,3406,45
1/16/2021,528,669,768,981,3414,45
1/17/2021,530,670,768,982,3416,45
1/18/2021,543,681,797,1009,3439,45
1/19/2021,574,708,840,1089,3595,46
1/2/2021,225,280,299,351,929,6
1/20/2021,602,752,901,1195,3756,52
1/21/2021,704,841,1018,1366,3969,67
1/22/2021,776,899,1071,1473,4099,80
1/23/2021,781,902,1074,1478,4224,114
1/24/2021,782,903,1074,1479,4237,116
1/25/2021,795,917,1101,1529,4354,117
1/26/2021,830,938,1132,1584,4496,119
1/27/2021,860,965,1174,1634,4667,132
1/28/2021,1012,1057,1289,1770,4888,182
1/29/2021,1095,1104,1365,1877,5130,238
1/3/2021,225,280,299,352,931,6
1/30/2021,1106,1124,1416,1905,5151,238
1/31/2021,1106,1125,1419,1906,5160,238
1/4/2021,241,300,319,384,1066,6
1/5/2021,283,335,359,421,1297,6
1/6/2021,294,359,380,453,1645,25
1/7/2021,333,428,469,552,2022,30
1/8/2021,371,472,507,601,2229,31
1/9/2021,372,473,507,606,2232,31
10/1/2021,5913,4514,5004,7213,14837,6397
10/10/2021,5954,4551,5030,7236,14874,6439
10/11/2021,5964,4558,5031,7244,14886,6452
10/12/2021,5973,4560,5034,7248,14891,6457
10/13/2021,5984,4562,5039,7252,14900,6470
10/14/2021,5997,4567,5043,7258,14910,6475
10/15/2021,6005,4575,5046,7265,14918,6485
10/16/2021,6009,4575,5047,7269,14920,6486
10/17/2021,6010,4575,5048,7269,14920,6486
10/18/2021,6020,4579,5049,7275,14930,6490
10/19/2021,6031,4585,5052,7285,14941,6498
10/2/2021,5915,4516,5006,7218,14845,6397
10/20/2021,6037,4587,5054,7292,14959,6509
10/21/2021,6043,4595,5057,7295,14972,6515
10/22/2021,6064,4605,5067,7300,14985,6525
10/23/2021,6066,4607,5068,7300,14990,6528
10/24/2021,6067,4608,5068,7302,14995,6530
10/25/2021,6076,4612,5073,7311,15014,6533
10/26/2021,6082,4620,5081,7315,15037,6540
10/27/2021,6093,4625,5087,7326,15053,6553
10/28/2021,6113,4642,5105,7347,15083,6559
10/29/2021,6128,4653,5113,7362,15102,6574
10/3/2021,5916,4516,5006,7218,14845,6397
10/30/2021,6133,4656,5115,7365,15106,6577
10/31/2021,6136,4656,5115,7365,15108,6577
10/4/2021,5923,4521,5008,7222,14851,6406
10/5/2021,5930,4525,5011,7226,14858,6414
10/6/2021,5936,4533,5017,7227,14865,6419
10/7/2021,5941,4537,5021,7231,14871,6428
10/8/2021,5948,4547,5029,7234,14874,6439
10/9/2021,5952,4549,5030,7236,14874,6439
11/1/2021,6144,4660,5122,7370,15117,6578
11/10/2021,6198,4696,5173,7426,15230,7515
11/11/2021,6205,4703,5175,7434,15239,7540
11/12/2021,6213,4707,5183,7440,15247,7686
