date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,7,20,15,16,
1/10/2021,28,20,41,38,32,
1/11/2021,28,20,41,39,35,
1/12/2021,28,20,42,39,41,
1/13/2021,56,48,79,82,65,
1/14/2021,57,48,79,83,70,1
1/15/2021,59,48,79,83,73,1
1/16/2021,59,49,79,84,74,1
1/17/2021,59,49,79,85,75,1
1/18/2021,60,50,79,88,82,1
1/19/2021,60,50,79,88,87,1
1/2/2021,11,7,20,15,16,
1/20/2021,67,54,87,109,103,1
1/21/2021,67,54,88,111,109,1
1/22/2021,67,57,88,111,109,1
1/23/2021,68,58,88,111,112,1
1/24/2021,68,58,88,112,112,1
1/25/2021,69,60,89,114,136,1
1/26/2021,71,60,89,116,157,1
1/27/2021,72,60,92,118,518,1
1/28/2021,75,63,95,124,903,1
1/29/2021,76,63,96,125,923,1
1/3/2021,11,7,20,15,16,
1/30/2021,77,64,96,125,928,1
1/31/2021,77,64,96,126,936,1
1/4/2021,11,8,20,16,16,
1/5/2021,11,8,20,16,18,
1/6/2021,17,12,28,27,20,
1/7/2021,28,20,41,38,32,
1/8/2021,28,20,41,38,32,
1/9/2021,28,20,41,38,32,
10/1/2021,601,469,632,1229,4522,434
10/10/2021,628,480,641,1240,4539,459
10/11/2021,630,481,642,1241,4543,460
10/12/2021,630,483,642,1244,4546,465
10/13/2021,634,486,645,1247,4546,467
10/14/2021,637,487,646,1248,4546,469
10/15/2021,638,487,646,1249,4547,469
10/16/2021,642,487,647,1249,4547,469
10/17/2021,646,488,648,1249,4547,470
10/18/2021,648,488,650,1249,4548,477
10/19/2021,648,488,651,1250,4550,482
10/2/2021,601,469,632,1229,4523,435
10/20/2021,649,492,652,1252,4552,483
10/21/2021,649,494,653,1254,4559,483
10/22/2021,650,496,654,1254,4565,485
10/23/2021,653,496,654,1255,4566,485
10/24/2021,654,496,655,1256,4567,485
10/25/2021,654,496,655,1256,4570,489
10/26/2021,654,498,655,1258,4582,497
10/27/2021,655,503,657,1263,4589,502
10/28/2021,656,504,657,1263,4591,502
10/29/2021,658,505,657,1265,4594,503
10/3/2021,602,469,632,1229,4523,435
10/30/2021,658,505,658,1266,4595,503
10/31/2021,658,505,658,1266,4596,503
10/4/2021,602,469,632,1229,4525,444
10/5/2021,602,469,632,1230,4527,447
10/6/2021,608,473,634,1231,4532,449
10/7/2021,626,479,641,1237,4535,458
10/8/2021,626,480,641,1239,4538,459
10/9/2021,628,480,641,1240,4539,459
11/1/2021,659,507,658,1266,4598,505
11/10/2021,681,518,666,1277,4636,520
11/11/2021,681,518,666,1277,4645,522
11/12/2021,681,519,666,1277,4651,523
11/13/2021,681,519,666,1277,4652,524
11/14/2021,681,519,666,1277,4653,524
11/15/2021,682,520,667,1280,4656,546
11/16/2021,684,520,668,1281,4668,548
11/17/2021,691,525,670,1288,4678,584
11/18/2021,693,526,672,1289,4681,584
11/19/2021,694,527,674,1292,4686,589
11/2/2021,663,508,658,1267,4604,506
11/20/2021,694,528,676,1292,4689,589
11/21/2021,694,528,676,1292,4689,589
11/22/2021,694,528,676,1293,4690,598
11/23/2021,695,530,676,1294,4692,606
11/24/2021,696,533,678,1295,4693,628
11/25/2021,696,533,678,1295,4693,628
11/26/2021,696,533,678,1295,4695,629
11/27/2021,696,534,678,1295,4697,630
11/28/2021,697,535,679,1295,4700,630
11/29/2021,698,535,679,1296,4707,633
11/3/2021,667,508,659,1268,4607,506
11/30/2021,701,535,679,1296,4708,637
11/4/2021,672,512,665,1272,4616,510
11/5/2021,672,513,665,1272,4621,511
11/6/2021,672,513,666,1273,4622,512
11/7/2021,672,513,666,1273,4622,512
11/8/2021,675,513,666,1273,4625,515
11/9/2021,678,516,666,1273,4630,517
12/1/2021,703,535,682,1301,4727,648
12/10/2021,715,543,689,1331,4788,717
12/11/2021,716,543,690,1331,4789,717
