date,Pima_cume,Pima
2020-12-01,88,
2020-12-02,94,6
2020-12-03,102,8
2020-12-04,105,3
2020-12-05,106,1
2020-12-06,108,2
2020-12-07,112,4
2020-12-08,115,3
2020-12-09,125,10
2020-12-10,128,3
2020-12-11,137,9
2020-12-12,143,6
2020-12-13,146,3
2020-12-14,153,7
2020-12-15,182,29
2020-12-16,192,10
2020-12-17,1417,1225
2020-12-18,2794,1377
2020-12-19,3531,737
2020-12-20,3558,27
2020-12-21,5071,1513
2020-12-22,6642,1571
2020-12-23,8534,1892
2020-12-24,9598,1064
2020-12-25,9607,9
2020-12-26,10401,794
2020-12-27,10575,174
2020-12-28,12395,1820
2020-12-29,14354,1959
2020-12-30,16475,2121
2020-12-31,18073,1598
2021-01-01,19217,1144
2021-01-02,19891,674
2021-01-03,20276,385
2021-01-04,22121,1845
2021-01-05,23925,1804
2021-01-06,26081,2156
2021-01-07,28390,2309
2021-01-08,31062,2672
2021-01-09,33161,2099
2021-01-10,33621,460
2021-01-11,36479,2858
2021-01-12,39379,2900
2021-01-13,42013,2634
2021-01-14,44599,2586
2021-01-15,48867,4268
2021-01-16,50356,1489
2021-01-17,50924,568
2021-01-18,54932,4008
2021-01-19,59196,4264
2021-01-20,64255,5059
2021-01-21,69850,5595
2021-01-22,76586,6736
2021-01-23,80085,3499
2021-01-24,81204,1119
2021-01-25,88580,7376
2021-01-26,95479,6899
2021-01-27,103003,7524
2021-01-28,110126,7123
2021-01-29,117401,7275
2021-01-30,122457,5056
2021-01-31,123897,1440
2021-02-01,131139,7242
2021-02-02,137841,6702
2021-02-03,145086,7245
2021-02-04,152515,7429
2021-02-05,161449,8934
2021-02-06,166376,4927
2021-02-07,167685,1309
2021-02-08,174890,7205
2021-02-09,181435,6545
2021-02-10,189290,7855
2021-02-11,197378,8088
2021-02-12,206533,9155
2021-02-13,211838,5305
2021-02-14,212956,1118
2021-02-15,219295,6339
2021-02-16,226532,7237
2021-02-17,234357,7825
2021-02-18,242083,7726
2021-02-19,248085,6002
2021-02-20,252325,4240
2021-02-21,253273,948
2021-02-22,258733,5460
2021-02-23,265222,6489
2021-02-24,273665,8443
2021-02-25,283891,10226
2021-02-26,296110,12219
2021-02-27,304001,7891
2021-02-28,307905,3904
2021-03-01,319209,11304
2021-03-02,328257,9048
2021-03-03,338618,10361
2021-03-04,347363,8745
2021-03-05,357693,10330
2021-03-06,364854,7161
2021-03-07,369081,4227
2021-03-08,379599,10518
2021-03-09,389986,10387
2021-03-10,402428,12442
2021-03-11,414605,12177
2021-03-12,427529,12924
