date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,899,188
2021-01-23,1254,355
2021-01-24,1262,8
2021-01-25,1307,45
2021-01-26,1311,4
2021-01-27,1391,80
2021-01-28,1646,255
2021-01-29,1780,134
2021-01-30,1782,2
2021-02-01,1809,27
2021-02-02,1878,69
2021-02-03,1911,33
2021-02-04,1995,84
2021-02-05,2149,154
2021-02-06,2152,3
2021-02-08,2170,18
2021-02-09,2208,38
2021-02-10,2308,100
2021-02-11,2452,144
2021-02-12,2643,191
2021-02-13,2648,5
2021-02-15,2686,38
2021-02-16,2766,80
2021-02-17,2913,147
2021-02-18,3170,257
2021-02-19,3176,6
2021-02-20,3178,2
2021-02-22,3238,60
2021-02-23,3546,308
2021-02-24,3704,158
2021-02-25,3831,127
2021-02-26,3984,153
2021-02-28,3999,15
2021-03-01,4027,28
2021-03-02,4178,151
2021-03-03,4229,51
2021-03-04,4270,41
2021-03-05,4411,141
2021-03-06,4412,1
2021-03-07,4413,1
2021-03-08,4453,40
2021-03-09,4525,72
2021-03-10,4607,82
2021-03-11,4673,66
2021-03-12,4785,112
2021-03-13,4791,6
2021-03-15,4901,110
2021-03-16,4926,25
2021-03-17,4981,55
2021-03-18,5006,25
2021-03-19,5044,38
2021-03-20,5045,1
2021-03-22,5051,6
2021-03-23,5066,15
2021-03-24,5076,10
2021-03-25,5117,41
2021-03-26,5167,50
2021-03-27,5171,4
2021-03-28,5180,9
2021-03-29,5189,9
2021-03-30,5243,54
2021-03-31,5252,9
2021-04-01,5313,61
2021-04-02,5339,26
2021-04-03,5340,1
2021-04-05,5356,16
2021-04-06,5381,25
2021-04-07,5398,17
2021-04-08,5454,56
2021-04-09,5493,39
2021-04-10,5496,3
2021-04-11,5497,1
2021-04-12,5541,44
2021-04-13,5556,15
2021-04-14,5572,16
2021-04-15,5598,26
2021-04-16,5631,33
2021-04-17,5632,1
2021-04-19,5635,3
2021-04-20,5653,18
2021-04-21,5660,7
2021-04-22,5691,31
2021-04-23,5694,3
2021-04-24,5697,3
2021-04-26,5702,5
2021-04-27,5734,32
2021-04-28,5742,8
2021-04-29,5751,9
2021-04-30,5772,21
2021-05-01,5775,3
2021-05-03,5776,1
2021-05-04,5794,18
2021-05-05,5803,9
2021-05-06,5818,15
2021-05-07,5822,4
2021-05-08,5824,2
2021-05-10,5840,16
2021-05-11,5841,1
2021-05-12,5858,17
2021-05-13,5877,19
2021-05-14,5883,6
2021-05-16,5886,3
2021-05-17,5888,2
2021-05-18,5901,13
2021-05-19,5906,5
2021-05-20,5929,23
2021-05-21,5960,31
2021-05-22,5973,13
2021-05-23,5974,1
2021-05-24,5976,2
2021-05-25,5993,17
2021-05-26,5996,3
2021-05-27,6007,11
2021-05-28,6018,11
2021-05-29,6020,2
2021-06-01,6037,17
2021-06-02,6039,2
2021-06-03,6052,13
2021-06-04,6057,5
2021-06-05,6058,1
2021-06-07,6061,3
2021-06-08,6067,6
2021-06-09,6070,3
2021-06-10,6077,7
2021-06-11,6080,3
2021-06-12,6087,7
2021-06-14,6089,2
2021-06-15,6102,13
2021-06-16,6105,3
2021-06-17,6124,19
2021-06-18,6129,5
2021-06-19,6133,4
2021-06-20,6134,1
2021-06-21,6137,3
2021-06-22,6146,9
2021-06-24,6149,3
2021-06-25,6156,7
2021-06-26,6158,2
2021-06-28,6160,2
2021-06-29,6172,12
2021-06-30,6173,1
2021-07-01,6185,12
2021-07-02,6190,5
2021-07-06,6193,3
2021-07-07,6199,6
2021-07-08,6208,9
2021-07-09,6211,3
2021-07-11,6213,2
2021-07-12,6223,10
2021-07-13,6225,2
2021-07-14,6228,3
2021-07-15,6236,8
2021-07-16,6237,1
2021-07-19,6240,3
2021-07-20,6255,15
2021-07-21,6258,3
2021-07-22,6269,11
2021-07-23,6287,18
2021-07-24,6290,3
2021-07-25,6293,3
2021-07-26,6301,8
2021-07-27,6307,6
2021-07-28,6315,8
2021-07-29,6340,25
2021-07-30,6348,8
2021-07-31,6351,3
2021-08-01,6352,1
2021-08-02,6359,7
2021-08-03,6372,13
2021-08-04,6388,16
2021-08-05,6404,16
2021-08-06,6414,10
2021-08-07,6419,5
2021-08-08,6421,2
2021-08-09,6436,15
2021-08-10,6451,15
2021-08-11,6457,6
2021-08-12,6503,46
2021-08-13,6524,21
2021-08-14,6529,5
2021-08-15,6530,1
2021-08-16,6548,18
2021-08-17,6587,39
2021-08-18,6605,18
2021-08-19,6641,36
2021-08-20,6690,49
2021-08-21,6786,96
2021-08-22,6787,1
2021-08-23,6813,26
2021-08-24,6832,19
2021-08-25,6852,20
2021-08-26,6898,46
2021-08-27,6929,31
2021-08-28,6936,7
2021-08-30,6974,38
2021-08-31,7000,26
2021-09-01,7015,15
2021-09-02,7033,18
2021-09-03,7059,26
2021-09-04,7061,2
2021-09-07,7078,17
2021-09-08,7098,20
2021-09-09,7143,45
2021-09-10,7176,33
2021-09-11,7240,64
2021-09-12,7241,1
2021-09-13,7252,11
2021-09-14,7276,24
