date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-12,3,2
2020-12-16,5,2
2020-12-18,7,2
2020-12-21,19,12
2020-12-22,79,60
2020-12-23,289,210
2020-12-24,423,134
2020-12-26,588,165
2020-12-27,649,61
2020-12-28,918,269
2020-12-29,1300,382
2020-12-30,1638,338
2020-12-31,1913,275
2021-01-01,1987,74
2021-01-02,2036,49
2021-01-03,2062,26
2021-01-04,2255,193
2021-01-05,2388,133
2021-01-06,2642,254
2021-01-07,2895,253
2021-01-08,3157,262
2021-01-09,3213,56
2021-01-10,3264,51
2021-01-11,3462,198
2021-01-12,3749,287
2021-01-13,4055,306
2021-01-14,4443,388
2021-01-15,4857,414
2021-01-16,5216,359
2021-01-17,5247,31
2021-01-18,5624,377
2021-01-19,5966,342
2021-01-20,6535,569
2021-01-21,6993,458
2021-01-22,7413,420
2021-01-23,8226,813
2021-01-24,8842,616
2021-01-25,9406,564
2021-01-26,10036,630
2021-01-27,10848,812
2021-01-28,11762,914
2021-01-29,12301,539
2021-01-30,12763,462
2021-01-31,13292,529
2021-02-01,13981,689
2021-02-02,14601,620
2021-02-03,15763,1162
2021-02-04,16478,715
2021-02-05,17141,663
2021-02-06,17482,341
2021-02-07,17670,188
2021-02-08,18074,404
2021-02-09,18524,450
2021-02-10,19490,966
2021-02-11,20136,646
2021-02-12,21047,911
2021-02-13,21549,502
2021-02-14,21659,110
2021-02-15,22204,545
2021-02-16,22778,574
2021-02-17,23320,542
2021-02-18,23712,392
2021-02-19,24131,419
2021-02-20,24294,163
2021-02-21,24357,63
2021-02-22,24680,323
2021-02-23,24927,247
2021-02-24,25680,753
2021-02-25,26704,1024
2021-02-26,27606,902
2021-02-27,28442,836
2021-02-28,28976,534
2021-03-01,29871,895
2021-03-02,30832,961
2021-03-03,33096,2264
2021-03-04,34604,1508
2021-03-05,36166,1562
2021-03-06,36993,827
2021-03-07,37424,431
2021-03-08,38234,810
2021-03-09,39206,972
2021-03-10,41143,1937
2021-03-11,42739,1596
2021-03-12,44153,1414
2021-03-13,44981,828
2021-03-14,45351,370
2021-03-15,46159,808
2021-03-16,47166,1007
2021-03-17,48972,1806
2021-03-18,50295,1323
2021-03-19,51491,1196
2021-03-20,52665,1174
2021-03-21,53220,555
2021-03-22,54483,1263
2021-03-23,55717,1234
2021-03-24,57256,1539
2021-03-25,58678,1422
2021-03-26,60224,1546
2021-03-27,61240,1016
2021-03-28,62057,817
2021-03-29,63601,1544
2021-03-30,65124,1523
2021-03-31,67374,2250
2021-04-01,69116,1742
2021-04-02,70631,1515
2021-04-03,71354,723
2021-04-04,71646,292
2021-04-05,72858,1212
2021-04-06,74226,1368
2021-04-07,75921,1695
2021-04-08,77416,1495
2021-04-09,79023,1607
2021-04-10,79995,972
2021-04-11,80429,434
2021-04-12,82426,1997
2021-04-13,83498,1072
2021-04-14,85227,1729
2021-04-15,86738,1511
2021-04-16,88001,1263
2021-04-17,88888,887
2021-04-18,89321,433
2021-04-19,90349,1028
2021-04-20,91525,1176
2021-04-21,92899,1374
2021-04-22,94169,1270
2021-04-23,95475,1306
2021-04-24,96270,795
2021-04-25,96603,333
2021-04-26,97801,1198
2021-04-27,99154,1353
2021-04-28,100408,1254
2021-04-29,101577,1169
2021-04-30,102803,1226
2021-05-01,103472,669
2021-05-02,103713,241
2021-05-03,104533,820
2021-05-04,105394,861
2021-05-05,106337,943
2021-05-06,107148,811
2021-05-07,107991,843
2021-05-08,108584,593
2021-05-09,108721,137
2021-05-10,109306,585
2021-05-11,109915,609
2021-05-12,110452,537
2021-05-13,111228,776
2021-05-14,111917,689
2021-05-15,112330,413
2021-05-16,112500,170
2021-05-17,113739,1239
2021-05-18,114337,598
2021-05-19,114999,662
2021-05-20,115688,689
2021-05-21,116367,679
2021-05-22,116734,367
2021-05-23,116862,128
2021-05-24,117308,446
2021-05-25,117760,452
2021-05-26,118131,371
2021-05-27,118526,395
2021-05-28,119051,525
2021-05-29,119185,134
2021-05-30,119255,70
2021-05-31,119330,75
2021-06-01,119786,456
2021-06-02,120143,357
2021-06-03,120488,345
2021-06-04,120899,411
2021-06-05,121106,207
2021-06-06,121181,75
2021-06-07,121592,411
2021-06-08,121866,274
2021-06-09,122288,422
2021-06-10,122635,347
2021-06-11,123080,445
2021-06-12,123352,272
2021-06-13,123439,87
2021-06-14,123753,314
2021-06-15,124103,350
2021-06-16,124421,318
2021-06-17,124677,256
2021-06-18,125030,353
2021-06-19,125209,179
2021-06-20,125299,90
2021-06-21,125534,235
2021-06-22,125790,256
2021-06-23,126054,264
2021-06-24,126275,221
2021-06-25,126596,321
2021-06-26,126738,142
2021-06-27,126806,68
2021-06-28,127016,210
2021-06-29,127249,233
2021-06-30,127511,262
2021-07-01,127752,241
2021-07-02,128063,311
2021-07-03,128160,97
2021-07-04,128184,24
2021-07-05,128374,190
2021-07-06,128577,203
2021-07-07,128788,211
2021-07-08,129017,229
2021-07-09,129298,281
2021-07-10,129485,187
2021-07-11,129553,68
2021-07-12,129784,231
2021-07-13,129995,211
2021-07-14,130203,208
2021-07-15,130381,178
2021-07-16,130698,317
2021-07-17,130883,185
2021-07-18,130967,84
2021-07-19,131237,270
2021-07-20,131502,265
2021-07-21,131803,301
2021-07-22,132110,307
2021-07-23,132523,413
2021-07-24,132730,207
2021-07-25,132834,104
2021-07-26,133119,285
2021-07-27,133420,301
2021-07-28,133720,300
2021-07-29,134006,286
2021-07-30,134444,438
2021-07-31,134678,234
2021-08-01,134768,90
2021-08-02,135074,306
2021-08-03,135352,278
2021-08-04,135656,304
2021-08-05,135936,280
2021-08-06,136419,483
2021-08-07,136643,224
2021-08-08,136781,138
2021-08-09,137150,369
2021-08-10,137438,288
2021-08-11,137723,285
2021-08-12,138020,297
2021-08-13,138497,477
2021-08-14,138756,259
2021-08-15,138909,153
2021-08-16,139287,378
2021-08-17,139647,360
2021-08-18,139959,312
2021-08-19,140283,324
2021-08-20,140836,553
2021-08-21,141068,232
2021-08-22,141212,144
2021-08-23,141537,325
2021-08-24,141830,293
2021-08-25,142188,358
2021-08-26,142506,318
2021-08-27,142940,434
2021-08-28,143181,241
2021-08-29,143319,138
2021-08-30,143681,362
2021-08-31,143931,250
2021-09-01,144167,236
2021-09-02,144396,229
2021-09-03,144782,386
2021-09-04,144964,182
2021-09-05,145064,100
2021-09-06,145128,64
2021-09-07,145414,286
2021-09-08,145669,255
2021-09-09,145927,258
2021-09-10,146244,317
2021-09-11,146430,186
2021-09-12,146512,82
2021-09-13,146821,309
2021-09-14,147090,269
2021-09-15,147273,183
2021-09-16,147557,284
2021-09-17,147930,373
2021-09-18,148094,164
2021-09-19,148148,54
2021-09-20,148345,197
2021-09-21,148573,228
2021-09-22,148761,188
2021-09-23,148976,215
2021-09-24,149278,302
2021-09-25,149423,145
2021-09-26,149500,77
2021-09-27,149748,248
2021-09-28,150024,276
2021-09-29,150266,242
2021-09-30,150450,184
2021-10-01,150739,289
2021-10-02,150883,144
2021-10-03,150926,43
2021-10-04,151109,183
2021-10-05,151319,210
2021-10-06,151482,163
2021-10-07,151650,168
2021-10-08,151893,243
2021-10-09,151999,106
2021-10-10,152050,51
2021-10-11,152263,213
2021-10-12,152417,154
2021-10-13,152563,146
2021-10-14,152760,197
2021-10-15,152979,219
2021-10-16,153092,113
2021-10-17,153143,51
2021-10-18,153306,163
2021-10-19,153519,213
2021-10-20,153648,129
2021-10-21,153830,182
2021-10-22,154419,589
2021-10-23,154913,494
2021-10-24,155139,226
2021-10-25,156025,886
2021-10-26,156748,723
2021-10-27,157501,753
2021-10-28,158269,768
2021-10-29,159010,741
2021-10-30,159355,345
2021-10-31,159526,171
2021-11-01,160176,650
2021-11-02,160742,566
2021-11-03,161345,603
2021-11-04,162016,671
2021-11-05,162737,721
2021-11-06,163125,388
2021-11-07,163269,144
2021-11-08,163978,709
2021-11-09,164561,583
2021-11-10,165225,664
2021-11-11,165897,672
2021-11-12,166646,749
2021-11-13,166969,323
2021-11-14,167126,157
2021-11-15,167769,643
2021-11-16,168372,603
2021-11-17,168989,617
2021-11-18,169660,671
2021-11-19,170499,839
2021-11-20,170926,427
2021-11-21,171183,257
2021-11-22,171810,627
2021-11-23,172487,677
2021-11-24,172939,452
2021-11-25,172941,2
2021-11-26,173418,477
2021-11-27,173756,338
2021-11-28,173973,217
2021-11-29,174654,681
2021-11-30,175374,720
2021-12-01,176100,726
2021-12-02,176800,700
2021-12-03,177640,840
2021-12-04,178064,424
2021-12-05,178289,225
2021-12-06,178969,680
2021-12-07,179619,650
2021-12-08,180236,617
2021-12-09,180930,694
2021-12-10,181716,786
2021-12-11,182140,424
2021-12-12,182429,289
2021-12-13,182983,554
2021-12-14,183414,431
2021-12-15,183920,506
2021-12-16,184441,521
2021-12-17,185166,725
2021-12-18,185482,316
2021-12-19,185674,192
2021-12-20,186404,730
2021-12-21,187057,653
2021-12-22,187703,646
2021-12-23,188196,493
2021-12-24,188314,118
2021-12-26,188447,133
2021-12-27,188927,480
2021-12-28,189373,446
2021-12-29,189823,450
2021-12-30,190287,464
2021-12-31,190505,218
2022-01-01,190525,20
2022-01-02,190670,145
2022-01-03,191110,440
2022-01-04,191498,388
2022-01-05,191886,388
2022-01-06,192306,420
2022-01-07,192863,557
2022-01-08,193123,260
2022-01-09,193212,89
2022-01-10,193533,321
2022-01-11,193846,313
2022-01-12,194187,341
2022-01-13,194488,301
2022-01-14,195003,515
2022-01-15,195174,171
2022-01-16,195235,61
2022-01-17,195449,214
2022-01-18,195552,103
