date,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO
2020-12-20 00:00:00,1,0,0,,,
2020-12-19 00:00:00,45,18,0.4,,,
2020-12-18 00:00:00,400,73,0.1825,6.0,3.0,0.5
2020-12-17 00:00:00,438,82,0.1872146118721461,10.0,3.0,0.3
2020-12-16 00:00:00,538,120,0.2230483271375465,4.0,2.0,0.5
2020-12-15 00:00:00,803,99,0.1232876712328767,13.0,3.0,0.2307692307692308
2020-12-14 00:00:00,743,125,0.1682368775235532,9.0,4.0,0.4444444444444444
2020-12-13 00:00:00,114,32,0.2807017543859649,,,
2020-12-12 00:00:00,199,70,0.3517587939698493,43.0,4.0,0.0930232558139535
2020-12-11 00:00:00,514,106,0.2062256809338521,28.0,5.0,0.1785714285714286
2020-12-10 00:00:00,509,99,0.1944990176817289,33.0,3.0,0.0909090909090909
2020-12-09 00:00:00,682,136,0.1994134897360704,18.0,7.0,0.3888888888888889
2020-12-08 00:00:00,705,103,0.1460992907801418,9.0,1.0,0.1111111111111111
2020-12-07 00:00:00,825,145,0.1757575757575758,8.0,1.0,0.125
2020-12-06 00:00:00,123,37,0.3008130081300814,,,
2020-12-05 00:00:00,96,26,0.2708333333333333,,,
2020-12-04 00:00:00,488,66,0.1352459016393443,4.0,0.0,0
2020-12-03 00:00:00,415,85,0.2048192771084337,13.0,3.0,0.2307692307692308
2020-12-02 00:00:00,605,108,0.1785123966942149,8.0,2.0,0.25
2020-12-01 00:00:00,571,118,0.2066549912434326,12.0,0.0,0
2020-11-30 00:00:00,745,163,0.2187919463087249,16.0,1.0,0.0625
2020-11-29 00:00:00,97,25,0.2577319587628866,4.0,0.0,0
2020-11-28 00:00:00,116,14,0.1206896551724138,5.0,0.0,0
2020-11-27 00:00:00,415,74,0.1783132530120482,8.0,1.0,0.125
2020-11-26 00:00:00,60,8,0.1333333333333333,,,
2020-11-25 00:00:00,528,79,0.1496212121212121,12.0,2.0,0.1666666666666667
2020-11-24 00:00:00,553,68,0.1229656419529837,18.0,1.0,0.0555555555555556
2020-11-23 00:00:00,716,106,0.1480446927374302,22.0,2.0,0.0909090909090909
2020-11-22 00:00:00,147,19,0.1292517006802721,,,
2020-11-21 00:00:00,188,40,0.2127659574468085,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,718,71,0.0988857938718663,7.0,1.0,0.1428571428571429
2020-11-19 00:00:00,502,72,0.1434262948207172,12.0,8.0,0.6666666666666666
2020-11-18 00:00:00,687,77,0.1120815138282387,51.0,8.0,0.1568627450980392
2020-11-17 00:00:00,525,64,0.1219047619047619,14.0,4.0,0.2857142857142857
2020-11-16 00:00:00,605,74,0.1223140495867769,4.0,0.0,0
2020-11-15 00:00:00,96,19,0.1979166666666667,1.0,0.0,0
2020-11-14 00:00:00,140,19,0.1357142857142857,3.0,2.0,0.6666666666666666
2020-11-13 00:00:00,434,54,0.1244239631336406,3.0,0.0,0
2020-11-12 00:00:00,573,54,0.0942408376963351,10.0,1.0,0.1
