date,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA
2020-12-20 00:00:00,1,0,0,,,
2020-12-19 00:00:00,55,23,0.4181818181818182,2.0,0.0,0
2020-12-18 00:00:00,270,56,0.2074074074074074,17.0,5.0,0.2941176470588236
2020-12-17 00:00:00,976,299,0.3063524590163935,21.0,10.0,0.4761904761904762
2020-12-16 00:00:00,902,274,0.303769401330377,20.0,7.0,0.35
2020-12-15 00:00:00,993,256,0.2578046324269889,17.0,4.0,0.2352941176470588
2020-12-14 00:00:00,1056,300,0.2840909090909091,24.0,9.0,0.375
2020-12-13 00:00:00,229,59,0.2576419213973799,2.0,1.0,0.5
2020-12-12 00:00:00,307,85,0.2768729641693811,42.0,1.0,0.0238095238095238
2020-12-11 00:00:00,791,338,0.427307206068268,45.0,14.0,0.3111111111111111
2020-12-10 00:00:00,933,281,0.3011789924973205,62.0,16.0,0.2580645161290323
2020-12-09 00:00:00,958,242,0.2526096033402923,65.0,14.0,0.2153846153846154
2020-12-08 00:00:00,923,224,0.2426868905742146,36.0,6.0,0.1666666666666667
2020-12-07 00:00:00,1114,311,0.2791741472172352,27.0,14.0,0.5185185185185186
2020-12-06 00:00:00,209,67,0.3205741626794259,3.0,1.0,0.3333333333333333
2020-12-05 00:00:00,759,157,0.2068511198945982,2.0,2.0,1
2020-12-04 00:00:00,923,265,0.2871072589382449,40.0,11.0,0.275
2020-12-03 00:00:00,853,233,0.2731535756154748,20.0,10.0,0.5
2020-12-02 00:00:00,863,264,0.305909617612978,19.0,6.0,0.3157894736842105
2020-12-01 00:00:00,997,303,0.3039117352056169,22.0,8.0,0.3636363636363637
2020-11-30 00:00:00,906,295,0.3256070640176601,24.0,13.0,0.5416666666666666
2020-11-29 00:00:00,178,58,0.3258426966292135,3.0,2.0,0.6666666666666666
2020-11-28 00:00:00,156,56,0.358974358974359,,,
2020-11-27 00:00:00,474,125,0.2637130801687764,1.0,0.0,0
2020-11-26 00:00:00,64,25,0.390625,1.0,1.0,1
2020-11-25 00:00:00,1070,225,0.2102803738317757,14.0,2.0,0.1428571428571429
2020-11-24 00:00:00,1115,318,0.2852017937219731,22.0,10.0,0.4545454545454546
2020-11-23 00:00:00,822,236,0.2871046228710462,21.0,7.0,0.3333333333333333
2020-11-22 00:00:00,218,59,0.2706422018348624,2.0,0.0,0
2020-11-21 00:00:00,167,37,0.2215568862275449,3.0,2.0,0.6666666666666666
2020-11-20 00:00:00,817,181,0.2215422276621787,31.0,15.0,0.4838709677419356
2020-11-19 00:00:00,746,155,0.207774798927614,23.0,8.0,0.3478260869565218
2020-11-18 00:00:00,777,170,0.2187902187902188,43.0,5.0,0.1162790697674419
2020-11-17 00:00:00,842,178,0.2114014251781473,83.0,9.0,0.108433734939759
2020-11-16 00:00:00,722,209,0.2894736842105264,21.0,9.0,0.4285714285714286
2020-11-15 00:00:00,146,37,0.2534246575342466,2.0,1.0,0.5
2020-11-14 00:00:00,121,26,0.2148760330578513,1.0,0.0,0
2020-11-13 00:00:00,644,158,0.2453416149068323,14.0,4.0,0.2857142857142857
2020-11-12 00:00:00,629,137,0.2178060413354531,17.0,5.0,0.2941176470588236
2020-11-11 00:00:00,389,79,0.2030848329048843,11.0,3.0,0.2727272727272727
2020-11-10 00:00:00,686,145,0.2113702623906706,14.0,4.0,0.2857142857142857
2020-11-09 00:00:00,746,144,0.193029490616622,20.0,11.0,0.55
2020-11-08 00:00:00,136,39,0.2867647058823529,,,
2020-11-07 00:00:00,96,20,0.2083333333333334,1.0,0.0,0
2020-11-06 00:00:00,642,115,0.1791277258566978,12.0,2.0,0.1666666666666667
2020-11-05 00:00:00,472,77,0.163135593220339,16.0,1.0,0.0625
2020-11-04 00:00:00,497,99,0.199195171026157,10.0,3.0,0.3
2020-11-03 00:00:00,446,66,0.1479820627802691,13.0,3.0,0.2307692307692308
2020-11-02 00:00:00,438,65,0.1484018264840183,13.0,8.0,0.6153846153846154
2020-11-01 00:00:00,81,12,0.1481481481481482,3.0,0.0,0
2020-10-31 00:00:00,103,13,0.1262135922330097,2.0,1.0,0.5
2020-10-30 00:00:00,383,57,0.1488250652741514,19.0,4.0,0.2105263157894737
2020-10-29 00:00:00,420,60,0.1428571428571429,15.0,6.0,0.4
2020-10-28 00:00:00,298,50,0.1677852348993289,5.0,1.0,0.2
2020-10-27 00:00:00,312,41,0.1314102564102564,9.0,4.0,0.4444444444444444
2020-10-26 00:00:00,307,40,0.1302931596091205,19.0,5.0,0.2631578947368421
2020-10-25 00:00:00,77,11,0.1428571428571429,,,
2020-10-24 00:00:00,277,14,0.0505415162454874,2.0,0.0,0
2020-10-23 00:00:00,423,41,0.0969267139479906,19.0,5.0,0.2631578947368421
2020-10-22 00:00:00,353,55,0.1558073654390935,9.0,1.0,0.1111111111111111
2020-10-21 00:00:00,377,44,0.116710875331565,13.0,4.0,0.3076923076923077
2020-10-20 00:00:00,355,36,0.1014084507042254,18.0,9.0,0.5
2020-10-19 00:00:00,314,52,0.1656050955414013,10.0,3.0,0.3
2020-10-18 00:00:00,80,11,0.1375,,,
2020-10-17 00:00:00,521,19,0.036468330134357,30.0,2.0,0.0666666666666667
2020-10-16 00:00:00,263,30,0.1140684410646388,49.0,6.0,0.1224489795918367
2020-10-15 00:00:00,459,46,0.1002178649237473,61.0,6.0,0.0983606557377049
2020-10-14 00:00:00,269,25,0.0929368029739777,26.0,9.0,0.3461538461538462
