date,Maricopa_cume,Maricopa
1/1/2021,125,
1/10/2021,136,11
1/11/2021,144,8
1/12/2021,147,3
1/13/2021,148,1
1/14/2021,156,8
1/15/2021,160,4
1/16/2021,167,7
1/17/2021,181,14
1/18/2021,187,6
1/19/2021,190,3
1/2/2021,195,5
1/20/2021,208,13
1/21/2021,238,30
1/22/2021,286,48
1/23/2021,1533,1247
1/24/2021,3195,1662
1/25/2021,4848,1653
1/26/2021,5825,977
1/27/2021,8973,3148
1/28/2021,13048,4075
1/29/2021,17733,4685
1/3/2021,19288,1555
1/30/2021,19293,5
1/31/2021,24229,4936
1/4/2021,26462,2233
1/5/2021,31603,5141
1/6/2021,39354,7751
1/7/2021,47862,8508
1/8/2021,51810,3948
1/9/2021,52870,1060
10/1/2021,58869,5999
10/10/2021,61411,2542
10/11/2021,66039,4628
10/12/2021,70330,4291
10/13/2021,75176,4846
10/14/2021,80445,5269
10/15/2021,84990,4545
10/16/2021,89605,4615
10/2/2021,92188,2583
10/3/2021,101640,9452
10/4/2021,117523,15883
10/5/2021,134671,17148
10/6/2021,151222,16551
10/7/2021,166418,15196
10/8/2021,177893,11475
10/9/2021,186233,8340
12/1/2020,198737,12504
12/10/2020,216273,17536
12/11/2020,234938,18665
12/12/2020,254637,19699
12/13/2020,276665,22028
12/14/2020,295541,18876
12/15/2020,307822,12281
12/16/2020,323944,16122
12/17/2020,346069,22125
12/18/2020,366365,20296
12/19/2020,385215,18850
12/2/2020,406613,21398
12/20/2020,422084,15471
12/21/2020,430070,7986
12/22/2020,447480,17410
12/23/2020,469508,22028
12/24/2020,491476,21968
12/25/2020,516591,25115
12/26/2020,539173,22582
12/27/2020,563081,23908
12/28/2020,575959,12878
12/29/2020,599448,23489
12/3/2020,626730,27282
12/30/2020,652691,25961
12/31/2020,679049,26358
12/4/2020,714513,35464
12/5/2020,742414,27901
12/7/2020,755617,13203
12/8/2020,774995,19378
12/9/2020,802554,27559
2/1/2021,831008,28454
2/10/2021,859149,28141
2/11/2021,887717,28568
2/12/2021,912988,25271
2/13/2021,926043,13055
2/14/2021,944793,18750
2/15/2021,973568,28775
2/16/2021,1004468,30900
2/17/2021,1034123,29655
2/18/2021,1070576,36453
2/19/2021,1100994,30418
2/2/2021,1118226,17232
2/20/2021,1143635,25409
2/21/2021,1171321,27686
2/22/2021,1200950,29629
2/23/2021,1231562,30612
2/24/2021,1263456,31894
2/25/2021,1290490,27034
2/26/2021,1307921,17431
2/27/2021,1337229,29308
2/28/2021,1368768,31539
2/3/2021,1403797,35029
2/4/2021,1440236,36439
2/5/2021,1481315,41079
2/6/2021,1512536,31221
