date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,642,993,933,754,518,5
1/10/2021,1182,1729,1726,1469,2271,15
1/11/2021,1232,1813,1811,1533,2450,19
1/12/2021,1322,1929,1933,1633,2731,19
1/13/2021,1433,2070,2082,1809,3137,22
1/14/2021,1533,2255,2239,1959,3658,23
1/15/2021,1654,2413,2415,2097,4032,25
1/16/2021,1714,2504,2514,2188,4649,28
1/17/2021,1733,2536,2556,2224,4703,28
1/18/2021,1798,2648,2627,2316,4923,29
1/19/2021,1870,2726,2710,2399,5428,32
1/2/2021,724,1113,1058,861,597,6
1/20/2021,1947,2856,2818,2522,6198,37
1/21/2021,2042,2990,2988,2691,6943,41
1/22/2021,2191,3159,3176,2877,7697,43
1/23/2021,2276,3325,3339,3032,8289,46
1/24/2021,2313,3359,3399,3062,8450,48
1/25/2021,2395,3427,3491,3185,9045,50
1/26/2021,2471,3510,3586,3301,9615,51
1/27/2021,2584,3635,3748,3489,10340,53
1/28/2021,2660,3752,3867,3642,11350,54
1/29/2021,2772,3876,4005,3831,12349,63
1/3/2021,752,1160,1103,884,619,6
1/30/2021,2843,3967,4141,3987,13133,66
1/31/2021,2879,3990,4173,4017,13284,68
1/4/2021,816,1261,1195,971,847,7
1/5/2021,912,1369,1284,1067,1079,8
1/6/2021,1025,1494,1418,1188,1345,10
1/7/2021,1087,1584,1532,1288,1681,12
1/8/2021,1139,1670,1666,1421,2114,14
1/9/2021,1172,1713,1711,1458,2250,15
10/1/2021,35773,29785,31410,36904,74934,18405
10/10/2021,36238,30098,31663,37077,75135,18679
10/11/2021,36312,30155,31701,37104,75165,18732
10/12/2021,36337,30172,31722,37113,75180,18749
10/13/2021,36374,30195,31747,37125,75194,18770
10/14/2021,36445,30232,31776,37157,75211,18792
10/15/2021,36512,30270,31814,37188,75243,18832
10/16/2021,36524,30283,31822,37191,75250,18842
10/2/2021,35821,29821,31440,36931,74948,18445
10/3/2021,35856,29844,31455,36941,74955,18463
10/4/2021,35925,29895,31496,36962,75002,18505
10/5/2021,35993,29935,31517,36991,75035,18545
10/6/2021,36045,29975,31561,37015,75069,18595
10/7/2021,36099,30008,31584,37033,75095,18622
10/8/2021,36166,30052,31621,37059,75113,18646
10/9/2021,36213,30081,31646,37072,75123,18666
12/1/2020,,1,2,,1,
12/10/2020,,1,2,,2,
12/11/2020,,1,2,,2,
12/12/2020,,1,2,,2,
