date,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA
2021-10-15 00:00:00,71,5,0.0704225352112676
2021-10-14 00:00:00,1555,147,0.0945337620578778
2021-10-13 00:00:00,3031,262,0.0864401187726823
2021-10-12 00:00:00,4177,302,0.0723006942781901
2021-10-11 00:00:00,4148,302,0.0728061716489875
2021-10-10 00:00:00,1661,180,0.1083684527393137
2021-10-09 00:00:00,2082,213,0.1023054755043228
2021-10-08 00:00:00,4252,280,0.0658513640639699
2021-10-07 00:00:00,4989,329,0.0659450791741832
2021-10-06 00:00:00,4935,355,0.07193515704154
2021-10-05 00:00:00,5665,379,0.0669020300088261
2021-10-04 00:00:00,5601,385,0.0687377254061775
2021-10-03 00:00:00,1936,201,0.1038223140495868
2021-10-02 00:00:00,2037,204,0.1001472754050074
2021-10-01 00:00:00,4361,330,0.0756707177252924
2021-09-30 00:00:00,5456,331,0.0606671554252199
2021-09-29 00:00:00,5364,356,0.0663683818046234
2021-09-28 00:00:00,5300,355,0.0669811320754717
2021-09-27 00:00:00,5893,398,0.0675377566604446
2021-09-26 00:00:00,2058,228,0.1107871720116618
2021-09-25 00:00:00,2182,221,0.1012832263978002
2021-09-24 00:00:00,4730,293,0.0619450317124736
2021-09-23 00:00:00,5394,308,0.057100482017056
2021-09-22 00:00:00,5489,331,0.0603024230278739
2021-09-21 00:00:00,5552,304,0.0547550432276657
2021-09-20 00:00:00,6048,387,0.0639880952380952
2021-09-19 00:00:00,1990,201,0.1010050251256282
2021-09-18 00:00:00,2110,189,0.0895734597156398
2021-09-17 00:00:00,5331,275,0.0515850684674545
2021-09-16 00:00:00,5887,333,0.0565653134024121
2021-09-15 00:00:00,5939,373,0.062805186058259
2021-09-14 00:00:00,6334,302,0.0476791916640354
2021-09-13 00:00:00,5767,360,0.0624241373331021
2021-09-12 00:00:00,2119,206,0.097215667767815
2021-09-11 00:00:00,2262,218,0.0963748894783378
2021-09-10 00:00:00,5651,315,0.0557423464873474
2021-09-09 00:00:00,5892,351,0.0595723014256619
2021-09-08 00:00:00,6602,397,0.0601332929415329
2021-09-07 00:00:00,6863,425,0.0619262713099228
2021-09-06 00:00:00,2204,166,0.0753176043557169
2021-09-05 00:00:00,2277,177,0.077733860342556
2021-09-04 00:00:00,2279,244,0.1070645019745502
2021-09-03 00:00:00,4775,278,0.0582198952879581
2021-09-02 00:00:00,5356,334,0.0623599701269604
2021-09-01 00:00:00,5265,337,0.0640075973409307
2021-08-31 00:00:00,6071,368,0.0606160434854225
2021-08-30 00:00:00,6210,337,0.0542673107890499
2021-08-29 00:00:00,2418,216,0.0893300248138958
2021-08-28 00:00:00,2667,194,0.0727409073865767
2021-08-27 00:00:00,5952,329,0.0552755376344086
2021-08-26 00:00:00,5338,343,0.0642562757587111
2021-08-25 00:00:00,6099,359,0.058862108542384
2021-08-24 00:00:00,6404,336,0.0524672079950031
2021-08-23 00:00:00,6277,369,0.0587860442886729
2021-08-22 00:00:00,2357,177,0.0750954603309292
2021-08-21 00:00:00,2429,194,0.0798682585426101
2021-08-20 00:00:00,5669,375,0.066149232668901
2021-08-19 00:00:00,5965,366,0.0613579212070411
2021-08-18 00:00:00,6238,336,0.0538634177621032
2021-08-17 00:00:00,6595,373,0.0565579984836998
2021-08-16 00:00:00,6374,346,0.0542830247882021
2021-08-15 00:00:00,2432,226,0.0929276315789474
2021-08-14 00:00:00,2607,246,0.094361334867664
2021-08-13 00:00:00,4820,319,0.0661825726141079
2021-08-12 00:00:00,4470,322,0.0720357941834452
2021-08-11 00:00:00,4821,297,0.0616054760423149
2021-08-10 00:00:00,5005,328,0.0655344655344655
2021-08-09 00:00:00,5203,343,0.0659235056698059
2021-08-08 00:00:00,1933,181,0.0936368339368857
2021-08-07 00:00:00,2114,241,0.1140018921475875
2021-08-06 00:00:00,3565,308,0.0863955119214586
2021-08-05 00:00:00,3765,320,0.0849933598937583
2021-08-04 00:00:00,3841,291,0.0757615204373861
2021-08-03 00:00:00,4165,327,0.0785114045618247
2021-08-02 00:00:00,4080,316,0.0774509803921569
2021-08-01 00:00:00,1797,163,0.0907067334446299
2021-07-31 00:00:00,1823,171,0.0938014262205156
2021-07-30 00:00:00,3145,238,0.0756756756756757
2021-07-29 00:00:00,3176,206,0.0648614609571789
2021-07-28 00:00:00,3012,200,0.0664010624169987
2021-07-27 00:00:00,2908,181,0.062242090784044
2021-07-26 00:00:00,2897,165,0.0569554711770797
2021-07-25 00:00:00,1024,111,0.1083984375
2021-07-24 00:00:00,917,67,0.0730643402399128
2021-07-23 00:00:00,2038,129,0.063297350343474
2021-07-22 00:00:00,2120,125,0.0589622641509434
2021-07-21 00:00:00,2203,127,0.0576486609169315
2021-07-20 00:00:00,2576,138,0.0535714285714286
2021-07-19 00:00:00,2436,133,0.0545977011494253
2021-07-18 00:00:00,938,76,0.0810234541577825
2021-07-17 00:00:00,961,79,0.0822060353798127
2021-07-16 00:00:00,1960,97,0.0494897959183673
2021-07-15 00:00:00,1918,92,0.0479666319082377
2021-07-14 00:00:00,2038,112,0.0549558390578999
2021-07-13 00:00:00,2223,106,0.0476833108412056
2021-07-12 00:00:00,2197,83,0.0377787892580792
2021-07-11 00:00:00,906,62,0.0684326710816777
2021-07-10 00:00:00,868,43,0.0495391705069124
2021-07-09 00:00:00,1642,76,0.046285018270402
2021-07-08 00:00:00,1750,81,0.0462857142857143
2021-07-07 00:00:00,1865,66,0.0353887399463807
2021-07-06 00:00:00,2350,87,0.0370212765957447
2021-07-05 00:00:00,1288,47,0.0364906832298137
2021-07-04 00:00:00,388,16,0.0412371134020619
2021-07-03 00:00:00,952,48,0.0504201680672269
2021-07-02 00:00:00,1557,63,0.0404624277456647
2021-07-01 00:00:00,1526,49,0.0321100917431193
2021-06-30 00:00:00,1819,63,0.0346344145134689
2021-06-29 00:00:00,1997,59,0.0295443164747121
2021-06-28 00:00:00,2130,73,0.0342723004694836
2021-06-27 00:00:00,831,43,0.0517448856799037
2021-06-26 00:00:00,900,44,0.0488888888888889
2021-06-25 00:00:00,1618,65,0.0401730531520396
2021-06-24 00:00:00,1570,63,0.0401273885350318
2021-06-23 00:00:00,1971,67,0.0339928970065956
2021-06-22 00:00:00,2181,56,0.0256762952773957
2021-06-21 00:00:00,2092,56,0.0267686424474187
2021-06-20 00:00:00,834,35,0.0419664268585132
2021-06-19 00:00:00,870,36,0.0413793103448276
2021-06-18 00:00:00,1586,53,0.0334174022698613
2021-06-17 00:00:00,1595,45,0.0282131661442006
2021-06-16 00:00:00,2109,49,0.0232337600758653
2021-06-15 00:00:00,2146,59,0.0274930102516309
2021-06-14 00:00:00,1976,66,0.0334008097165992
2021-06-13 00:00:00,920,28,0.0304347826086957
2021-06-12 00:00:00,868,37,0.0426267281105991
2021-06-11 00:00:00,1723,56,0.032501450957632
2021-06-10 00:00:00,1690,46,0.0272189349112426
2021-06-09 00:00:00,2045,38,0.0185819070904645
2021-06-08 00:00:00,2079,39,0.0187590187590188
2021-06-07 00:00:00,2428,45,0.0185337726523888
2021-06-06 00:00:00,999,33,0.033033033033033
2021-06-05 00:00:00,1042,21,0.0201535508637236
2021-06-04 00:00:00,1969,44,0.0223463687150838
2021-06-03 00:00:00,1940,53,0.027319587628866
2021-06-02 00:00:00,2451,65,0.0265197878416973
2021-06-01 00:00:00,3447,46,0.013344937626922
2021-05-31 00:00:00,877,17,0.0193842645381984
2021-05-30 00:00:00,1106,32,0.0289330922242315
2021-05-29 00:00:00,1091,34,0.0311640696608616
2021-05-28 00:00:00,1919,43,0.0224075039082856
2021-05-27 00:00:00,2050,49,0.0239024390243902
2021-05-26 00:00:00,2636,60,0.0227617602427921
2021-05-25 00:00:00,2969,63,0.0212192657460424
2021-05-24 00:00:00,2786,56,0.0201005025125628
2021-05-23 00:00:00,1108,37,0.0333935018050542
2021-05-22 00:00:00,1084,27,0.0249077490774908
2021-05-21 00:00:00,2108,51,0.0241935483870968
2021-05-20 00:00:00,2211,61,0.0275893260967888
2021-05-19 00:00:00,2808,79,0.0281339031339031
2021-05-18 00:00:00,2884,48,0.0166435506241331
2021-05-17 00:00:00,3418,71,0.0207723815096548
2021-05-16 00:00:00,1323,53,0.0400604686318972
2021-05-15 00:00:00,1159,50,0.0431406384814495
2021-05-14 00:00:00,2344,70,0.0298634812286689
2021-05-13 00:00:00,2739,98,0.0357794815626141
2021-05-12 00:00:00,3314,75,0.0226312613156307
2021-05-11 00:00:00,3457,59,0.0170668209430142
2021-05-10 00:00:00,3797,100,0.0263365815117198
2021-05-09 00:00:00,1087,45,0.0413983440662374
2021-05-08 00:00:00,1128,55,0.048758865248227
2021-05-07 00:00:00,2287,82,0.0358548316571928
2021-05-06 00:00:00,2763,92,0.0332971407889975
2021-05-05 00:00:00,3080,82,0.0266233766233766
2021-05-04 00:00:00,3490,92,0.0263610315186246
2021-05-03 00:00:00,4127,79,0.0191422340683305
2021-05-02 00:00:00,1232,42,0.0340909090909091
2021-05-01 00:00:00,1191,66,0.0554156171284635
2021-04-30 00:00:00,2728,79,0.0289589442815249
2021-04-29 00:00:00,3517,77,0.0218936593687802
2021-04-28 00:00:00,3862,103,0.0266701191092698
2021-04-27 00:00:00,4086,86,0.0210474791972589
2021-04-26 00:00:00,5132,72,0.0140296180826189
2021-04-25 00:00:00,1326,61,0.0460030165912519
2021-04-24 00:00:00,1295,50,0.0386100386100386
2021-04-23 00:00:00,3376,69,0.0204383886255924
2021-04-22 00:00:00,3927,93,0.0236822001527884
2021-04-21 00:00:00,3928,95,0.0241853360488798
2021-04-20 00:00:00,4859,85,0.0174933113809426
2021-04-19 00:00:00,5704,98,0.0171809256661992
2021-04-18 00:00:00,1384,59,0.0426300578034682
