date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20973,22840,20862,18168,12536,193
1/10/2021,34612,34974,32987,29877,29501,444
1/11/2021,36537,36785,34941,31558,33283,501
1/12/2021,39330,39472,37725,34090,40865,601
1/13/2021,42087,42389,40831,36788,49662,689
1/14/2021,44835,45429,44064,39797,59057,756
1/15/2021,48303,48679,47430,42914,68249,865
1/16/2021,50093,50253,49111,44521,73640,909
1/17/2021,51200,51276,50179,45613,77110,944
1/18/2021,52852,52802,51919,47337,84909,984
1/19/2021,54886,54667,53958,49517,95003,1078
1/2/2021,22876,24538,22409,19583,13603,222
1/20/2021,57305,57169,56884,52474,107295,1198
1/21/2021,60000,60030,60234,55963,123041,1340
1/22/2021,64486,64169,64848,60821,138751,1490
1/23/2021,67765,66930,67935,63997,149299,1636
1/24/2021,69281,68320,69456,65680,156959,1689
1/25/2021,71659,70460,72058,68630,170597,1769
1/26/2021,74567,72968,74961,71869,187891,1876
1/27/2021,77671,75582,77887,75243,206805,1973
1/28/2021,80700,78156,80841,78885,228083,2109
1/29/2021,84543,81301,84195,82611,248062,2302
1/3/2021,23770,25282,23058,20132,13960,241
1/30/2021,87359,83432,86537,85061,259494,2473
1/31/2021,88262,84168,87404,86086,265491,2516
1/4/2021,25487,26922,24658,21626,15867,264
1/5/2021,27279,28561,26246,23196,17998,294
1/6/2021,29474,30491,28290,25232,21084,357
1/7/2021,31275,32120,30063,27019,24425,391
1/8/2021,32989,33693,31718,28679,26854,414
1/9/2021,34079,34528,32563,29476,29024,439
10/1/2021,814392,556692,574517,657258,1164668,374597
10/10/2021,823177,561271,578197,660298,1169007,378737
10/11/2021,824406,561963,578712,660770,1169687,379347
10/12/2021,825059,562266,578968,660984,1170019,379709
10/13/2021,825832,562674,579336,661285,1170422,380069
10/14/2021,827047,563253,579863,661711,1171082,380544
10/15/2021,828329,563866,580410,662126,1171571,381020
10/16/2021,828596,564004,580524,662219,1171640,382040
10/2/2021,815297,557134,574926,657589,1165035,375081
10/3/2021,815787,557367,575102,657738,1165244,375324
10/4/2021,817121,558004,575658,658158,1166051,375912
10/5/2021,818505,558661,576149,658590,1166832,376476
10/6/2021,819770,559372,576685,659003,1167434,377074
10/7/2021,820637,559896,577106,659388,1167915,377555
10/8/2021,821812,560552,577616,659806,1168448,378151
10/9/2021,822664,561000,577982,660119,1168767,378531
12/1/2020,52,39,46,24,41,2
12/10/2020,72,56,67,51,74,4
12/11/2020,73,60,70,57,76,4
12/12/2020,75,60,72,62,79,4
12/13/2020,76,61,74,64,81,4
