date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_test,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA
2020-09-18T00:00:00Z,8581,397,0.046265004,1283,125,0.097427903,59,2,0.033898305,1,0,0,107,2,0.018691589,12,1,0.083333333,409,22,0.053789731,7,0,0,66,3,0.045454545,14,0,0,20,2,0.1,2,0,0,2,0,0,,,,6,0,0,3,0,0,4785,213,0.044514107,863,96,0.111239861,163,2,0.012269939,22,2,0.090909091,101,4,0.03960396,13,4,0.307692308,1857,107,0.057619817,200,12,0.06,453,13,0.028697572,91,7,0.076923077,48,3,0.0625,5,2,0.4,239,6,0.025104603,43,1,0.023255814,266,18,0.067669173,7,0,0
2020-09-17T00:00:00Z,7499,379,0.050540072,844,107,0.126777251,49,5,0.102040816,1,0,0,94,0,0,4,0,0,378,40,0.105820106,6,1,0.166666667,100,1,0.01,11,0,0,22,1,0.045454545,1,0,0,3,0,0,,,,10,1,0.1,,,,4204,207,0.04923882,575,74,0.128695652,186,1,0.005376344,17,4,0.235294118,103,5,0.048543689,6,2,0.333333333,1262,71,0.056259905,137,13,0.094890511,442,19,0.042986425,40,6,0.15,70,1,0.014285714,7,0,0,275,7,0.025454545,26,3,0.115384615,301,20,0.066445183,13,4,0.307692308
2020-09-16T00:00:00Z,8000,424,0.053,878,117,0.133257403,65,0,0,,,,112,1,0.008928571,4,0,0,371,38,0.102425876,8,0,0,77,4,0.051948052,6,2,0.333333333,18,2,0.111111111,2,0,0,4,0,0,,,,13,1,0.076923077,,,,4476,214,0.047810545,644,95,0.147515528,132,3,0.022727273,22,4,0.181818182,171,4,0.023391813,6,2,0.333333333,1473,116,0.078750849,113,7,0.061946903,370,15,0.040540541,49,3,0.06122449,308,2,0.006493506,2,1,0.5,214,5,0.023364486,7,0,0,196,19,0.096938776,15,3,0.2
2020-09-15T00:00:00Z,7679,397,0.05169944,1111,112,0.100810081,72,2,0.027777778,1,0,0,92,1,0.010869565,16,0,0,417,51,0.122302158,15,2,0.133333333,57,2,0.035087719,20,0,0,12,0,0,,,,6,0,0,,,,7,0,0,,,,4048,177,0.043725296,760,84,0.110526316,144,9,0.0625,10,1,0.1,121,4,0.033057851,13,3,0.230769231,1534,108,0.070404172,147,9,0.06122449,396,22,0.055555556,92,6,0.065217391,29,1,0.034482759,2,1,0.5,319,2,0.006269592,18,1,0.055555556,425,18,0.042352941,17,5,0.294117647
2020-09-14T00:00:00Z,7599,353,0.046453481,1177,112,0.095157179,61,6,0.098360656,5,0,0,55,2,0.036363636,15,2,0.133333333,319,36,0.112852665,10,0,0,74,2,0.027027027,23,5,0.217391304,16,1,0.0625,3,0,0,7,0,0,,,,17,0,0,3,0,0,3814,177,0.046407971,798,84,0.105263158,214,5,0.023364486,15,2,0.133333333,137,3,0.02189781,5,2,0.4,1603,76,0.047411104,174,6,0.034482759,388,16,0.041237113,91,7,0.076923077,42,5,0.119047619,6,1,0.166666667,649,5,0.00770416,24,2,0.083333333,203,19,0.093596059,5,1,0.2
2020-09-13T00:00:00Z,2772,112,0.04040404,409,30,0.073349633,12,0,0,3,0,0,80,0,0,2,0,0,45,6,0.133333333,,,,26,1,0.038461538,3,0,0,4,0,0,1,0,0,4,0,0,,,,4,0,0,,,,1512,57,0.037698413,308,27,0.087662338,198,3,0.015151515,,,,34,0,0,2,0,0,508,23,0.045275591,41,1,0.024390244,157,9,0.057324841,44,0,0,20,5,0.25,3,2,0.666666667,133,3,0.022556391,2,0,0,35,5,0.142857143,,,
2020-09-12T00:00:00Z,3901,236,0.060497308,543,38,0.069981584,15,6,0.4,1,0,0,27,0,0,8,0,0,103,13,0.126213592,2,0,0,25,3,0.12,6,0,0,11,0,0,,,,68,0,0,,,,2,0,0,1,0,0,2302,120,0.052128584,381,32,0.083989501,228,6,0.026315789,,,,36,1,0.027777778,1,0,0,670,70,0.104477612,64,3,0.046875,193,6,0.031088083,74,3,0.040540541,16,1,0.0625,2,0,0,168,6,0.035714286,3,0,0,37,4,0.108108108,,,
2020-09-11T00:00:00Z,6496,289,0.044488916,1345,121,0.089962825,38,3,0.078947368,,,,130,3,0.023076923,21,2,0.095238095,215,17,0.079069767,11,0,0,34,1,0.029411765,17,2,0.117647059,21,2,0.095238095,1,0,0,3,0,0,,,,3,0,0,1,0,0,3653,163,0.04462086,913,96,0.105147864,179,2,0.011173184,16,2,0.125,71,3,0.042253521,6,1,0.166666667,1173,62,0.052855925,201,8,0.039800995,341,10,0.029325513,99,5,0.050505051,50,1,0.02,3,1,0.333333333,248,3,0.012096774,38,1,0.026315789,337,19,0.056379822,18,3,0.166666667
2020-09-10T00:00:00Z,6578,279,0.042414108,876,98,0.111872146,32,0,0,2,1,0.5,191,0,0,12,0,0,205,20,0.097560976,3,0,0,60,2,0.033333333,7,1,0.142857143,34,0,0,1,0,0,4,0,0,,,,10,0,0,2,0,0,3330,141,0.042342342,584,68,0.116438356,264,6,0.022727273,12,0,0,119,2,0.016806723,2,0,0,1410,80,0.056737589,159,12,0.075471698,295,12,0.040677966,47,7,0.14893617,78,0,0,2,0,0,256,4,0.015625,29,4,0.137931034,290,12,0.04137931,14,5,0.357142857
2020-09-09T00:00:00Z,7156,338,0.047233091,875,107,0.122285714,44,1,0.022727273,1,0,0,76,2,0.026315789,13,2,0.153846154,243,17,0.069958848,9,1,0.111111111,69,5,0.072463768,13,0,0,21,1,0.047619048,1,0,0,6,0,0,,,,23,0,0,1,0,0,4112,183,0.044503891,600,76,0.126666667,120,2,0.016666667,15,2,0.133333333,158,1,0.006329114,5,0,0,1497,96,0.064128257,141,14,0.09929078,307,14,0.045602606,40,6,0.15,40,2,0.05,3,1,0.333333333,250,5,0.02,19,0,0,190,9,0.047368421,14,5,0.357142857
2020-09-08T00:00:00Z,7499,378,0.050406721,1129,141,0.124889283,46,0,0,1,0,0,82,0,0,14,0,0,268,25,0.093283582,12,0,0,55,2,0.036363636,19,0,0,26,4,0.153846154,3,0,0,10,0,0,,,,30,0,0,1,0,0,4164,159,0.038184438,750,105,0.14,100,3,0.03,16,2,0.125,88,8,0.090909091,11,1,0.090909091,1689,144,0.085257549,193,13,0.067357513,325,9,0.027692308,66,11,0.166666667,44,2,0.045454545,5,0,0,276,3,0.010869565,20,3,0.15,296,19,0.064189189,18,6,0.333333333
2020-09-07T00:00:00Z,2106,76,0.036087369,410,20,0.048780488,24,1,0.041666667,2,1,0.5,23,1,0.043478261,2,0,0,28,1,0.035714286,,,,43,2,0.046511628,2,0,0,5,0,0,,,,,,,,,,1,0,0,,,,1263,40,0.031670625,269,15,0.055762082,26,0,0,1,0,0,33,4,0.121212121,2,0,0,340,13,0.038235294,64,1,0.015625,213,5,0.023474178,61,2,0.032786885,3,1,0.333333333,3,0,0,60,5,0.083333333,2,1,0.5,44,3,0.068181818,2,0,0
2020-09-06T00:00:00Z,2250,99,0.044,458,28,0.061135371,9,0,0,2,0,0,19,0,0,2,0,0,32,1,0.03125,1,1,1,55,7,0.127272727,5,0,0,3,0,0,1,1,1,1,0,0,,,,1,0,0,,,,1388,59,0.042507205,318,19,0.059748428,38,2,0.052631579,1,1,1,20,2,0.1,3,0,0,426,17,0.039906103,48,5,0.104166667,170,6,0.035294118,73,1,0.01369863,4,0,0,,,,52,2,0.038461538,3,0,0,32,3,0.09375,1,0,0
2020-09-05T00:00:00Z,2804,124,0.044222539,501,41,0.081836327,11,1,0.090909091,2,1,0.5,47,2,0.042553191,3,0,0,37,2,0.054054054,,,,21,4,0.19047619,3,0,0,6,1,0.166666667,,,,2,0,0,,,,3,0,0,,,,1900,81,0.042631579,342,35,0.102339181,43,3,0.069767442,1,0,0,31,1,0.032258065,1,0,0,383,22,0.057441253,72,2,0.027777778,173,4,0.023121387,58,1,0.017241379,10,0,0,2,0,0,70,3,0.042857143,3,1,0.333333333,67,0,0,14,1,0.071428571
2020-09-04T00:00:00Z,6555,247,0.037681159,1078,129,0.119666048,29,0,0,,,,83,2,0.024096386,31,7,0.225806452,244,14,0.057377049,10,0,0,64,2,0.03125,12,2,0.166666667,17,0,0,1,0,0,2,0,0,,,,7,0,0,2,0,0,3605,144,0.039944521,669,89,0.13303438,128,0,0,13,2,0.153846154,88,5,0.056818182,8,1,0.125,1520,63,0.041447368,221,12,0.054298643,311,8,0.025723473,61,7,0.114754098,49,0,0,3,0,0,228,3,0.013157895,25,1,0.04,180,6,0.033333333,22,8,0.363636364
2020-09-03T00:00:00Z,6438,299,0.046442995,865,124,0.143352601,37,1,0.027027027,,,,115,1,0.008695652,12,4,0.333333333,183,4,0.021857923,7,0,0,31,1,0.032258065,4,1,0.25,31,2,0.064516129,,,,5,0,0,1,0,0,11,0,0,1,0,0,3390,150,0.044247788,601,98,0.163061564,150,3,0.02,24,1,0.041666667,105,3,0.028571429,,,,1516,93,0.061345646,131,10,0.076335878,334,11,0.032934132,38,2,0.052631579,36,4,0.111111111,3,0,0,273,9,0.032967033,26,3,0.115384615,221,17,0.076923077,17,5,0.294117647
2020-09-02T00:00:00Z,6846,349,0.050978674,870,126,0.144827586,51,2,0.039215686,2,0,0,165,2,0.012121212,10,0,0,244,15,0.06147541,5,1,0.2,50,2,0.04,6,2,0.333333333,25,5,0.2,1,0,0,8,0,0,,,,83,0,0,,,,3573,180,0.050377834,617,99,0.160453809,119,4,0.033613445,10,0,0,162,2,0.012345679,27,2,0.074074074,1605,116,0.072274143,89,8,0.08988764,364,6,0.016483516,62,10,0.161290323,50,0,0,3,0,0,200,1,0.005,23,0,0,147,14,0.095238095,15,4,0.266666667
2020-09-01T00:00:00Z,9609,357,0.037152669,1132,161,0.142226148,47,0,0,,,,82,1,0.012195122,6,1,0.166666667,230,10,0.043478261,9,1,0.111111111,53,7,0.132075472,19,2,0.105263158,35,2,0.057142857,1,0,0,4,0,0,,,,106,0,0,1,0,0,5074,200,0.039416634,794,116,0.146095718,1536,16,0.010416667,31,12,0.387096774,103,4,0.038834951,6,0,0,1415,82,0.05795053,138,11,0.079710145,418,12,0.028708134,90,11,0.122222222,39,7,0.179487179,7,1,0.142857143,212,5,0.023584906,14,0,0,255,11,0.043137255,16,6,0.375
2020-08-31T00:00:00Z,10598,456,0.043026986,1232,141,0.114448052,65,3,0.046153846,2,1,0.5,58,4,0.068965517,21,0,0,254,10,0.039370079,7,0,0,57,3,0.052631579,18,1,0.055555556,56,3,0.053571429,1,0,0,9,0,0,,,,26,0,0,,,,6214,296,0.047634374,809,109,0.13473424,1489,12,0.0080591,15,2,0.133333333,148,4,0.027027027,7,0,0,1435,78,0.054355401,155,12,0.077419355,323,9,0.027863777,156,11,0.070512821,29,1,0.034482759,7,1,0.142857143,241,11,0.045643154,21,1,0.047619048,194,22,0.113402062,13,3,0.230769231
2020-08-30T00:00:00Z,2412,102,0.042288557,371,27,0.07277628,7,0,0,1,0,0,16,0,0,2,0,0,151,2,0.013245033,1,1,1,17,1,0.058823529,4,0,0,7,1,0.142857143,,,,1,0,0,,,,1,0,0,,,,1308,51,0.038990826,234,21,0.08974359,55,6,0.109090909,1,0,0,27,2,0.074074074,1,0,0,484,17,0.035123967,54,2,0.037037037,181,9,0.049723757,65,3,0.046153846,24,4,0.166666667,3,0,0,61,3,0.049180328,4,0,0,72,6,0.083333333,1,0,0
2020-08-29T00:00:00Z,3236,173,0.053461063,505,48,0.095049505,7,0,0,,,,27,0,0,2,0,0,49,1,0.020408163,,,,13,1,0.076923077,2,0,0,9,1,0.111111111,,,,3,0,0,1,0,0,4,0,0,1,0,0,2000,116,0.058,334,33,0.098802395,63,5,0.079365079,7,0,0,31,2,0.064516129,4,1,0.25,529,30,0.056710775,64,3,0.046875,174,6,0.034482759,75,8,0.106666667,20,1,0.05,6,2,0.333333333,262,8,0.030534351,6,1,0.166666667,45,2,0.044444444,3,0,0
2020-08-28T00:00:00Z,6676,331,0.049580587,1372,155,0.112973761,28,3,0.107142857,2,0,0,116,3,0.025862069,19,0,0,341,12,0.035190616,17,3,0.176470588,42,3,0.071428571,21,1,0.047619048,16,1,0.0625,1,0,0,3,0,0,,,,6,0,0,1,0,0,3588,194,0.054069119,967,116,0.119958635,157,6,0.038216561,21,1,0.047619048,89,1,0.011235955,8,0,0,1451,67,0.046175052,176,12,0.068181818,371,11,0.029649596,93,15,0.161290323,88,3,0.034090909,7,1,0.142857143,189,6,0.031746032,23,3,0.130434783,191,21,0.109947644,16,3,0.1875
2020-08-27T00:00:00Z,7742,381,0.04921209,1103,163,0.147778785,34,2,0.058823529,2,2,1,112,1,0.008928571,15,1,0.066666667,312,4,0.012820513,18,2,0.111111111,32,0,0,9,1,0.111111111,28,1,0.035714286,,,,7,0,0,1,0,0,8,0,0,,,,3188,206,0.064617315,718,110,0.153203343,168,8,0.047619048,80,3,0.0375,77,2,0.025974026,34,3,0.088235294,1320,50,0.037878788,121,14,0.115702479,1942,80,0.041194645,56,13,0.232142857,103,2,0.019417476,1,0,0,200,5,0.025,25,2,0.08,211,20,0.09478673,23,12,0.52173913
2020-08-26T00:00:00Z,9675,414,0.042790698,1073,155,0.1444548,46,1,0.02173913,6,0,0,91,2,0.021978022,14,2,0.142857143,373,12,0.032171582,16,1,0.0625,44,2,0.045454545,6,1,0.166666667,31,4,0.129032258,1,1,1,6,0,0,,,,3,0,0,,,,3935,247,0.062770013,756,122,0.161375661,230,16,0.069565217,19,3,0.157894737,116,4,0.034482759,36,5,0.138888889,1839,71,0.038607939,115,10,0.086956522,2433,11,0.004521167,70,4,0.057142857,54,3,0.055555556,2,0,0,191,4,0.020942408,12,1,0.083333333,283,37,0.130742049,20,5,0.25
2020-08-25T00:00:00Z,8901,331,0.037186833,1541,186,0.120700844,28,0,0,5,0,0,73,4,0.054794521,17,0,0,256,5,0.01953125,21,2,0.095238095,57,0,0,9,1,0.111111111,71,0,0,,,,6,0,0,1,0,0,5,0,0,2,1,0.5,3532,186,0.052661382,867,126,0.14532872,123,8,0.06504065,171,14,0.081871345,118,8,0.06779661,114,11,0.096491228,1423,64,0.044975404,148,13,0.087837838,2796,25,0.008941345,103,10,0.097087379,38,4,0.105263158,4,0,0,195,5,0.025641026,21,3,0.142857143,180,22,0.122222222,58,5,0.086206897
2020-08-24T00:00:00Z,9759,565,0.057895276,1316,171,0.12993921,47,2,0.042553191,1,0,0,70,0,0,13,0,0,333,11,0.033033033,18,1,0.055555556,71,3,0.042253521,23,1,0.043478261,44,2,0.045454545,2,0,0,14,0,0,1,0,0,2,0,0,,,,4071,227,0.055760255,920,130,0.141304348,140,10,0.071428571,31,4,0.129032258,145,9,0.062068966,7,2,0.285714286,1700,67,0.039411765,150,16,0.106666667,2547,191,0.074990185,94,8,0.085106383,39,2,0.051282051,4,0,0,213,9,0.042253521,37,2,0.054054054,323,32,0.099071207,15,7,0.466666667
2020-08-23T00:00:00Z,3618,168,0.046434494,384,33,0.0859375,6,0,0,,,,18,1,0.055555556,3,1,0.333333333,138,5,0.036231884,,,,38,4,0.105263158,5,0,0,12,3,0.25,2,0,0,1,0,0,,,,2,0,0,,,,2306,100,0.043365134,264,23,0.087121212,56,2,0.035714286,2,1,0.5,33,4,0.121212121,1,0,0,567,29,0.051146384,52,5,0.096153846,313,11,0.03514377,50,3,0.06,9,1,0.111111111,,,,62,1,0.016129032,,,,57,7,0.122807018,5,0,0
2020-08-22T00:00:00Z,4609,229,0.049685398,543,53,0.097605893,12,0,0,1,0,0,41,1,0.024390244,14,0,0,172,3,0.01744186,2,0,0,44,2,0.045454545,4,1,0.25,20,3,0.15,1,0,0,2,0,0,,,,4,0,0,,,,2637,172,0.065225635,365,36,0.098630137,92,5,0.054347826,,,,29,0,0,1,0,0,1031,29,0.028128031,66,8,0.121212121,246,8,0.032520325,82,7,0.085365854,23,1,0.043478261,1,0,0,215,4,0.018604651,4,0,0,41,1,0.024390244,2,1,0.5
2020-08-21T00:00:00Z,8761,352,0.040178062,1500,227,0.151333333,56,1,0.017857143,4,2,0.5,90,4,0.044444444,14,1,0.071428571,238,13,0.054621849,17,3,0.176470588,53,5,0.094339623,16,0,0,41,8,0.195121951,3,0,0,2,0,0,1,0,0,6,0,0,1,0,0,3631,185,0.050950151,980,162,0.165306122,188,8,0.042553191,20,3,0.15,124,16,0.129032258,4,0,0,2362,58,0.024555461,195,8,0.041025641,1406,22,0.015647226,116,10,0.086206897,97,9,0.092783505,9,4,0.444444444,224,7,0.03125,75,8,0.106666667,243,16,0.065843621,45,26,0.577777778
2020-08-20T00:00:00Z,7966,318,0.039919659,1363,193,0.141599413,57,2,0.035087719,3,0,0,76,1,0.013157895,127,14,0.11023622,217,6,0.02764977,9,0,0,60,5,0.083333333,10,2,0.2,30,7,0.233333333,1,0,0,3,0,0,,,,9,0,0,2,0,0,3416,196,0.057377049,881,131,0.148694665,193,13,0.067357513,27,4,0.148148148,103,1,0.009708738,7,2,0.285714286,2503,46,0.018377946,174,17,0.097701149,689,19,0.027576197,65,7,0.107692308,127,2,0.015748031,1,0,0,148,1,0.006756757,26,6,0.230769231,335,19,0.056716418,30,10,0.333333333
2020-08-19T00:00:00Z,8666,396,0.045695823,1198,149,0.124373957,47,1,0.021276596,,,,96,4,0.041666667,21,0,0,312,15,0.048076923,23,1,0.043478261,75,3,0.04,,,,37,8,0.216216216,45,0,0,5,0,0,3,0,0,10,0,0,1,0,0,4011,208,0.051857392,796,117,0.146984925,127,6,0.047244094,32,2,0.0625,81,2,0.024691358,9,3,0.333333333,2260,81,0.035840708,138,8,0.057971014,1003,37,0.036889332,54,7,0.12962963,54,2,0.037037037,6,0,0,197,10,0.050761421,42,3,0.071428571,351,19,0.054131054,28,8,0.285714286
2020-08-18T00:00:00Z,9768,394,0.04033579,1775,219,0.123380282,62,3,0.048387097,2,0,0,53,2,0.037735849,321,31,0.096573209,244,5,0.020491803,20,0,0,75,3,0.04,19,1,0.052631579,45,9,0.2,3,0,0,7,0,0,1,0,0,3,0,0,1,0,0,3785,207,0.054689564,1012,133,0.131422925,136,17,0.125,20,4,0.2,95,4,0.042105263,17,2,0.117647059,1781,77,0.043234138,202,21,0.103960396,409,23,0.056234719,89,7,0.078651685,78,5,0.064102564,3,0,0,228,7,0.030701754,35,8,0.228571429,2767,32,0.011564872,30,12,0.4
2020-08-17T00:00:00Z,10702,474,0.044290787,1638,231,0.141025641,48,1,0.020833333,,,,86,2,0.023255814,26,3,0.115384615,371,12,0.032345013,22,1,0.045454545,91,11,0.120879121,14,0,0,43,5,0.11627907,68,4,0.058823529,4,0,0,3,0,0,4,0,0,2,1,0.5,4439,251,0.056544267,1086,165,0.151933702,137,17,0.124087591,25,4,0.16,93,6,0.064516129,7,1,0.142857143,2023,75,0.037073653,223,28,0.125560538,503,33,0.065606362,99,13,0.131313131,105,2,0.019047619,5,0,0,298,12,0.040268456,34,5,0.147058824,2457,47,0.019129019,24,6,0.25
2020-08-16T00:00:00Z,4299,178,0.041404978,457,46,0.100656455,5,0,0,,,,17,0,0,2,0,0,224,1,0.004464286,1,0,0,34,3,0.088235294,3,0,0,18,2,0.111111111,1,0,0,,,,,,,1,0,0,,,,2233,121,0.054187192,328,37,0.112804878,47,3,0.063829787,1,0,0,17,1,0.058823529,1,0,0,1229,25,0.020341741,66,1,0.015151515,346,14,0.040462428,46,6,0.130434783,10,1,0.1,1,1,1,74,2,0.027027027,3,0,0,44,5,0.113636364,4,1,0.25
2020-08-15T00:00:00Z,5905,360,0.060965284,553,67,0.121157324,32,0,0,2,1,0.5,72,1,0.013888889,9,2,0.222222222,240,1,0.004166667,,,,20,2,0.1,9,1,0.111111111,6,2,0.333333333,1,0,0,,,,,,,2,0,0,,,,3421,263,0.076878106,375,50,0.133333333,58,2,0.034482759,1,0,0,46,6,0.130434783,1,0,0,1204,49,0.040697674,84,5,0.05952381,328,21,0.06402439,64,7,0.109375,11,1,0.090909091,4,1,0.25,212,6,0.028301887,3,0,0,253,6,0.023715415,,,
2020-08-14T00:00:00Z,9455,446,0.047170809,1691,224,0.132465996,230,11,0.047826087,1,0,0,193,1,0.005181347,16,1,0.0625,253,4,0.015810277,15,2,0.133333333,83,7,0.084337349,15,1,0.066666667,24,2,0.083333333,4,0,0,3,0,0,,,,2,0,0,,,,4773,271,0.056777708,1076,153,0.142193309,166,10,0.060240964,22,6,0.272727273,105,12,0.114285714,5,0,0,2373,69,0.029077118,259,18,0.069498069,471,21,0.044585987,113,13,0.115044248,73,3,0.04109589,2,0,0,213,10,0.046948357,86,7,0.081395349,493,25,0.050709939,77,23,0.298701299
2020-08-13T00:00:00Z,7288,472,0.064763996,1530,243,0.158823529,47,0,0,3,0,0,88,2,0.022727273,12,2,0.166666667,272,7,0.025735294,23,2,0.086956522,39,6,0.153846154,6,1,0.166666667,31,3,0.096774194,,,,3,0,0,,,,29,0,0,1,0,0,3861,275,0.071225071,1067,179,0.167760075,202,17,0.084158416,28,4,0.142857143,93,2,0.021505376,5,1,0.2,1601,86,0.053716427,183,20,0.109289617,327,34,0.103975535,75,12,0.16,41,2,0.048780488,2,0,0,162,14,0.086419753,38,6,0.157894737,492,24,0.048780488,87,16,0.183908046
2020-08-12T00:00:00Z,9386,493,0.052525037,1524,209,0.137139108,35,0,0,2,2,1,101,5,0.04950495,9,0,0,268,6,0.02238806,23,1,0.043478261,74,13,0.175675676,3,0,0,49,6,0.12244898,3,1,0.333333333,7,0,0,,,,4,0,0,,,,5947,285,0.047923323,1074,151,0.140595903,154,6,0.038961039,25,8,0.32,146,9,0.061643836,5,0,0,1465,91,0.062116041,152,8,0.052631579,389,25,0.064267352,73,11,0.150684932,61,6,0.098360656,8,2,0.25,196,12,0.06122449,26,1,0.038461538,490,29,0.059183673,121,24,0.198347107
2020-08-11T00:00:00Z,9365,574,0.061292045,1946,295,0.151593011,53,1,0.018867925,3,1,0.333333333,91,1,0.010989011,17,2,0.117647059,322,8,0.02484472,17,0,0,63,2,0.031746032,24,2,0.083333333,31,12,0.387096774,2,0,0,8,0,0,,,,8,0,0,3,0,0,5588,335,0.059949893,1206,185,0.153399668,155,14,0.090322581,21,7,0.333333333,94,4,0.042553191,4,1,0.25,1796,100,0.055679287,204,17,0.083333333,387,19,0.049095607,105,18,0.171428571,49,3,0.06122449,7,0,0,190,16,0.084210526,49,6,0.12244898,530,59,0.111320755,284,56,0.197183099
2020-08-10T00:00:00Z,9711,625,0.064360004,1638,204,0.124542125,112,2,0.017857143,2,0,0,95,2,0.021052632,16,0,0,488,15,0.030737705,16,1,0.0625,89,11,0.123595506,17,1,0.058823529,34,6,0.176470588,4,1,0.25,6,0,0,2,0,0,8,0,0,,,,5557,338,0.060824186,1111,147,0.132313231,148,16,0.108108108,28,6,0.214285714,155,7,0.04516129,10,1,0.1,1961,122,0.062213157,250,18,0.072,406,32,0.078817734,120,14,0.116666667,59,7,0.118644068,5,2,0.4,198,21,0.106060606,23,3,0.130434783,395,46,0.116455696,34,10,0.294117647
2020-08-09T00:00:00Z,4721,277,0.05867401,401,32,0.079800499,14,0,0,2,0,0,19,0,0,3,1,0.333333333,64,1,0.015625,1,0,0,24,0,0,7,0,0,13,0,0,1,1,1,6,0,0,,,,3,0,0,,,,3194,194,0.060738885,265,20,0.075471698,44,6,0.136363636,1,0,0,27,3,0.111111111,1,0,0,896,46,0.051339286,63,7,0.111111111,286,15,0.052447552,49,1,0.020408163,15,1,0.066666667,1,0,0,72,5,0.069444444,2,0,0,44,6,0.136363636,5,2,0.4
2020-08-08T00:00:00Z,5770,394,0.068284229,534,56,0.104868914,9,1,0.111111111,4,0,0,123,5,0.040650407,11,0,0,104,7,0.067307692,3,0,0,40,2,0.05,13,0,0,21,2,0.095238095,1,0,0,1,0,0,,,,1,0,0,,,,3868,262,0.067735264,373,45,0.120643432,49,2,0.040816327,,,,48,5,0.104166667,3,2,0.666666667,850,66,0.077647059,78,3,0.038461538,298,24,0.080536913,44,4,0.090909091,24,2,0.083333333,,,,294,10,0.034013605,,,,40,6,0.15,4,2,0.5
2020-08-07T00:00:00Z,7818,570,0.072908672,1786,231,0.129339306,57,4,0.070175439,2,1,0.5,128,8,0.0625,27,3,0.111111111,135,10,0.074074074,23,1,0.043478261,76,9,0.118421053,11,1,0.090909091,22,5,0.227272727,2,0,0,7,0,0,,,,6,0,0,6,4,0.666666667,4608,327,0.070963542,1228,166,0.135179153,180,19,0.105555556,30,5,0.166666667,134,12,0.089552239,4,1,0.25,1499,60,0.040026684,285,22,0.077192982,388,38,0.097938144,113,15,0.132743363,67,8,0.119402985,6,1,0.166666667,215,12,0.055813953,28,4,0.142857143,296,58,0.195945946,21,7,0.333333333
2020-08-06T00:00:00Z,7376,631,0.085547722,1745,246,0.140974212,78,3,0.038461538,1,1,1,105,9,0.085714286,17,0,0,102,14,0.137254902,24,0,0,52,1,0.019230769,4,1,0.25,30,3,0.1,2,0,0,4,0,0,1,0,0,12,2,0.166666667,4,1,0.25,4370,396,0.090617849,1011,171,0.169139466,226,14,0.061946903,26,5,0.192307692,94,3,0.031914894,6,3,0.5,1402,101,0.072039943,474,30,0.063291139,363,27,0.074380165,94,17,0.180851064,45,8,0.177777778,20,1,0.05,221,20,0.090497738,36,6,0.166666667,272,30,0.110294118,25,10,0.4
