date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_test,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA
2020-10-31T00:00:00Z,7918,766,0.096741601,790,58,0.073417722,17,4,0.235294118,1,0,0,122,12,0.098360656,4,0,0,230,14,0.060869565,1,1,1,36,11,0.305555556,3,0,0,19,3,0.157894737,1,0,0,1,1,1,1,0,0,3,0,0,,,,5289,505,0.095481187,580,49,0.084482759,162,20,0.12345679,2,1,0.5,60,17,0.283333333,1,1,1,1164,84,0.072164948,56,2,0.035714286,549,67,0.122040073,103,3,0.029126214,45,5,0.111111111,,,,117,10,0.085470085,35,0,0,104,13,0.125,2,1,0.5
2020-10-30T00:00:00Z,13055,948,0.072615856,1429,131,0.091672498,68,2,0.029411765,2,0,0,124,11,0.088709677,24,2,0.083333333,436,21,0.048165138,6,2,0.333333333,61,4,0.06557377,16,0,0,38,5,0.131578947,,,,4,2,0.5,,,,3,0,0,,,,7950,530,0.066666667,994,102,0.102615694,312,29,0.092948718,7,3,0.428571429,121,9,0.074380165,7,1,0.142857143,2376,184,0.077441077,170,7,0.041176471,788,74,0.093908629,111,8,0.072072072,75,7,0.093333333,3,1,0.333333333,312,13,0.041666667,70,1,0.014285714,387,57,0.147286822,19,4,0.210526316
2020-10-29T00:00:00Z,14087,1056,0.074962732,1350,119,0.088148148,116,11,0.094827586,2,0,0,256,23,0.08984375,6,1,0.166666667,482,26,0.053941909,65,6,0.092307692,111,9,0.081081081,14,0,0,51,14,0.274509804,2,0,0,6,1,0.166666667,,,,14,0,0,4,0,0,8656,627,0.072435305,938,84,0.089552239,281,23,0.081850534,128,8,0.0625,190,32,0.168421053,7,0,0,2268,135,0.05952381,80,8,0.1,803,67,0.083437111,65,2,0.030769231,72,13,0.180555556,3,0,0,356,15,0.042134831,21,4,0.19047619,425,60,0.141176471,15,6,0.4
2020-10-28T00:00:00Z,13155,1018,0.077385025,1323,132,0.099773243,117,5,0.042735043,1,0,0,150,13,0.086666667,11,1,0.090909091,505,46,0.091089109,7,0,0,82,10,0.12195122,8,0,0,77,12,0.155844156,3,1,0.333333333,2,0,0,,,,16,2,0.125,2,0,0,8249,599,0.072614862,929,101,0.108719053,254,26,0.102362205,112,8,0.071428571,244,23,0.094262295,32,7,0.21875,2007,144,0.071748879,69,3,0.043478261,742,66,0.088948787,69,5,0.072463768,101,8,0.079207921,,,,306,14,0.045751634,75,5,0.066666667,303,50,0.165016502,5,1,0.2
2020-10-27T00:00:00Z,13153,875,0.066524747,1649,131,0.079442086,56,8,0.142857143,2,1,0.5,123,6,0.048780488,10,0,0,463,22,0.047516199,49,2,0.040816327,73,8,0.109589041,12,1,0.083333333,57,8,0.140350877,1,0,0,2,0,0,,,,8,2,0.25,1,0,0,8391,528,0.062924562,1204,90,0.074750831,240,22,0.091666667,128,12,0.09375,151,12,0.079470199,4,0,0,2084,136,0.065259117,101,7,0.069306931,790,60,0.075949367,107,11,0.102803738,66,7,0.106060606,4,1,0.25,336,15,0.044642857,17,2,0.117647059,313,41,0.130990415,9,4,0.444444444
2020-10-26T00:00:00Z,13613,1022,0.075075296,1276,134,0.105015674,79,11,0.139240506,1,0,0,167,19,0.113772455,6,1,0.166666667,528,53,0.100378788,12,0,0,149,11,0.073825503,120,5,0.041666667,76,12,0.157894737,1,0,0,6,1,0.166666667,,,,15,0,0,2,0,0,8580,607,0.070745921,811,95,0.117139334,215,30,0.139534884,30,4,0.133333333,219,33,0.150684932,9,2,0.222222222,1961,105,0.05354411,148,15,0.101351351,880,70,0.079545455,94,7,0.074468085,89,14,0.157303371,2,0,0,340,16,0.047058824,21,0,0,309,40,0.129449838,19,5,0.263157895
2020-10-25T00:00:00Z,5058,438,0.086595492,514,36,0.070038911,23,2,0.086956522,1,0,0,31,2,0.064516129,2,0,0,59,4,0.06779661,4,0,0,38,7,0.184210526,5,0,0,5,0,0,,,,,,,,,,3,0,0,1,0,0,3423,296,0.086473853,384,31,0.080729167,97,11,0.113402062,,,,67,11,0.164179104,1,0,0,768,46,0.059895833,65,3,0.046153846,358,33,0.092178771,50,1,0.02,25,5,0.2,1,1,1,84,10,0.119047619,,,,77,11,0.142857143,,,
2020-10-24T00:00:00Z,7944,705,0.088746224,848,69,0.081367925,21,5,0.238095238,3,1,0.333333333,71,5,0.070422535,2,0,0,263,21,0.079847909,2,1,0.5,39,4,0.102564103,4,1,0.25,13,0,0,,,,1,0,0,1,0,0,4,0,0,1,0,0,5548,501,0.090302812,638,55,0.086206897,125,9,0.072,,,,72,19,0.263888889,3,1,0.333333333,912,77,0.084429825,66,5,0.075757576,438,39,0.089041096,82,5,0.06097561,54,3,0.055555556,,,,102,8,0.078431373,44,0,0,281,14,0.049822064,2,0,0
2020-10-23T00:00:00Z,11846,784,0.066182678,1546,123,0.079560155,76,8,0.105263158,4,0,0,145,11,0.075862069,15,0,0,388,33,0.085051546,7,1,0.142857143,89,5,0.056179775,11,0,0,242,28,0.115702479,,,,9,0,0,,,,10,0,0,1,0,0,6802,448,0.065862981,1017,94,0.092428712,238,22,0.092436975,15,1,0.066666667,145,15,0.103448276,2,0,0,2029,104,0.051256777,136,8,0.058823529,762,45,0.059055118,165,11,0.066666667,198,10,0.050505051,,,,287,14,0.048780488,154,3,0.019480519,426,41,0.096244131,19,5,0.263157895
2020-10-22T00:00:00Z,12619,871,0.069022902,1227,142,0.115729421,99,3,0.03030303,5,2,0.4,105,2,0.019047619,6,0,0,532,51,0.095864662,65,4,0.061538462,111,16,0.144144144,14,2,0.142857143,47,3,0.063829787,,,,12,1,0.083333333,,,,7,0,0,2,0,0,7698,494,0.064172512,884,110,0.124434389,248,11,0.044354839,20,4,0.2,218,15,0.068807339,3,1,0.333333333,2118,142,0.067044381,106,12,0.113207547,761,64,0.084099869,90,4,0.044444444,60,3,0.05,1,0,0,249,11,0.044176707,22,2,0.090909091,354,55,0.155367232,9,1,0.111111111
2020-10-21T00:00:00Z,13087,846,0.064644304,949,81,0.085353003,95,22,0.231578947,3,0,0,121,7,0.05785124,7,0,0,529,41,0.077504726,6,0,0,75,8,0.106666667,5,0,0,47,9,0.191489362,2,1,0.5,5,0,0,,,,15,0,0,,,,8468,510,0.060226736,718,62,0.086350975,225,10,0.044444444,39,0,0,244,22,0.090163934,1,1,1,1895,110,0.058047493,43,4,0.093023256,605,39,0.06446281,43,5,0.11627907,103,3,0.029126214,3,0,0,276,21,0.076086957,66,4,0.060606061,384,44,0.114583333,13,4,0.307692308
2020-10-20T00:00:00Z,13155,783,0.059521095,1390,129,0.092805755,109,8,0.073394495,6,1,0.166666667,119,10,0.084033613,7,0,0,422,36,0.085308057,31,2,0.064516129,106,13,0.122641509,11,1,0.090909091,53,9,0.169811321,,,,9,0,0,,,,5,0,0,1,0,0,8483,485,0.05717317,1030,96,0.093203883,230,7,0.030434783,24,3,0.125,194,23,0.118556701,4,3,0.75,1905,91,0.047769029,146,7,0.047945205,787,58,0.073697586,90,5,0.055555556,73,1,0.01369863,6,1,0.166666667,298,6,0.020134228,16,1,0.0625,362,36,0.099447514,18,9,0.5
2020-10-19T00:00:00Z,12625,845,0.066930693,1241,123,0.099113618,84,7,0.083333333,1,0,0,116,9,0.077586207,13,2,0.153846154,478,49,0.10251046,11,0,0,166,12,0.072289157,26,1,0.038461538,83,13,0.156626506,4,0,0,12,5,0.416666667,3,0,0,54,0,0,17,0,0,7970,514,0.064491844,855,94,0.10994152,229,12,0.052401747,13,1,0.076923077,250,22,0.088,5,0,0,1748,88,0.050343249,127,12,0.094488189,811,37,0.045622688,134,8,0.059701493,68,7,0.102941176,3,1,0.333333333,241,18,0.074688797,19,1,0.052631579,315,52,0.165079365,10,3,0.3
2020-10-18T00:00:00Z,5487,420,0.07654456,557,49,0.087971275,25,2,0.08,1,0,0,31,0,0,2,0,0,37,5,0.135135135,1,0,0,85,19,0.223529412,5,0,0,9,3,0.333333333,,,,8,1,0.125,,,,3,0,0,,,,3779,297,0.07859222,430,42,0.097674419,92,2,0.02173913,1,0,0,84,8,0.095238095,,,,817,46,0.05630355,51,3,0.058823529,328,20,0.06097561,61,4,0.06557377,16,1,0.0625,2,0,0,89,4,0.04494382,3,0,0,84,12,0.142857143,,,
2020-10-17T00:00:00Z,6993,448,0.064064064,948,64,0.067510549,21,5,0.238095238,4,0,0,93,14,0.150537634,5,1,0.2,177,22,0.124293785,,,,43,2,0.046511628,8,0,0,9,0,0,,,,4,0,0,,,,3,0,0,1,0,0,4522,287,0.063467492,654,54,0.082568807,101,4,0.03960396,4,1,0.25,100,18,0.18,3,1,0.333333333,849,45,0.053003534,70,2,0.028571429,415,19,0.045783133,111,2,0.018018018,23,3,0.130434783,1,0,0,107,9,0.08411215,55,1,0.018181818,526,20,0.038022814,32,2,0.0625
2020-10-16T00:00:00Z,10637,642,0.060355363,1283,110,0.085736555,84,4,0.047619048,5,0,0,99,5,0.050505051,16,0,0,323,17,0.052631579,14,2,0.142857143,123,18,0.146341463,18,0,0,38,6,0.157894737,3,0,0,8,0,0,,,,2,0,0,,,,6760,414,0.061242604,913,85,0.093099671,224,10,0.044642857,13,2,0.153846154,107,20,0.186915888,2,0,0,1499,50,0.03335557,139,5,0.035971223,806,46,0.05707196,81,6,0.074074074,74,7,0.094594595,4,2,0.5,224,15,0.066964286,20,2,0.1,266,30,0.112781955,55,6,0.109090909
2020-10-15T00:00:00Z,10241,559,0.054584513,1281,114,0.088992974,113,3,0.026548673,,,,114,5,0.043859649,7,1,0.142857143,379,24,0.063324538,5,0,0,89,7,0.078651685,13,1,0.076923077,34,8,0.235294118,1,0,0,4,1,0.25,,,,18,1,0.055555556,1,0,0,5965,338,0.056663873,888,83,0.093468468,246,10,0.040650407,19,2,0.105263158,156,10,0.064102564,57,3,0.052631579,1633,51,0.031230863,107,7,0.065420561,759,47,0.061923584,61,10,0.163934426,65,4,0.061538462,2,0,0,202,4,0.01980198,59,1,0.016949153,464,46,0.099137931,61,6,0.098360656
2020-10-14T00:00:00Z,11257,598,0.053122502,1177,115,0.097706032,92,7,0.076086957,9,2,0.222222222,110,5,0.045454545,2,0,0,426,26,0.061032864,6,1,0.166666667,125,25,0.2,5,0,0,43,10,0.23255814,1,0,0,3,0,0,,,,7,0,0,,,,6805,364,0.053490081,867,85,0.098039216,320,8,0.025,13,1,0.076923077,323,13,0.040247678,3,2,0.666666667,1741,64,0.036760482,104,10,0.096153846,636,42,0.066037736,55,2,0.036363636,99,4,0.04040404,3,1,0.333333333,256,5,0.01953125,82,2,0.024390244,271,25,0.092250923,27,9,0.333333333
2020-10-13T00:00:00Z,10843,611,0.056349719,1432,154,0.107541899,74,6,0.081081081,1,0,0,152,6,0.039473684,18,2,0.111111111,341,20,0.058651026,10,0,0,160,28,0.175,10,1,0.1,41,5,0.12195122,,,,9,2,0.222222222,1,0,0,10,0,0,,,,6991,415,0.059362037,1101,124,0.112624886,227,7,0.030837004,15,2,0.133333333,169,12,0.071005917,6,1,0.166666667,1508,45,0.029840849,112,5,0.044642857,626,35,0.055910543,99,11,0.111111111,54,3,0.055555556,5,0,0,191,5,0.02617801,21,1,0.047619048,290,22,0.075862069,33,7,0.212121212
2020-10-12T00:00:00Z,10801,583,0.053976484,1316,118,0.089665653,35,0,0,5,1,0.2,147,18,0.12244898,18,2,0.111111111,442,34,0.076923077,10,1,0.1,154,16,0.103896104,23,2,0.086956522,50,13,0.26,2,0,0,7,1,0.142857143,,,,17,1,0.058823529,,,,6236,332,0.053239256,909,79,0.086908691,229,13,0.056768559,18,2,0.111111111,117,8,0.068376068,5,0,0,2092,65,0.031070746,148,12,0.081081081,657,32,0.04870624,138,10,0.072463768,76,8,0.105263158,5,2,0.4,256,9,0.03515625,23,5,0.217391304,286,33,0.115384615,12,2,0.166666667
2020-10-11T00:00:00Z,4860,318,0.065432099,629,40,0.063593005,17,0,0,1,0,0,33,3,0.090909091,4,0,0,60,9,0.15,,,,34,5,0.147058824,4,1,0.25,10,1,0.1,1,0,0,5,0,0,,,,7,0,0,1,0,0,3129,197,0.062959412,500,32,0.064,104,3,0.028846154,,,,39,3,0.076923077,3,1,0.333333333,849,50,0.058892815,50,4,0.08,394,30,0.076142132,63,2,0.031746032,16,3,0.1875,,,,85,3,0.035294118,1,0,0,78,11,0.141025641,1,0,0
2020-10-10T00:00:00Z,6002,344,0.057314229,799,58,0.072590738,10,1,0.1,2,0,0,27,3,0.111111111,4,0,0,221,18,0.081447964,2,0,0,37,10,0.27027027,3,0,0,5,1,0.2,3,2,0.666666667,2,0,0,,,,5,0,0,,,,4088,242,0.059197652,624,48,0.076923077,89,2,0.02247191,21,2,0.095238095,44,1,0.022727273,,,,930,34,0.03655914,69,0,0,359,19,0.052924791,64,5,0.078125,16,1,0.0625,1,0,0,105,2,0.019047619,1,0,0,64,10,0.15625,5,1,0.2
2020-10-09T00:00:00Z,10330,531,0.051403679,1523,146,0.095863427,57,4,0.070175439,9,2,0.222222222,163,7,0.042944785,11,1,0.090909091,561,31,0.055258467,41,2,0.048780488,96,10,0.104166667,12,0,0,39,6,0.153846154,1,0,0,10,3,0.3,,,,6,0,0,2,0,0,5855,308,0.052604611,989,107,0.108190091,175,5,0.028571429,104,6,0.057692308,105,9,0.085714286,7,0,0,1792,50,0.027901786,182,16,0.087912088,559,42,0.075134168,103,8,0.077669903,377,12,0.031830239,4,0,0,229,10,0.043668122,49,1,0.020408163,306,34,0.111111111,9,3,0.333333333
2020-10-08T00:00:00Z,10384,480,0.046224961,1066,126,0.118198874,53,0,0,2,1,0.5,147,8,0.054421769,5,0,0,340,30,0.088235294,10,1,0.1,99,13,0.131313131,9,0,0,38,4,0.105263158,2,0,0,8,2,0.25,,,,9,1,0.111111111,,,,6136,294,0.04791395,728,91,0.125,228,3,0.013157895,82,6,0.073170732,152,6,0.039473684,10,0,0,1585,43,0.027129338,118,14,0.118644068,708,48,0.06779661,60,4,0.066666667,363,4,0.011019284,5,0,0,243,6,0.024691358,25,5,0.2,275,18,0.065454545,10,4,0.4
2020-10-07T00:00:00Z,11059,489,0.04421738,1224,124,0.10130719,74,13,0.175675676,60,8,0.133333333,98,4,0.040816327,9,1,0.111111111,446,16,0.035874439,8,1,0.125,96,11,0.114583333,3,0,0,29,6,0.206896552,1,0,0,5,0,0,1,0,0,12,3,0.25,,,,6526,293,0.044897334,874,92,0.105263158,247,7,0.028340081,94,8,0.085106383,138,7,0.050724638,5,1,0.2,1918,49,0.025547445,89,8,0.08988764,648,31,0.047839506,52,3,0.057692308,315,3,0.00952381,3,0,0,275,11,0.04,14,1,0.071428571,232,35,0.150862069,11,1,0.090909091
2020-10-06T00:00:00Z,12151,523,0.043041725,1578,130,0.082382763,172,16,0.093023256,3,0,0,146,5,0.034246575,6,1,0.166666667,497,20,0.040241449,10,2,0.2,86,3,0.034883721,11,0,0,42,10,0.238095238,2,0,0,1,0,0,1,0,0,5,0,0,1,0,0,7400,328,0.044324324,1059,99,0.093484419,234,3,0.012820513,102,7,0.068627451,139,8,0.057553957,82,4,0.048780488,1864,51,0.027360515,180,11,0.061111111,639,42,0.0657277,91,3,0.032967033,348,7,0.020114943,3,0,0,313,11,0.03514377,18,0,0,265,19,0.071698113,9,3,0.333333333
2020-10-05T00:00:00Z,11626,513,0.044125237,1265,138,0.109090909,114,10,0.087719298,2,1,0.5,114,7,0.061403509,12,1,0.083333333,524,23,0.04389313,14,2,0.142857143,145,10,0.068965517,17,0,0,44,3,0.068181818,3,1,0.333333333,6,1,0.166666667,,,,13,1,0.076923077,1,0,0,7001,318,0.045422083,862,114,0.13225058,194,2,0.010309278,47,1,0.021276596,162,5,0.030864198,2,0,0,1983,75,0.037821483,172,12,0.069767442,611,26,0.042553191,101,4,0.03960396,62,2,0.032258065,,,,362,8,0.022099448,24,1,0.041666667,291,22,0.075601375,8,1,0.125
2020-10-04T00:00:00Z,4307,236,0.054794521,453,38,0.08388521,11,0,0,,,,19,2,0.105263158,,,,31,0,0,1,0,0,32,0,0,4,0,0,4,0,0,,,,1,0,0,,,,,,,,,,2925,173,0.059145299,345,34,0.098550725,99,6,0.060606061,2,1,0.5,39,3,0.076923077,1,0,0,668,27,0.040419162,33,0,0,296,14,0.047297297,62,3,0.048387097,20,1,0.05,1,0,0,107,6,0.056074766,3,0,0,55,4,0.072727273,1,0,0
2020-10-03T00:00:00Z,6266,278,0.044366422,755,55,0.072847682,12,0,0,2,1,0.5,35,0,0,1,0,0,212,10,0.047169811,1,0,0,35,1,0.028571429,4,1,0.25,10,2,0.2,1,0,0,5,0,0,,,,2,0,0,1,0,0,4522,198,0.043785935,544,46,0.084558824,116,5,0.043103448,,,,60,2,0.033333333,1,0,0,661,27,0.040847201,64,1,0.015625,427,20,0.046838407,75,6,0.08,20,2,0.1,,,,94,3,0.031914894,58,0,0,55,8,0.145454545,3,0,0
2020-10-02T00:00:00Z,10023,418,0.041704081,1338,135,0.100896861,72,4,0.055555556,2,1,0.5,100,1,0.01,12,2,0.166666667,365,11,0.030136986,5,0,0,105,10,0.095238095,19,1,0.052631579,13,3,0.230769231,1,0,0,7,0,0,,,,9,2,0.222222222,2,0,0,6039,257,0.042556715,928,110,0.118534483,261,7,0.026819923,51,2,0.039215686,132,5,0.037878788,3,0,0,1860,57,0.030645161,156,7,0.044871795,489,31,0.063394683,92,4,0.043478261,56,3,0.053571429,4,1,0.25,302,9,0.029801325,40,2,0.05,213,18,0.084507042,23,5,0.217391304
2020-10-01T00:00:00Z,9518,411,0.043181341,1200,135,0.1125,70,2,0.028571429,4,1,0.25,113,3,0.026548673,11,2,0.181818182,322,18,0.055900621,5,0,0,91,8,0.087912088,17,1,0.058823529,43,7,0.162790698,1,0,0,2,0,0,,,,44,0,0,1,0,0,5502,238,0.043256997,846,101,0.119385343,225,6,0.026666667,55,2,0.036363636,142,4,0.028169014,6,2,0.333333333,1962,75,0.0382263,137,8,0.058394161,428,24,0.056074766,67,11,0.164179104,58,4,0.068965517,2,0,0,291,7,0.024054983,30,1,0.033333333,225,15,0.066666667,18,6,0.333333333
2020-09-30T00:00:00Z,9355,412,0.04404062,1173,119,0.101449275,120,8,0.066666667,1,0,0,155,1,0.006451613,5,0,0,408,30,0.073529412,7,0,0,62,10,0.161290323,4,2,0.5,36,2,0.055555556,,,,5,0,0,,,,5,0,0,,,,5680,249,0.043838028,895,93,0.103910615,187,6,0.032085561,38,5,0.131578947,201,4,0.019900498,5,1,0.2,1535,48,0.031270358,87,7,0.08045977,418,20,0.04784689,64,6,0.09375,70,3,0.042857143,3,0,0,279,16,0.05734767,56,2,0.035714286,194,15,0.077319588,8,3,0.375
2020-09-29T00:00:00Z,8834,350,0.039619651,1503,166,0.110445775,60,8,0.133333333,1,0,0,125,3,0.024,13,1,0.076923077,390,17,0.043589744,42,4,0.095238095,113,17,0.150442478,16,1,0.0625,57,6,0.105263158,3,0,0,3,0,0,,,,20,0,0,,,,5331,189,0.035453011,1035,112,0.10821256,135,9,0.066666667,58,8,0.137931034,140,5,0.035714286,12,3,0.25,1496,38,0.02540107,161,18,0.111801242,403,20,0.049627792,89,13,0.146067416,40,3,0.075,8,1,0.125,244,14,0.057377049,52,2,0.038461538,277,21,0.075812274,13,3,0.230769231
2020-09-28T00:00:00Z,8869,408,0.046002932,1422,152,0.106891702,92,3,0.032608696,2,0,0,113,2,0.017699115,21,1,0.047619048,523,27,0.051625239,10,1,0.1,94,11,0.117021277,13,0,0,91,12,0.131868132,,,,7,0,0,1,0,0,7,1,0.142857143,,,,4957,194,0.039136575,861,102,0.118466899,161,9,0.055900621,104,8,0.076923077,106,3,0.028301887,5,2,0.4,1638,67,0.040903541,187,17,0.090909091,541,30,0.055452865,137,13,0.094890511,49,3,0.06122449,4,0,0,230,10,0.043478261,59,3,0.050847458,260,36,0.138461538,18,5,0.277777778
2020-09-27T00:00:00Z,3701,165,0.044582545,499,42,0.084168337,9,0,0,1,0,0,39,0,0,3,0,0,52,1,0.019230769,3,1,0.333333333,34,9,0.264705882,3,0,0,11,1,0.090909091,1,0,0,5,0,0,,,,3,1,0.333333333,,,,2464,110,0.044642857,370,31,0.083783784,84,2,0.023809524,1,0,0,36,1,0.027777778,,,,555,14,0.025225225,64,5,0.078125,247,15,0.060728745,49,3,0.06122449,12,3,0.25,1,0,0,110,3,0.027272727,2,1,0.5,40,5,0.125,1,1,1
2020-09-26T00:00:00Z,5291,268,0.050652051,746,49,0.065683646,16,1,0.0625,2,1,0.5,49,0,0,5,0,0,228,17,0.074561404,11,1,0.090909091,50,13,0.26,15,0,0,108,5,0.046296296,,,,4,0,0,,,,1,0,0,,,,3690,182,0.049322493,496,36,0.072580645,72,7,0.097222222,2,0,0,32,2,0.0625,1,0,0,539,19,0.035250464,59,3,0.050847458,327,13,0.039755352,114,8,0.070175439,24,2,0.083333333,3,0,0,109,6,0.055045872,37,0,0,42,1,0.023809524,1,0,0
2020-09-25T00:00:00Z,8716,355,0.040729693,1496,132,0.088235294,93,6,0.064516129,5,1,0.2,130,1,0.007692308,14,2,0.142857143,359,32,0.08913649,19,1,0.052631579,64,9,0.140625,11,0,0,20,1,0.05,5,1,0.2,9,0,0,1,0,0,8,0,0,,,,4935,197,0.039918946,996,97,0.097389558,156,6,0.038461538,11,0,0,125,4,0.032,26,1,0.038461538,1777,44,0.024760833,208,8,0.038461538,469,30,0.063965885,102,7,0.068627451,144,5,0.034722222,3,0,0,234,2,0.008547009,47,7,0.14893617,193,18,0.093264249,48,7,0.145833333
2020-09-24T00:00:00Z,8976,328,0.036541889,1336,112,0.083832335,82,1,0.012195122,41,5,0.12195122,88,1,0.011363636,10,0,0,431,44,0.102088167,12,2,0.166666667,72,2,0.027777778,14,2,0.142857143,28,1,0.035714286,4,0,0,7,0,0,3,0,0,22,0,0,,,,5034,189,0.037544696,888,86,0.096846847,196,4,0.020408163,28,0,0,193,5,0.025906736,18,0,0,1577,44,0.027901078,142,6,0.042253521,641,19,0.029641186,60,4,0.066666667,65,5,0.076923077,7,1,0.142857143,278,2,0.007194245,94,1,0.010638298,262,11,0.041984733,15,5,0.333333333
2020-09-23T00:00:00Z,9835,413,0.041992883,1227,111,0.090464548,86,3,0.034883721,6,1,0.166666667,88,3,0.034090909,8,1,0.125,486,42,0.086419753,12,0,0,54,1,0.018518519,3,0,0,23,3,0.130434783,1,0,0,3,0,0,,,,4,0,0,1,0,0,6002,236,0.039320227,882,88,0.099773243,158,6,0.037974684,40,2,0.05,181,3,0.016574586,5,2,0.4,1733,64,0.036930179,135,8,0.059259259,544,29,0.053308824,66,3,0.045454545,80,4,0.05,16,3,0.1875,200,7,0.035,45,1,0.022222222,193,12,0.062176166,7,2,0.285714286
2020-09-22T00:00:00Z,9694,424,0.043738395,1558,136,0.087291399,50,2,0.04,2,0,0,71,2,0.028169014,20,2,0.1,423,39,0.092198582,45,5,0.111111111,109,8,0.073394495,12,1,0.083333333,25,3,0.12,2,0,0,3,0,0,,,,3,0,0,1,0,0,5746,232,0.040375914,1055,103,0.097630332,154,5,0.032467532,43,1,0.023255814,95,4,0.042105263,4,1,0.25,1922,75,0.039021852,170,10,0.058823529,550,32,0.058181818,114,7,0.061403509,35,1,0.028571429,6,1,0.166666667,280,6,0.021428571,62,1,0.016129032,228,15,0.065789474,22,4,0.181818182
2020-09-21T00:00:00Z,9134,443,0.048500109,1308,143,0.109327217,73,11,0.150684932,1,0,0,89,4,0.04494382,5,0,0,445,30,0.06741573,9,1,0.111111111,101,5,0.04950495,16,3,0.1875,31,4,0.129032258,2,0,0,7,1,0.142857143,1,0,0,8,0,0,1,0,0,4964,200,0.040290089,864,108,0.125,212,8,0.037735849,34,4,0.117647059,116,3,0.025862069,5,2,0.4,2078,134,0.064485082,232,11,0.047413793,469,22,0.046908316,97,9,0.092783505,41,2,0.048780488,4,0,0,229,5,0.021834061,27,4,0.148148148,271,14,0.051660517,10,1,0.1
2020-09-20T00:00:00Z,3671,187,0.050939798,392,30,0.076530612,5,1,0.2,,,,52,0,0,4,0,0,33,3,0.090909091,1,0,0,37,5,0.135135135,3,0,0,4,1,0.25,,,,1,0,0,,,,4,0,0,,,,2420,119,0.049173554,285,22,0.077192982,70,5,0.071428571,2,0,0,33,1,0.03030303,,,,529,29,0.054820416,49,4,0.081632653,350,16,0.045714286,47,4,0.085106383,7,0,0,,,,72,2,0.027777778,,,,54,5,0.092592593,1,0,0
2020-09-19T00:00:00Z,4965,221,0.044511581,527,59,0.111954459,8,0,0,,,,36,2,0.055555556,7,0,0,250,14,0.056,,,,35,9,0.257142857,3,0,0,126,6,0.047619048,2,1,0.5,8,0,0,,,,1,0,0,,,,3380,147,0.043491124,390,43,0.11025641,116,6,0.051724138,3,0,0,39,3,0.076923077,1,0,0,467,12,0.025695931,46,5,0.108695652,386,16,0.041450777,70,10,0.142857143,7,1,0.142857143,2,0,0,91,4,0.043956044,2,0,0,15,1,0.066666667,1,0,0
