date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2021-06-05 00:00:00,7,,,,,,,,,7.0,,,,,,
2021-06-04 00:00:00,221,1.0,1.0,2.0,2.0,3.0,25.0,3.0,7.0,167.0,,,,1.0,4.0,5.0
2021-06-03 00:00:00,401,,5.0,5.0,,11.0,50.0,4.0,18.0,301.0,,,,,6.0,1.0
2021-06-02 00:00:00,506,4.0,1.0,10.0,1.0,33.0,52.0,1.0,22.0,372.0,,1.0,1.0,1.0,5.0,2.0
2021-06-01 00:00:00,532,4.0,2.0,23.0,4.0,22.0,41.0,5.0,18.0,394.0,,1.0,5.0,5.0,5.0,3.0
2021-05-31 00:00:00,218,1.0,,3.0,,20.0,16.0,1.0,11.0,162.0,1.0,,,1.0,1.0,1.0
2021-05-30 00:00:00,273,1.0,,10.0,,20.0,26.0,2.0,9.0,198.0,,,1.0,,1.0,5.0
2021-05-29 00:00:00,296,1.0,1.0,8.0,,31.0,27.0,1.0,8.0,213.0,1.0,,,,3.0,2.0
2021-05-28 00:00:00,454,,6.0,10.0,1.0,37.0,38.0,5.0,16.0,328.0,,,4.0,1.0,3.0,5.0
2021-05-27 00:00:00,449,1.0,6.0,11.0,1.0,42.0,38.0,2.0,16.0,324.0,,,,1.0,3.0,4.0
2021-05-26 00:00:00,491,1.0,6.0,10.0,1.0,40.0,44.0,12.0,13.0,352.0,1.0,,2.0,2.0,4.0,3.0
2021-05-25 00:00:00,542,2.0,2.0,15.0,1.0,53.0,50.0,11.0,13.0,376.0,1.0,,1.0,4.0,4.0,9.0
2021-05-24 00:00:00,586,3.0,4.0,25.0,,52.0,41.0,6.0,28.0,415.0,1.0,,2.0,3.0,5.0,1.0
2021-05-23 00:00:00,338,,7.0,5.0,,27.0,29.0,2.0,11.0,255.0,,,,1.0,,1.0
2021-05-22 00:00:00,327,,1.0,12.0,1.0,27.0,23.0,1.0,12.0,242.0,,,1.0,2.0,4.0,1.0
2021-05-21 00:00:00,508,,11.0,12.0,2.0,35.0,40.0,6.0,10.0,385.0,,,,2.0,4.0,1.0
2021-05-20 00:00:00,518,2.0,1.0,18.0,2.0,49.0,52.0,5.0,15.0,369.0,1.0,,1.0,2.0,1.0,
2021-05-19 00:00:00,601,3.0,4.0,17.0,1.0,51.0,68.0,13.0,20.0,415.0,2.0,,1.0,3.0,3.0,
2021-05-18 00:00:00,601,3.0,8.0,21.0,2.0,58.0,36.0,9.0,14.0,438.0,1.0,,1.0,2.0,6.0,2.0
2021-05-17 00:00:00,690,,3.0,25.0,5.0,73.0,47.0,12.0,19.0,495.0,,,2.0,3.0,4.0,2.0
2021-05-16 00:00:00,425,1.0,1.0,11.0,1.0,53.0,41.0,7.0,1.0,305.0,,,1.0,1.0,,2.0
2021-05-15 00:00:00,388,,3.0,5.0,,24.0,42.0,2.0,14.0,293.0,,,1.0,1.0,,3.0
2021-05-14 00:00:00,575,2.0,3.0,31.0,,32.0,63.0,10.0,12.0,403.0,2.0,1.0,3.0,6.0,3.0,4.0
2021-05-13 00:00:00,691,2.0,4.0,31.0,1.0,53.0,85.0,4.0,11.0,490.0,,,,2.0,7.0,1.0
2021-05-12 00:00:00,612,2.0,6.0,24.0,1.0,23.0,59.0,7.0,7.0,469.0,3.0,,1.0,3.0,5.0,2.0
2021-05-11 00:00:00,660,3.0,7.0,17.0,,33.0,46.0,10.0,6.0,530.0,,,,1.0,3.0,4.0
2021-05-10 00:00:00,736,5.0,7.0,24.0,5.0,73.0,76.0,13.0,15.0,507.0,,,,,7.0,4.0
2021-05-09 00:00:00,415,3.0,1.0,18.0,1.0,41.0,37.0,5.0,8.0,295.0,,,,,4.0,2.0
2021-05-08 00:00:00,468,1.0,2.0,13.0,,35.0,48.0,5.0,6.0,348.0,,,1.0,2.0,5.0,2.0
2021-05-07 00:00:00,693,5.0,4.0,14.0,1.0,71.0,67.0,9.0,10.0,492.0,1.0,,1.0,2.0,10.0,6.0
2021-05-06 00:00:00,741,4.0,11.0,26.0,7.0,38.0,80.0,14.0,12.0,519.0,3.0,,4.0,1.0,15.0,7.0
2021-05-05 00:00:00,763,8.0,6.0,16.0,1.0,41.0,73.0,12.0,8.0,579.0,,,2.0,,12.0,5.0
2021-05-04 00:00:00,861,,10.0,17.0,1.0,86.0,82.0,14.0,14.0,598.0,3.0,1.0,5.0,7.0,21.0,2.0
2021-05-03 00:00:00,806,3.0,8.0,42.0,1.0,58.0,68.0,17.0,24.0,558.0,1.0,,,8.0,14.0,4.0
2021-05-02 00:00:00,493,8.0,2.0,19.0,,31.0,36.0,4.0,14.0,365.0,,,2.0,1.0,9.0,2.0
2021-05-01 00:00:00,499,3.0,2.0,16.0,,30.0,55.0,6.0,13.0,351.0,1.0,1.0,,5.0,9.0,7.0
2021-04-30 00:00:00,741,1.0,13.0,16.0,1.0,31.0,74.0,5.0,18.0,541.0,,,2.0,7.0,16.0,16.0
2021-04-29 00:00:00,720,6.0,9.0,17.0,2.0,45.0,66.0,6.0,11.0,522.0,1.0,,5.0,9.0,17.0,4.0
2021-04-28 00:00:00,816,6.0,9.0,31.0,,54.0,94.0,6.0,18.0,579.0,,,,4.0,7.0,8.0
2021-04-27 00:00:00,800,4.0,8.0,18.0,1.0,56.0,67.0,10.0,20.0,589.0,1.0,1.0,1.0,1.0,16.0,7.0
2021-04-26 00:00:00,913,5.0,5.0,27.0,1.0,58.0,58.0,21.0,24.0,680.0,,,2.0,7.0,18.0,7.0
2021-04-25 00:00:00,481,1.0,3.0,8.0,1.0,33.0,51.0,5.0,10.0,361.0,2.0,,,,4.0,2.0
2021-04-24 00:00:00,479,2.0,3.0,5.0,1.0,38.0,38.0,4.0,11.0,363.0,,,,,8.0,6.0
2021-04-23 00:00:00,742,7.0,17.0,15.0,4.0,46.0,48.0,10.0,25.0,524.0,,,2.0,1.0,35.0,8.0
2021-04-22 00:00:00,773,6.0,5.0,12.0,,50.0,72.0,14.0,20.0,569.0,,1.0,,3.0,17.0,4.0
2021-04-21 00:00:00,874,14.0,4.0,11.0,3.0,46.0,81.0,28.0,24.0,619.0,1.0,,3.0,1.0,26.0,13.0
2021-04-20 00:00:00,889,5.0,6.0,20.0,5.0,62.0,72.0,14.0,30.0,633.0,1.0,1.0,2.0,2.0,27.0,9.0
2021-04-19 00:00:00,935,10.0,13.0,21.0,5.0,71.0,73.0,19.0,26.0,647.0,,,1.0,4.0,30.0,15.0
2021-04-18 00:00:00,445,1.0,2.0,10.0,,29.0,47.0,8.0,22.0,318.0,,,,2.0,3.0,3.0
2021-04-17 00:00:00,496,2.0,10.0,11.0,1.0,26.0,50.0,4.0,12.0,358.0,,,1.0,,13.0,8.0
2021-04-16 00:00:00,746,6.0,7.0,12.0,5.0,55.0,77.0,8.0,14.0,528.0,,,,2.0,21.0,11.0
2021-04-15 00:00:00,814,1.0,15.0,15.0,,52.0,90.0,19.0,11.0,576.0,2.0,,3.0,1.0,19.0,10.0
2021-04-14 00:00:00,847,7.0,8.0,20.0,3.0,57.0,96.0,12.0,19.0,569.0,,,7.0,2.0,34.0,13.0
2021-04-13 00:00:00,849,6.0,7.0,13.0,1.0,44.0,102.0,14.0,25.0,591.0,1.0,,4.0,1.0,25.0,15.0
2021-04-12 00:00:00,915,2.0,11.0,18.0,6.0,49.0,130.0,14.0,26.0,596.0,,,1.0,3.0,38.0,21.0
2021-04-11 00:00:00,484,1.0,4.0,5.0,1.0,34.0,48.0,1.0,3.0,378.0,,,,,7.0,2.0
2021-04-10 00:00:00,506,3.0,4.0,8.0,3.0,34.0,72.0,5.0,11.0,350.0,,,,,9.0,7.0
2021-04-09 00:00:00,706,4.0,15.0,9.0,3.0,37.0,79.0,8.0,16.0,487.0,1.0,1.0,1.0,2.0,28.0,15.0
2021-04-08 00:00:00,712,3.0,12.0,13.0,5.0,47.0,98.0,10.0,11.0,483.0,,,1.0,3.0,18.0,8.0
2021-04-07 00:00:00,708,2.0,9.0,17.0,4.0,44.0,100.0,7.0,10.0,458.0,1.0,,4.0,,38.0,14.0
2021-04-06 00:00:00,783,2.0,20.0,13.0,6.0,44.0,100.0,7.0,17.0,516.0,,,3.0,1.0,35.0,19.0
2021-04-05 00:00:00,853,6.0,13.0,19.0,2.0,47.0,121.0,7.0,22.0,557.0,,1.0,2.0,1.0,38.0,17.0
2021-04-04 00:00:00,274,,4.0,6.0,1.0,20.0,23.0,4.0,11.0,197.0,,,,,2.0,6.0
2021-04-03 00:00:00,471,3.0,9.0,12.0,3.0,31.0,46.0,2.0,15.0,318.0,,,,2.0,15.0,15.0
2021-04-02 00:00:00,639,8.0,13.0,8.0,2.0,48.0,99.0,8.0,16.0,398.0,1.0,,,2.0,23.0,13.0
2021-04-01 00:00:00,698,2.0,14.0,14.0,7.0,47.0,94.0,9.0,19.0,464.0,,,3.0,3.0,20.0,2.0
2021-03-31 00:00:00,738,1.0,16.0,6.0,15.0,59.0,95.0,14.0,21.0,475.0,1.0,,,5.0,18.0,12.0
2021-03-30 00:00:00,816,2.0,18.0,9.0,8.0,62.0,138.0,13.0,31.0,494.0,2.0,2.0,2.0,4.0,26.0,5.0
2021-03-29 00:00:00,754,4.0,23.0,16.0,4.0,55.0,116.0,13.0,28.0,451.0,3.0,,1.0,7.0,17.0,16.0
2021-03-28 00:00:00,375,1.0,2.0,7.0,6.0,27.0,40.0,2.0,13.0,265.0,,,1.0,4.0,4.0,3.0
2021-03-27 00:00:00,440,2.0,4.0,9.0,2.0,19.0,66.0,12.0,10.0,299.0,3.0,,1.0,4.0,6.0,3.0
