date,Santa Cruz_cume,Santa Cruz
1/11/2021,61,
1/12/2021,81,20
1/13/2021,101,20
1/14/2021,141,40
1/15/2021,201,60
1/19/2021,265,64
1/20/2021,309,44
1/21/2021,350,41
1/22/2021,430,80
1/25/2021,565,135
1/26/2021,736,171
1/27/2021,915,179
1/28/2021,1011,96
1/29/2021,1166,155
1/4/2021,1375,209
1/5/2021,1597,222
1/6/2021,1799,202
1/7/2021,1916,117
1/8/2021,2357,441
12/22/2020,2776,419
12/23/2020,3280,504
12/24/2020,3394,114
12/28/2020,3803,409
12/29/2020,3984,181
12/30/2020,4499,515
12/31/2020,4915,416
2/1/2021,5032,117
2/10/2021,5617,585
2/11/2021,5810,193
2/12/2021,6377,567
2/13/2021,7059,682
2/14/2021,7065,6
2/15/2021,7235,170
2/16/2021,7804,569
2/17/2021,8422,618
2/18/2021,9051,629
2/19/2021,9682,631
2/2/2021,10160,478
2/20/2021,10599,439
2/22/2021,10687,88
2/23/2021,10774,87
2/24/2021,10777,3
2/25/2021,10788,11
2/26/2021,10835,47
2/27/2021,10837,2
2/3/2021,10877,40
2/4/2021,11507,630
2/5/2021,12307,800
2/6/2021,13067,760
2/8/2021,13793,726
2/9/2021,13805,12
3/1/2021,13948,143
3/10/2021,14810,862
3/11/2021,15547,737
3/12/2021,16350,803
3/13/2021,17135,785
3/14/2021,17209,74
3/15/2021,17225,16
3/16/2021,17388,163
3/17/2021,18046,658
3/18/2021,18761,715
3/19/2021,19455,694
3/2/2021,20143,688
3/20/2021,20655,512
3/21/2021,21022,367
3/22/2021,21183,161
3/23/2021,21880,697
3/24/2021,22630,750
3/25/2021,23324,694
3/26/2021,24167,843
3/27/2021,24189,22
3/28/2021,24201,12
3/29/2021,24389,188
3/3/2021,25146,757
3/30/2021,25848,702
3/31/2021,26491,643
3/4/2021,27238,747
3/5/2021,27284,46
3/6/2021,27285,1
3/7/2021,27444,159
3/8/2021,28288,844
3/9/2021,29116,828
4/1/2021,29975,859
4/10/2021,30664,689
4/11/2021,30690,26
4/12/2021,30702,12
4/13/2021,31246,544
4/14/2021,31957,711
4/15/2021,32756,799
4/16/2021,33482,726
4/17/2021,34201,719
4/18/2021,34758,557
4/19/2021,34768,10
4/2/2021,35100,332
4/20/2021,35904,804
4/21/2021,36772,868
4/22/2021,37603,831
4/23/2021,38568,965
4/24/2021,38592,24
4/26/2021,38631,39
4/27/2021,38885,254
4/28/2021,39679,794
4/29/2021,40428,749
4/3/2021,41228,800
4/30/2021,42032,804
4/4/2021,42397,365
4/5/2021,42957,560
4/6/2021,43725,768
4/7/2021,44421,696
4/8/2021,45116,695
4/9/2021,45706,590
5/1/2021,45737,31
5/10/2021,45749,12
5/11/2021,46238,489
5/12/2021,46833,595
5/13/2021,47563,730
5/14/2021,48135,572
5/15/2021,48801,666
5/16/2021,48825,24
5/17/2021,48837,12
5/18/2021,49285,448
5/19/2021,49392,107
5/2/2021,49755,363
5/20/2021,50627,872
5/21/2021,51326,699
5/22/2021,51349,23
5/23/2021,51370,21
5/24/2021,52217,847
5/25/2021,52734,517
5/26/2021,53155,421
5/27/2021,53858,703
5/28/2021,54274,416
5/29/2021,54325,51
5/3/2021,54357,32
5/30/2021,54604,247
5/31/2021,55292,688
5/4/2021,55666,374
5/5/2021,55940,274
5/6/2021,55982,42
5/7/2021,56021,39
5/8/2021,56048,27
5/9/2021,56072,24
6/1/2021,56181,109
6/10/2021,57118,937
6/11/2021,57881,763
6/12/2021,58032,151
6/13/2021,58057,25
6/14/2021,58061,4
6/15/2021,58146,85
6/16/2021,58880,734
6/17/2021,59443,563
6/18/2021,59612,169
6/19/2021,60212,600
6/2/2021,60226,14
6/20/2021,60236,10
6/21/2021,60283,47
6/22/2021,60427,144
6/23/2021,60487,60
6/24/2021,61263,776
6/25/2021,61317,54
6/26/2021,61341,24
6/27/2021,61363,22
6/28/2021,61527,164
6/29/2021,62060,533
6/3/2021,62192,132
6/30/2021,62789,597
6/4/2021,62942,153
6/5/2021,62983,41
6/6/2021,63000,17
6/7/2021,63041,41
6/8/2021,63226,185
6/9/2021,63415,189
7/1/2021,63597,182
7/10/2021,63662,65
7/11/2021,63700,38
7/12/2021,63710,10
7/13/2021,63751,41
7/14/2021,63932,181
7/15/2021,63988,56
7/16/2021,64187,199
7/17/2021,64261,74
7/18/2021,64292,31
7/19/2021,64308,16
7/2/2021,64356,48
7/20/2021,64531,175
7/21/2021,64561,30
7/22/2021,64752,191
7/23/2021,64805,53
7/24/2021,64838,33
7/25/2021,64848,10
7/26/2021,64887,39
7/27/2021,65045,158
7/28/2021,65096,51
7/3/2021,65252,156
7/4/2021,65326,74
7/5/2021,65364,38
7/6/2021,65395,31
7/7/2021,65445,50
7/8/2021,65593,148
7/9/2021,65729,136
