Category,value
tests,11849670
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1949573
20 - 44 years,5077007
45 - 54 years,1575550
55 - 64 years,1464154
65 years and older,1762531
Unknown,20855
positive,0.0975658393862445
