date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4390,4413,3650,3441,2020,26
1/10/2021,6689,6375,5524,5356,4489,68
1/11/2021,7006,6651,5794,5643,4864,79
1/12/2021,7336,6909,6059,5903,5370,90
1/13/2021,7557,7145,6300,6149,5805,100
1/14/2021,7867,7455,6616,6444,6223,105
1/15/2021,8500,8024,7194,7009,7512,116
1/16/2021,8742,8217,7379,7176,7778,120
1/17/2021,8825,8278,7424,7233,7907,123
1/18/2021,9171,8593,7740,7522,9474,130
1/19/2021,9544,8881,8067,7845,11141,141
1/2/2021,4561,4536,3748,3552,2121,28
1/20/2021,10041,9430,8580,8323,13256,156
1/21/2021,10450,9878,9069,8806,16360,165
1/22/2021,11161,10562,9826,9543,19409,180
1/23/2021,11443,10795,10022,9742,21227,185
1/24/2021,11591,10924,10130,9845,21547,188
1/25/2021,12324,11559,10879,10596,24794,203
1/26/2021,13041,12143,11538,11241,27827,216
1/27/2021,13774,12742,12204,11966,31009,225
1/28/2021,14624,13389,12876,12695,34323,241
1/29/2021,15553,14109,13609,13452,37406,266
1/3/2021,4653,4624,3817,3608,2166,30
1/30/2021,16215,14541,13963,13850,40146,274
1/31/2021,16383,14654,14079,13988,40891,279
1/4/2021,4997,4927,4077,3892,2405,40
1/5/2021,5338,5248,4345,4173,2709,45
1/6/2021,5763,5587,4767,4538,3035,52
1/7/2021,6068,5818,4983,4817,3434,57
1/8/2021,6339,6101,5273,5096,3685,62
1/9/2021,6591,6276,5440,5282,4422,68
12/1/2020,8,3,7,7,13,
12/10/2020,11,3,11,12,19,
12/11/2020,11,4,13,14,21,
12/12/2020,11,4,13,16,22,
12/13/2020,12,4,13,17,22,
12/14/2020,12,7,16,17,23,
12/15/2020,17,9,20,22,29,
12/16/2020,18,11,22,23,30,
12/17/2020,269,317,333,281,113,1
12/18/2020,593,673,628,554,223,2
12/19/2020,803,880,773,656,285,2
12/2/2020,9,3,9,7,13,
12/20/2020,805,881,776,659,289,2
12/21/2020,1224,1258,1056,937,416,4
12/22/2020,1626,1649,1392,1218,545,6
12/23/2020,2133,2140,1769,1533,713,7
12/24/2020,2399,2414,1969,1748,800,9
12/25/2020,2400,2414,1969,1750,803,9
12/26/2020,2609,2615,2119,1904,871,10
12/27/2020,2657,2659,2149,1935,886,10
12/28/2020,3126,3103,2508,2262,1069,12
12/29/2020,3592,3560,2856,2649,1311,18
12/3/2020,9,3,10,9,15,
12/30/2020,4038,4024,3301,3074,1583,19
12/31/2020,4362,4381,3611,3388,1827,24
12/4/2020,9,3,11,9,15,
12/5/2020,10,3,11,9,15,
12/6/2020,10,3,11,10,15,
12/7/2020,10,3,11,11,15,
12/8/2020,10,3,11,12,15,
12/9/2020,11,3,11,12,18,
2/1/2021,17014,15196,14656,14601,43057,289
2/10/2021,21400,18293,18189,18836,68715,426
2/11/2021,21749,18542,18423,19155,72893,438
2/12/2021,22119,18837,18723,19583,76693,450
2/13/2021,22338,18980,18879,19790,79957,464
2/14/2021,22408,19011,18939,19841,80436,471
2/15/2021,22571,19121,19057,19978,82279,475
2/16/2021,22774,19251,19238,20204,84494,486
2/17/2021,23083,19464,19447,20476,86618,502
2/18/2021,23307,19620,19592,20677,88533,508
2/19/2021,23557,19765,19774,20870,89508,516
2/2/2021,17691,15760,15318,15267,45444,306
2/20/2021,23835,19954,19938,21050,90239,532
2/21/2021,23869,19987,19982,21089,90494,535
2/22/2021,24010,20055,20058,21202,91488,540
2/23/2021,24168,20157,20168,21356,93047,547
