Category,value
tests,778220
YUMA,12962
YAVAPAI,22716
SANTA CRUZ,2401
PINAL,47476
PIMA,68570
NAVAJO,6455
MOHAVE,17991
MARICOPA,558159
LA PAZ,1919
GREENLEE,313
GRAHAM,1666
GILA,7788
COCONINO,10254
COCHISE,7303
APACHE,1692
Unknown,713
65 years and older,187957
55 - 64 years,154346
45 - 54 years,140498
20 - 44 years,258966
Less than 20 years,35740
positive,0.2302806404358665
