date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,161,149,168,207,196,6
1/10/2021,312,342,412,530,1013,16
1/11/2021,327,359,429,563,1089,16
1/12/2021,335,364,438,578,1123,16
1/13/2021,340,371,447,585,1159,16
1/14/2021,350,387,466,615,1304,16
1/15/2021,406,433,507,671,1338,23
1/16/2021,406,434,508,672,1340,23
1/17/2021,406,434,508,672,1343,23
1/18/2021,409,442,514,695,1410,23
1/19/2021,420,444,521,706,1461,24
1/2/2021,177,166,193,243,295,9
1/20/2021,430,454,542,738,1563,25
1/21/2021,445,466,552,772,1771,25
1/22/2021,461,474,558,784,1834,26
1/23/2021,465,479,560,790,1947,26
1/24/2021,465,479,561,791,1956,26
1/25/2021,480,487,573,809,2021,26
1/26/2021,486,490,573,811,2035,26
1/27/2021,499,507,583,821,2208,30
1/28/2021,520,532,617,877,2453,30
1/29/2021,545,551,647,912,2566,34
1/3/2021,178,166,193,245,295,9
1/30/2021,576,563,658,928,2686,43
1/31/2021,576,563,658,929,2690,43
1/4/2021,192,185,223,284,343,9
1/5/2021,214,220,278,346,476,10
1/6/2021,226,247,316,402,611,12
1/7/2021,274,311,358,465,818,15
1/8/2021,307,341,405,528,994,16
1/9/2021,312,342,412,530,1013,16
12/17/2020,20,17,14,13,3,1
12/18/2020,33,29,19,18,8,1
12/19/2020,33,29,19,20,8,1
12/20/2020,33,30,19,20,8,1
12/21/2020,39,41,26,29,11,1
12/22/2020,42,45,31,35,15,1
12/23/2020,54,56,37,50,25,1
12/24/2020,69,70,50,70,32,1
12/25/2020,69,70,50,70,32,1
12/26/2020,74,76,56,78,35,1
12/27/2020,74,76,57,78,35,1
12/28/2020,93,96,84,108,69,5
12/29/2020,119,106,112,137,95,5
12/30/2020,147,130,140,167,140,6
12/31/2020,161,149,167,206,196,6
2/1/2021,595,577,675,952,2829,44
2/10/2021,722,669,834,1306,5145,59
2/11/2021,726,674,837,1322,5243,59
2/12/2021,742,681,845,1330,5317,66
2/13/2021,780,703,892,1418,5906,69
2/14/2021,817,743,945,1513,6115,74
2/15/2021,824,745,950,1528,6154,74
2/16/2021,837,752,962,1561,6406,76
2/17/2021,861,768,995,1608,6511,81
2/18/2021,889,785,1000,1620,6536,87
2/19/2021,891,786,1002,1623,6560,90
2/2/2021,612,593,705,1001,3119,44
2/20/2021,898,792,1002,1626,6574,100
2/21/2021,898,792,1002,1626,6577,100
2/22/2021,902,796,1007,1629,6591,102
2/23/2021,932,812,1031,1686,6672,112
2/24/2021,945,820,1046,1719,6746,115
2/25/2021,956,830,1052,1728,6772,118
2/26/2021,958,832,1059,1730,6795,118
2/27/2021,1009,904,1167,2071,7833,125
2/28/2021,1070,939,1271,2353,8200,129
2/3/2021,630,600,732,1066,3443,46
2/4/2021,645,613,745,1115,3938,49
2/5/2021,658,623,769,1168,4281,54
2/6/2021,677,633,789,1199,4468,56
2/7/2021,677,634,789,1201,4482,56
2/8/2021,693,644,798,1223,4623,57
2/9/2021,713,664,825,1268,4864,58
3/1/2021,1076,949,1284,2372,8265,132
3/10/2021,1179,1016,1399,2697,8727,144
3/11/2021,1200,1031,1418,2735,8787,148
3/12/2021,1215,1037,1424,2754,8828,151
3/13/2021,1231,1055,1466,2874,9000,158
3/14/2021,1234,1058,1472,2879,9015,158
3/15/2021,1236,1061,1478,2894,9049,160
3/16/2021,1262,1071,1502,2944,9116,163
3/17/2021,1269,1079,1516,2969,9142,167
3/18/2021,1273,1087,1525,2985,9168,168
3/19/2021,1280,1092,1530,3000,9184,169
3/2/2021,1093,958,1309,2416,8318,133
3/20/2021,1295,1112,1562,3084,9333,171
3/21/2021,1295,1112,1562,3087,9335,171
3/22/2021,1309,1122,1577,3137,9385,171
3/23/2021,1329,1132,1596,3165,9432,174
3/24/2021,1334,1136,1603,3186,9466,174
3/25/2021,1346,1140,1611,3208,9487,179
3/26/2021,1356,1145,1619,3217,9505,180
3/27/2021,1380,1157,1633,3257,9572,192
3/28/2021,1381,1159,1638,3265,9578,192
3/29/2021,1394,1166,1653,3287,9614,196
3/3/2021,1104,966,1318,2438,8384,136
3/30/2021,1406,1178,1667,3306,9647,200
3/31/2021,1413,1182,1681,3347,9682,201
3/4/2021,1116,985,1344,2568,8525,138
3/5/2021,1121,988,1346,2573,8553,138
3/6/2021,1122,990,1352,2581,8597,138
3/7/2021,1122,990,1352,2582,8598,138
3/8/2021,1129,994,1355,2591,8612,140
3/9/2021,1152,1003,1377,2637,8666,142
4/1/2021,1433,1198,1710,3404,9776,209
4/10/2021,1585,1292,1842,3663,10153,246
4/11/2021,1586,1295,1844,3667,10156,246
4/12/2021,1600,1307,1857,3695,10176,246
4/13/2021,1604,1315,1863,3719,10203,249
4/14/2021,1612,1319,1864,3725,10221,250
4/15/2021,1623,1327,1866,3733,10234,252
4/16/2021,1633,1331,1876,3740,10240,257
4/17/2021,1637,1332,1883,3752,10265,258
4/18/2021,1637,1332,1884,3755,10269,258
4/19/2021,1642,1336,1888,3768,10279,261
4/2/2021,1442,1210,1721,3424,9796,211
4/20/2021,1654,1341,1898,3785,10311,263
4/21/2021,1663,1350,1904,3795,10321,265
4/22/2021,1683,1358,1909,3802,10336,266
4/23/2021,1702,1365,1912,3813,10350,271
4/24/2021,1707,1366,1913,3813,10350,275
4/25/2021,1709,1367,1914,3817,10352,275
4/26/2021,1719,1369,1920,3826,10358,276
4/27/2021,1725,1373,1929,3836,10376,278
4/28/2021,1734,1386,1938,3846,10393,279
4/29/2021,1745,1391,1944,3854,10407,286
4/3/2021,1445,1211,1724,3424,9799,211
4/30/2021,1750,1392,1948,3866,10417,287
4/4/2021,1445,1211,1726,3426,9799,211
4/5/2021,1456,1220,1730,3446,9825,217
4/6/2021,1497,1239,1779,3560,9977,221
4/7/2021,1540,1262,1802,3583,10006,224
4/8/2021,1565,1274,1816,3620,10044,238
4/9/2021,1577,1282,1826,3635,10067,245
5/1/2021,1754,1395,1949,3867,10417,291
5/10/2021,1811,1423,1987,3920,10516,305
5/11/2021,1815,1426,1988,3922,10528,308
5/12/2021,1821,1428,1989,3928,10547,310
5/13/2021,1823,1429,1993,3938,10557,312
5/14/2021,1839,1442,2002,3954,10575,322
5/15/2021,1843,1446,2003,3960,10580,326
5/16/2021,1851,1446,2006,3963,10580,330
5/17/2021,1856,1448,2014,3971,10591,343
5/18/2021,1867,1457,2024,3994,10616,356
5/19/2021,1883,1460,2031,4006,10644,362
5/2/2021,1755,1396,1949,3868,10419,291
5/20/2021,1891,1462,2039,4022,10655,394
5/21/2021,1895,1465,2043,4027,10664,404
5/22/2021,1903,1470,2047,4029,10670,409
5/23/2021,1905,1471,2048,4031,10673,411
5/24/2021,1911,1473,2056,4041,10681,419
5/25/2021,1920,1479,2059,4052,10691,426
5/26/2021,1923,1485,2063,4061,10698,429
5/27/2021,1932,1490,2065,4069,10702,433
5/28/2021,1937,1494,2068,4080,10710,439
5/29/2021,1938,1495,2071,4081,10711,440
5/3/2021,1762,1401,1957,3877,10435,297
5/30/2021,1939,1496,2072,4084,10713,440
5/31/2021,1941,1497,2072,4085,10715,440
5/4/2021,1777,1406,1966,3893,10470,300
5/5/2021,1787,1411,1972,3902,10474,300
5/6/2021,1790,1412,1974,3908,10483,302
5/7/2021,1797,1417,1979,3915,10491,304
5/8/2021,1798,1417,1980,3916,10493,304
5/9/2021,1798,1417,1981,3917,10496,304
6/1/2021,1945,1499,2075,4087,10726,444
6/10/2021,1975,1516,2095,4135,10775,504
6/11/2021,1980,1516,2095,4137,10778,509
6/12/2021,1982,1518,2097,4138,10781,509
6/13/2021,1982,1518,2099,4138,10782,509
6/14/2021,1989,1521,2104,4138,10787,516
6/15/2021,1993,1527,2110,4142,10789,519
6/16/2021,2001,1530,2114,4145,10792,526
6/17/2021,2007,1535,2118,4147,10796,531
6/18/2021,2012,1538,2119,4149,10798,539
6/19/2021,2016,1541,2119,4150,10799,544
6/2/2021,1950,1502,2078,4100,10732,448
6/20/2021,2016,1542,2120,4150,10799,547
6/21/2021,2024,1543,2124,4157,10807,552
6/22/2021,2049,1563,2129,4164,10818,555
6/23/2021,2050,1566,2133,4167,10820,559
6/24/2021,2052,1567,2134,4172,10826,564
6/25/2021,2056,1569,2137,4175,10830,584
6/26/2021,2058,1571,2138,4175,10832,585
6/27/2021,2058,1572,2139,4175,10832,585
6/28/2021,2060,1573,2144,4175,10837,588
6/29/2021,2061,1574,2144,4179,10846,593
6/3/2021,1953,1503,2082,4105,10739,456
6/30/2021,2066,1580,2146,4182,10851,612
6/4/2021,1955,1511,2083,4108,10745,463
6/5/2021,1956,1511,2083,4109,10746,463
6/6/2021,1960,1511,2084,4109,10746,464
6/7/2021,1965,1513,2088,4118,10754,469
6/8/2021,1966,1514,2089,4127,10761,475
6/9/2021,1973,1516,2094,4132,10773,498
7/1/2021,2071,1583,2150,4189,10853,619
7/10/2021,2089,1604,2173,4213,10896,650
7/11/2021,2089,1606,2174,4214,10898,651
7/12/2021,2094,1611,2174,4220,10904,657
7/13/2021,2101,1615,2176,4226,10911,668
7/14/2021,2102,1615,2178,4230,10919,676
7/15/2021,2112,1620,2183,4238,10931,678
7/16/2021,2118,1623,2188,4242,10938,688
7/17/2021,2120,1626,2192,4245,10940,690
7/18/2021,2122,1627,2192,4246,10941,691
7/19/2021,2133,1632,2196,4253,10943,693
7/2/2021,2073,1588,2150,4191,10855,622
7/20/2021,2143,1638,2200,4257,10947,706
7/21/2021,2151,1643,2205,4266,10953,729
7/22/2021,2161,1646,2210,4277,10960,741
7/23/2021,2169,1648,2217,4282,10965,751
7/24/2021,2173,1649,2218,4287,10970,758
7/25/2021,2177,1650,2219,4288,10970,759
7/26/2021,2185,1651,2229,4298,10987,770
7/27/2021,2190,1660,2233,4311,10996,790
7/28/2021,2203,1662,2244,4324,11014,797
7/29/2021,2215,1666,2250,4329,11026,817
7/3/2021,2075,1589,2153,4192,10859,629
7/30/2021,2235,1675,2260,4341,11038,828
7/31/2021,2238,1678,2263,4346,11040,832
7/4/2021,2075,1589,2153,4192,10860,629
7/5/2021,2079,1593,2156,4193,10866,629
7/6/2021,2081,1593,2159,4201,10876,635
7/7/2021,2083,1595,2161,4203,10879,636
7/8/2021,2086,1601,2163,4205,10887,642
7/9/2021,2087,1602,2169,4212,10894,646
8/1/2021,2239,1679,2268,4346,11043,835
8/10/2021,2304,1714,2333,4414,11114,923
8/11/2021,2320,1722,2338,4423,11130,929
8/12/2021,2336,1730,2345,4437,11151,938
