Category,value
tests,490075
Yuma,10331
Yavapai,12541
Santa Cruz,1836
Pinal,31280
Pima,50909
Navajo,4057
Mohave,10003
Maricopa,339405
La Paz,1560
Greenlee,200
Graham,1073
Gila,5059
Coconino,6171
Cochise,5303
Apache,1147
Unknown,406
65 years and older,115889
55 - 64 years,93057
45 - 54 years,86577
20 - 44 years,170751
Less than 20 years,23395
positive,0.1613977452430751
