date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,286,387,438,503,373,7
1/1/2022,8874,6808,9306,18105,45321,3957
1/10/2021,436,557,649,751,859,10
1/10/2022,9030,6905,9411,18288,45519,4102
1/11/2021,453,571,679,788,961,10
1/11/2022,9046,6913,9424,18311,45549,4119
1/12/2021,473,594,709,837,1127,10
1/12/2022,9056,6919,9435,18326,45576,4129
1/13/2021,490,625,747,886,1299,11
1/13/2022,9075,6927,9442,18338,45602,4143
1/14/2021,525,654,796,953,1502,12
1/14/2022,9096,6940,9459,18356,45626,4188
1/15/2021,552,699,833,1021,1737,12
1/15/2022,9107,6948,9462,18363,45636,4199
1/16/2021,563,717,849,1061,2008,13
1/16/2022,9111,6951,9466,18365,45640,4202
1/17/2021,564,720,849,1063,2033,13
1/17/2022,9118,6956,9477,18382,45657,4208
1/18/2021,581,739,875,1097,2272,13
1/18/2022,9127,6966,9484,18393,45679,4220
1/19/2021,598,756,906,1149,2456,14
1/19/2022,9137,6978,9489,18403,45706,4229
1/2/2021,292,397,447,514,386,7
1/2/2022,8889,6813,9312,18119,45330,3962
1/20/2021,630,786,931,1215,2735,14
1/20/2022,9142,6983,9491,18410,45721,4234
1/21/2021,647,811,959,1256,2918,14
1/21/2022,9158,6992,9502,18421,45738,4260
1/22/2021,674,834,986,1303,3161,14
1/22/2022,9168,6995,9506,18426,45745,4267
1/23/2021,687,844,996,1322,3761,14
1/23/2022,9171,6995,9510,18427,45749,4269
1/24/2021,687,850,1005,1328,4289,14
1/24/2022,9177,7005,9519,18444,45768,4277
1/25/2021,693,857,1016,1348,4545,15
1/25/2022,9185,7012,9525,18452,45786,4286
1/26/2021,708,862,1025,1375,4906,15
1/26/2022,9197,7018,9536,18462,45801,4294
1/27/2021,732,882,1052,1423,5325,15
1/27/2022,9210,7025,9541,18469,45815,4301
1/28/2021,749,906,1083,1472,5850,15
1/28/2022,9227,7039,9550,18482,45825,4315
1/29/2021,765,915,1097,1501,6250,15
1/29/2022,9233,7047,9553,18486,45830,4323
1/3/2021,294,398,456,520,394,7
1/3/2022,8905,6822,9329,18149,45373,3980
1/30/2021,768,920,1110,1521,6556,15
1/30/2022,9235,7048,9554,18488,45832,4328
1/31/2021,772,921,1117,1534,7032,15
1/31/2022,9244,7055,9557,18494,45848,4334
