date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,331,,2.0,,1.0,,4.0,,,,,,1.0,,,,193.0,,1.0,,2.0,,6.0,,97,,1.0,,2.0,,8.0,
2020-12-02,363,32.0,3.0,1.0,2.0,1.0,,,,,,,,,,,212.0,19.0,,,3.0,1.0,,,104,7.0,,,,,,
2020-12-03,394,31.0,5.0,2.0,3.0,1.0,,,,,,,,,,,224.0,12.0,,,,,7.0,1.0,113,9.0,2.0,1.0,,,9.0,1.0
2020-12-04,405,11.0,6.0,1.0,,,,,,,,,,,,,230.0,6.0,,,,,,,116,3.0,,,,,10.0,1.0
2020-12-05,409,4.0,,,,,,,,,,,,,,,232.0,2.0,,,,,,,117,1.0,,,,,,
2020-12-06,414,5.0,,,,,5.0,1.0,,,,,,,,,,,,,4.0,1.0,,,119,2.0,,,3.0,1.0,,
2020-12-07,440,26.0,8.0,2.0,,,,,,,,,,,,,242.0,10.0,,,5.0,1.0,,,123,4.0,,,,,,
2020-12-08,462,22.0,10.0,2.0,,,,,,,,,,,,,251.0,9.0,,,,,,,126,3.0,,,,,11.0,1.0
2020-12-09,487,25.0,13.0,3.0,,,,,,,,,,,,,260.0,9.0,,,,,8.0,1.0,137,11.0,,,,,,
2020-12-10,516,29.0,,,,,,,,,,,,,,,276.0,16.0,2.0,1.0,7.0,2.0,,,141,4.0,,,,,12.0,1.0
2020-12-11,534,18.0,,,,,,,,,,,,,,,284.0,8.0,,,,,,,150,9.0,,,,,,
2020-12-12,555,21.0,,,4.0,1.0,,,,,,,,,,,292.0,8.0,4.0,2.0,,,,,156,6.0,,,4.0,1.0,14.0,2.0
2020-12-13,571,16.0,14.0,1.0,,,,,,,,,,,,,302.0,10.0,,,8.0,1.0,9.0,1.0,158,2.0,,,,,,
2020-12-14,600,29.0,15.0,1.0,,,,,,,,,,,,,318.0,16.0,,,10.0,2.0,,,165,7.0,,,,,,
2020-12-15,724,124.0,26.0,11.0,15.0,11.0,6.0,1.0,,,,,,,,,358.0,40.0,,,23.0,13.0,,,195,30.0,,,,,,
2020-12-16,1428,704.0,80.0,54.0,147.0,132.0,7.0,1.0,,,,,,,,,419.0,61.0,6.0,2.0,61.0,38.0,13.0,4.0,205,10.0,,,7.0,3.0,20.0,6.0
2020-12-17,4767,3339.0,152.0,72.0,278.0,131.0,18.0,11.0,79.0,,,,70.0,69.0,,,1692.0,1273.0,,,141.0,80.0,46.0,33.0,1434,1229.0,9.0,7.0,11.0,4.0,44.0,24.0
2020-12-18,8585,3818.0,215.0,63.0,482.0,204.0,26.0,8.0,146.0,67.0,2.0,,110.0,40.0,,,3383.0,1691.0,8.0,2.0,224.0,83.0,75.0,29.0,2814,1380.0,16.0,7.0,,,45.0,1.0
2020-12-19,11185,2600.0,224.0,9.0,527.0,45.0,33.0,7.0,,,,,112.0,2.0,,,5058.0,1675.0,,,226.0,2.0,91.0,16.0,3551,737.0,19.0,3.0,14.0,3.0,48.0,3.0
2020-12-20,12306,1121.0,,,532.0,5.0,34.0,1.0,147.0,1.0,,,,,,,6077.0,1019.0,,,229.0,3.0,100.0,9.0,3579,28.0,21.0,2.0,17.0,3.0,51.0,3.0
2020-12-21,17962,5656.0,258.0,34.0,540.0,8.0,46.0,12.0,193.0,46.0,16.0,14.0,149.0,37.0,10.0,,9312.0,3235.0,20.0,12.0,239.0,10.0,213.0,113.0,5096,1517.0,23.0,2.0,21.0,4.0,225.0,174.0
2020-12-22,25891,7929.0,285.0,27.0,596.0,56.0,314.0,268.0,236.0,43.0,42.0,26.0,171.0,22.0,29.0,19.0,13480.0,4168.0,81.0,61.0,323.0,84.0,407.0,194.0,6665,1569.0,70.0,47.0,392.0,371.0,872.0,647.0
2020-12-23,36058,10167.0,616.0,331.0,899.0,303.0,738.0,424.0,363.0,127.0,49.0,7.0,224.0,53.0,41.0,12.0,18293.0,4813.0,291.0,210.0,511.0,188.0,694.0,287.0,8560,1895.0,93.0,23.0,844.0,452.0,1607.0,735.0
2020-12-24,39975,3917.0,627.0,11.0,1217.0,318.0,858.0,120.0,414.0,51.0,53.0,4.0,295.0,71.0,,,19869.0,1576.0,427.0,136.0,620.0,109.0,752.0,58.0,9631,1071.0,118.0,25.0,904.0,60.0,1827.0,220.0
2020-12-25,40124,149.0,629.0,2.0,1315.0,98.0,,,,,,,,,,,19875.0,6.0,,,624.0,4.0,,,9640,9.0,,,921.0,17.0,,
2020-12-26,46720,6596.0,631.0,2.0,1381.0,66.0,879.0,21.0,424.0,10.0,54.0,1.0,323.0,28.0,,,24926.0,5051.0,591.0,164.0,626.0,2.0,998.0,246.0,10434,794.0,124.0,6.0,961.0,40.0,1926.0,99.0
2020-12-27,49401,2681.0,,,1460.0,79.0,,,427.0,3.0,,,324.0,1.0,,,27191.0,2265.0,652.0,61.0,627.0,1.0,1047.0,49.0,10610,176.0,,,976.0,15.0,1927.0,1.0
2020-12-28,59007,9606.0,717.0,86.0,1661.0,201.0,966.0,87.0,582.0,155.0,56.0,2.0,459.0,135.0,44.0,3.0,32443.0,5252.0,921.0,269.0,973.0,346.0,1444.0,397.0,12412,1802.0,167.0,43.0,1054.0,78.0,2342.0,415.0
2020-12-29,72446,13439.0,1063.0,346.0,1986.0,325.0,1042.0,76.0,734.0,152.0,64.0,8.0,583.0,124.0,46.0,2.0,40336.0,7893.0,1306.0,385.0,1363.0,390.0,2011.0,567.0,14359,1947.0,227.0,60.0,1360.0,306.0,2673.0,331.0
2020-12-30,87780,15334.0,1263.0,200.0,2405.0,419.0,1251.0,209.0,851.0,117.0,85.0,21.0,740.0,157.0,63.0,17.0,49039.0,8703.0,1644.0,338.0,1759.0,396.0,2778.0,767.0,16459,2100.0,298.0,71.0,2135.0,775.0,3085.0,412.0
2020-12-31,96099,8319.0,1436.0,173.0,2636.0,231.0,1448.0,197.0,919.0,68.0,115.0,30.0,895.0,155.0,67.0,4.0,53140.0,4101.0,1920.0,276.0,2129.0,370.0,3317.0,539.0,18029,1570.0,361.0,63.0,2281.0,146.0,3169.0,84.0
2021-01-01,99762,3663.0,1440.0,4.0,2753.0,117.0,1488.0,40.0,925.0,6.0,117.0,2.0,900.0,5.0,,,54855.0,1715.0,2000.0,80.0,2229.0,100.0,3472.0,155.0,19185,1156.0,396.0,35.0,2316.0,35.0,3219.0,50.0
2021-01-02,107619,7857.0,1451.0,11.0,2822.0,69.0,1501.0,13.0,928.0,3.0,,,1097.0,197.0,,,61025.0,6170.0,2049.0,49.0,2232.0,3.0,3920.0,448.0,19857,672.0,397.0,1.0,2445.0,129.0,3226.0,7.0
2021-01-03,110924,3305.0,,,2827.0,5.0,1579.0,78.0,,,,,1100.0,3.0,,,63628.0,2603.0,2075.0,26.0,2236.0,4.0,4063.0,143.0,20231,374.0,403.0,6.0,2451.0,6.0,3230.0,4.0
2021-01-04,120178,9254.0,1593.0,142.0,3172.0,345.0,1632.0,53.0,1059.0,131.0,118.0,1.0,1252.0,152.0,70.0,3.0,68395.0,4767.0,2270.0,195.0,2508.0,272.0,4622.0,559.0,22078,1847.0,472.0,69.0,2500.0,49.0,3458.0,228.0
2021-01-05,129761,9583.0,1826.0,233.0,3538.0,366.0,1723.0,91.0,1170.0,111.0,140.0,22.0,1560.0,308.0,72.0,2.0,72795.0,4400.0,2404.0,134.0,2971.0,463.0,5237.0,615.0,23864,1786.0,549.0,77.0,2580.0,80.0,3793.0,335.0
2021-01-06,142323,12562.0,2190.0,364.0,3980.0,442.0,1827.0,104.0,1289.0,119.0,155.0,15.0,1833.0,273.0,103.0,31.0,77790.0,4995.0,2658.0,254.0,3496.0,525.0,6009.0,772.0,25993,2129.0,668.0,119.0,2678.0,98.0,4265.0,472.0
2021-01-07,155528,13205.0,2558.0,368.0,4569.0,589.0,1907.0,80.0,1521.0,232.0,193.0,38.0,2325.0,492.0,157.0,54.0,83203.0,5413.0,2912.0,254.0,4230.0,734.0,6742.0,733.0,28241,2248.0,836.0,168.0,3363.0,685.0,4480.0,215.0
2021-01-08,168035,12507.0,2785.0,227.0,5162.0,593.0,2071.0,164.0,1783.0,262.0,209.0,16.0,2706.0,381.0,,,87855.0,4652.0,3174.0,262.0,4655.0,425.0,7615.0,873.0,30893,2652.0,997.0,161.0,4125.0,762.0,4753.0,273.0
2021-01-09,176122,8087.0,2802.0,17.0,5256.0,94.0,2448.0,377.0,1785.0,2.0,210.0,1.0,2743.0,37.0,158.0,1.0,92551.0,4696.0,3231.0,57.0,4667.0,12.0,8452.0,837.0,32454,1561.0,1005.0,8.0,4317.0,192.0,4770.0,17.0
2021-01-10,179498,3376.0,,,5265.0,9.0,2465.0,17.0,,,,,,,,,95198.0,2647.0,3283.0,52.0,4669.0,2.0,8527.0,75.0,32913,459.0,1010.0,5.0,4326.0,9.0,4788.0,18.0
2021-01-11,196265,16767.0,3412.0,610.0,5617.0,352.0,2765.0,300.0,1904.0,119.0,,,2930.0,187.0,162.0,4.0,104933.0,9735.0,3483.0,200.0,5151.0,482.0,9048.0,521.0,35759,2846.0,1111.0,101.0,4418.0,92.0,5402.0,614.0
2021-01-12,220201,23936.0,3804.0,392.0,6177.0,560.0,3031.0,266.0,2060.0,156.0,249.0,39.0,3026.0,96.0,169.0,7.0,121097.0,16164.0,3773.0,290.0,5643.0,492.0,9821.0,773.0,38612,2853.0,1249.0,138.0,4653.0,235.0,5993.0,591.0
2021-01-13,246284,26083.0,4157.0,353.0,6700.0,523.0,3485.0,454.0,2262.0,202.0,290.0,41.0,3121.0,95.0,328.0,159.0,138592.0,17495.0,4081.0,308.0,6046.0,403.0,10827.0,1006.0,41209,2597.0,1464.0,215.0,5186.0,533.0,6642.0,649.0
2021-01-14,271840,25556.0,4735.0,578.0,7341.0,641.0,3808.0,323.0,2536.0,274.0,353.0,63.0,3369.0,248.0,336.0,8.0,155498.0,16906.0,4466.0,385.0,6535.0,489.0,11901.0,1074.0,43782,2573.0,1684.0,220.0,5531.0,345.0,6824.0,182.0
