date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,14,19,26,21,36,
1/1/2022,839,718,666,698,1038,471
1/10/2021,22,24,38,34,88,1
1/10/2022,847,720,668,700,1039,476
1/11/2021,22,24,38,34,88,1
1/11/2022,850,722,668,700,1040,476
1/12/2021,25,30,43,40,105,1
1/12/2022,850,722,669,700,1040,478
1/13/2021,28,35,45,43,133,1
1/13/2022,852,722,669,700,1040,480
1/14/2021,35,43,59,67,143,1
1/14/2022,853,723,671,702,1041,484
1/15/2021,38,44,63,69,148,1
1/15/2022,854,723,671,702,1041,484
1/16/2021,38,44,63,69,149,1
1/16/2022,854,723,671,702,1041,484
1/17/2021,38,44,63,69,149,1
1/17/2022,854,723,671,702,1041,485
1/18/2021,41,45,64,73,156,1
1/18/2022,855,723,671,702,1041,485
1/19/2021,45,46,66,73,173,1
1/19/2022,855,723,671,703,1041,485
1/2/2021,14,19,26,21,36,
1/2/2022,839,718,666,698,1038,471
1/20/2021,46,49,68,76,190,1
1/20/2022,855,723,671,703,1041,485
1/21/2021,63,67,100,102,330,1
1/21/2022,855,723,671,703,1041,486
1/22/2021,76,89,122,130,421,1
1/22/2022,855,723,671,703,1041,487
1/23/2021,122,144,158,195,570,1
1/23/2022,855,723,671,703,1041,487
1/24/2021,124,145,160,197,570,1
1/24/2022,858,725,671,703,1042,488
1/25/2021,133,157,171,204,574,1
1/25/2022,860,725,671,703,1042,488
1/26/2021,134,157,171,204,575,1
1/26/2022,861,725,671,703,1042,490
1/27/2021,150,170,181,220,588,1
1/27/2022,862,725,671,703,1042,491
1/28/2021,197,211,225,273,627,4
1/28/2022,862,725,675,703,1042,493
1/29/2021,223,237,247,295,645,4
1/29/2022,862,725,675,703,1042,493
1/3/2021,14,19,26,21,36,
1/3/2022,839,718,666,699,1038,473
1/30/2021,223,238,247,295,646,4
1/30/2022,862,725,675,703,1042,493
1/31/2021,223,238,247,295,646,4
1/31/2022,862,725,675,703,1042,493
1/4/2021,14,19,26,21,36,1
1/4/2022,842,718,666,700,1038,474
1/5/2021,18,19,28,22,51,1
1/5/2022,845,720,666,700,1039,475
1/6/2021,19,20,30,26,58,1
1/6/2022,845,720,666,700,1039,475
1/7/2021,21,23,35,32,80,1
1/7/2022,845,720,667,700,1039,475
1/8/2021,22,24,38,34,88,1
1/8/2022,845,720,667,700,1039,475
1/9/2021,22,24,38,34,88,1
1/9/2022,845,720,668,700,1039,475
10/1/2021,751,675,629,678,1015,274
10/10/2021,762,680,629,680,1017,277
10/11/2021,764,680,629,680,1017,277
10/12/2021,766,681,629,680,1017,277
10/13/2021,768,681,629,680,1018,277
10/14/2021,772,682,630,680,1018,278
10/15/2021,774,683,630,680,1018,280
10/16/2021,775,683,630,680,1018,280
10/17/2021,775,683,630,680,1018,280
10/18/2021,777,684,633,680,1019,280
10/19/2021,777,685,633,681,1019,280
10/2/2021,751,675,629,678,1016,274
10/20/2021,778,685,633,683,1019,280
10/21/2021,778,685,634,683,1019,280
10/22/2021,780,686,636,683,1019,280
10/23/2021,780,686,636,683,1019,280
10/24/2021,780,686,636,683,1019,280
10/25/2021,782,686,637,683,1019,280
10/26/2021,782,686,637,683,1019,282
10/27/2021,783,686,638,683,1019,282
10/28/2021,784,686,639,683,1019,284
10/29/2021,784,687,640,683,1019,284
10/3/2021,751,675,629,678,1016,274
10/30/2021,784,687,640,683,1019,284
10/31/2021,784,687,640,683,1019,284
10/4/2021,752,676,629,678,1016,276
10/5/2021,753,677,629,678,1016,276
10/6/2021,755,678,629,678,1016,276
10/7/2021,758,679,629,680,1017,276
10/8/2021,762,680,629,680,1017,277
10/9/2021,762,680,629,680,1017,277
11/1/2021,785,687,640,683,1020,286
11/10/2021,794,691,646,686,1023,347
11/11/2021,796,691,646,686,1024,348
11/12/2021,801,692,648,686,1024,374
11/13/2021,801,692,648,686,1024,375
11/14/2021,801,692,648,686,1024,375
11/15/2021,802,694,648,686,1025,377
11/16/2021,802,694,649,686,1026,379
11/17/2021,802,694,650,686,1026,384
11/18/2021,804,696,650,687,1026,387
11/19/2021,806,696,651,687,1026,391
11/2/2021,787,688,640,683,1020,286
11/20/2021,806,696,651,687,1026,391
11/21/2021,806,696,651,687,1026,391
11/22/2021,806,697,653,687,1028,393
11/23/2021,806,698,653,687,1028,394
11/24/2021,808,698,653,687,1028,397
11/25/2021,808,698,653,687,1028,397
11/26/2021,808,698,653,688,1028,397
11/27/2021,810,698,654,689,1029,412
11/28/2021,810,698,654,689,1029,412
11/29/2021,810,698,655,689,1029,413
11/3/2021,787,689,640,683,1020,286
11/30/2021,813,700,655,689,1029,416
11/4/2021,792,689,640,685,1020,341
11/5/2021,793,691,641,685,1021,343
11/6/2021,793,691,641,685,1021,343
11/7/2021,793,691,641,685,1021,343
11/8/2021,794,691,641,686,1023,343
11/9/2021,794,691,646,686,1023,347
12/1/2021,814,701,655,689,1030,416
12/10/2021,827,714,661,691,1033,447
12/11/2021,827,714,661,691,1033,447
12/12/2021,827,714,661,691,1033,447
12/13/2021,827,714,661,691,1034,448
12/14/2021,828,714,661,692,1036,448
12/15/2021,828,714,661,692,1036,449
12/16/2021,833,715,662,694,1037,451
12/17/2021,833,715,662,694,1037,453
12/18/2020,,,2,,,
12/18/2021,833,715,662,694,1037,453
12/19/2020,,,2,,,
12/19/2021,833,715,662,694,1037,453
12/2/2021,817,704,656,690,1030,416
12/20/2020,,,2,,,
12/20/2021,834,716,662,694,1037,455
12/21/2020,3,5,6,1,,
12/21/2021,834,716,662,694,1037,455
12/22/2020,6,7,16,10,2,
12/22/2021,834,716,664,694,1037,456
12/23/2020,8,9,16,11,4,
12/23/2021,836,716,664,695,1037,459
12/24/2020,8,10,16,12,6,
