Category,value
tests,17661661
day,
pos,
est_pos,
total_pos,
APACHE,106888
COCHISE,227074
COCONINO,464715
GILA,119989
GRAHAM,38000
GREENLEE,4025
LA PAZ,36806
MARICOPA,10641705
MOHAVE,379891
NAVAJO,235700
PIMA,2801400
PINAL,1140467
SANTA CRUZ,104268
YAVAPAI,369033
YUMA,389041
0_5,
Less than 20 years,3230309
20 - 44 years,7399883
45 - 54 years,2290299
55 - 64 years,2117310
65 years and older,2561480
Unknown,62380
positive,0.123397453954076
