date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-03,2,1
2020-12-17,9,7
2020-12-18,16,7
2020-12-19,19,3
2020-12-20,21,2
2020-12-21,23,2
2020-12-22,70,47
2020-12-23,93,23
2020-12-24,118,25
2020-12-26,124,6
2020-12-28,167,43
2020-12-29,227,60
2020-12-30,298,71
2020-12-31,361,63
2021-01-01,396,35
2021-01-02,397,1
2021-01-03,403,6
2021-01-04,472,69
2021-01-05,549,77
2021-01-06,668,119
2021-01-07,836,168
2021-01-08,997,161
2021-01-09,1005,8
2021-01-10,1010,5
2021-01-11,1111,101
2021-01-12,1249,138
2021-01-13,1464,215
2021-01-14,1684,220
2021-01-15,1902,218
2021-01-16,1917,15
2021-01-17,1925,8
2021-01-18,1949,24
2021-01-19,2060,111
2021-01-20,2493,433
2021-01-21,2898,405
2021-01-22,3436,538
2021-01-23,3461,25
2021-01-24,3470,9
2021-01-25,3590,120
2021-01-26,4024,434
2021-01-27,4229,205
2021-01-28,4738,509
2021-01-29,5197,459
2021-01-30,5273,76
2021-01-31,5316,43
2021-02-01,5508,192
2021-02-02,6123,615
2021-02-03,6349,226
2021-02-04,6940,591
2021-02-05,7631,691
2021-02-06,7666,35
2021-02-07,7680,14
2021-02-08,7858,178
2021-02-09,8416,558
2021-02-10,9076,660
2021-02-11,9708,632
2021-02-12,10345,637
2021-02-13,10825,480
2021-02-14,11254,429
2021-02-15,11363,109
2021-02-16,11473,110
2021-02-17,11521,48
2021-02-18,11574,53
2021-02-19,11674,100
2021-02-20,11717,43
2021-02-21,11733,16
2021-02-22,11802,69
2021-02-23,12435,633
2021-02-24,13272,837
2021-02-25,14039,767
2021-02-26,14880,841
2021-02-27,15012,132
2021-02-28,15094,82
2021-03-01,15389,295
2021-03-02,16352,963
2021-03-03,17163,811
2021-03-04,18026,863
2021-03-05,18858,832
2021-03-06,18981,123
2021-03-07,19048,67
2021-03-08,19281,233
2021-03-09,19985,704
2021-03-10,20811,826
2021-03-11,21598,787
2021-03-12,22343,745
2021-03-13,22885,542
2021-03-14,23316,431
2021-03-15,23565,249
2021-03-16,24354,789
2021-03-17,25153,799
2021-03-18,25909,756
2021-03-19,26836,927
2021-03-20,26962,126
2021-03-21,27078,116
2021-03-22,27347,269
2021-03-23,28171,824
2021-03-24,28991,820
2021-03-25,29769,778
2021-03-26,30635,866
2021-03-27,30786,151
2021-03-28,30864,78
2021-03-29,31156,292
2021-03-30,32145,989
2021-03-31,33095,950
2021-04-01,34129,1034
2021-04-02,34932,803
2021-04-03,35055,123
2021-04-04,35125,70
2021-04-05,35814,689
2021-04-06,36649,835
2021-04-07,37543,894
2021-04-08,38432,889
2021-04-09,39280,848
2021-04-10,39923,643
2021-04-11,40000,77
2021-04-12,40455,455
2021-04-13,41355,900
2021-04-14,42327,972
2021-04-15,43270,943
2021-04-16,44323,1053
2021-04-17,44488,165
2021-04-18,44589,101
2021-04-19,44899,310
2021-04-20,45767,868
2021-04-21,46603,836
2021-04-22,47469,866
2021-04-23,48343,874
2021-04-24,48776,433
2021-04-25,48845,69
2021-04-26,49483,638
2021-04-27,50340,857
2021-04-28,51063,723
2021-04-29,51788,725
2021-04-30,52428,640
2021-05-01,52551,123
2021-05-02,52611,60
2021-05-03,53134,523
2021-05-04,53755,621
2021-05-05,54509,754
2021-05-06,55138,629
2021-05-07,55820,682
2021-05-08,55911,91
2021-05-09,55953,42
2021-05-10,56397,444
