date,Coconino_cume,Coconino
2020-12-01,1,
2020-12-02,2,1
2020-12-03,3,1
2020-12-12,4,1
2020-12-15,15,11
2020-12-16,147,132
2020-12-17,278,131
2020-12-18,482,204
2020-12-19,527,45
2020-12-20,532,5
2020-12-21,540,8
2020-12-22,596,56
2020-12-23,899,303
2020-12-24,1217,318
2020-12-25,1315,98
2020-12-26,1381,66
2020-12-27,1460,79
2020-12-28,1661,201
2020-12-29,1986,325
2020-12-30,2405,419
2020-12-31,2636,231
2021-01-01,2753,117
2021-01-02,2822,69
2021-01-03,2827,5
2021-01-04,3172,345
2021-01-05,3538,366
2021-01-06,3980,442
2021-01-07,4569,589
2021-01-08,5162,593
2021-01-09,5256,94
2021-01-10,5265,9
2021-01-11,5617,352
2021-01-12,6177,560
2021-01-13,6700,523
2021-01-14,7341,641
2021-01-15,8481,1140
2021-01-16,8617,136
2021-01-17,8653,36
2021-01-18,8984,331
2021-01-19,9550,566
2021-01-20,11077,1527
2021-01-21,11995,918
2021-01-22,12945,950
2021-01-23,13374,429
2021-01-24,13400,26
2021-01-25,14018,618
2021-01-26,14620,602
2021-01-27,15968,1348
2021-01-28,17315,1347
2021-01-29,18300,985
2021-01-30,18664,364
2021-01-31,18702,38
2021-02-01,19728,1026
2021-02-02,20618,890
2021-02-03,22308,1690
2021-02-04,24359,2051
2021-02-05,26515,2156
2021-02-06,28213,1698
2021-02-07,28280,67
2021-02-08,29280,1000
2021-02-09,30282,1002
2021-02-10,32961,2679
2021-02-11,34614,1653
2021-02-12,37270,2656
2021-02-13,38844,1574
2021-02-14,38902,58
2021-02-15,40181,1279
2021-02-16,41892,1711
2021-02-17,44563,2671
2021-02-18,45721,1158
2021-02-19,47069,1348
2021-02-20,48074,1005
2021-02-21,48108,34
2021-02-22,48626,518
2021-02-23,49265,639
2021-02-24,51262,1997
2021-02-25,53001,1739
2021-02-26,54700,1699
2021-02-27,56411,1711
2021-02-28,56525,114
2021-03-01,58151,1626
2021-03-02,59856,1705
2021-03-03,61557,1701
2021-03-04,63630,2073
2021-03-05,65319,1689
2021-03-06,66240,921
2021-03-07,66321,81
2021-03-08,67341,1020
2021-03-09,68279,938
2021-03-10,71007,2728
2021-03-11,72898,1891
2021-03-12,75342,2444
2021-03-13,76545,1203
2021-03-14,76630,85
2021-03-15,77879,1249
2021-03-16,79671,1792
2021-03-17,81255,1584
2021-03-18,82572,1317
2021-03-19,83962,1390
2021-03-20,84864,902
2021-03-21,84947,83
2021-03-22,85700,753
2021-03-23,87115,1415
2021-03-24,88649,1534
2021-03-25,90316,1667
2021-03-26,92231,1915
2021-03-27,92756,525
2021-03-28,92901,145
2021-03-29,94471,1570
2021-03-30,96023,1552
2021-03-31,97554,1531
2021-04-01,98791,1237
2021-04-02,100125,1334
2021-04-03,100629,504
2021-04-04,100711,82
2021-04-05,101493,782
2021-04-06,102605,1112
2021-04-07,103506,901
2021-04-08,104627,1121
2021-04-09,105684,1057
2021-04-10,106234,550
2021-04-11,106324,90
2021-04-12,106814,490
2021-04-13,107661,847
2021-04-14,108482,821
2021-04-15,109310,828
2021-04-16,110298,988
2021-04-17,110610,312
2021-04-18,110681,71
2021-04-19,111622,941
2021-04-20,112520,898
2021-04-21,113362,842
2021-04-22,114272,910
2021-04-23,115335,1063
2021-04-24,115690,355
2021-04-25,115852,162
2021-04-26,116415,563
2021-04-27,117209,794
2021-04-28,117964,755
2021-04-29,118702,738
2021-04-30,119427,725
2021-05-01,119822,395
2021-05-02,119910,88
2021-05-03,120335,425
2021-05-04,120872,537
2021-05-05,121437,565
2021-05-06,121856,419
2021-05-07,122451,595
2021-05-08,122650,199
2021-05-09,122734,84
2021-05-10,123187,453
2021-05-11,123489,302
2021-05-12,123931,442
2021-05-13,124689,758
2021-05-14,125753,1064
2021-05-15,126197,444
2021-05-16,126265,68
2021-05-17,126754,489
2021-05-18,127084,330
2021-05-19,127737,653
2021-05-20,128168,431
2021-05-21,128724,556
2021-05-22,129100,376
2021-05-23,129159,59
2021-05-24,129383,224
2021-05-25,129598,215
2021-05-26,130142,544
2021-05-27,130420,278
2021-05-28,130867,447
2021-05-29,130986,119
2021-05-30,131030,44
2021-05-31,131059,29
2021-06-01,131260,201
2021-06-02,131736,476
2021-06-03,132120,384
2021-06-04,132767,647
2021-06-05,133096,329
2021-06-06,133158,62
2021-06-07,133453,295
2021-06-08,133631,178
2021-06-09,134302,671
2021-06-10,134647,345
2021-06-11,135136,489
2021-06-12,135318,182
2021-06-13,135350,32
2021-06-14,135698,348
2021-06-15,135853,155
2021-06-16,136218,365
2021-06-17,136443,225
2021-06-18,136748,305
2021-06-19,136902,154
2021-06-20,136943,41
2021-06-21,137084,141
2021-06-22,137207,123
2021-06-23,137502,295
2021-06-24,137679,177
2021-06-25,137960,281
2021-06-26,138063,103
2021-06-27,138117,54
2021-06-28,138299,182
2021-06-29,138435,136
2021-06-30,138682,247
2021-07-01,138839,157
2021-07-02,139105,266
2021-07-03,139188,83
2021-07-04,139197,9
2021-07-05,139282,85
2021-07-06,139430,148
2021-07-07,139674,244
2021-07-08,139815,141
2021-07-09,140030,215
2021-07-10,140221,191
2021-07-11,140254,33
2021-07-12,140419,165
2021-07-13,140532,113
2021-07-14,140706,174
2021-07-15,140914,208
2021-07-16,141165,251
2021-07-17,141256,91
2021-07-18,141296,40
2021-07-19,141470,174
2021-07-20,141640,170
2021-07-21,141857,217
2021-07-22,142022,165
2021-07-23,142240,218
2021-07-24,142353,113
2021-07-25,142400,47
2021-07-26,142618,218
2021-07-27,142778,160
2021-07-28,143035,257
2021-07-29,143235,200
2021-07-30,143506,271
2021-07-31,143627,121
2021-08-01,143685,58
2021-08-02,143926,241
2021-08-03,144114,188
2021-08-04,144427,313
2021-08-05,144621,194
2021-08-06,144926,305
2021-08-07,145258,332
2021-08-08,145320,62
2021-08-09,145523,203
2021-08-10,145664,141
2021-08-11,145961,297
2021-08-12,146213,252
2021-08-13,146487,274
2021-08-14,146635,148
2021-08-15,146724,89
2021-08-16,146925,201
2021-08-17,147091,166
2021-08-18,147400,309
2021-08-19,147643,243
2021-08-20,147929,286
2021-08-21,148091,162
2021-08-22,148138,47
2021-08-23,148370,232
2021-08-24,148586,216
2021-08-25,148887,301
2021-08-26,149136,249
2021-08-27,149473,337
2021-08-28,149644,171
2021-08-29,149731,87
2021-08-30,149920,189
2021-08-31,150086,166
2021-09-01,150345,259
2021-09-02,150511,166
2021-09-03,150762,251
2021-09-04,150863,101
2021-09-05,150914,51
2021-09-06,150929,15
2021-09-07,151131,202
2021-09-08,151349,218
2021-09-09,151522,173
2021-09-10,151701,179
2021-09-11,151969,268
2021-09-12,152067,98
2021-09-13,152218,151
2021-09-14,152359,141
2021-09-15,152582,223
2021-09-16,152723,141
2021-09-17,152928,205
2021-09-18,153074,146
2021-09-19,153166,92
2021-09-20,153288,122
2021-09-21,153411,123
2021-09-22,153591,180
2021-09-23,153713,122
2021-09-24,153898,185
2021-09-25,154084,186
2021-09-26,154168,84
2021-09-27,154319,151
2021-09-28,154513,194
2021-09-29,154860,347
2021-09-30,155170,310
2021-10-01,155570,400
2021-10-02,155818,248
2021-10-03,155925,107
2021-10-04,156168,243
2021-10-05,156432,264
2021-10-06,156719,287
2021-10-07,157046,327
2021-10-08,157344,298
2021-10-09,157448,104
2021-10-10,157505,57
2021-10-11,157597,92
2021-10-12,157749,152
2021-10-13,157994,245
2021-10-14,158168,174
2021-10-15,158408,240
2021-10-16,158473,65
2021-10-17,158541,68
2021-10-18,158704,163
2021-10-19,158877,173
2021-10-20,159104,227
2021-10-21,159257,153
2021-10-22,159808,551
2021-10-23,160131,323
2021-10-24,160303,172
2021-10-25,160878,575
2021-10-26,161439,561
2021-10-27,162374,935
2021-10-28,162978,604
2021-10-29,164028,1050
2021-10-30,164502,474
2021-10-31,164693,191
2021-11-01,165236,543
2021-11-02,165732,496
2021-11-03,166533,801
2021-11-04,167152,619
2021-11-05,168226,1074
2021-11-06,169123,897
2021-11-07,169411,288
2021-11-08,170060,649
2021-11-09,170754,694
2021-11-10,171674,920
2021-11-11,172166,492
2021-11-12,173438,1272
2021-11-13,173921,483
2021-11-14,174196,275
2021-11-15,174850,654
2021-11-16,175573,723
2021-11-17,176402,829
2021-11-18,177102,700
2021-11-19,178353,1251
2021-11-20,178937,584
2021-11-21,179274,337
2021-11-22,179952,678
2021-11-23,180624,672
2021-11-24,181187,563
2021-11-25,181188,1
2021-11-26,181636,448
2021-11-27,181887,251
2021-11-28,182052,165
2021-11-29,182725,673
2021-11-30,183508,783
2021-12-01,184444,936
2021-12-02,185016,572
2021-12-03,186279,1263
2021-12-04,187113,834
2021-12-05,187512,399
2021-12-06,188049,537
2021-12-07,188519,470
2021-12-08,189390,871
2021-12-09,190422,1032
2021-12-10,191707,1285
2021-12-11,192306,599
2021-12-12,192628,322
2021-12-13,193199,571
2021-12-14,193727,528
2021-12-15,194245,518
2021-12-16,194879,634
2021-12-17,196018,1139
2021-12-18,196552,534
2021-12-19,196874,322
2021-12-20,197433,559
2021-12-21,197966,533
2021-12-22,198677,711
2021-12-23,199105,428
2021-12-24,199182,77
2021-12-26,199308,126
2021-12-27,199856,548
2021-12-28,200423,567
2021-12-29,200956,533
2021-12-30,201439,483
2021-12-31,201568,129
2022-01-01,201606,38
2022-01-02,201692,86
2022-01-03,202163,471
2022-01-04,202497,334
2022-01-05,203051,554
2022-01-06,203665,614
2022-01-07,204466,801
2022-01-08,204960,494
2022-01-09,205191,231
2022-01-10,205477,286
2022-01-11,205806,329
2022-01-12,206271,465
2022-01-13,206579,308
2022-01-14,207361,782
2022-01-15,207641,280
2022-01-16,207795,154
2022-01-17,207933,138
2022-01-18,208176,243
2022-01-19,208529,353
2022-01-20,208870,341
2022-01-21,209331,461
2022-01-22,209572,241
2022-01-23,209669,97
2022-01-24,209914,245
2022-01-25,210081,167
2022-01-26,210348,267
2022-01-27,210696,348
2022-01-28,211070,374
2022-01-29,211289,219
2022-01-30,211347,58
2022-01-31,211520,173
2022-02-01,211617,97
2022-02-02,211797,180
2022-02-03,211916,119
