date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,106,95,57,67,66,2
1/1/2022,11538,7446,7317,6921,10423,15789
1/10/2021,261,209,161,155,199,5
1/10/2022,11731,7554,7456,7077,10507,16160
1/11/2021,276,230,186,174,216,5
1/11/2022,11782,7572,7500,7119,10535,16257
1/12/2021,296,245,208,201,261,5
1/12/2022,11839,7611,7560,7183,10565,16339
1/13/2021,305,255,215,212,434,5
1/13/2022,11906,7648,7617,7237,10591,16422
1/14/2021,316,267,225,225,597,5
1/14/2022,11943,7674,7641,7257,10597,16515
1/15/2021,331,281,236,233,763,5
1/15/2022,11968,7691,7650,7264,10597,16569
1/16/2021,337,284,236,233,768,5
1/16/2022,11986,7695,7659,7267,10600,16592
1/17/2021,337,285,236,235,772,5
1/17/2022,11992,7702,7668,7277,10603,16615
1/18/2021,339,289,238,239,777,5
1/18/2022,12039,7736,7704,7327,10612,16699
1/19/2021,344,300,240,243,822,5
1/19/2022,12079,7757,7733,7348,10627,16801
1/2/2021,106,95,57,68,66,2
1/2/2022,11548,7449,7320,6926,10429,15802
1/20/2021,362,315,262,261,1149,7
1/20/2022,12101,7776,7755,7364,10636,16860
1/21/2021,377,335,281,279,1460,7
1/21/2022,12133,7793,7770,7372,10639,16912
1/22/2021,407,366,319,307,1863,8
1/22/2022,12145,7811,7781,7372,10640,16962
1/23/2021,412,371,319,309,1869,8
1/23/2022,12160,7823,7790,7379,10643,16990
1/24/2021,412,373,320,311,1871,8
1/24/2022,12179,7848,7820,7393,10652,17018
1/25/2021,427,381,335,330,1897,8
1/25/2022,12194,7872,7829,7411,10657,17041
1/26/2021,451,397,351,352,2190,9
1/26/2022,12209,7885,7848,7419,10660,17048
1/27/2021,472,417,366,376,2254,12
1/27/2022,12225,7899,7855,7426,10663,17070
1/28/2021,493,446,407,448,2547,12
1/28/2022,12238,7903,7867,7432,10663,17090
1/29/2021,543,510,498,518,2710,13
1/29/2022,12250,7916,7879,7436,10663,17120
1/3/2021,108,97,57,69,67,2
1/3/2022,11572,7460,7334,6943,10436,15854
1/30/2021,562,524,512,535,2717,13
1/30/2022,12266,7925,7882,7437,10666,17148
1/31/2021,574,530,517,546,2725,13
1/31/2022,12282,7930,7882,7442,10666,17163
1/4/2021,127,113,67,82,75,2
1/4/2022,11593,7468,7348,6959,10446,15893
1/5/2021,154,123,85,94,85,2
1/5/2022,11616,7487,7370,6982,10458,15940
1/6/2021,185,155,108,114,95,3
1/6/2022,11648,7506,7386,6996,10473,16001
1/7/2021,209,173,126,128,180,4
1/7/2022,11672,7516,7416,7019,10485,16065
1/8/2021,258,206,158,154,197,4
1/8/2022,11691,7524,7427,7035,10488,16101
1/9/2021,261,207,160,154,199,4
1/9/2022,11705,7535,7434,7044,10491,16126
10/1/2021,10233,6352,6386,6191,9626,6145
10/10/2021,10278,6382,6399,6209,9643,6218
10/11/2021,10281,6388,6407,6212,9647,6221
10/12/2021,10294,6390,6410,6213,9649,6253
10/13/2021,10307,6396,6414,6218,9650,6257
10/14/2021,10315,6403,6420,6222,9655,6268
10/15/2021,10335,6408,6427,6225,9658,6273
10/16/2021,10344,6409,6427,6225,9659,6280
10/17/2021,10350,6410,6427,6225,9659,6285
