date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,10,5,22,14,16,
1/1/2022,737,546,702,1374,4939,750
1/10/2021,26,19,43,36,34,
1/10/2022,750,550,711,1394,4981,761
1/11/2021,26,19,43,37,37,
1/11/2022,751,551,711,1397,4981,762
1/12/2021,26,19,45,38,41,
1/12/2022,752,552,712,1401,4990,764
1/13/2021,54,47,81,82,63,
1/13/2022,753,552,712,1401,4992,770
1/14/2021,55,48,81,82,68,1
1/14/2022,754,553,713,1403,4995,771
1/15/2021,57,48,81,82,71,1
1/15/2022,754,554,713,1403,4995,772
1/16/2021,57,49,81,82,71,1
1/16/2022,754,554,713,1404,4995,772
1/17/2021,57,49,81,82,71,1
1/17/2022,756,554,714,1405,4995,772
1/18/2021,58,49,81,85,77,1
1/18/2022,757,555,714,1406,4996,773
1/19/2021,58,49,81,85,81,1
1/19/2022,758,555,715,1410,5007,775
1/2/2021,10,5,22,14,16,
1/2/2022,737,546,702,1374,4940,752
1/20/2021,65,53,88,107,97,1
1/20/2022,759,555,715,1415,5007,775
1/21/2021,65,53,89,110,102,1
1/21/2022,762,556,715,1416,5013,781
1/22/2021,65,55,89,110,102,1
1/22/2022,762,556,715,1416,5015,781
1/23/2021,66,56,89,110,103,1
1/23/2022,762,556,715,1416,5017,781
1/24/2021,66,56,89,110,103,1
1/24/2022,764,556,715,1416,5018,781
1/25/2021,67,57,89,112,124,1
1/25/2022,765,557,715,1416,5018,782
1/26/2021,69,57,89,113,143,1
1/26/2022,765,559,716,1417,5018,793
1/27/2021,70,57,92,115,504,1
1/27/2022,766,559,716,1417,5019,795
1/28/2021,73,60,94,121,890,1
1/28/2022,766,565,716,1417,5019,797
1/29/2021,74,60,95,122,909,1
1/29/2022,766,565,716,1417,5019,797
1/3/2021,10,5,22,14,16,
1/3/2022,739,547,703,1376,4946,752
1/30/2021,74,61,95,122,910,1
1/30/2022,766,565,717,1417,5019,797
1/31/2021,74,61,95,122,917,1
1/31/2022,766,566,718,1417,5020,797
1/4/2021,10,7,22,15,16,
1/4/2022,739,547,703,1377,4950,754
1/5/2021,10,7,22,15,18,
1/5/2022,742,547,703,1379,4954,757
1/6/2021,16,11,30,25,21,
1/6/2022,744,547,706,1389,4967,757
1/7/2021,26,19,43,36,33,
1/7/2022,745,548,708,1391,4977,757
1/8/2021,26,19,43,36,33,
1/8/2022,746,548,709,1392,4978,758
1/9/2021,26,19,43,36,34,
1/9/2022,746,548,709,1392,4978,758
10/1/2021,597,460,627,1216,4528,424
10/10/2021,625,471,639,1227,4547,449
10/11/2021,627,472,640,1228,4551,450
10/12/2021,627,474,640,1231,4554,455
10/13/2021,631,477,643,1234,4554,457
10/14/2021,634,478,644,1235,4554,459
10/15/2021,635,478,644,1236,4555,459
10/16/2021,639,478,645,1236,4555,459
10/17/2021,643,478,646,1236,4555,460
10/18/2021,646,478,648,1237,4556,467
10/19/2021,646,478,649,1238,4558,472
10/2/2021,597,460,628,1216,4529,425
