date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,411,433,646,437,6
1/10/2021,565,698,798,1119,972,10
1/11/2021,574,706,807,1135,1000,11
1/12/2021,593,730,837,1181,1091,11
1/13/2021,637,778,924,1275,1281,12
1/14/2021,670,823,979,1347,1397,14
1/15/2021,685,834,991,1367,1446,14
1/16/2021,706,866,1035,1413,1593,16
1/17/2021,708,868,1039,1418,1609,17
1/18/2021,715,871,1052,1438,1759,18
1/19/2021,749,924,1105,1514,1912,19
1/2/2021,331,444,456,678,448,6
1/20/2021,791,973,1170,1606,2193,19
1/21/2021,915,1129,1346,1846,2883,19
1/22/2021,1049,1264,1521,2096,3822,21
1/23/2021,1089,1320,1575,2203,4961,24
1/24/2021,1105,1337,1597,2279,6155,25
1/25/2021,1128,1361,1628,2358,6800,25
1/26/2021,1139,1372,1658,2402,7159,25
1/27/2021,1211,1426,1731,2584,8416,26
1/28/2021,1259,1498,1838,2785,9804,33
1/29/2021,1337,1556,1935,2957,11039,38
1/3/2021,331,446,456,679,450,6
1/30/2021,1384,1583,1994,3043,11673,38
1/31/2021,1422,1609,2043,3129,12376,40
1/4/2021,340,450,466,691,456,6
1/5/2021,347,458,481,710,478,6
1/6/2021,355,465,492,735,515,7
1/7/2021,438,564,634,873,714,8
1/8/2021,531,668,760,1078,925,10
1/9/2021,564,697,797,1119,969,10
10/1/2021,10914,7951,10385,19592,54493,4507
10/10/2021,11059,8021,10462,19669,54618,4549
10/11/2021,11075,8032,10465,19683,54648,4555
10/12/2021,11085,8035,10472,19690,54659,4565
10/13/2021,11100,8040,10479,19699,54672,4579
10/14/2021,11117,8053,10489,19716,54696,4582
10/15/2021,11137,8060,10497,19728,54716,4589
10/16/2021,11148,8065,10502,19734,54724,4599
10/17/2021,11163,8073,10511,19739,54730,4602
10/18/2021,11179,8080,10516,19747,54745,4607
10/19/2021,11199,8089,10521,19757,54756,4616
10/2/2021,10933,7957,10393,19600,54506,4513
10/20/2021,11216,8095,10526,19766,54783,4618
10/21/2021,11238,8104,10536,19782,54797,4624
10/22/2021,11255,8112,10549,19802,54842,4630
10/23/2021,11256,8114,10560,19811,54882,4632
10/24/2021,11260,8119,10564,19815,54901,4636
10/25/2021,11275,8125,10574,19828,54979,4641
10/26/2021,11281,8135,10583,19839,55070,4645
10/27/2021,11297,8139,10594,19855,55155,4648
10/28/2021,11321,8148,10603,19875,55242,4653
10/29/2021,11339,8160,10616,19883,55326,4659
10/3/2021,10942,7958,10394,19602,54509,4515
10/30/2021,11352,8162,10619,19889,55344,4660
10/31/2021,11356,8167,10620,19893,55361,4661
10/4/2021,10960,7967,10411,19614,54525,4518
