date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,411,432,646,439,6
1/10/2021,565,698,799,1121,975,10
1/11/2021,574,706,808,1137,1003,11
1/12/2021,593,730,838,1183,1095,11
1/13/2021,637,778,925,1276,1287,12
1/14/2021,670,823,980,1348,1402,14
1/15/2021,685,834,992,1368,1451,14
1/16/2021,706,866,1036,1414,1598,16
1/17/2021,708,868,1040,1419,1614,17
1/18/2021,715,871,1053,1439,1764,18
1/19/2021,749,924,1105,1517,1919,19
1/2/2021,332,444,455,678,450,6
1/20/2021,791,973,1170,1608,2202,19
1/21/2021,915,1129,1345,1848,2898,19
1/22/2021,1050,1264,1520,2098,3839,20
1/23/2021,1090,1321,1574,2205,4981,23
1/24/2021,1106,1338,1596,2280,6178,24
1/25/2021,1129,1362,1627,2359,6822,24
1/26/2021,1140,1373,1657,2403,7182,24
1/27/2021,1212,1427,1731,2586,8445,25
1/28/2021,1260,1499,1838,2787,9835,32
1/29/2021,1338,1557,1935,2958,11071,37
1/3/2021,332,446,455,680,452,6
1/30/2021,1385,1584,1994,3044,11704,37
1/31/2021,1423,1609,2044,3130,12405,39
1/4/2021,341,450,465,692,458,6
1/5/2021,348,458,481,711,481,6
1/6/2021,356,465,492,736,518,7
1/7/2021,439,563,635,875,717,8
1/8/2021,531,668,761,1080,928,10
1/9/2021,564,697,798,1121,972,10
10/1/2021,10928,7949,10400,19578,54647,4501
10/10/2021,11072,8019,10475,19655,54772,4543
10/11/2021,11088,8030,10478,19669,54802,4549
10/12/2021,11098,8033,10485,19676,54813,4559
10/13/2021,11113,8038,10492,19685,54826,4573
10/14/2021,11130,8050,10502,19702,54850,4576
10/15/2021,11151,8057,10510,19714,54870,4583
10/16/2021,11163,8062,10515,19719,54878,4593
10/17/2021,11178,8070,10524,19724,54884,4596
10/18/2021,11194,8076,10529,19731,54899,4601
10/19/2021,11214,8085,10534,19741,54910,4610
10/2/2021,10947,7955,10407,19587,54660,4507
